2473_155521_000000_000000	"How do you mean?"	"How do you mean?"	false	2.22	5.19	19.850975
2473_155521_000008_000000	"You have a sample of each article of food now?" he was asking the district attorney.	"You have a sample of each article of food now?" he was asking the district attorney.	true	94.82	99.01	15
2473_155521_000008_000001	"You are sure you have missed nothing?"	"You are sure you have missed nothing?"	true	99.23	101.26	15
2473_155521_000009_000000	"As far as possible I took my samples from the table where Werner sat," Mackay explained.	"As far as possible I took my samples from the table where Werner sat," Mackay explained.	true	101.99	106.81	14
2473_155521_000009_000001	"When the prop. boy gets here with an empty bottle and cork I'll have a sample of the wine.	"When the prop. boy gets here with an empty bottle and cork I'll have a sample of the wine.	true	107.06	111.85	16
2473_155521_000009_000002	I think it's the wine," he added.	I think it's the wine," he added.	true	111.92	113.86	19
2473_155521_000010_000000	Kennedy turned to me.	Kennedy turned to me.	true	114.32	115.545	16
2473_155521_000010_000001	"You've got--"	"You've got-"	true	115.545	116.35	27.91802
2473_155521_000011_000000	"In my pocket!" I interrupted.	"In my pocket!" I interrupted.	true	116.69	118.48	21
2473_155521_000011_000001	Then, rather breathlessly, I repeated the conversation I had overheard.	Then, rather breathlessly, I repeated the conversation I had overheard.	true	118.7	122.47	13
2473_155521_000012_000000	"Good Lord!" Mackay flushed.	"Good Lord!" Mackay flushed.	true	123.59	125.565	18
2473_155521_000012_000001	"There it is!	"There it is!	true	125.565	126.345	18
2473_155521_000012_000002	Shirley's the man, and I'll take him now, quick, without waiting for a warrant."	Shirley's the man, and I'll take him now, quick, without waiting for a warrant."	true	126.345	130.33	14
2473_155521_000013_000000	"See!" I ejaculated, to Kennedy.	"See!" I ejaculated, to Kennedy.	true	131.39	133.66	14
2473_155521_000013_000001	"He killed Stella because she made a fool of him and then, when Werner discovered that and followed him to Tarrytown the other night, it probably put him in a panic of fear, and so, to keep Werner from talking--"	"He killed Stella because she made a fool of him and then, when Werner discovered that and followed him to Tarrytown the other night, it probably put him in a panic of fear, and so, to keep Werner from talking-"	true	133.91	146.2	15
2473_155521_000014_000000	"Easy, Walter!	"Easy, Walter!	true	146.36	147.42	13.990388
2473_155521_000014_000001	Not so fast!	Not so fast!	true	147.42	148.6	13
2473_155521_000014_000002	What you overheard is insufficient ground for Shirley's conviction, unless you could make him confess, and I doubt you could make him do that."	What you overheard is insufficient ground for Shirley's conviction, unless you could make him confess, and I doubt you could make him do that."	true	148.61	156.82	16
2473_155521_000015_000000	"Why?"	"Why?"	true	157.46	158.22	23.46298
2473_155521_000015_000001	This was Mackay.	This was Mackay.	true	158.22	159.34	17
2473_155521_000016_000000	"Because I don't think he's guilty.	"Because I don't think he's guilty.	true	159.89	161.595	22.827503
2473_155521_000016_000001	At least"--Kennedy, as always, was cautious in his statements, "not so far as anything we now know would indicate."	At least"--Kennedy, as always, was cautious in his statements, "not so far as anything we now know would indicate."	false	161.595	168.73	17.334944
2473_155521_000017_000000	"But his anger at Stella," I protested, "and Marilyn's remark--"'	"But his anger at Stella," I protested, "and Marilyn's remark-"'	false	169.22	173.32	20.341812
2473_155521_000018_000000	"Miss Lamar's death was the result of a cool, unfeeling plan, not pique or anger.	"Miss Lamar's death was the result of a cool, unfeeling plan, not pique or anger.	false	174.05	179.445	20
2473_155521_000018_000001	The same cruel, careful brain executed this second crime."	The same cruel, careful brain executed this second crime."	true	179.445	184.57	18.664858
2473_155521_000019_000000	Mackay, I saw, was three-quarters convinced by Kennedy.	Mackay, I saw, was three quarters convinced by Kennedy.	true	184.85	189.13	8
2473_155521_000019_000001	"How do you account for the dialogue Jameson overheard?" he asked.	"How do you account for the dialogue Jameson overheard?" he asked.	true	189.2	192.76	7
2473_155521_000020_000000	"Miss Loring told us that Shirley suspected some one and was watching, and would not tell her or anyone else who it was.	"Miss Loring told us that Shirley suspected some one and was watching, and would not tell her or anyone else who it was.	true	193.82	200.86	7
2473_155521_000020_000001	It seems most likely to me that it is the truth, Mackay.	It seems most likely to me that it is the truth, Mackay.	true	201.59	205.27	5
2473_155521_000020_000002	In that case her remark means that she believes his silence in a way is responsible for Werner's death."	In that case her remark means that she believes his silence in a way is responsible for Werner's death."	true	206	212.11	7
2473_155521_000021_000000	"Oh!	"Oh!	true	212.84	214.02	6
2473_155521_000021_000001	If Shirley had taken you into his confidence, for instance--?"	If Shirley had taken you into his confidence, for instance-?"	true	214.02	217.78	3
2473_155521_000022_000000	"I might possibly have succeeded in gaining sufficient evidence for an arrest, thus averting this tragedy.	"I might possibly have succeeded in gaining sufficient evidence for an arrest, thus averting this tragedy.	true	218.42	224.38	7
2473_155521_000022_000001	But it is only a theory of mine."	But it is only a theory of mine."	true	224.9	227.17	9
2473_155521_000023_000000	I scowled.	I scowled.	true	228.44	229.48	11
2473_155521_000023_000001	It seemed to me that Kennedy was minimizing things in a way unusual for him.	It seemed to me that Kennedy was minimizing things in a way unusual for him.	true	229.64	233.65	4
2473_155521_000023_000002	I wondered if he really thought the heavy man innocent.	I wondered if he really thought the heavy man innocent.	false	234.17	238.3	11
2473_155521_000024_000000	"It's still my belief that Shirley is guilty," I asserted.	"It's still my belief that Shirley is guilty," I asserted.	true	238.7	241.87	6
2473_155521_000025_000000	A sound of confusion from the courtyard beneath the heavy studio windows caught Kennedy's ear and ended the colloquy.	A sound of confusion from the courtyard beneath the heavy studio windows caught Kennedy's ear and ended the colloquy.	true	242.9	249.49	9
2473_155521_000025_000001	From some of those near enough to look out we received the explanation.	From some of those near enough to look out we received the explanation.	true	250.4	254.05	8
2473_155521_000025_000002	The police had arrived, fully three-quarters of an hour after Werner's death.	The police had arrived, fully three quarters of an hour after Werner's death.	true	254.27	258.79	8
2473_155521_000026_000000	"I'll get the little bottle of wine, sure," Mackay murmured, picking up the food samples he had wrapped and crowding the bulky package into a pocket.	"I'll get the little bottle of wine, sure," Mackay murmured, picking up the food samples he had wrapped and crowding the bulky package into a pocket.	false	259.94	270.25	8
2473_155521_000027_000000	"I don't see why that would have been any easier to poison than the food," was my objection.	"I don't see why that would have been any easier to poison than the food," was my objection.	true	270.56	274.92	7
2473_155521_000027_000001	"Everyone was looking."	"Everyone was looking."	true	274.92	276.22	3
2473_155521_000028_000000	"Very simple.	"Very simple.	true	277.16	278.2	11
2473_155521_000028_000001	The food was brought in quite late.	The food was brought in quite late.	true	278.75	280.75	12
2473_155521_000028_000002	Besides, it was dished out by the caterer before the eyes of forty or fifty people or more and there was no telling which plate would go to Werner's place. The drinks were poured last of all.	Besides, it was dished out by the caterer before the eyes of forty or fifty people or more and there was no telling which plate would go to Werner's place. The drinks were poured last of all.	true	280.76	291.34	10
2473_155521_000028_000003	I remember seeing the bubbles rise and wondering whether they would register at the distance."	I remember seeing the bubbles rise and wondering whether they would register at the distance."	false	291.65	296.05	9
2473_155521_000029_000000	Kennedy did not look at me.	Kennedy did not look at me.	true	297.35	298.96	8
2473_155521_000029_000001	"Did it ever occur to you," he went on, casually, "that the glasses were all set out empty at the various places long before, and that there might easily have been a few drops of something, if it were colorless, placed in the bottom of Werner's glass, with scarcely a chance of its being discovered, especially by a man who had so much on his mind at the time as Werner had?	"Did it ever occur to you," he went on, casually, "that the glasses were all set out empty at the various places long before, and that there might easily have been a few drops of something, if it were colorless, placed in the bottom of Werner's glass, with scarcely a chance of its being discovered, especially by a man who had so much on his mind at the time as Werner had?	false	299.27	319.57	6
2473_155521_000029_000002	He must have indicated where he would sit when he arranged the camera stands and the location of the tables."	He must have indicated where he would sit when he arranged the camera stands and the location of the tables."	true	320.54	325.42	8
2473_155521_000030_000000	I had not thought of that.	I had not thought of that.	true	326.15	328.99	5
2473_155521_000031_000000	Kennedy frowned.	Kennedy frowned.	true	329.63	331.3	7
2473_155521_000031_000001	"If only I could have located more of that broken glass!" As he faced me I could read his disappointment.	"If only I could have located more of that broken glass!" As he faced me I could read his disappointment.	true	331.49	338.08	5
2473_155521_000031_000002	"Walter, I've made a most careful search of his chair and the table and everything about the space where he dropped.	"Walter, I've made a most careful search of his chair and the table and everything about the space where he dropped.	true	338.57	345.19	4
2473_155521_000031_000003	The poison must have been in the wine, but there's not a tiny sliver of that glass left, nothing but a thousand bits ground into the canvas, too small to hold even a drop of the liquid.	The poison must have been in the wine, but there's not a tiny sliver of that glass left, nothing but a thousand bits ground into the canvas, too small to hold even a drop of the liquid.	true	345.74	356.56	5
2473_155521_000031_000004	Just think, a dried stain of the wine, no matter how tiny, might have served me in a chemical analysis."	Just think, a dried stain of the wine, no matter how tiny, might have served me in a chemical analysis."	true	356.99	363.04	3
2473_155521_000032_000000	Very suddenly there was a low exclamation from Mackay.	Very suddenly there was a low exclamation from Mackay.	true	363.95	367.3	6
2473_155521_000032_000001	"Look!	"Look!	true	368	368.775	6
2473_155521_000032_000002	Quick! Some one must have kicked it way over here!"	Quick! Some one must have kicked it way over here!"	true	368.775	372.43	6
2473_155521_000033_000000	Fully twenty feet from Werner's place in the glare of the lights was the hollow stem of a champagne glass, its base intact save for a narrow segment.	Fully twenty feet from Werner's place in the glare of the lights was the hollow stem of a champagne glass, its base intact save for a narrow segment.	true	373.52	382.66	12
2473_155521_000033_000001	In the stem still were a couple of drops of the wine, as if in a bulb or tube.	In the stem still were a couple of drops of the wine, as if in a bulb or tube.	true	383.21	389.59	14
2473_155521_000034_000000	"Can it be the director's glass?" Mackay asked, handing it to Kennedy.	"Can it be the director's glass?" Mackay asked, handing it to Kennedy.	true	390.14	394.09	14
2473_155521_000035_000000	Kennedy slipped it into his pocket, fussing with his handkerchief so that the precious contents would not drip out.	Kennedy slipped it into his pocket, fussing with his handkerchief so that the precious contents would not drip out.	true	395.12	400.9	13
2473_155521_000035_000001	"I think so.	"I think so.	true	401.48	402.52	17.904587
2473_155521_000035_000002	I doubt whether any other glass was broken.	I doubt whether any other glass was broken.	true	402.83	405.22	13
2473_155521_000035_000003	Verify it quickly."	Verify it quickly."	true	405.47	407.77	17.843842
2473_155521_000036_000000	The police were entering now with Manton.	The police were entering now with Manton.	true	408.26	410.5	12
2473_155521_000036_000001	Following them was the physician.	Following them was the physician.	true	410.96	412.75	15
2473_155521_000036_000002	Mackay and I ascertained readily that no other glass had been shattered, while Kennedy searched the floor for possible signs that the stem was part of a glass broken where we had found it. Unquestionably we had a sample of the actual wine quaffed by the unfortunate Werner. Elated we strolled to a corner so as to give the police full charge.	Mackay and I ascertained readily that no other glass had been shattered, while Kennedy searched the floor for possible signs that the stem was part of a glass broken where we had found it. Unquestionably we had a sample of the actual wine quaffed by the unfortunate Werner. Elated we strolled to a corner so as to give the police full charge.	false	412.91	433.36	15
2473_155521_000037_000000	"They'll waste time questioning everyone," Kennedy remarked.	"They'll waste time questioning everyone," Kennedy remarked.	true	434.96	437.83	13
2473_155521_000037_000001	"I have the real evidence." He tapped his pocket.	"I have the real evidence." He tapped his pocket.	true	437.9	442.71	17.93673
2473_155521_000038_000000	The few moments that he had had to himself had been ample for him to obtain such evidence as was destroyed in so many cases by the time he was called upon the scene.	The few moments that he had had to himself had been ample for him to obtain such evidence as was destroyed in so many cases by the time he was called upon the scene.	false	442.71	451.45	13
2473_155521_000039_000000	A point occurred to me.	A point occurred to me.	true	452.69	454.09	18
2473_155521_000039_000001	"You don't think the poison was planted later during the excitement?"	"You don't think the poison was planted later during the excitement?"	true	454.88	458.2	15
2473_155521_000040_000000	"Hardly!	"Hardly!	true	458.78	459.55	19.081558
2473_155521_000040_000001	Our criminal is too clever to take a long chance.	Our criminal is too clever to take a long chance.	true	459.83	462.76	19
2473_155521_000040_000002	In such a case we would know it was some one near Werner and also there would be too many people watching.	In such a case we would know it was some one near Werner and also there would be too many people watching.	true	463.01	468.61	15
2473_155521_000040_000003	Foolhardiness is not boldness."	Foolhardiness is not boldness."	true	468.92	471.25	15
2473_155521_000041_000000	I took to observing the methods of the police, which were highly efficient, but only in the minuteness of the examination of witnesses and in the care with which they recorded names and facts and made sure that no one had slipped away to avoid the notoriety.	I took to observing the methods of the police, which were highly efficient, but only in the minuteness of the examination of witnesses and in the care with which they recorded names and facts and made sure that no one had slipped away to avoid the notoriety.	false	472.79	486.19	13
2473_155521_000042_000000	The actors and actresses who had stood rather in awe of Kennedy, both here and in Kennedy's investigation at Tarrytown, developed nimble tongues in their answers to the city detectives.	The actors and actresses who had stood rather in awe of Kennedy, both here and in Kennedy's investigation at Tarrytown, developed nimble tongues in their answers to the city detectives.	true	487.55	497.53	11
2473_155521_000042_000001	The result was a perfect maze of conflicting versions of Werner's cry and fall.	The result was a perfect maze of conflicting versions of Werner's cry and fall.	true	499.25	503.95	15
2473_155521_000042_000002	In fact, one scene shifter insisted that Shirley, as the Black Terror, had reached Werner's side and had struck him before the cry, while an extra girl with a faint lisp described with sobering accuracy the flight of a mysterious missile through the air.	In fact, one scene shifter insisted that Shirley, as the Black Terror, had reached Werner's side and had struck him before the cry, while an extra girl with a faint lisp described with sobering accuracy the flight of a mysterious missile through the air.	true	504.41	521.74	13
2473_155521_000042_000003	I realized then why Kennedy had made no effort to question them.	I realized then why Kennedy had made no effort to question them.	true	522.56	526.45	13
2473_155521_000042_000004	Under the excitement of the scene, the glamour of the lights, the sense of illusion, and the stifling heat, it would have been strange for any of the people to have retained correct impressions of the event.	Under the excitement of the scene, the glamour of the lights, the sense of illusion, and the stifling heat, it would have been strange for any of the people to have retained correct impressions of the event.	false	527.45	539.8	13
2473_155521_000043_000000	The police sergeant knew Kennedy by reputation and approached him after a visit to the dead man's body with the doctor.	The police sergeant knew Kennedy by reputation and approached him after a visit to the dead man's body with the doctor.	true	540.41	546.49	9
2473_155521_000043_000001	His glance, including Mackay and myself, was frankly triumphant.	His glance, including Mackay and myself, was frankly triumphant.	true	547.22	550.81	14
2473_155521_000044_000000	"Well," he exclaimed, "I don't suppose it occurred to any of you SCIENTIFIC guys to search the fellow, now did it?"	"Well," he exclaimed, "I don't suppose it occurred to any of you SCIENTIFIC guys to search the fellow, now did it?"	true	551.63	557.92	12
2473_155521_000045_000000	Kennedy smiled, in good humor.	Kennedy smiled, in good humor.	true	559.07	561.01	8
2473_155521_000045_000001	"Searching a man isn't always the scientific method.	"Searching a man isn't always the scientific method.	true	561.68	564.7	6
2473_155521_000045_000002	You won't find the word 'frisk' in any scientific dictionary."	You won't find the word 'frisk' in any scientific dictionary."	true	564.74	568.09	9
2473_155521_000046_000000	"No?" The police officer's eyes twinkled.	"No?" The police officer's eyes twinkled.	true	568.61	571.87	6
2473_155521_000046_000001	There was enough of the Irish in him to enjoy an encounter of this kind.	There was enough of the Irish in him to enjoy an encounter of this kind.	true	572.18	575.74	9
2473_155521_000046_000002	"Maybe not, but you might find things in a chap's pocket which is better." With a flourish he produced a hypodermic syringe, the duplicate of the one I had appropriated, and a tiny bottle.	"Maybe not, but you might find things in a chap's pocket which is better." With a flourish he produced a hypodermic syringe, the duplicate of the one I had appropriated, and a tiny bottle.	true	576.29	587.44	14
2473_155521_000046_000003	"The man's a dope," he added.	"The man's a dope," he added.	true	587.75	590.2	17.537394
2473_155521_000047_000000	"I knew that," replied Kennedy.	"I knew that," replied Kennedy.	false	591.08	593.4	6
2473_155521_000047_000001	"I examined his arm, where he usually took his shots, and found no fresh mark of the needle."	"I examined his arm, where he usually took his shots, and found no fresh mark of the needle."	true	593.4	598.69	10
2473_155521_000048_000000	"That doesn't prove anything.	"That doesn't prove anything.	true	599.84	601.57	15
2473_155521_000048_000001	Wait until the medical examiner gets here.	Wait until the medical examiner gets here.	true	601.7	604.21	12
2473_155521_000048_000002	He'll find the fellow's heart all shot full of hop, or something. I guess it isn't so complicated, after all.	He'll find the fellow's heart all shot full of hop, or something. I guess it isn't so complicated, after all.	false	604.31	610.75	15
2473_155521_000048_000003	He was a hop fiend, all right."	He was a hop fiend, all right."	true	610.82	613.5	13
2473_155521_000049_000000	"Still, there's nothing to indicate that he was a suicide."	"Still, there's nothing to indicate that he was a suicide."	true	613.5	616.75	11
2473_155521_000050_000000	"Not suicide; accident-overdose," was the sergeant's reply.	"Not suicide; accident overdose," was the sergeant's reply.	true	617.48	622.06	13
2473_155521_000051_000000	"How could he have died from an overdose of the drug, when he hasn't taken any recently?"	"How could he have died from an overdose of the drug, when he hasn't taken any recently?"	true	623.36	627.97	12
2473_155521_000052_000000	"Well"--unabashed--"then he croaked because he hadn't had a shot--the same thing.	"Well"--unabashed-"then he croaked because he hadn't had a shot-the same thing.	true	630.02	635.5	12
2473_155521_000052_000001	Heart failure, either way.	Heart failure, either way.	true	635.54	637.21	11
2473_155521_000052_000002	Excited, and all, you know, making the scene.	Excited, and all, you know, making the scene.	true	637.37	639.94	11
2473_155521_000052_000003	Maybe he forgot to use the needle at that."	Maybe he forgot to use the needle at that."	true	640.16	642.46	13
2473_155521_000053_000000	"Perhaps you're right." Kennedy shrugged calmly.	"Perhaps you're right." Kennedy shrugged calmly.	true	643.64	646	13
2473_155521_000053_000001	What was the use of disputing the matter?	What was the use of disputing the matter?	true	646.49	648.52	9
2473_155521_000054_000000	I started to protest against the detective's hypothesis.	I started to protest against the detective's hypothesis.	true	649.25	652.72	13
2473_155521_000054_000001	The idea of any drug addict ever forgetting to take his stimulant was too preposterous.	The idea of any drug addict ever forgetting to take his stimulant was too preposterous.	true	653.12	658.33	12
2473_155521_000054_000002	But Kennedy checked me.	But Kennedy checked me.	true	659.15	660.61	18.775097
2473_155521_000054_000003	All were now keenly listening to the argument.	All were now keenly listening to the argument.	true	661.58	664.48	12
2473_155521_000054_000004	Better, perhaps, to let some one think that nothing was suspected than to disclose the cards in Craig's hand.	Better, perhaps, to let some one think that nothing was suspected than to disclose the cards in Craig's hand.	true	664.88	671.08	9
2473_155521_000054_000005	I saw that he wished to get away and had not spoken seriously.	I saw that he wished to get away and had not spoken seriously.	true	672.08	675.64	9
2473_155521_000054_000006	He turned to Mackay.	He turned to Mackay.	true	675.92	677.41	12
2473_155521_000055_000000	"Walter and I will have to hurry to the laboratory.	"Walter and I will have to hurry to the laboratory.	true	678.5	680.985	7
2473_155521_000055_000001	Would you like to come along?"	Would you like to come along?"	true	680.985	682.33	10
2473_155521_000056_000000	"You bet I would!"	"You bet I would!"	true	683.18	684.345	12
2473_155521_000056_000001	The district attorney showed his delight.	The district attorney showed his delight.	true	684.345	686.38	8
2473_155521_000056_000002	"I was just going to ask if I might do so.	"I was just going to ask if I might do so.	true	687.02	689.62	10
2473_155521_000056_000003	There's nothing for me in Tarrytown to-day and this is out of my jurisdiction."	There's nothing for me in Tarrytown to day and this is out of my jurisdiction."	true	690.53	694.57	10
2473_155521_000057_000000	As we turned away the police sergeant saw us and called across the floor, not quite concealing a touch of professional jealousy.	As we turned away the police sergeant saw us and called across the floor, not quite concealing a touch of professional jealousy.	true	695.72	702.64	11
2473_155521_000058_000000	"The three of you were here at the time, weren't you?"	"The three of you were here at the time, weren't you?"	true	703.52	705.85	13
2473_155521_000059_000000	"No," Kennedy answered.	"No," Kennedy answered.	true	706.88	708.195	13
2473_155521_000059_000001	"Mr. Jameson and myself."	"mr Jameson and myself."	true	708.195	709.99	11
2473_155521_000060_000000	"Well, you two, then!	"Well, you two, then!	true	710.6	712.57	16.967411
2473_155521_000060_000001	You're witnesses and I'll ask you to hold yourself in readiness to appear at the hearing."	You're witnesses and I'll ask you to hold yourself in readiness to appear at the hearing."	true	712.73	717.28	13
2473_155521_000061_000000	I thought that the policeman was particularly delighted at his position to issue orders to Kennedy, and I was angered.	I thought that the policeman was particularly delighted at his position to issue orders to Kennedy, and I was angered.	true	718.34	724.78	11
2473_155521_000061_000001	Again Craig held me in check!	Again Craig held me in check!	true	725.36	727.72	14
2473_155521_000062_000000	"We'll be glad to tell anything we know," he replied, then added a little fling, a bit of sarcasm which almost went over the other's head. "That is," he amended, "as eye-witnesses!"	"We'll be glad to tell anything we know," he replied, then added a little fling, a bit of sarcasm which almost went over the other's head. "That is," he amended, "as eye witnesses!"	false	728.42	745.11	13
