3070_166423_000000_000000	"Martin," I said decisively, "where's your pony?	"Martin," I said decisively, "where's your pony?	false	2.52	5.79	16.286564
3070_166423_000013_000001	What's to fear about them?" asked Drake.	What's to fear about them?" asked Drake.	true	115.79	118.21	15.028981
3070_166423_000014_000000	"See what you think!" She led us slowly, almost reluctantly toward the rear of the fortress.	"See what you think!" She led us slowly, almost reluctantly toward the rear of the fortress.	true	118.43	124.3	12.915904
3070_166423_000014_000001	"They lay in a little heap at the mouth of the cleft where we heard the noises.	"They lay in a little heap at the mouth of the cleft where we heard the noises.	false	124.94	128.23	15
3070_166423_000014_000002	Martin picked them up and dropped them in a sack before we ran through the hollow.	Martin picked them up and dropped them in a sack before we ran through the hollow.	true	128.6	132.34	9
3070_166423_000015_000000	"They're grotesque and they're almost CUTE, and they make me feel as though they were the tiniest tippy-tip of the claw of some incredibly large cat just stealing around the corner, a terrible cat, a cat as big as a mountain," she ended breathlessly.	"They're grotesque and they're almost CUTE, and they make me feel as though they were the tiniest tippy tip of the claw of some incredibly large cat just stealing around the corner, a terrible cat, a cat as big as a mountain," she ended breathlessly.	true	132.62	151	14.528009
3070_166423_000016_000000	We climbed through the crumbling masonry into a central, open court. Here a clear spring bubbled up in a ruined and choked stone basin; close to the ancient well was their pony, contentedly browsing in the thick grass that grew around it.	We climbed through the crumbling masonry into a central, open court. Here a clear spring bubbled up in a ruined and choked stone basin; close to the ancient well was their pony, contentedly browsing in the thick grass that grew around it.	false	151.58	165.85	16.035492
3070_166423_000016_000001	From one of its hampers Ruth took a large cloth bag.	From one of its hampers ruth took a large cloth bag.	true	166.01	169.78	19.492266
3070_166423_000017_000000	"To carry them," she said, and trembled.	"To carry them," she said, and trembled.	true	169.82	172.9	15.591965
3070_166423_000018_000000	We passed through what had once been a great door into another chamber larger than that we had just left; and it was in better preservation, the ceiling unbroken, the light dim after the blazing sun of the court. Near its center she halted us.	We passed through what had once been a great door into another chamber larger than that we had just left; and it was in better preservation, the ceiling unbroken, the light dim after the blazing sun of the court. Near its center she halted us.	false	173.33	186.76	14
3070_166423_000019_000000	Before me ran a two-feet-wide ragged crack, splitting the floor and dropping down into black depths.	Before me ran a two feet wide ragged crack, splitting the floor and dropping down into black depths.	true	187.58	194.11	16
3070_166423_000019_000001	Beyond was an expanse of smooth flagging, almost clear of debris.	Beyond was an expanse of smooth flagging, almost clear of debris.	true	194.45	199.15	16.842102
3070_166423_000020_000000	Drake gave a low whistle.	Drake gave a low whistle.	true	199.82	201.46	18.655544
3070_166423_000020_000001	I followed his pointing finger.	I followed his pointing finger.	true	201.68	203.5	16.597153
3070_166423_000020_000002	In the wall at the end whirled two enormous dragon shapes, cut in low relief.	In the wall at the end whirled two enormous dragon shapes, cut in low relief.	true	203.69	208.75	17
3070_166423_000020_000003	Their gigantic wings, their monstrous coils, covered the nearly unbroken surface, and these CHIMERAE were the shapes upon the upthrust blocks of the haunted roadway.	Their gigantic wings, their monstrous coils, covered the nearly unbroken surface, and these c h i m e r a e were the shapes upon the upthrust blocks of the haunted roadway.	false	208.91	219.58	14
3070_166423_000021_000000	In Ruth's gaze I read a nameless fear, a half shuddering fascination.	In Ruth's gaze I read a nameless fear, a half shuddering fascination.	true	220.34	224.83	16
3070_166423_000022_000000	But she was not looking at the cavern dragons.	But she was not looking at the cavern dragons.	true	225.14	227.68	19
3070_166423_000023_000000	Her gaze was fixed upon what at my first glance seemed to be a raised and patterned circle in the dust-covered floor.	Her gaze was fixed upon what at my first glance seemed to be a raised and patterned circle in the dust covered floor.	true	228.14	236.62	12.444022
3070_166423_000023_000001	Not more than a foot in width, it shone wanly with a pale, metallic bluish luster, as though, I thought, it had been recently polished.	Not more than a foot in width, it shone wanly with a pale, metallic bluish luster, as though, I thought, it had been recently polished.	false	237.02	245.98	13.560594
3070_166423_000023_000002	Compared with the wall's tremendous winged figures this floor design was trivial, ludicrously insignificant.	Compared with the wall's tremendous winged figures this floor design was trivial, ludicrously insignificant.	true	246.59	252.97	15.252177
3070_166423_000023_000003	What could there be about it to stamp that dread upon Ruth's face?	What could there be about it to stamp that dread upon Ruth's face?	true	253.19	256.99	9
3070_166423_000024_000000	I leaped the crevice; Dick joined me.	I leaped the crevice; Dick joined me.	true	257.45	259.72	17.737728
3070_166423_000024_000001	Now I could see that the ring was not continuous.	Now I could see that the ring was not continuous.	true	260	262.54	20
3070_166423_000024_000002	Its broken circle was made of sharply edged cubes about an inch in height, separated from each other with mathematical exactness by another inch of space.	Its broken circle was made of sharply edged cubes about an inch in height, separated from each other with mathematical exactness by another inch of space.	true	262.64	271.51	15
3070_166423_000024_000003	I counted them--there were nineteen.	I counted them-there were nineteen.	true	271.76	274	19.149609
3070_166423_000025_000000	Almost touching them with their bases were an equal number of pyramids, of tetrahedrons, as sharply angled and of similar length.	Almost touching them with their bases were an equal number of pyramids, of tetrahedrons, as sharply angled and of similar length.	true	274.58	282.91	17.271183
3070_166423_000025_000001	They lay on their sides with tips pointing starlike to six spheres clustered like a conventionalized five petaled primrose in the exact center.	They lay on their sides with tips pointing starlike to six spheres clustered like a conventionalized five petaled primrose in the exact center.	true	283.52	292.48	14
3070_166423_000025_000002	Five of these spheres--the petals--were, I roughly calculated, about an inch and a half in diameter, the ball they enclosed larger by almost an inch.	Five of these spheres-the petals-were, I roughly calculated, about an inch and a half in diameter, the ball they enclosed larger by almost an inch.	true	292.76	303.13	15.054325
3070_166423_000026_000000	So orderly was their arrangement, so much like a geometrical design nicely done by some clever child that I hesitated to disturb it.	So orderly was their arrangement, so much like a geometrical design nicely done by some clever child that I hesitated to disturb it.	true	303.41	311.5	17.456171
3070_166423_000026_000001	I bent, and stiffened, the first touch of dread upon me.	I bent, and stiffened, the first touch of dread upon me.	true	311.9	316.66	19.213833
3070_166423_000027_000000	For within the ring, close to the clustering globes, was a miniature replica of the giant track in the poppied valley!	For within the ring, close to the clustering globes, was a miniature replica of the giant track in the poppied valley!	false	317.15	324.55	13
3070_166423_000028_000000	It stood out from the dust with the same hint of crushing force, the same die cut sharpness, the same METALLIC suggestion--and pointing toward the globes were the claw marks of the four spreading star points.	It stood out from the dust with the same hint of crushing force, the same die cut sharpness, the same METALLIC suggestion-and pointing toward the globes were the claw marks of the four spreading star points.	true	325.04	338.98	16
3070_166423_000029_000000	I reached down and picked up one of the pyramids.	I reached down and picked up one of the pyramids.	true	339.32	342.43	18.637316
3070_166423_000029_000001	It seemed to cling to the rock; it was with effort that I wrenched it away.	It seemed to cling to the rock; it was with effort that I wrenched it away.	true	342.62	347.17	18.222391
3070_166423_000029_000002	It gave to the touch a slight sensation of warmth--how can I describe it?--a warmth that was living.	It gave to the touch a slight sensation of warmth-how can I describe it?--a warmth that was living.	true	347.75	355	18.57849
3070_166423_000030_000000	I weighed it in my hand.	I weighed it in my hand.	true	355.73	357.165	14
3070_166423_000030_000001	It was oddly heavy, twice the weight, I should say, of platinum.	It was oddly heavy, twice the weight, I should say, of platinum.	true	357.165	361.57	12.338426
3070_166423_000030_000002	I drew out a glass and examined it.	I drew out a glass and examined it.	true	362.03	364	16.617933
3070_166423_000030_000003	Decidedly the pyramid was metallic, but of finest, almost silken texture--and I could not place it among any of the known metals.	Decidedly the pyramid was metallic, but of finest, almost silken texture-and I could not place it among any of the known metals.	true	364.49	373.6	15
3070_166423_000030_000004	It certainly was none I had ever seen; yet it was as certainly metal.	It certainly was none I had ever seen; yet it was as certainly metal.	false	373.79	378.97	18.100344
3070_166423_000030_000005	It was striated--slender filaments radiating from tiny, dully lustrous points within the polished surface.	It was striated-slender filaments radiating from tiny, dully lustrous points within the polished surface.	true	379.37	386.08	14
3070_166423_000031_000000	And suddenly I had the weird feeling that each of these points was an eye, peering up at me, scrutinizing me.	And suddenly I had the weird feeling that each of these points was an eye, peering up at me, scrutinizing me.	true	386.66	394.12	11.54558
3070_166423_000031_000001	There came a startled cry from Dick.	There came a startled cry from Dick.	true	394.4	396.495	17
3070_166423_000032_000000	"Look at the ring!"	"Look at the ring!"	true	396.495	397.57	16.704134
3070_166423_000033_000000	The ring was in motion!	The ring was in motion!	true	397.91	399.49	-7
3070_166423_000034_000000	Faster the cubes moved; faster the circle revolved; the pyramids raised themselves, stood bolt upright on their square bases; the six rolling spheres touched them, joined the spinning, and with sleight-of-hand suddenness the ring drew together; its units coalesced, cubes and pyramids and globes threading with a curious suggestion of ferment.	Faster the cubes moved; faster the circle revolved; the pyramids raised themselves, stood bolt upright on their square bases; the six rolling spheres touched them, joined the spinning, and with sleight of hand suddenness the ring drew together; its units coalesced, cubes and pyramids and globes threading with a curious suggestion of ferment.	true	399.8	420.7	16
3070_166423_000035_000000	With the same startling abruptness there stood erect, where but a moment before they had seethed, a little figure, grotesque; a weirdly humorous, a vaguely terrifying foot-high shape, squared and angled and pointed and ANIMATE--as though a child should build from nursery blocks a fantastic shape which abruptly is filled with throbbing life.	With the same startling abruptness there stood erect, where but a moment before they had seethed, a little figure, grotesque; a weirdly humorous, a vaguely terrifying foot high shape, squared and angled and pointed and ANIMATE-as though a child should build from nursery blocks a fantastic shape which abruptly is filled with throbbing life.	true	421.13	445.24	14.203111
3070_166423_000036_000000	A troll from the kindergarten!	A troll from the kindergarten!	true	445.64	447.43	5.00817
3070_166423_000036_000001	A kobold of the toys!	A kobold of the toys!	true	447.65	449.71	0
3070_166423_000037_000000	Only for a second it stood, then began swiftly to change, melting with quicksilver quickness from one outline into another as square and triangle and spheres changed places.	Only for a second it stood, then began swiftly to change, melting with quicksilver quickness from one outline into another as square and triangle and spheres changed places.	true	450.95	461.11	10.645299
3070_166423_000037_000001	Their shiftings were like the transformations one sees within a kaleidoscope.	Their shiftings were like the transformations one sees within a kaleidoscope.	true	461.39	465.375	14
3070_166423_000037_000002	And in each vanishing form was the suggestion of unfamiliar harmonies, of a subtle, a transcendental geometric art as though each swift shaping were a symbol, a WORD--	And in each vanishing form was the suggestion of unfamiliar harmonies, of a subtle, a transcendental geometric art as though each swift shaping were a symbol, a WORD-	true	465.375	477.19	17
3070_166423_000038_000000	Euclid's problems given volition!	Euclid's problems given volition!	true	477.47	479.71	10
3070_166423_000039_000000	Geometry endowed with consciousness!	Geometry endowed with consciousness!	true	480.32	482.8	8
3070_166423_000040_000000	It ceased.	It ceased.	true	483.44	484.45	17
3070_166423_000040_000001	Then the cubes drew one upon the other until they formed a pedestal nine inches high; up this pillar rolled the larger globe, balanced itself upon the top; the five spheres followed it, clustered like a ring just below it.	Then the cubes drew one upon the other until they formed a pedestal nine inches high; up this pillar rolled the larger globe, balanced itself upon the top; the five spheres followed it, clustered like a ring just below it.	true	484.49	497.29	12
3070_166423_000040_000002	The other cubes raced up, clicked two by two on the outer arc of each of the five balls; at the ends of these twin blocks a pyramid took its place, tipping each with a point.	The other cubes raced up, clicked two by two on the outer arc of each of the five balls; at the ends of these twin blocks a pyramid took its place, tipping each with a point.	false	497.75	507.88	13
3070_166423_000041_000000	The Lilliputian fantasy was now a pedestal of cubes surmounted by a ring of globes from which sprang a star of five arms.	The Lilliputian fantasy was now a pedestal of cubes surmounted by a ring of globes from which sprang a star of five arms.	true	508.07	517.51	13
3070_166423_000042_000000	The spheres began to revolve.	The spheres began to revolve.	true	518.6	520.44	16
3070_166423_000042_000001	Faster and faster they spun around the base of the crowning globe; the arms became a disc upon which tiny brilliant sparks appeared, clustered, vanished only to reappear in greater number.	Faster and faster they spun around the base of the crowning globe; the arms became a disc upon which tiny brilliant sparks appeared, clustered, vanished only to reappear in greater number.	false	520.44	530.53	11
3070_166423_000043_000000	The troll swept toward me.	The troll swept toward me.	true	530.54	532.15	9.641692
3070_166423_000043_000001	It GLIDED.	It GLIDED.	true	532.22	533.77	12
3070_166423_000043_000002	The finger of panic touched me.	The finger of panic touched me.	true	533.78	535.395	10
3070_166423_000043_000003	I sprang aside, and swift as light it followed, seemed to poise itself to leap.	I sprang aside, and swift as light it followed, seemed to poise itself to leap.	true	535.395	539.59	10
3070_166423_000044_000000	"Drop it!"	"Drop it!"	true	539.96	540.94	7
3070_166423_000044_000001	It was Ruth's cry.	It was Ruth's cry.	true	541.16	542.47	3
3070_166423_000045_000000	But, before I could let fall the pyramid I had forgotten was in my hand, the little figure touched me and a paralyzing shock ran through me.	But, before I could let fall the pyramid I had forgotten was in my hand, the little figure touched me and a paralyzing shock ran through me.	true	542.93	549.79	8.98004
3070_166423_000045_000001	My fingers clenched, locked.	My fingers clenched, locked.	true	549.83	551.98	13
3070_166423_000045_000002	I stood, muscle and nerve bound, unable to move.	I stood, muscle and nerve bound, unable to move.	true	551.99	555.87	12
3070_166423_000046_000000	The little figure paused.	The little figure paused.	false	555.87	557.98	13
3070_166423_000046_000001	Its whirling disc shifted from the horizontal plane on which it spun.	Its whirling disc shifted from the horizontal plane on which it spun.	false	558.05	561.73	7
3070_166423_000046_000002	It was as though it cocked its head to look up at me--and again I had the sense of innumerable eyes peering at me.	It was as though it cocked its head to look up at me-and again I had the sense of innumerable eyes peering at me.	true	561.98	569.77	14
3070_166423_000046_000003	It did not seem menacing--its attitude was inquisitive, waiting; almost as though it had asked for something and wondered why I did not let it have it.	It did not seem menacing-its attitude was inquisitive, waiting; almost as though it had asked for something and wondered why I did not let it have it.	true	570.26	579.67	13
3070_166423_000046_000004	The shock still held me rigid, although a tingle in every nerve told me of returning force.	The shock still held me rigid, although a tingle in every nerve told me of returning force.	false	580.31	585.97	12
3070_166423_000047_000000	The disc tilted back to place, bent toward me again.	The disc tilted back to place, bent toward me again.	true	586.7	590.23	10
3070_166423_000047_000001	I heard a shout; heard a bullet strike the pigmy that now clearly menaced; heard the bullet ricochet without the slightest effect upon it.	I heard a shout; heard a bullet strike the pigmy that now clearly menaced; heard the bullet ricochet without the slightest effect upon it.	true	590.57	597.58	15
3070_166423_000047_000002	Dick leaped beside me, raised a foot and kicked at the thing.	Dick leaped beside me, raised a foot and kicked at the thing.	false	597.71	601.005	13
3070_166423_000047_000003	There was a flash of light and upon the instant he crashed down as though struck by a giant hand, lay sprawling and inert upon the floor.	There was a flash of light and upon the instant he crashed down as though struck by a giant hand, lay sprawling and inert upon the floor.	true	601.005	608.29	15
3070_166423_000048_000000	There was a scream from Ruth; there was softly sibilant rustling all about her.	There was a scream from ruth; there was softly sibilant rustling all about her.	false	608.42	612.79	11
3070_166423_000048_000001	I saw her leap the crevice, drop on her knees beside Drake.	I saw her leap the crevice, drop on her knees beside Drake.	true	612.86	616.33	13
3070_166423_000049_000000	There was movement on the flagging where she stood.	There was movement on the flagging where she stood.	true	616.52	618.88	17.140778
3070_166423_000049_000001	A score or more of faintly shining, bluish shapes were marching there--pyramids and cubes and spheres like those forming the shape that stood before me.	A score or more of faintly shining, bluish shapes were marching there-pyramids and cubes and spheres like those forming the shape that stood before me.	true	619.16	627.94	13
3070_166423_000049_000002	There was a curious sharp tang of ozone in the air, a perceptible tightening as of electrical tension.	There was a curious sharp tang of ozone in the air, a perceptible tightening as of electrical tension.	true	628.28	634.63	12
3070_166423_000050_000000	They swept to the edge of the fissure, swam together, and there, hanging half over the gap was a bridge, half spanning it, a weird and fairy arch made up of alternate cube and angle.	They swept to the edge of the fissure, swam together, and there, hanging half over the gap was a bridge, half spanning it, a weird and fairy arch made up of alternate cube and angle.	true	635.18	646.27	13.946228
3070_166423_000050_000001	The shape at my feet disintegrated; resolved itself into units that raced over to the beckoning span.	The shape at my feet disintegrated; resolved itself into units that raced over to the beckoning span.	false	646.97	652.57	18
3070_166423_000051_000000	At the hither side of the crack they clicked into place, even as had the others.	At the hither side of the crack they clicked into place, even as had the others.	true	652.82	657.37	17.670435
3070_166423_000051_000001	Before me now was a bridge complete except for the one arc near the middle where an angled gap marred it.	Before me now was a bridge complete except for the one arc near the middle where an angled gap marred it.	true	657.47	663.46	15
3070_166423_000052_000000	I felt the little object I held pulse within my hand, striving to escape.	I felt the little object I held pulse within my hand, striving to escape.	false	664.1	668.64	6.5421042
3070_166423_000052_000001	I dropped it.	I dropped it.	true	668.64	669.61	-20
3070_166423_000052_000002	The tiny shape swept to the bridge, ascended it--dropped into the gap.	The tiny shape swept to the bridge, ascended it-dropped into the gap.	true	670.01	674.56	10
3070_166423_000053_000000	The arch was complete--hanging in one flying span over the depths!	The arch was complete-hanging in one flying span over the depths!	true	674.87	679.18	5
3070_166423_000054_000000	Upon it, over it, as though they had but awaited this completion, rolled the six globes.	Upon it, over it, as though they had but awaited this completion, rolled the six globes.	true	679.4	685.03	7.141725
3070_166423_000054_000001	And as they dropped to the farther side the end of the bridge nearest me raised itself in air, curved itself like a scorpion's tail, drew itself into a closer circled arc, and dropped upon the floor beyond.	And as they dropped to the farther side the end of the bridge nearest me raised itself in air, curved itself like a scorpion's tail, drew itself into a closer circled arc, and dropped upon the floor beyond.	false	685.25	696.76	15
3070_166423_000055_000000	Again the sibilant rustling--and cubes and pyramids and spheres were gone.	Again the sibilant rustling-and cubes and pyramids and spheres were gone.	false	697.01	702.4	16
3070_166423_000056_000000	Nerves tingling slowly back to life, mazed in absolute bewilderment, my gaze sought Drake.	Nerves tingling slowly back to life, mazed in absolute bewilderment, my gaze sought Drake.	true	704	710.26	15
3070_166423_000056_000001	He was sitting up, feebly, his head supported by Ruth's hands.	He was sitting up, feebly, his head supported by Ruth's hands.	true	710.75	715	7
3070_166423_000057_000000	"Goodwin!" he whispered.	"Goodwin!" he whispered.	true	716.12	717.97	5.356474
3070_166423_000057_000001	"What--what were they?"	"What-what were they?"	true	718.55	722.38	2.7277792
3070_166423_000058_000000	"Metal," I said--it was the only word to which my whirling mind could cling--"metal--"	"Metal," I said-it was the only word to which my whirling mind could cling-"metal-"	true	722.93	729.73	16.397705
3070_166423_000059_000000	"Metal!" he echoed.	"Metal!" he echoed.	true	730.91	732.91	18.760107
3070_166423_000059_000001	"These things metal?	"These things metal?	true	733.19	734.68	19
3070_166423_000059_000002	Metal--ALIVE AND THINKING!"	Metal-ALIVE AND THINKING!"	true	734.9	737.59	16
3070_166423_000060_000000	Suddenly he was silent, his face a page on which, visibly, dread gathered slowly and ever deeper.	Suddenly he was silent, his face a page on which, visibly, dread gathered slowly and ever deeper.	true	738.23	745.99	11.742451
3070_166423_000061_000000	And as I looked at Ruth, white-faced, and at him, I knew that my own was as pallid, as terror-stricken as theirs.	And as I looked at ruth, white faced, and at him, I knew that my own was as pallid, as terror stricken as theirs.	false	746.48	754.57	14
3070_166423_000062_000000	"They were such LITTLE THINGS," muttered Drake.	"They were such LITTLE THINGS," muttered Drake.	true	755.48	758.68	14.395708
3070_166423_000062_000001	"Such little things--bits of metal--little globes and pyramids and cubes--just little THINGS."	"Such little things-bits of metal-little globes and pyramids and cubes-just little THINGS."	true	759.05	766.72	6.8244796
3070_166423_000063_000000	"Babes!	"Babes!	true	767.87	768.85	16
3070_166423_000063_000001	Only babes!"	Only babes!"	true	769.07	770.535	7.7676625
3070_166423_000063_000002	It was Ruth--"BABES!"	It was ruth--"BABES!"	false	770.535	773.41	4
3070_166423_000064_000000	"Bits of metal"--Dick's gaze sought mine, held it--"and they looked for each other, they worked with each other--THINKINGLY, CONSCIOUSLY--they were deliberate, purposeful--little things--and with the force of a score of dynamos--living, THINKING--"	"Bits of metal"--Dick's gaze sought mine, held it-"and they looked for each other, they worked with each other-THINKINGLY, CONSCIOUSLY-they were deliberate, purposeful-little things-and with the force of a score of dynamos-living, THINKING-"	true	774.14	792.67	9.720711
3070_166423_000065_000000	"Don't!" Ruth laid white hands over his eyes.	"Don't!" ruth laid white hands over his eyes.	true	793.1	796.3	11
3070_166423_000065_000001	"Don't--don't YOU be frightened!"	"Don't-don't YOU be frightened!"	true	796.76	798.94	15.386335
3070_166423_000066_000000	"Frightened?" he echoed.	"Frightened?" he echoed.	true	799.64	801.19	14
3070_166423_000066_000001	"I'M not afraid--yes, I AM afraid--"	"I'M not afraid-yes, I a m afraid-"	true	801.29	805.06	19.499067
3070_166423_000067_000000	He arose, stiffly--and stumbled toward me.	He arose, stiffly-and stumbled toward me.	true	805.31	808.24	17.302145
3070_166423_000068_000000	Afraid?	Afraid?	true	808.67	809.64	13
3070_166423_000068_000001	Drake afraid.	Drake afraid.	true	809.64	810.94	18
3070_166423_000068_000002	Well--so was I. Bitterly, TERRIBLY afraid.	Well-so was i Bitterly, TERRIBLY afraid.	true	811.25	817.36	13.974636
3070_166423_000069_000000	For what we had beheld in the dusk of that dragoned, ruined chamber was outside all experience, beyond all knowledge or dream of science.	For what we had beheld in the dusk of that dragoned, ruined chamber was outside all experience, beyond all knowledge or dream of science.	true	817.82	826.75	16
3070_166423_000069_000001	Not their shapes--that was nothing.	Not their shapes-that was nothing.	true	827.03	829.06	17.410784
3070_166423_000069_000002	Not even that, being metal, they had moved.	Not even that, being metal, they had moved.	true	829.43	832.48	17.842258
3070_166423_000070_000000	But that being metal, they had moved consciously, thoughtfully, deliberately.	But that being metal, they had moved consciously, thoughtfully, deliberately.	true	832.52	838.12	11
3070_166423_000071_000000	They were metal things with--MINDS!	They were metal things with-MINDS!	true	839	842.08	17
3070_166423_000072_000000	That--that was the incredible, the terrifying thing.	That-that was the incredible, the terrifying thing.	true	842.54	846.195	15
3070_166423_000072_000001	That--and their power.	That-and their power.	true	846.195	849.22	3.9985147
3070_166423_000073_000000	Thor compressed within Hop-o'-my-thumb--and thinking.	Thor compressed within Hop o'-my thumb-and thinking.	true	849.26	852.88	14
3070_166423_000073_000001	The lightnings incarnate in metal minacules--and thinking.	The lightnings incarnate in metal minacules-and thinking.	false	853.07	857.38	19
3070_166423_000074_000000	The inert, the immobile, given volition, movement, cognoscence--thinking.	The inert, the immobile, given volition, movement, cognoscence-thinking.	true	857.69	862.66	19
3070_166423_000075_000000	Metal with a brain!	Metal with a brain!	true	863.12	865.89	11.229939
3070_166423_000076_000000	CHAPTER V. THE SMITING THING	CHAPTER five THE SMITING THING	false	865.89	867.21	-20
3070_166423_000077_000000	Silently we looked at each other, and silently we passed out of the courtyard.	Silently we looked at each other, and silently we passed out of the courtyard.	false	867.21	870.78	18.503275
3070_166423_000077_000001	The dread was heavy upon me.	The dread was heavy upon me.	false	870.78	872.52	-20
3070_166423_000077_000002	The twilight was stealing upon the close-clustered peaks.	The twilight was stealing upon the close clustered peaks.	false	872.52	875.13	13
3070_166423_000077_000003	Another hour, and their amethyst-and-purple mantles would drop upon them; snowfields and glaciers sparkle out in irised beauty; nightfall.	Another hour, and their amethyst and purple mantles would drop upon them; snowfields and glaciers sparkle out in irised beauty; nightfall.	false	875.13	887.52	6.445215
