4595_45204_000000_000000	CHAPTER VIII	CHAPTER eight	false	0.51	7.44	24.7449
4595_45204_000009_000000	“I dare say.”	"I dare say."	true	71.69	72.79	21.375513
4595_45204_000010_000000	We were not getting anywhere; the fellow was certainly an incomparable actor.	We were not getting anywhere; the fellow was certainly an incomparable actor.	true	73.16	77.11	24.984798
4595_45204_000011_000000	“You must find it pretty lonely here, Bates.	"You must find it pretty lonely here, Bates.	true	78.29	80.68	24.211071
4595_45204_000011_000001	Don’t hesitate to go to the village when you like.”	Don't hesitate to go to the village when you like."	true	80.78	83.26	22.314348
4595_45204_000012_000000	“I thank you, Mr. Glenarm; but I am not much for idling.	"I thank you, mr Glenarm; but I am not much for idling.	false	84.41	88.09	26.106329
4595_45204_000012_000001	I keep a few books by me for the evenings.	I keep a few books by me for the evenings.	true	88.25	91.09	27.99764
4595_45204_000012_000002	Annandale is not what you would exactly call a diverting village.”	Annandale is not what you would exactly call a diverting village."	true	91.37	95.26	23.127977
4595_45204_000013_000000	“I fancy not.	"I fancy not.	true	96.08	97.36	21.435442
4595_45204_000013_000001	But the caretaker over at the summer resort has even a lonelier time, I suppose.	But the caretaker over at the summer resort has even a lonelier time, I suppose.	true	97.49	101.86	22
4595_45204_000013_000002	That’s what I’d call a pretty cheerless job,—watching summer cottages in the winter.”	That's what I'd call a pretty cheerless job,—watching summer cottages in the winter."	true	101.96	106.48	25.739443
4595_45204_000014_000000	“That’s Morgan, sir.	"That's Morgan, sir.	true	107.21	108.85	31.62862
4595_45204_000014_000001	I meet him occasionally when I go to the village; a very worthy person, I should call him, on slight acquaintance.”	I meet him occasionally when I go to the village; a very worthy person, I should call him, on slight acquaintance."	true	108.95	115.78	22.990206
4595_45204_000015_000000	“No doubt of it, Bates.	"No doubt of it, Bates.	true	117.23	118.63	24.151258
4595_45204_000015_000001	Any time through the winter you want to have him in for a social glass, it’s all right with me.”	Any time through the winter you want to have him in for a social glass, it's all right with me."	true	118.94	123.4	22
4595_45204_000016_000000	He met my gaze without flinching, and lighted me to the stair with our established ceremony.	He met my gaze without flinching, and lighted me to the stair with our established ceremony.	true	124.34	129.76	24.119356
4595_45204_000016_000001	I voted him an interesting knave and really admired the cool way in which he carried off difficult situations.	I voted him an interesting knave and really admired the cool way in which he carried off difficult situations.	false	130.07	135.97	19.169193
4595_45204_000016_000002	I had no intention of being killed, and now that I had due warning of danger, I resolved to protect myself from foes without and within.	I had no intention of being killed, and now that I had due warning of danger, I resolved to protect myself from foes without and within.	true	136.25	144.43	24.279772
4595_45204_000016_000003	Both Bates and Morgan, the caretaker, were liars of high attainment.	Both Bates and Morgan, the caretaker, were liars of high attainment.	true	144.77	148.51	22.490637
4595_45204_000016_000004	Morgan was, moreover, a cheerful scoundrel, and experience taught me long ago that a knave with humor is doubly dangerous.	Morgan was, moreover, a cheerful scoundrel, and experience taught me long ago that a knave with humor is doubly dangerous.	true	148.79	156.7	22.202806
4595_45204_000017_000000	Before going to bed I wrote a long letter to Larry Donovan, giving him a full account of my arrival at Glenarm House.	Before going to bed I wrote a long letter to Larry Donovan, giving him a full account of my arrival at Glenarm House.	true	157.61	163.75	23.811626
4595_45204_000017_000001	The thought of Larry always cheered me, and as the pages slipped from my pen I could feel his sympathy and hear him chuckling over the lively beginning of my year at Glenarm.	The thought of Larry always cheered me, and as the pages slipped from my pen I could feel his sympathy and hear him chuckling over the lively beginning of my year at Glenarm.	true	164.21	173.02	22.886219
4595_45204_000017_000002	The idea of being fired upon by an unseen foe would, I knew, give Larry a real lift of the spirit.	The idea of being fired upon by an unseen foe would, I knew, give Larry a real lift of the spirit.	true	173.36	179.59	24.86542
4595_45204_000018_000000	The next morning I walked into the village, mailed my letter, visited the railway station with true rustic instinct and watched the cutting out of a freight car for Annandale with a pleasure I had not before taken in that proceeding.	The next morning I walked into the village, mailed my letter, visited the railway station with true rustic instinct and watched the cutting out of a freight car for Annandale with a pleasure I had not before taken in that proceeding.	true	180.2	192.1	22.449827
4595_45204_000018_000001	The villagers stared at me blankly as on my first visit.	The villagers stared at me blankly as on my first visit.	true	192.41	195.52	25.5735
4595_45204_000018_000002	A group of idle laborers stopped talking to watch me; and when I was a few yards past them they laughed at a remark by one of the number which I could not overhear.	A group of idle laborers stopped talking to watch me; and when I was a few yards past them they laughed at a remark by one of the number which I could not overhear.	true	195.65	204.25	25.858437
4595_45204_000018_000003	But I am not a particularly sensitive person; I did not care what my Hoosier neighbors said of me; all I asked was that they should refrain from shooting at the back of my head through the windows of my own house.	But I am not a particularly sensitive person; I did not care what my Hoosier neighbors said of me; all I asked was that they should refrain from shooting at the back of my head through the windows of my own house.	true	204.59	215.44	21.60273
4595_45204_000019_000000	On this day I really began to work.	On this day I really began to work.	true	216.08	218.26	20.604315
4595_45204_000019_000001	I mapped out a course of reading, set up a draftsman’s table I found put away in a closet, and convinced myself that I was beginning a year of devotion to architecture.	I mapped out a course of reading, set up a draftsman's table I found put away in a closet, and convinced myself that I was beginning a year of devotion to architecture.	true	218.39	227.5	24.245396
4595_45204_000019_000002	Such was, I felt, the only honest course.	Such was, I felt, the only honest course.	true	227.75	230.56	22.907955
4595_45204_000019_000003	I should work every day from eight until one, and my leisure I should give to recreation and a search for the motives that lay behind the crafts and assaults of my enemies.	I should work every day from eight until one, and my leisure I should give to recreation and a search for the motives that lay behind the crafts and assaults of my enemies.	true	230.66	239.35	23.966112
4595_45204_000020_000000	When I plunged into the wood in the middle of the afternoon it was with the definite purpose of returning to the upper end of the lake for an interview with Morgan, who had, so Bates informed me, a small house back of the cottages.	When I plunged into the wood in the middle of the afternoon it was with the definite purpose of returning to the upper end of the lake for an interview with Morgan, who had, so Bates informed me, a small house back of the cottages.	true	239.9	251.68	23.78944
4595_45204_000021_000000	I took the canoe I had chosen for my own use from the boat-house and paddled up the lake.	I took the canoe I had chosen for my own use from the boat house and paddled up the lake.	true	252.29	256.81	24.624277
4595_45204_000021_000001	The air was still warm, but the wind that blew out of the south tasted of rain.	The air was still warm, but the wind that blew out of the south tasted of rain.	true	257	261.1	23.641472
4595_45204_000021_000002	I scanned the water and the borders of the lake for signs of life,—more particularly, I may as well admit, for a certain maroon-colored canoe and a girl in a red tam-o’-shanter, but lake and summer cottages were mine alone.	I scanned the water and the borders of the lake for signs of life,—more particularly, I may as well admit, for a certain maroon colored canoe and a girl in a red tam o'-shanter, but lake and summer cottages were mine alone.	true	261.47	273.94	21.607206
4595_45204_000021_000003	I landed and began at once my search for Morgan.	I landed and began at once my search for Morgan.	false	274.01	276.73	25.414904
4595_45204_000021_000004	There were many paths through the woods back of the cottages, and I followed several futilely before I at last found a small house snugly bid away in a thicket of young maples.	There were many paths through the woods back of the cottages, and I followed several futilely before I at last found a small house snugly bid away in a thicket of young maples.	true	277.1	286.96	24.31185
4595_45204_000022_000000	The man I was looking for came to the door quickly in response to my knock.	The man I was looking for came to the door quickly in response to my knock.	true	287.36	290.98	23.32009
4595_45204_000023_000000	“Good afternoon, Morgan.”	"Good afternoon, Morgan."	true	291.53	292.75	24.837711
4595_45204_000024_000000	“Good afternoon, Mr. Glenarm,” he said, taking the pipe from his mouth the better to grin at me.	"Good afternoon, mr Glenarm," he said, taking the pipe from his mouth the better to grin at me.	true	293.24	298.63	26.221449
4595_45204_000024_000001	He showed no sign of surprise, and I was nettled by his cool reception.	He showed no sign of surprise, and I was nettled by his cool reception.	true	298.85	302.65	22.3747
4595_45204_000024_000002	There was, perhaps, a certain element of recklessness in my visit to the house of a man who had shown so singular an interest in my affairs, and his cool greeting vexed me.	There was, perhaps, a certain element of recklessness in my visit to the house of a man who had shown so singular an interest in my affairs, and his cool greeting vexed me.	true	303.08	311.98	22.921543
4595_45204_000025_000000	“Morgan—”	"Morgan—"	true	312.83	313.575	20.527
4595_45204_000025_000001	I began.	I began.	true	313.575	314.26	29.443186
4595_45204_000026_000000	“Won’t you come in and rest yourself, Mr. Glenarm?” he interrupted.	"Won't you come in and rest yourself, mr Glenarm?" he interrupted.	true	314.36	318.16	24.045292
4595_45204_000026_000001	“I reckon you’re tired from your trip over—”	"I reckon you're tired from your trip over—"	true	318.2	320.62	27.664078
4595_45204_000027_000000	“Thank you, no,” I snapped.	"Thank you, no," I snapped.	true	321.02	322.77	21.468693
4595_45204_000028_000000	“Suit yourself, Mr. Glenarm.”	"Suit yourself, mr Glenarm."	false	322.77	325.84	20.71026
4595_45204_000028_000001	He seemed to like my name and gave it a disagreeable drawling emphasis.	He seemed to like my name and gave it a disagreeable drawling emphasis.	true	326.03	329.77	19
4595_45204_000029_000000	“Morgan, you are an infernal blackguard.	"Morgan, you are an infernal blackguard.	true	330.62	333.765	24.760721
4595_45204_000029_000001	You have tried twice to kill me—”	You have tried twice to kill me—"	true	333.765	335.8	22.98364
4595_45204_000030_000000	“We’ll call it that, if you like,”—and he grinned. “But you’d better cut off one for this.”	"We'll call it that, if you like,"—and he grinned. "But you'd better cut off one for this."	false	336.41	341.56	29.392424
4595_45204_000031_000000	He lifted the gray fedora hat from his head, and poked his finger through a hole in the top.	He lifted the gray fedora hat from his head, and poked his finger through a hole in the top.	true	342.35	347.08	24.933382
4595_45204_000032_000000	“You’re a pretty fair shot, Mr. Glenarm.	"You're a pretty fair shot, mr Glenarm.	true	347.54	349.84	23.807554
4595_45204_000032_000001	The fact about me is,”—and he winked,—”the honest truth is, I’m all out of practice.	The fact about me is,"—and he winked,—"the honest truth is, I'm all out of practice.	true	349.88	355.57	23.62859
4595_45204_000032_000002	Why, sir, when I saw you paddling out on the lake this afternoon I sighted you from the casino half a dozen times with my gun, but I was afraid to risk it.”	Why, sir, when I saw you paddling out on the lake this afternoon I sighted you from the casino half a dozen times with my gun, but I was afraid to risk it."	true	355.67	364.15	24.695934
4595_45204_000032_000003	He seemed to be shaken with inner mirth.	He seemed to be shaken with inner mirth.	true	364.88	367	24.878197
4595_45204_000032_000004	“If I’d missed, I wasn’t sure you’d be scared to death!”	"If I'd missed, I wasn't sure you'd be scared to death!"	false	367.1	370.15	22.692804
4595_45204_000033_000000	For a novel diversion I heartily recommend a meeting with the assassin who has, only a few days or hours before, tried to murder you.	For a novel diversion I heartily recommend a meeting with the assassin who has, only a few days or hours before, tried to murder you.	true	370.97	378.61	17
4595_45204_000033_000001	I know of nothing in the way of social adventure that is quite equal to it.	I know of nothing in the way of social adventure that is quite equal to it.	true	378.83	382.69	23.25628
4595_45204_000033_000002	Morgan was a fellow of intelligence and, whatever lay back of his designs against me, he was clearly a foe to reckon with.	Morgan was a fellow of intelligence and, whatever lay back of his designs against me, he was clearly a foe to reckon with.	true	382.94	389.92	25.113132
4595_45204_000033_000003	He stood in the doorway calmly awaiting my next move.	He stood in the doorway calmly awaiting my next move.	true	390.02	393.13	22.878023
4595_45204_000033_000004	I struck a match on my box and lighted a cigarette.	I struck a match on my box and lighted a cigarette.	true	393.26	396.16	23.701132
4595_45204_000034_000000	“Morgan, I hope you understand that I am not responsible for any injury my grandfather may have inflicted on you.	"Morgan, I hope you understand that I am not responsible for any injury my grandfather may have inflicted on you.	false	396.98	403.24	24.114832
4595_45204_000034_000001	I hadn’t seen him for several years before he died.	I hadn't seen him for several years before he died.	true	403.55	405.99	23.81656
4595_45204_000034_000002	I was never at Glenarm before in my life, so it’s a little rough for you to visit your displeasure on me.”	I was never at Glenarm before in my life, so it's a little rough for you to visit your displeasure on me."	true	405.99	411.37	20
4595_45204_000035_000000	He smiled tolerantly as I spoke.	He smiled tolerantly as I spoke.	true	412.19	414.4	27.419289
4595_45204_000035_000001	I knew—and he knew that I did—that no ill feeling against my grandfather lay back of his interest in my affairs.	I knew—and he knew that I did—that no ill feeling against my grandfather lay back of his interest in my affairs.	true	414.41	420.73	20.51252
4595_45204_000036_000000	“You’re not quite the man your grandfather was, Mr. Glenarm.	"You're not quite the man your grandfather was, mr Glenarm.	true	421.55	424.9	26.397552
4595_45204_000036_000001	You’ll excuse my bluntness, but I take it that you’re a frank man.	You'll excuse my bluntness, but I take it that you're a frank man.	true	424.97	428.65	26.897655
4595_45204_000036_000002	He was a very keen person, and, I’m afraid,”—he chuckled with evident satisfaction to himself,—”I’m really afraid, Mr. Glenarm, that you’re not!”	He was a very keen person, and, I'm afraid,"—he chuckled with evident satisfaction to himself,—"I'm really afraid, mr Glenarm, that you're not!"	true	428.84	437.08	26.007954
4595_45204_000037_000000	“There you have it, Morgan!	"There you have it, Morgan!	true	438.17	439.39	23.17532
4595_45204_000037_000001	I fully agree with you! I’m as dull as an oyster; that’s the reason I’ve called on you for enlightenment.	I fully agree with you! I'm as dull as an oyster; that's the reason I've called on you for enlightenment.	true	439.52	444.88	22.329638
4595_45204_000037_000002	Consider that I’m here under a flag of truce, and let’s see if we can’t come to an agreement.”	Consider that I'm here under a flag of truce, and let's see if we can't come to an agreement."	true	445.16	449.73	21.028227
4595_45204_000038_000000	“It’s too late, Mr. Glenarm; too late.	"It's too late, mr Glenarm; too late.	false	449.73	453.1	19.96745
4595_45204_000038_000001	There was a time when we might have done some business; but that’s past now.	There was a time when we might have done some business; but that's past now.	true	453.32	457.03	23.730825
4595_45204_000038_000002	You seem like a pretty decent fellow, too, and I’m sorry I didn’t see you sooner; but better luck next time.”	You seem like a pretty decent fellow, too, and I'm sorry I didn't see you sooner; but better luck next time."	true	457.13	462.94	25.846012
4595_45204_000039_000000	He stroked his yellow beard reflectively and shook his head a little sadly.	He stroked his yellow beard reflectively and shook his head a little sadly.	true	463.7	467.47	23.417051
4595_45204_000039_000001	He was not a bad-looking fellow; and he expressed himself well enough with a broad western accent.	He was not a bad looking fellow; and he expressed himself well enough with a broad western accent.	true	467.81	472.87	23.824335
4595_45204_000040_000000	“Well,”	"Well,"	true	473.45	474.19	24.081894
4595_45204_000040_000001	I said, seeing that I should only make myself ridiculous by trying to learn anything from him, “I hope our little spats through windows and on walls won’t interfere with our pleasant social relations.	I said, seeing that I should only make myself ridiculous by trying to learn anything from him, "I hope our little spats through windows and on walls won't interfere with our pleasant social relations.	true	474.5	484.9	20.787228
4595_45204_000040_000002	And I don’t hesitate to tell you,”—I was exerting myself to keep down my anger,—”that if I catch you on my grounds again I’ll fill you with lead and sink you in the lake.”	And I don't hesitate to tell you,"—I was exerting myself to keep down my anger,—"that if I catch you on my grounds again I'll fill you with lead and sink you in the lake."	true	485.24	495.46	23.256712
4595_45204_000041_000000	“Thank you, sir,” he said, with so perfect an imitation of Bates’ voice and manner that I smiled in spite of myself.	"Thank you, sir," he said, with so perfect an imitation of Bates' voice and manner that I smiled in spite of myself.	false	495.92	502.72	23.78659
4595_45204_000042_000000	“And now, if you’ll promise not to fire into my back I’ll wish you good day.	"And now, if you'll promise not to fire into my back I'll wish you good day.	true	503.45	507.93	20
4595_45204_000042_000001	Otherwise—”	Otherwise—"	true	507.93	508.96	18.772049
4595_45204_000043_000000	He snatched off his hat and bowed profoundly.	He snatched off his hat and bowed profoundly.	true	509.63	512.05	25.016172
4595_45204_000043_000001	“It’ll suit me much better to continue handling the case on your grounds,” he said, as though he referred to a business matter.	"It'll suit me much better to continue handling the case on your grounds," he said, as though he referred to a business matter.	true	512.6	519.31	22.145426
4595_45204_000043_000002	“Killing a man on your own property requires some explaining—you may have noticed it?”	"Killing a man on your own property requires some explaining—you may have noticed it?"	true	519.53	524.14	20.488083
4595_45204_000044_000000	“Yes; I commit most of my murders away from home,”	"Yes; I commit most of my murders away from home,"	true	524.9	527.895	22
4595_45204_000044_000001	I said.	I said.	true	527.895	528.67	23.049137
4595_45204_000044_000002	“I formed the habit early in life.	"I formed the habit early in life.	true	528.71	530.65	22.235811
4595_45204_000044_000003	Good day, Morgan.”	Good day, Morgan."	true	530.75	532.69	27.312298
4595_45204_000045_000000	As I turned away he closed his door with a slam,—a delicate way of assuring me that he was acting in good faith, and not preparing to puncture my back with a rifle-ball.	As I turned away he closed his door with a slam,—a delicate way of assuring me that he was acting in good faith, and not preparing to puncture my back with a rifle ball.	true	533.03	541.6	23.844744
4595_45204_000045_000001	I regained the lake-shore, feeling no great discouragement over the lean results of my interview, but rather a fresh zest for the game, whatever the game might be.	I regained the lake shore, feeling no great discouragement over the lean results of my interview, but rather a fresh zest for the game, whatever the game might be.	true	542.27	550	23
4595_45204_000045_000002	Morgan was not an enemy to trifle with; he was, on the other hand, a clever and daring foe; and the promptness with which he began war on me the night of my arrival at Glenarm House, indicated that there was method in his hostility.	Morgan was not an enemy to trifle with; he was, on the other hand, a clever and daring foe; and the promptness with which he began war on me the night of my arrival at Glenarm House, indicated that there was method in his hostility.	true	550.4	564.49	23.089312
4595_45204_000046_000000	The sun was going his ruddy way beyond St. Agatha’s as I drove my canoe into a little cove near which the girl in the tam-o’-shanter had disappeared the day before. The shore was high here and at the crest was a long curved bench of stone reached by half a dozen steps, from which one might enjoy a wide view of the country, both across the lake and directly inland.	The sun was going his ruddy way beyond saint Agatha's as I drove my canoe into a little cove near which the girl in the tam o'-shanter had disappeared the day before. The shore was high here and at the crest was a long curved bench of stone reached by half a dozen steps, from which one might enjoy a wide view of the country, both across the lake and directly inland.	true	565.01	585.34	23.669554
4595_45204_000046_000001	The bench was a pretty bit of work, boldly reminiscential of Alma Tadema, and as clearly the creation of John Marshall Glenarm as though his name had been carved upon it.	The bench was a pretty bit of work, boldly reminiscential of Alma Tadema, and as clearly the creation of john Marshall Glenarm as though his name had been carved upon it.	false	585.89	595.06	23.307905
4595_45204_000047_000000	It was assuredly a spot for a pipe and a mood, and as the shadows crept through the wood before me and the water, stirred by the rising wind, began to beat below, I invoked the one and yielded to the other.	It was assuredly a spot for a pipe and a mood, and as the shadows crept through the wood before me and the water, stirred by the rising wind, began to beat below, I invoked the one and yielded to the other.	true	595.49	607.18	22.792843
4595_45204_000047_000001	Something in the withered grass at my feet caught my eye. I bent and picked up a string of gold beads, dropped there, no doubt, by some girl from the school or a careless member of the summer colony.	Something in the withered grass at my feet caught my eye. I bent and picked up a string of gold beads, dropped there, no doubt, by some girl from the school or a careless member of the summer colony.	true	607.97	618.52	23.42975
4595_45204_000047_000002	I counted the separate beads—they were round and there were fifty of them.	I counted the separate beads—they were round and there were fifty of them.	true	618.95	622.96	25.260635
4595_45204_000047_000003	The proper length for one turn about a girl’s throat, perhaps; not more than that!	The proper length for one turn about a girl's throat, perhaps; not more than that!	true	623.03	627.07	27.029522
4595_45204_000047_000004	I lifted my eyes and looked off toward St. Agatha’s.	I lifted my eyes and looked off toward saint Agatha's.	true	627.32	630.25	23.529547
4595_45204_000048_000000	“Child of the red tam-o’-shanter, I’m very sorry I was rude to you yesterday, for I liked your steady stroke with the paddle; and I admired, even more, the way you spurned me when you saw that among all the cads in the world I am number one in Class A. And these golden bubbles (O girl of the red tam-o’-shanter!), if they are not yours you shall help me find the owner, for we are neighbors, you and I, and there must be peace between our houses.”	"Child of the red tam o'-shanter, I'm very sorry I was rude to you yesterday, for I liked your steady stroke with the paddle; and I admired, even more, the way you spurned me when you saw that among all the cads in the world I am number one in Class a And these golden bubbles (O girl of the red tam o'-shanter!), if they are not yours you shall help me find the owner, for we are neighbors, you and I, and there must be peace between our houses."	true	631.4	655.39	21.012598
4595_45204_000049_000000	With this foolishness I rose, thrust the beads into my pocket, and paddled home in the waning glory of the sunset.	With this foolishness I rose, thrust the beads into my pocket, and paddled home in the waning glory of the sunset.	true	656.54	662.74	22.11016
4595_45204_000050_000000	That night, as I was going quite late to bed, bearing a candle to light me through the dark hall to my room, I heard a curious sound, as of some one walking stealthily through the house.	That night, as I was going quite late to bed, bearing a candle to light me through the dark hall to my room, I heard a curious sound, as of some one walking stealthily through the house.	true	663.62	673.39	23.728312
4595_45204_000050_000001	At first I thought Bates was still abroad, but I waited, listening for several minutes, without being able to mark the exact direction of the sound or to identify it with him.	At first I thought Bates was still abroad, but I waited, listening for several minutes, without being able to mark the exact direction of the sound or to identify it with him.	true	673.67	682.24	25.928255
4595_45204_000050_000002	I went on to the door of my room, and still a muffled step seemed to follow me,—first it had come from below, then it was much like some one going up stairs,—but where?	I went on to the door of my room, and still a muffled step seemed to follow me,—first it had come from below, then it was much like some one going up stairs,—but where?	true	682.61	693.4	25.042929
4595_45204_000050_000003	In my own room I still heard steps, light, slow, but distinct.	In my own room I still heard steps, light, slow, but distinct.	true	693.59	698.41	23.349743
4595_45204_000050_000004	Again there was a stumble and a hurried recovery,—ghosts, I reflected, do not fall down stairs!	Again there was a stumble and a hurried recovery,—ghosts, I reflected, do not fall down stairs!	true	698.84	705.58	23.903772
4595_45204_000051_000000	The sound died away, seemingly in some remote part of the house, and though I prowled about for an hour it did not recur that night.	The sound died away, seemingly in some remote part of the house, and though I prowled about for an hour it did not recur that night.	false	706.04	722.55	21.965876
