718_129597_000000_000000	XXI.	twenty one.	true	16.725	17.68	21.902092
718_129597_000018_000002	The moon was just riding up on the edge of the ravine, and like a bar across its face drove the spire of vapour that was for ever streaming from the fumaroles of the island.	The moon was just riding up on the edge of the ravine, and like a bar across its face drove the spire of vapour that was for ever streaming from the fumaroles of the island.	true	221.27	230.11	20.441603
718_129597_000019_000000	"Walk by me," said I, nerving myself; and side by side we walked down the narrow way, taking little heed of the dim Things that peered at us out of the huts.	"Walk by me," said I, nerving myself; and side by side we walked down the narrow way, taking little heed of the dim Things that peered at us out of the huts.	false	230.48	239.5	21.78211
718_129597_000020_000000	None about the fire attempted to salute me.	None about the fire attempted to salute me.	true	239.87	242.2	23.284147
718_129597_000020_000001	Most of them disregarded me, ostentatiously.	Most of them disregarded me, ostentatiously.	true	242.36	244.93	17.236134
718_129597_000020_000002	I looked round for the Hyena-swine, but he was not there.	I looked round for the Hyena swine, but he was not there.	true	245.12	248.05	22.093302
718_129597_000020_000003	Altogether, perhaps twenty of the Beast Folk squatted, staring into the fire or talking to one another.	Altogether, perhaps twenty of the Beast Folk squatted, staring into the fire or talking to one another.	true	248.57	254.02	20.886473
718_129597_000021_000000	"He is dead, he is dead! the Master is dead!" said the voice of the Ape-man to the right of me.	"He is dead, he is dead! the Master is dead!" said the voice of the Ape man to the right of me.	true	254.24	259.26	19.694986
718_129597_000021_000001	"The House of Pain--there is no House of Pain!"	"The House of Pain-there is no House of Pain!"	false	259.26	262.62	19.842333
718_129597_000022_000000	"He is not dead," said I, in a loud voice.	"He is not dead," said I, in a loud voice.	true	262.62	265.29	20.705727
718_129597_000022_000001	"Even now he watches us!"	"Even now he watches us!"	true	265.29	267.12	22.936852
718_129597_000023_000000	This startled them.	This startled them.	false	267.12	268.965	19.53739
718_129597_000023_000001	Twenty pairs of eyes regarded me.	Twenty pairs of eyes regarded me.	true	268.965	270.94	19.215942
718_129597_000024_000000	"The House of Pain is gone," said I. "It will come again. The Master you cannot see; yet even now he listens among you."	"The House of Pain is gone," said i "It will come again. The Master you cannot see; yet even now he listens among you."	true	271.19	278.44	19.928663
718_129597_000025_000000	"True, true!" said the Dog-man.	"True, true!" said the Dog man.	true	278.63	280.9	22.351097
718_129597_000026_000000	They were staggered at my assurance.	They were staggered at my assurance.	true	281.36	283.27	21.459505
718_129597_000026_000001	An animal may be ferocious and cunning enough, but it takes a real man to tell a lie.	An animal may be ferocious and cunning enough, but it takes a real man to tell a lie.	true	283.34	288.01	20.184673
718_129597_000027_000000	"The Man with the Bandaged Arm speaks a strange thing," said one of the Beast Folk.	"The Man with the Bandaged Arm speaks a strange thing," said one of the Beast Folk.	true	288.41	292.81	20.153214
718_129597_000028_000000	"I tell you it is so," I said.	"I tell you it is so," I said.	true	293.12	295.18	19.819117
718_129597_000028_000001	"The Master and the House of Pain will come again.	"The Master and the House of Pain will come again.	false	295.82	298.275	16
718_129597_000028_000002	Woe be to him who breaks the Law!"	Woe be to him who breaks the Law!"	true	298.275	300.82	21.67778
718_129597_000029_000000	They looked curiously at one another.	They looked curiously at one another.	true	301.34	303.37	20.533691
718_129597_000029_000001	With an affectation of indifference I began to chop idly at the ground in front of me with my hatchet. They looked, I noticed, at the deep cuts I made in the turf.	With an affectation of indifference I began to chop idly at the ground in front of me with my hatchet. They looked, I noticed, at the deep cuts I made in the turf.	true	303.62	311.95	22.195395
718_129597_000030_000000	Then the Satyr raised a doubt.	Then the Satyr raised a doubt.	true	312.47	314.325	19.538633
718_129597_000030_000001	I answered him.	I answered him.	true	314.325	315.43	21.320084
718_129597_000030_000002	Then one of the dappled things objected, and an animated discussion sprang up round the fire. Every moment I began to feel more convinced of my present security. I talked now without the catching in my breath, due to the intensity of my excitement, that had troubled me at first.	Then one of the dappled things objected, and an animated discussion sprang up round the fire. Every moment I began to feel more convinced of my present security. I talked now without the catching in my breath, due to the intensity of my excitement, that had troubled me at first.	true	315.92	329.65	21.728659
718_129597_000030_000003	In the course of about an hour I had really convinced several of the Beast Folk of the truth of my assertions, and talked most of the others into a dubious state. I kept a sharp eye for my enemy the Hyena-swine, but he never appeared. Every now and then a suspicious movement would startle me, but my confidence grew rapidly.	In the course of about an hour I had really convinced several of the Beast Folk of the truth of my assertions, and talked most of the others into a dubious state. I kept a sharp eye for my enemy the Hyena swine, but he never appeared. Every now and then a suspicious movement would startle me, but my confidence grew rapidly.	true	330.5	347.56	20.096443
718_129597_000030_000004	Then as the moon crept down from the zenith, one by one the listeners began to yawn (showing the oddest teeth in the light of the sinking fire), and first one and then another retired towards the dens in the ravine; and I, dreading the silence and darkness, went with them, knowing I was safer with several of them than with one alone.	Then as the moon crept down from the zenith, one by one the listeners began to yawn (showing the oddest teeth in the light of the sinking fire), and first one and then another retired towards the dens in the ravine; and I, dreading the silence and darkness, went with them, knowing I was safer with several of them than with one alone.	false	347.66	365.86	20.729403
718_129597_000031_000000	In this manner began the longer part of my sojourn upon this Island of Doctor Moreau.	In this manner began the longer part of my sojourn upon this Island of Doctor Moreau.	false	366.29	370.93	21.173124
718_129597_000031_000001	But from that night until the end came, there was but one thing happened to tell save a series of innumerable small unpleasant details and the fretting of an incessant uneasiness. So that I prefer to make no chronicle for that gap of time, to tell only one cardinal incident of the ten months I spent as an intimate of these half-humanised brutes.	But from that night until the end came, there was but one thing happened to tell save a series of innumerable small unpleasant details and the fretting of an incessant uneasiness. So that I prefer to make no chronicle for that gap of time, to tell only one cardinal incident of the ten months I spent as an intimate of these half humanised brutes.	true	371.06	389.89	22.052507
718_129597_000031_000002	There is much that sticks in my memory that I could write,--things that I would cheerfully give my right hand to forget; but they do not help the telling of the story.	There is much that sticks in my memory that I could write,--things that I would cheerfully give my right hand to forget; but they do not help the telling of the story.	false	390.5	398.56	20.587397
718_129597_000032_000000	In the retrospect it is strange to remember how soon I fell in with these monsters' ways, and gained my confidence again. I had my quarrels with them of course, and could show some of their teeth-marks still; but they soon gained a wholesome respect for my trick of throwing stones and for the bite of my hatchet. And my Saint-Bernard-man's loyalty was of infinite service to me. I found their simple scale of honour was based mainly on the capacity for inflicting trenchant wounds.	In the retrospect it is strange to remember how soon I fell in with these monsters' ways, and gained my confidence again. I had my quarrels with them of course, and could show some of their teeth marks still; but they soon gained a wholesome respect for my trick of throwing stones and for the bite of my hatchet. And my Saint Bernard man's loyalty was of infinite service to me. I found their simple scale of honour was based mainly on the capacity for inflicting trenchant wounds.	true	399.38	425.29	21.112743
718_129597_000032_000001	Indeed, I may say--without vanity, I hope--that I held something like pre-eminence among them. One or two, whom in a rare access of high spirits I had scarred rather badly, bore me a grudge; but it vented itself chiefly behind my back, and at a safe distance from my missiles, in grimaces.	Indeed, I may say-without vanity, I hope-that I held something like pre eminence among them. One or two, whom in a rare access of high spirits I had scarred rather badly, bore me a grudge; but it vented itself chiefly behind my back, and at a safe distance from my missiles, in grimaces.	true	425.63	442.18	21.625397
718_129597_000033_000000	The Hyena-swine avoided me, and I was always on the alert for him. My inseparable Dog-man hated and dreaded him intensely. I really believe that was at the root of the brute's attachment to me. It was soon evident to me that the former monster had tasted blood, and gone the way of the Leopard-man.	The Hyena swine avoided me, and I was always on the alert for him. My inseparable Dog man hated and dreaded him intensely. I really believe that was at the root of the brute's attachment to me. It was soon evident to me that the former monster had tasted blood, and gone the way of the Leopard man.	true	442.91	459.85	19.279192
718_129597_000033_000001	He formed a lair somewhere in the forest, and became solitary.	He formed a lair somewhere in the forest, and became solitary.	true	460.22	463.93	19.483511
718_129597_000033_000002	Once I tried to induce the Beast Folk to hunt him, but I lacked the authority to make them co-operate for one end. Again and again I tried to approach his den and come upon him unaware; but always he was too acute for me, and saw or winded me and got away. He too made every forest pathway dangerous to me and my ally with his lurking ambuscades.	Once I tried to induce the Beast Folk to hunt him, but I lacked the authority to make them co-operate for one end. Again and again I tried to approach his den and come upon him unaware; but always he was too acute for me, and saw or winded me and got away. He too made every forest pathway dangerous to me and my ally with his lurking ambuscades.	false	463.97	484.42	20.487911
718_129597_000033_000003	The Dog-man scarcely dared to leave my side.	The Dog man scarcely dared to leave my side.	true	484.7	487.36	21.679571
718_129597_000034_000000	In the first month or so the Beast Folk, compared with their latter condition, were human enough, and for one or two besides my canine friend I even conceived a friendly tolerance. The little pink sloth-creature displayed an odd affection for me, and took to following me about.	In the first month or so the Beast Folk, compared with their latter condition, were human enough, and for one or two besides my canine friend I even conceived a friendly tolerance. The little pink sloth creature displayed an odd affection for me, and took to following me about.	true	488.03	501.76	22.392519
718_129597_000034_000001	The Monkey-man bored me, however; he assumed, on the strength of his five digits, that he was my equal, and was for ever jabbering at me,--jabbering the most arrant nonsense. One thing about him entertained me a little: he had a fantastic trick of coining new words.	The Monkey man bored me, however; he assumed, on the strength of his five digits, that he was my equal, and was for ever jabbering at me,--jabbering the most arrant nonsense. One thing about him entertained me a little: he had a fantastic trick of coining new words.	true	502.58	516.55	20.397633
718_129597_000034_000002	He had an idea, I believe, that to gabble about names that meant nothing was the proper use of speech. He called it "Big Thinks" to distinguish it from "Little Thinks," the sane every-day interests of life.	He had an idea, I believe, that to gabble about names that meant nothing was the proper use of speech. He called it "Big Thinks" to distinguish it from "Little Thinks," the sane every day interests of life.	true	516.62	527.83	19.782045
718_129597_000034_000003	If ever I made a remark he did not understand, he would praise it very much, ask me to say it again, learn it by heart, and go off repeating it, with a word wrong here or there, to all the milder of the Beast People. He thought nothing of what was plain and comprehensible. I invented some very curious "Big Thinks" for his especial use. I think now that he was the silliest creature I ever met; he had developed in the most wonderful way the distinctive silliness of man without losing one jot of the natural folly of a monkey.	If ever I made a remark he did not understand, he would praise it very much, ask me to say it again, learn it by heart, and go off repeating it, with a word wrong here or there, to all the milder of the Beast People. He thought nothing of what was plain and comprehensible. I invented some very curious "Big Thinks" for his especial use. I think now that he was the silliest creature I ever met; he had developed in the most wonderful way the distinctive silliness of man without losing one jot of the natural folly of a monkey.	true	528.26	556.84	20.84194
718_129597_000035_000000	This, I say, was in the earlier weeks of my solitude among these brutes. During that time they respected the usage established by the Law, and behaved with general decorum.	This, I say, was in the earlier weeks of my solitude among these brutes. During that time they respected the usage established by the Law, and behaved with general decorum.	true	557.42	566.92	22.31346
718_129597_000035_000001	Once I found another rabbit torn to pieces,--by the Hyena-swine, I am assured,--but that was all. It was about May when I first distinctly perceived a growing difference in their speech and carriage, a growing coarseness of articulation, a growing disinclination to talk.	Once I found another rabbit torn to pieces,--by the Hyena swine, I am assured,--but that was all. It was about May when I first distinctly perceived a growing difference in their speech and carriage, a growing coarseness of articulation, a growing disinclination to talk.	true	567.35	582.73	20.998379
718_129597_000035_000002	My Monkey-man's jabber multiplied in volume but grew less and less comprehensible, more and more simian. Some of the others seemed altogether slipping their hold upon speech, though they still understood what I said to them at that time. (Can you imagine language, once clear-cut and exact, softening and guttering, losing shape and import, becoming mere lumps of sound again?) And they walked erect with an increasing difficulty.	My Monkey man's jabber multiplied in volume but grew less and less comprehensible, more and more simian. Some of the others seemed altogether slipping their hold upon speech, though they still understood what I said to them at that time. (Can you imagine language, once clear cut and exact, softening and guttering, losing shape and import, becoming mere lumps of sound again?) And they walked erect with an increasing difficulty.	false	582.86	607.09	20.050453
718_129597_000035_000003	Though they evidently felt ashamed of themselves, every now and then I would come upon one or another running on toes and finger-tips, and quite unable to recover the vertical attitude.	Though they evidently felt ashamed of themselves, every now and then I would come upon one or another running on toes and finger tips, and quite unable to recover the vertical attitude.	true	607.19	616.24	19
718_129597_000035_000004	They held things more clumsily; drinking by suction, feeding by gnawing, grew commoner every day. I realised more keenly than ever what Moreau had told me about the "stubborn beast-flesh." They were reverting, and reverting very rapidly.	They held things more clumsily; drinking by suction, feeding by gnawing, grew commoner every day. I realised more keenly than ever what Moreau had told me about the "stubborn beast flesh." They were reverting, and reverting very rapidly.	true	616.46	630.73	21.3537
718_129597_000036_000000	Some of them--the pioneers in this, I noticed with some surprise, were all females--began to disregard the injunction of decency, deliberately for the most part.	Some of them-the pioneers in this, I noticed with some surprise, were all females-began to disregard the injunction of decency, deliberately for the most part.	true	631.28	640.03	18.32185
718_129597_000036_000001	Others even attempted public outrages upon the institution of monogamy.	Others even attempted public outrages upon the institution of monogamy.	true	640.19	644.07	17
718_129597_000036_000002	The tradition of the Law was clearly losing its force.	The tradition of the Law was clearly losing its force.	true	644.07	647.02	19.890038
718_129597_000036_000003	I cannot pursue this disagreeable subject.	I cannot pursue this disagreeable subject.	true	647.06	649.78	22.517145
718_129597_000037_000000	My Dog-man imperceptibly slipped back to the dog again; day by day he became dumb, quadrupedal, hairy.	My Dog man imperceptibly slipped back to the dog again; day by day he became dumb, quadrupedal, hairy.	true	650.06	657.52	20.515728
718_129597_000037_000001	I scarcely noticed the transition from the companion on my right hand to the lurching dog at my side.	I scarcely noticed the transition from the companion on my right hand to the lurching dog at my side.	false	657.56	662.56	18.923834
718_129597_000038_000000	As the carelessness and disorganisation increased from day to day, the lane of dwelling places, at no time very sweet, became so loathsome that I left it, and going across the island made myself a hovel of boughs amid the black ruins of Moreau's enclosure. Some memory of pain, I found, still made that place the safest from the Beast Folk.	As the carelessness and disorganisation increased from day to day, the lane of dwelling places, at no time very sweet, became so loathsome that I left it, and going across the island made myself a hovel of boughs amid the black ruins of Moreau's enclosure. Some memory of pain, I found, still made that place the safest from the Beast Folk.	true	663.05	682.87	20.384853
718_129597_000039_000000	It would be impossible to detail every step of the lapsing of these monsters,--to tell how, day by day, the human semblance left them; how they gave up bandagings and wrappings, abandoned at last every stitch of clothing; how the hair began to spread over the exposed limbs; how their foreheads fell away and their faces projected; how the quasi-human intimacy I had permitted myself with some of them in the first month of my loneliness became a shuddering horror to recall.	It would be impossible to detail every step of the lapsing of these monsters,--to tell how, day by day, the human semblance left them; how they gave up bandagings and wrappings, abandoned at last every stitch of clothing; how the hair began to spread over the exposed limbs; how their foreheads fell away and their faces projected; how the quasi human intimacy I had permitted myself with some of them in the first month of my loneliness became a shuddering horror to recall.	true	683.42	708.61	19.559193
718_129597_000040_000000	The change was slow and inevitable.	The change was slow and inevitable.	true	708.68	710.71	17.844788
718_129597_000040_000001	For them and for me it came without any definite shock.	For them and for me it came without any definite shock.	true	710.75	714	21.298159
718_129597_000040_000002	I still went among them in safety, because no jolt in the downward glide had released the increasing charge of explosive animalism that ousted the human day by day. But I began to fear that soon now that shock must come. My Saint-Bernard-brute followed me to the enclosure every night, and his vigilance enabled me to sleep at times in something like peace. The little pink sloth-thing became shy and left me, to crawl back to its natural life once more among the tree-branches.	I still went among them in safety, because no jolt in the downward glide had released the increasing charge of explosive animalism that ousted the human day by day. But I began to fear that soon now that shock must come. My Saint Bernard brute followed me to the enclosure every night, and his vigilance enabled me to sleep at times in something like peace. The little pink sloth thing became shy and left me, to crawl back to its natural life once more among the tree branches.	true	714	739.42	20.710897
718_129597_000040_000003	We were in just the state of equilibrium that would remain in one of those "Happy Family" cages which animal-tamers exhibit, if the tamer were to leave it for ever.	We were in just the state of equilibrium that would remain in one of those "Happy Family" cages which animal tamers exhibit, if the tamer were to leave it for ever.	true	739.67	748.51	19.824759
718_129597_000041_000000	Of course these creatures did not decline into such beasts as the reader has seen in zoological gardens,--into ordinary bears, wolves, tigers, oxen, swine, and apes.	Of course these creatures did not decline into such beasts as the reader has seen in zoological gardens,--into ordinary bears, wolves, tigers, oxen, swine, and apes.	true	748.52	758.17	17
718_129597_000041_000001	There was still something strange about each; in each Moreau had blended this animal with that. One perhaps was ursine chiefly, another feline chiefly, another bovine chiefly; but each was tainted with other creatures,--a kind of generalised animalism appearing through the specific dispositions. And the dwindling shreds of the humanity still startled me every now and then,--a momentary recrudescence of speech perhaps, an unexpected dexterity of the fore-feet, a pitiful attempt to walk erect.	There was still something strange about each; in each Moreau had blended this animal with that. One perhaps was ursine chiefly, another feline chiefly, another bovine chiefly; but each was tainted with other creatures,--a kind of generalised animalism appearing through the specific dispositions. And the dwindling shreds of the humanity still startled me every now and then,--a momentary recrudescence of speech perhaps, an unexpected dexterity of the fore feet, a pitiful attempt to walk erect.	false	758.45	787.78	20.58823
718_129597_000042_000000	I too must have undergone strange changes.	I too must have undergone strange changes.	true	788.12	790.69	17.82243
718_129597_000042_000001	My clothes hung about me as yellow rags, through whose rents showed the tanned skin. My hair grew long, and became matted together.	My clothes hung about me as yellow rags, through whose rents showed the tanned skin. My hair grew long, and became matted together.	true	790.85	798.43	21.464102
718_129597_000042_000002	I am told that even now my eyes have a strange brightness, a swift alertness of movement.	I am told that even now my eyes have a strange brightness, a swift alertness of movement.	true	798.5	803.38	20.707031
718_129597_000043_000000	At first I spent the daylight hours on the southward beach watching for a ship, hoping and praying for a ship. I counted on the "Ipecacuanha" returning as the year wore on; but she never came.	At first I spent the daylight hours on the southward beach watching for a ship, hoping and praying for a ship. I counted on the "Ipecacuanha" returning as the year wore on; but she never came.	false	803.84	813.6	19.870014
718_129597_000043_000001	Five times I saw sails, and thrice smoke; but nothing ever touched the island.	Five times I saw sails, and thrice smoke; but nothing ever touched the island.	true	813.6	817.9	20.664057
718_129597_000043_000002	I always had a bonfire ready, but no doubt the volcanic reputation of the island was taken to account for that.	I always had a bonfire ready, but no doubt the volcanic reputation of the island was taken to account for that.	true	818.12	823.48	20.990778
718_129597_000044_000000	It was only about September or October that I began to think of making a raft.	It was only about September or October that I began to think of making a raft.	true	824.03	828.16	21.209526
718_129597_000044_000001	By that time my arm had healed, and both my hands were at my service again.	By that time my arm had healed, and both my hands were at my service again.	true	828.23	832.27	20
718_129597_000044_000002	At first, I found my helplessness appalling. I had never done any carpentry or such-like work in my life, and I spent day after day in experimental chopping and binding among the trees. I had no ropes, and could hit on nothing wherewith to make ropes; none of the abundant creepers seemed limber or strong enough, and with all my litter of scientific education I could not devise any way of making them so.	At first, I found my helplessness appalling. I had never done any carpentry or such like work in my life, and I spent day after day in experimental chopping and binding among the trees. I had no ropes, and could hit on nothing wherewith to make ropes; none of the abundant creepers seemed limber or strong enough, and with all my litter of scientific education I could not devise any way of making them so.	true	832.49	853.72	20.505367
718_129597_000044_000003	I spent more than a fortnight grubbing among the black ruins of the enclosure and on the beach where the boats had been burnt, looking for nails and other stray pieces of metal that might prove of service. Now and then some Beast-creature would watch me, and go leaping off when I called to it.	I spent more than a fortnight grubbing among the black ruins of the enclosure and on the beach where the boats had been burnt, looking for nails and other stray pieces of metal that might prove of service. Now and then some Beast creature would watch me, and go leaping off when I called to it.	true	854.42	868.12	19.516321
718_129597_000044_000004	There came a season of thunder-storms and heavy rain, which greatly retarded my work; but at last the raft was completed.	There came a season of thunder storms and heavy rain, which greatly retarded my work; but at last the raft was completed.	true	868.13	874.21	20.953575
718_129597_000045_000000	I was delighted with it.	I was delighted with it.	true	874.52	876.04	20.931698
718_129597_000045_000001	But with a certain lack of practical sense which has always been my bane, I had made it a mile or more from the sea; and before I had dragged it down to the beach the thing had fallen to pieces.	But with a certain lack of practical sense which has always been my bane, I had made it a mile or more from the sea; and before I had dragged it down to the beach the thing had fallen to pieces.	true	876.56	885.58	20.24617
718_129597_000045_000002	Perhaps it is as well that I was saved from launching it; but at the time my misery at my failure was so acute that for some days I simply moped on the beach, and stared at the water and thought of death.	Perhaps it is as well that I was saved from launching it; but at the time my misery at my failure was so acute that for some days I simply moped on the beach, and stared at the water and thought of death.	true	885.92	895.51	20.349977
718_129597_000046_000000	I did not, however, mean to die, and an incident occurred that warned me unmistakably of the folly of letting the days pass so,--for each fresh day was fraught with increasing danger from the Beast People.	I did not, however, mean to die, and an incident occurred that warned me unmistakably of the folly of letting the days pass so,--for each fresh day was fraught with increasing danger from the Beast People.	true	895.94	906.91	21.108843
718_129597_000047_000000	I was lying in the shade of the enclosure wall, staring out to sea, when I was startled by something cold touching the skin of my heel, and starting round found the little pink sloth-creature blinking into my face.	I was lying in the shade of the enclosure wall, staring out to sea, when I was startled by something cold touching the skin of my heel, and starting round found the little pink sloth creature blinking into my face.	true	907.13	917.67	18.881212
718_129597_000047_000001	He had long since lost speech and active movement, and the lank hair of the little brute grew thicker every day and his stumpy claws more askew.	He had long since lost speech and active movement, and the lank hair of the little brute grew thicker every day and his stumpy claws more askew.	false	917.67	924.96	21.102812
718_129597_000047_000002	He made a moaning noise when he saw he had attracted my attention, went a little way towards the bushes and looked back at me.	He made a moaning noise when he saw he had attracted my attention, went a little way towards the bushes and looked back at me.	false	924.96	931.21	22.627377
718_129597_000048_000000	At first I did not understand, but presently it occurred to me that he wished me to follow him; and this I did at last,--slowly, for the day was hot.	At first I did not understand, but presently it occurred to me that he wished me to follow him; and this I did at last,--slowly, for the day was hot.	true	931.43	939.33	21.255568
