3070_166421_000000_000000	"Purposeful," Drake said.	"Purposeful," Drake said.	false	0	0.15	13
3070_166421_000021_000001	The western mount was close, the mouth of the gorge through which we must pass, now plain before us.	The western mount was close, the mouth of the gorge through which we must pass, now plain before us.	true	188.78	194.44	8.706732
3070_166421_000021_000002	It did not seem as though we could reach it before dusk, and Drake and I were reconciled to spending another night in the peaceful vale.	It did not seem as though we could reach it before dusk, and Drake and I were reconciled to spending another night in the peaceful vale.	true	195.02	201.94	7
3070_166421_000021_000003	Plodding along, deep in thought, I was startled by his exclamation.	Plodding along, deep in thought, I was startled by his exclamation.	true	202.22	206.32	14.388737
3070_166421_000022_000000	He was staring at a point some hundred yards to his right.	He was staring at a point some hundred yards to his right.	true	208.37	211.74	4.787728
3070_166421_000022_000001	I followed his gaze.	I followed his gaze.	true	211.74	213.37	3
3070_166421_000023_000000	The towering cliffs were a scant half mile away.	The towering cliffs were a scant half mile away.	true	214.4	217	7
3070_166421_000023_000001	At some distant time there had been an enormous fall of rock.	At some distant time there had been an enormous fall of rock.	true	217.28	220.6	4
3070_166421_000023_000002	This, disintegrating, had formed a gently-curving breast which sloped down to merge with the valley's floor.	This, disintegrating, had formed a gently curving breast which sloped down to merge with the valley's floor.	true	220.67	226.9	8
3070_166421_000023_000003	Willow and witch alder, stunted birch and poplar had found roothold, clothed it, until only their crowding outposts, thrusting forward in a wavering semicircle, held back seemingly by the blue hordes, showed where it melted into the meadows.	Willow and witch alder, stunted birch and poplar had found roothold, clothed it, until only their crowding outposts, thrusting forward in a wavering semicircle, held back seemingly by the blue hordes, showed where it melted into the meadows.	false	227.36	243.07	6
3070_166421_000024_000000	In the center of this breast, beginning half way up its slopes and stretching down into the flowered fields was a colossal imprint.	In the center of this breast, beginning half way up its slopes and stretching down into the flowered fields was a colossal imprint.	true	243.77	252.82	12
3070_166421_000025_000000	Gray and brown, it stood out against the green and blue of slope and level; a rectangle all of thirty feet wide, two hundred long, the heel faintly curved and from its hither end, like claws, four slender triangles radiating from it like twenty-four points of a ten-rayed star.	Gray and brown, it stood out against the green and blue of slope and level; a rectangle all of thirty feet wide, two hundred long, the heel faintly curved and from its hither end, like claws, four slender triangles radiating from it like twenty four points of a ten rayed star.	false	253.49	274.27	9
3070_166421_000026_000000	Irresistibly was it like a footprint--but what thing was there whose tread could leave such a print as this?	Irresistibly was it like a footprint-but what thing was there whose tread could leave such a print as this?	true	274.88	282.04	2
3070_166421_000027_000000	I ran up the slope--Drake already well in advance.	I ran up the slope-Drake already well in advance.	true	282.8	286.18	16
3070_166421_000027_000001	I paused at the base of the triangles where, were this thing indeed a footprint, the spreading claws sprang from the flat of it.	I paused at the base of the triangles where, were this thing indeed a footprint, the spreading claws sprang from the flat of it.	true	286.34	293.86	8
3070_166421_000028_000000	The track was fresh.	The track was fresh.	true	295.22	296.68	5.1455297
3070_166421_000028_000001	At its upper edges were clipped bushes and split trees, the white wood of the latter showing where they had been sliced as though by the stroke of a scimitar.	At its upper edges were clipped bushes and split trees, the white wood of the latter showing where they had been sliced as though by the stroke of a scimitar.	false	296.87	305.65	1
3070_166421_000029_000000	I stepped out upon the mark.	I stepped out upon the mark.	false	306.68	308.32	6
3070_166421_000029_000001	It was as level as though planed; bent down and stared in utter disbelief of what my own eyes beheld.	It was as level as though planed; bent down and stared in utter disbelief of what my own eyes beheld.	false	308.6	316.24	11
3070_166421_000029_000002	For stone and earth had been crushed, compressed, into a smooth, microscopically grained, adamantine complex, and in this matrix poppies still bearing traces of their coloring were imbedded like fossils.	For stone and earth had been crushed, compressed, into a smooth, microscopically grained, adamantine complex, and in this matrix poppies still bearing traces of their coloring were imbedded like fossils.	true	316.7	334.42	10.527784
3070_166421_000029_000003	A cyclone can and does grip straws and thrust them unbroken through an inch board--but what force was there which could take the delicate petals of a flower and set them like inlay within the surface of a stone?	A cyclone can and does grip straws and thrust them unbroken through an inch board-but what force was there which could take the delicate petals of a flower and set them like inlay within the surface of a stone?	true	335.21	350.08	7
3070_166421_000030_000000	Into my mind came recollection of the wailings, the crashings in the night, of the weird glow that had flashed about us when the mist arose to hide the chained aurora.	Into my mind came recollection of the wailings, the crashings in the night, of the weird glow that had flashed about us when the mist arose to hide the chained aurora.	true	351.11	360.67	10
3070_166421_000031_000000	"It was what we heard," I said.	"It was what we heard," I said.	true	362.66	365.02	4.0655103
3070_166421_000031_000001	"The sounds--it was then that this was made."	"The sounds-it was then that this was made."	true	365.12	368.95	4
3070_166421_000032_000000	"The foot of Shin-je!" Chiu-Ming's voice was tremulous.	"The foot of Shin je!" Chiu Ming's voice was tremulous.	true	370.01	374.2	10
3070_166421_000032_000001	"The lord of Hell has trodden here!"	"The lord of Hell has trodden here!"	true	374.6	377.5	9.290779
3070_166421_000033_000000	I translated for Drake's benefit.	I translated for Drake's benefit.	true	378.35	380.41	3
3070_166421_000034_000000	"Has the lord of Hell but one foot?" asked Dick, politely.	"Has the lord of Hell but one foot?" asked Dick, politely.	true	382.04	386.74	6
3070_166421_000035_000000	"He bestrides the mountains," said Chiu-Ming.	"He bestrides the mountains," said Chiu Ming.	true	387.83	391.27	7
3070_166421_000035_000001	"On the far side is his other footprint.	"On the far side is his other footprint.	true	391.7	394.24	10
3070_166421_000035_000002	Shin-je it was who strode the mountains and set here his foot."	Shin je it was who strode the mountains and set here his foot."	true	394.7	399.7	6
3070_166421_000036_000000	Again I interpreted.	Again I interpreted.	true	401.36	403.18	4
3070_166421_000037_000000	Drake cast a calculating glance up to the cliff top.	Drake cast a calculating glance up to the cliff top.	true	403.94	407.05	6
3070_166421_000038_000000	"Two thousand feet, about," he mused.	"Two thousand feet, about," he mused.	true	408.2	410.95	8.160435
3070_166421_000038_000001	"Well, if Shin-je is built in our proportions that makes it about right.	"Well, if Shin je is built in our proportions that makes it about right.	false	411.2	415.48	3
3070_166421_000038_000002	The length of this thing would give him just about a two thousand foot leg.	The length of this thing would give him just about a two thousand foot leg.	true	415.64	419.95	4
3070_166421_000038_000003	Yes--he could just about straddle that hill."	Yes-he could just about straddle that hill."	true	420.02	423.25	14
3070_166421_000039_000000	"You're surely not serious?" I asked in consternation.	"You're surely not serious?" I asked in consternation.	true	424.94	429.82	13.933644
3070_166421_000040_000000	"What the hell!" he exclaimed, "am I crazy?	"What the hell!" he exclaimed, "am I crazy?	true	431.12	434.56	10
3070_166421_000040_000001	This is no foot mark.	This is no foot mark.	true	434.84	436.17	-20
3070_166421_000040_000002	How could it be?	How could it be?	true	436.17	437.2	0
3070_166421_000040_000003	Look at the mathematical nicety with which these edges are stamped out--as though by a die--	Look at the mathematical nicety with which these edges are stamped out-as though by a die-	true	437.42	442.72	14
3070_166421_000041_000000	"That's what it reminds me of--a die.	"That's what it reminds me of-a die.	true	443	445.9	8
3070_166421_000041_000001	It's as if some impossible power had been used to press it down.	It's as if some impossible power had been used to press it down.	true	446.09	449.82	8
3070_166421_000041_000002	Like--like a giant seal of metal in a mountain's hand.	Like-like a giant seal of metal in a mountain's hand.	false	449.82	454.545	18
3070_166421_000041_000003	A sigil--a seal--"	A sigil-a seal-"	true	454.545	456.55	18.945768
3070_166421_000042_000000	"But why?" I asked.	"But why?" I asked.	true	457.76	459.82	7
3070_166421_000042_000001	"What could be the purpose--"	"What could be the purpose-"	true	460.07	462.19	0.63486665
3070_166421_000043_000000	"Better ask where the devil such a force could be gotten together and how it came here," he said.	"Better ask where the devil such a force could be gotten together and how it came here," he said.	true	463.49	469.12	6
3070_166421_000043_000001	"Look--except for this one place there isn't a mark anywhere.	"Look-except for this one place there isn't a mark anywhere.	true	469.97	474.07	13.509186
3070_166421_000043_000002	All the bushes and the trees, all the poppies and the grass are just as they ought to be.	All the bushes and the trees, all the poppies and the grass are just as they ought to be.	false	474.32	479.59	13
3070_166421_000044_000000	"How did whoever or whatever it was that made this, get here and get away without leaving any trace but this?	"How did whoever or whatever it was that made this, get here and get away without leaving any trace but this?	true	481.13	488.71	14
3070_166421_000044_000001	Damned if I don't think Chiu-Ming's explanation puts less strain upon the credulity than any I could offer."	Damned if I don't think Chiu Ming's explanation puts less strain upon the credulity than any I could offer."	false	489.56	495.25	6
3070_166421_000045_000000	I peered about.	I peered about.	true	495.98	497.14	7
3070_166421_000045_000001	It was so.	It was so.	true	497.69	498.76	-7
3070_166421_000045_000002	Except for the mark, there was no slightest sign of the unusual, the abnormal.	Except for the mark, there was no slightest sign of the unusual, the abnormal.	true	498.95	504.04	8.864232
3070_166421_000046_000000	But the mark was enough!	But the mark was enough!	true	505.13	507.43	13
3070_166421_000047_000000	"I'm for pushing up a notch or two and getting into the gorge before dark," he was voicing my own thought.	"I'm for pushing up a notch or two and getting into the gorge before dark," he was voicing my own thought.	true	509.21	515.08	9
3070_166421_000047_000001	"I'm willing to face anything human--but I'm not keen to be pressed into a rock like a flower in a maiden's book of poems." Just at twilight we drew out of the valley into the pass.	"I'm willing to face anything human-but I'm not keen to be pressed into a rock like a flower in a maiden's book of poems." Just at twilight we drew out of the valley into the pass.	true	515.69	526.87	9
3070_166421_000047_000002	We traveled a full mile along it before darkness forced us to make camp.	We traveled a full mile along it before darkness forced us to make camp.	true	527	531.07	0
3070_166421_000047_000003	The gorge was narrow.	The gorge was narrow.	true	531.23	532.72	-20
3070_166421_000047_000004	The far walls but a hundred feet away; but we had no quarrel with them for their neighborliness, no!	The far walls but a hundred feet away; but we had no quarrel with them for their neighborliness, no!	true	532.88	539.8	0
3070_166421_000047_000005	Their solidity, their immutability, breathed confidence back into us.	Their solidity, their immutability, breathed confidence back into us.	true	540.23	545.5	1
3070_166421_000048_000000	And after we had found a deep niche capable of holding the entire caravan we filed within, ponies and all, I for one perfectly willing thus to spend the night, let the air at dawn be what it would.	And after we had found a deep niche capable of holding the entire caravan we filed within, ponies and all, I for one perfectly willing thus to spend the night, let the air at dawn be what it would.	false	546.8	558.7	8
3070_166421_000048_000001	We dined within on bread and tea, and then, tired to the bone, sought each his place upon the rocky floor.	We dined within on bread and tea, and then, tired to the bone, sought each his place upon the rocky floor.	true	559.46	566.59	10.116042
3070_166421_000048_000002	I slept well, waking only once or twice by Chiu-Ming's groanings; his dreams evidently were none of the pleasantest.	I slept well, waking only once or twice by Chiu Ming's groanings; his dreams evidently were none of the pleasantest.	true	566.87	574.81	7
3070_166421_000048_000003	If there was an aurora I neither knew nor cared.	If there was an aurora I neither knew nor cared.	true	575.87	579.28	17.57622
3070_166421_000048_000004	My slumber was dreamless.	My slumber was dreamless.	false	579.74	598.17	9.555439
