1974_139742_000000_000000	Caleb wondered what this meant; perceiving that she spoke to him, no less than to his daughter.	Caleb wondered what this meant; perceiving that she spoke to him, no less than to his daughter.	true	20.19	25.15	15
1974_139742_000020_000000	The Carrier, with a troubled glance at Dot, who still kept far away from him, replied, "Well! that's but fair.	The Carrier, with a troubled glance at Dot, who still kept far away from him, replied, "Well! that's but fair.	true	187.88	194.265	19.601604
1974_139742_000020_000001	I will."	I will."	true	194.265	195.07	16.51666
1974_139742_000021_000000	"You must know that when I left here a boy," said Edward, "I was in love, and my love was returned.	"You must know that when I left here a boy," said Edward, "I was in love, and my love was returned.	true	195.83	201.16	20
1974_139742_000021_000001	She was a very young girl, who perhaps (you may tell me) didn't know her own mind.	She was a very young girl, who perhaps (you may tell me) didn't know her own mind.	false	201.32	206.74	18.725332
1974_139742_000021_000002	But I knew mine, and I had a passion for her."	But I knew mine, and I had a passion for her."	true	206.99	210.1	21.915344
1974_139742_000022_000000	"You had!" exclaimed the Carrier.	"You had!" exclaimed the Carrier.	true	210.41	212.49	19.528807
1974_139742_000022_000001	"You!"	"You!"	true	212.49	213.19	19.00899
1974_139742_000023_000000	"Indeed I had," returned the other.	"Indeed I had," returned the other.	true	213.83	215.865	18.114532
1974_139742_000023_000001	"And she returned it.	"And she returned it.	true	215.865	216.97	18
1974_139742_000023_000002	I have ever since believed she did, and now I am sure she did."	I have ever since believed she did, and now I am sure she did."	true	217.07	221.04	20
1974_139742_000024_000000	"Heaven help me!" said the Carrier.	"Heaven help me!" said the Carrier.	false	221.04	223.39	17.213465
1974_139742_000024_000001	"This is worse than all."	"This is worse than all."	true	223.4	225.19	20.168016
1974_139742_000025_000000	"Constant to her," said Edward, "and returning, full of hope, after many hardships and perils, to redeem my part of our old contract, I heard, twenty miles away, that she was false to me; that she had forgotten me; and had bestowed herself upon another and a richer man.	"Constant to her," said Edward, "and returning, full of hope, after many hardships and perils, to redeem my part of our old contract, I heard, twenty miles away, that she was false to me; that she had forgotten me; and had bestowed herself upon another and a richer man.	false	225.8	239.8	17
1974_139742_000025_000001	I had no mind to reproach her; but I wished to see her, and to prove beyond dispute that this was true.	I had no mind to reproach her; but I wished to see her, and to prove beyond dispute that this was true.	false	239.99	245.71	16
1974_139742_000025_000002	I hoped she might have been forced into it against her own desire and recollection.	I hoped she might have been forced into it against her own desire and recollection.	true	245.78	249.94	14
1974_139742_000025_000003	It would be small comfort, but it would be some, I thought, and on I came.	It would be small comfort, but it would be some, I thought, and on I came.	true	250.19	254.5	23
1974_139742_000025_000004	That I might have the truth, the real truth, observing freely for myself, and judging for myself, without obstruction on the one hand, or presenting my own influence (if I had any) before her, on the other, I dressed myself unlike myself--you know how; and waited on the road--you know where.	That I might have the truth, the real truth, observing freely for myself, and judging for myself, without obstruction on the one hand, or presenting my own influence (if I had any) before her, on the other, I dressed myself unlike myself-you know how; and waited on the road-you know where.	true	255.11	270.82	18
1974_139742_000025_000005	You had no suspicion of me; neither had--had she," pointing to Dot, "until I whispered in her ear at that fireside, and she so nearly betrayed me."	You had no suspicion of me; neither had-had she," pointing to Dot, "until I whispered in her ear at that fireside, and she so nearly betrayed me."	true	271.1	280.6	20.290983
1974_139742_000026_000000	"But when she knew that Edward was alive, and had come back," sobbed Dot, now speaking for herself, as she had burned to do, all through this narrative; "and when she knew his purpose, she advised him by all means to keep his secret close; for his old friend John Peerybingle was much too open in his nature, and too clumsy in all artifice--being a clumsy man in general," said Dot, half laughing and half crying--"to keep it for him.	"But when she knew that Edward was alive, and had come back," sobbed Dot, now speaking for herself, as she had burned to do, all through this narrative; "and when she knew his purpose, she advised him by all means to keep his secret close; for his old friend john Peerybingle was much too open in his nature, and too clumsy in all artifice-being a clumsy man in general," said Dot, half laughing and half crying-"to keep it for him.	true	281.42	305.59	18
1974_139742_000026_000001	And when she--that's me, John," sobbed the little woman--"told him all, and how his sweetheart had believed him to be dead; and how she had at last been over-persuaded by her mother into a marriage which the silly, dear old thing called advantageous; and when she--that's me again, John--told him they were not yet married (though close upon it), and that it would be nothing but a sacrifice if it went on, for there was no love on her side; and when he went nearly mad with joy to hear it,--then she--that's me again--said she would go between them, as she had often done before in old times, John, and would sound his sweetheart, and be sure that what she--me again, John--said and thought was right.	And when she-that's me, john," sobbed the little woman-"told him all, and how his sweetheart had believed him to be dead; and how she had at last been over persuaded by her mother into a marriage which the silly, dear old thing called advantageous; and when she-that's me again, john--told him they were not yet married (though close upon it), and that it would be nothing but a sacrifice if it went on, for there was no love on her side; and when he went nearly mad with joy to hear it,--then she-that's me again-said she would go between them, as she had often done before in old times, john, and would sound his sweetheart, and be sure that what she-me again, john--said and thought was right.	false	305.75	345.705	18
1974_139742_000026_000002	And it WAS right, John!	And it WAS right, john!	true	345.705	347.23	21.39327
1974_139742_000026_000003	And they were brought together, John! And they were married, John, an hour ago!	And they were brought together, john! And they were married, john, an hour ago!	true	347.33	351.105	18.717524
1974_139742_000026_000004	And here's the Bride!	And here's the Bride!	true	351.105	352.39	20.982107
1974_139742_000026_000005	And Gruff and Tackleton may die a bachelor!	And Gruff and Tackleton may die a bachelor!	true	352.52	354.96	18
1974_139742_000026_000006	And I'm a happy little woman, May, God bless you!"	And I'm a happy little woman, May, God bless you!"	true	354.96	358.03	16
1974_139742_000027_000000	She was an irresistible little woman, if that be anything to the purpose; and never so completely irresistible as in her present transports.	She was an irresistible little woman, if that be anything to the purpose; and never so completely irresistible as in her present transports.	true	358.67	365.92	16
1974_139742_000027_000001	There never were congratulations so endearing and delicious as those she lavished on herself and on the Bride.	There never were congratulations so endearing and delicious as those she lavished on herself and on the Bride.	false	366.8	372.46	13
1974_139742_000028_000000	Amid the tumult of emotions in his breast, the honest Carrier had stood confounded.	Amid the tumult of emotions in his breast, the honest Carrier had stood confounded.	true	373.01	378.43	18
1974_139742_000028_000001	Flying, now, towards her, Dot stretched out her hand to stop him, and retreated as before.	Flying, now, towards her, Dot stretched out her hand to stop him, and retreated as before.	true	378.95	384.31	17.549812
1974_139742_000029_000000	"No, John, no! Hear all!	"No, john, no! Hear all!	true	385.67	387.76	14
1974_139742_000029_000001	Don't love me any more, John, till you've heard every word I have to say.	Don't love me any more, john, till you've heard every word I have to say.	true	387.83	391.54	14
1974_139742_000029_000002	It was wrong to have a secret from you, John. I'm very sorry.	It was wrong to have a secret from you, john. I'm very sorry.	true	391.91	395.26	18
1974_139742_000029_000003	I didn't think it any harm, till I came and sat down by you on the little stool last night.	I didn't think it any harm, till I came and sat down by you on the little stool last night.	true	395.63	400.66	13
1974_139742_000029_000004	But when I knew, by what was written in your face, that you had seen me walking in the gallery with Edward, and when I knew what you thought, I felt how giddy and how wrong it was. But oh, dear John, how could you, could you think so?"	But when I knew, by what was written in your face, that you had seen me walking in the gallery with Edward, and when I knew what you thought, I felt how giddy and how wrong it was. But oh, dear john, how could you, could you think so?"	false	401.09	415.69	18
1974_139742_000030_000000	Little woman, how she sobbed again!	Little woman, how she sobbed again!	true	416.81	419.01	15
1974_139742_000030_000001	John Peerybingle would have caught her in his arms.	john Peerybingle would have caught her in his arms.	true	419.01	421.68	12
1974_139742_000030_000002	But no; she wouldn't let him.	But no; she wouldn't let him.	true	421.68	423.37	12
1974_139742_000031_000000	"Don't love me yet, please, John!	"Don't love me yet, please, john!	true	423.74	425.71	18
1974_139742_000031_000001	Not for a long time yet!	Not for a long time yet!	true	425.78	427.42	19
1974_139742_000031_000002	When I was sad about this intended marriage, dear, it was because I remembered May and Edward such young lovers; and knew that her heart was far away from Tackleton.	When I was sad about this intended marriage, dear, it was because I remembered May and Edward such young lovers; and knew that her heart was far away from Tackleton.	false	427.52	435.73	13
1974_139742_000031_000003	You believe that, now, don't you, John?"	You believe that, now, don't you, john?"	true	436.01	437.98	14
1974_139742_000032_000000	John was going to make another rush at this appeal; but she stopped him again.	john was going to make another rush at this appeal; but she stopped him again.	true	438.5	442.18	18
1974_139742_000033_000000	"No; keep there, please, John!	"No; keep there, please, john!	true	442.7	444.61	24
1974_139742_000033_000001	When I laugh at you, as I sometimes do, John, and call you clumsy and a dear old goose, and names of that sort, it's because I love you, John, so well, and take such pleasure in your ways, and wouldn't see you altered in the least respect to have you made a king to-morrow."	When I laugh at you, as I sometimes do, john, and call you clumsy and a dear old goose, and names of that sort, it's because I love you, john, so well, and take such pleasure in your ways, and wouldn't see you altered in the least respect to have you made a king to morrow."	true	444.65	460.36	14
1974_139742_000034_000000	"Hooroar!" said Caleb with unusual vigour.	"Hooroar!" said Caleb with unusual vigour.	true	461.66	464.265	13
1974_139742_000034_000001	"My opinion!"	"My opinion!"	true	464.265	465.49	18
1974_139742_000035_000000	"And when I speak of people being middle-aged and steady, John, and pretend that we are a humdrum couple, going on in a jog-trot sort of way, it's only because I'm such a silly little thing, John, that I like, sometimes, to act as a kind of Play with Baby, and all that: and make believe."	"And when I speak of people being middle aged and steady, john, and pretend that we are a humdrum couple, going on in a jog trot sort of way, it's only because I'm such a silly little thing, john, that I like, sometimes, to act as a kind of Play with Baby, and all that: and make believe."	true	466.01	483.28	17
1974_139742_000036_000000	She saw that he was coming; and stopped him again.	She saw that he was coming; and stopped him again.	true	483.71	486.64	19.00438
1974_139742_000036_000001	But she was very nearly too late.	But she was very nearly too late.	true	486.77	488.62	16
1974_139742_000037_000000	"No, don't love me for another minute or two, if you please, John!	"No, don't love me for another minute or two, if you please, john!	false	489.65	493.47	17.924482
1974_139742_000037_000001	What I want most to tell you, I have kept to the last.	What I want most to tell you, I have kept to the last.	true	493.47	496.78	19.885092
1974_139742_000037_000002	My dear, good, generous John, when we were talking the other night about the Cricket, I had it on my lips to say, that at first I did not love you quite so dearly as I do now; when I first came home here, I was half afraid that I mightn't learn to love you every bit as well as I hoped and prayed I might--being so very young, John!	My dear, good, generous john, when we were talking the other night about the Cricket, I had it on my lips to say, that at first I did not love you quite so dearly as I do now; when I first came home here, I was half afraid that I mightn't learn to love you every bit as well as I hoped and prayed I might-being so very young, john!	false	497	515.59	16
1974_139742_000037_000003	But, dear John, every day and hour I loved you more and more.	But, dear john, every day and hour I loved you more and more.	true	515.87	519.7	12
1974_139742_000037_000004	And if I could have loved you better than I do, the noble words I heard you say this morning would have made me.	And if I could have loved you better than I do, the noble words I heard you say this morning would have made me.	true	519.92	525.43	13
1974_139742_000037_000005	But I can't.	But I can't.	true	525.83	526.81	18.91096
1974_139742_000037_000006	All the affection that I had (it was a great deal, John) I gave you, as you well deserve, long, long ago, and I have no more left to give.	All the affection that I had (it was a great deal, john) I gave you, as you well deserve, long, long ago, and I have no more left to give.	false	527.18	535.93	18
1974_139742_000037_000007	Now, my dear husband, take me to your heart again!	Now, my dear husband, take me to your heart again!	true	536.18	539.19	17.38984
1974_139742_000037_000008	That's my home, John; and never, never think of sending me to any other!"	That's my home, john; and never, never think of sending me to any other!"	true	539.19	543.66	13
1974_139742_000038_000000	You never will derive so much delight from seeing a glorious little woman in the arms of a third party as you would have felt if you had seen Dot run into the Carrier's embrace.	You never will derive so much delight from seeing a glorious little woman in the arms of a third party as you would have felt if you had seen Dot run into the Carrier's embrace.	false	543.66	553.75	16
1974_139742_000038_000001	It was the most complete, unmitigated, soul-fraught little piece of earnestness that ever you beheld in all your days.	It was the most complete, unmitigated, soul fraught little piece of earnestness that ever you beheld in all your days.	false	554.03	561.01	12
1974_139742_000039_000000	You may be sure the Carrier was in a state of perfect rapture; and you may be sure Dot was likewise; and you may be sure they all were, inclusive of Miss Slowboy, who wept copiously for joy, and, wishing to include her young charge in the general interchange of congratulations, handed round the Baby to everybody in succession, as if it were something to drink.	You may be sure the Carrier was in a state of perfect rapture; and you may be sure Dot was likewise; and you may be sure they all were, inclusive of Miss Slowboy, who wept copiously for joy, and, wishing to include her young charge in the general interchange of congratulations, handed round the Baby to everybody in succession, as if it were something to drink.	false	561.56	581.95	13
1974_139742_000040_000000	But, now, the sound of wheels was heard again outside the door; and somebody exclaimed that Gruff and Tackleton was coming back.	But, now, the sound of wheels was heard again outside the door; and somebody exclaimed that Gruff and Tackleton was coming back.	true	582.56	589.87	15
1974_139742_000040_000001	Speedily that worthy gentleman appeared, looking warm and flustered.	Speedily that worthy gentleman appeared, looking warm and flustered.	true	590.15	594.4	16
1974_139742_000041_000000	"Why, what the Devil's this, John Peerybingle?" said Tackleton.	"Why, what the Devil's this, john Peerybingle?" said Tackleton.	true	595.67	598.99	19
1974_139742_000041_000001	"There's some mistake.	"There's some mistake.	true	599.09	600.435	14.34928
1974_139742_000041_000002	I appointed Mrs. Tackleton to meet me at the church, and I'll swear I passed her on the road, on her way here.	I appointed mrs Tackleton to meet me at the church, and I'll swear I passed her on the road, on her way here.	false	600.435	606.075	12
1974_139742_000041_000003	Oh! here she is!	Oh! here she is!	true	606.075	607.48	20
1974_139742_000041_000004	I beg your pardon, sir; I haven't the pleasure of knowing you; but, if you can do me the favour to spare this young lady, she has rather a particular engagement this morning."	I beg your pardon, sir; I haven't the pleasure of knowing you; but, if you can do me the favour to spare this young lady, she has rather a particular engagement this morning."	false	607.55	616.27	13
1974_139742_000042_000000	"But I can't spare her," returned Edward.	"But I can't spare her," returned Edward.	true	616.94	619.005	17.449617
1974_139742_000042_000001	"I couldn't think of it."	"I couldn't think of it."	true	619.005	620.17	11
1974_139742_000043_000000	"What do you mean, you vagabond?" said Tackleton.	"What do you mean, you vagabond?" said Tackleton.	true	620.87	623.83	15.545682
1974_139742_000044_000000	"I mean that, as I can make allowance for your being vexed," returned the other with a smile, "I am as deaf to harsh discourse this morning as I was to all discourse last night."	"I mean that, as I can make allowance for your being vexed," returned the other with a smile, "I am as deaf to harsh discourse this morning as I was to all discourse last night."	true	624.32	634.54	18
1974_139742_000045_000000	The look that Tackleton bestowed upon him, and the start he gave!	The look that Tackleton bestowed upon him, and the start he gave!	true	635.27	639.34	13
1974_139742_000046_000000	"I am sorry, sir," said Edward, holding out May's left hand, and especially the third finger, "that the young lady can't accompany you to church; but, as she has been there once this morning, perhaps you'll excuse her."	"I am sorry, sir," said Edward, holding out May's left hand, and especially the third finger, "that the young lady can't accompany you to church; but, as she has been there once this morning, perhaps you'll excuse her."	false	640.19	651.64	16
1974_139742_000047_000000	Tackleton looked hard at the third finger, and took a little piece of silver paper, apparently containing a ring, from his waistcoat pocket.	Tackleton looked hard at the third finger, and took a little piece of silver paper, apparently containing a ring, from his waistcoat pocket.	true	652.19	659.74	19
1974_139742_000048_000000	"Miss Slowboy," said Tackleton, "will you have the kindness to throw that in the fire?	"Miss Slowboy," said Tackleton, "will you have the kindness to throw that in the fire?	false	660.5	665.2	19.626968
1974_139742_000048_000001	Thankee."	Thankee."	true	665.63	666.28	16.8708
1974_139742_000049_000000	"It was a previous engagement, quite an old engagement, that prevented my wife from keeping her appointment with you, I assure you," said Edward.	"It was a previous engagement, quite an old engagement, that prevented my wife from keeping her appointment with you, I assure you," said Edward.	true	667.61	674.74	16
1974_139742_000050_000000	"Mr. Tackleton will do me the justice to acknowledge that I revealed it to him faithfully; and that I told him, many times, I never could forget it," said May, blushing.	"mr Tackleton will do me the justice to acknowledge that I revealed it to him faithfully; and that I told him, many times, I never could forget it," said May, blushing.	true	675.26	684.1	16
1974_139742_000051_000000	"Oh, certainly!" said Tackleton.	"Oh, certainly!" said Tackleton.	true	684.92	686.49	13.489603
1974_139742_000051_000001	"Oh, to be sure!	"Oh, to be sure!	true	686.49	687.27	8
1974_139742_000051_000002	Oh, it's all right, it's quite correct!	Oh, it's all right, it's quite correct!	false	687.27	689.8	18.88412
1974_139742_000051_000003	Mrs. Edward Plummer, I infer?"	mrs Edward Plummer, I infer?"	true	689.84	692.23	14
1974_139742_000052_000000	"That's the name," returned the bridegroom.	"That's the name," returned the bridegroom.	false	692.78	695.13	15
1974_139742_000053_000000	"Ah!	"Ah!	false	695.13	695.85	-20
1974_139742_000053_000001	I shouldn't have known you, sir," said Tackleton, scrutinising his face narrowly, and making a low bow.	I shouldn't have known you, sir," said Tackleton, scrutinising his face narrowly, and making a low bow.	true	695.85	702.64	10
1974_139742_000053_000002	"I give you joy, sir!"	"I give you joy, sir!"	true	703.52	705.07	16.719828
1974_139742_000054_000000	"Thankee."	"Thankee."	true	705.29	706.03	17.955116
1974_139742_000055_000000	"Mrs. Peerybingle," said Tackleton, turning suddenly to where she stood with her husband; "I'm sorry.	"mrs Peerybingle," said Tackleton, turning suddenly to where she stood with her husband; "I'm sorry.	true	706.76	711.825	16
1974_139742_000055_000001	You haven't done me a very great kindness, but, upon my life, I am sorry.	You haven't done me a very great kindness, but, upon my life, I am sorry.	true	711.825	715.81	19
1974_139742_000055_000002	You are better than I thought you.	You are better than I thought you.	true	716.06	717.4	17.067719
1974_139742_000055_000003	John Peerybingle, I am sorry.	john Peerybingle, I am sorry.	false	717.62	719.52	16
1974_139742_000055_000004	You understand me; that's enough.	You understand me; that's enough.	true	719.52	721.33	24.098095
1974_139742_000055_000005	It's quite correct, ladies and gentlemen all, and perfectly satisfactory.	It's quite correct, ladies and gentlemen all, and perfectly satisfactory.	true	721.43	725.2	17
1974_139742_000055_000006	Good morning!"	Good morning!"	true	725.51	726.43	16.09483
1974_139742_000056_000000	With these words he carried it off, and carried himself off too: merely stopping at the door to take the flowers and favours from his horse's head, and to kick that animal once in the ribs, as a means of informing him that there was a screw loose in his arrangements.	With these words he carried it off, and carried himself off too: merely stopping at the door to take the flowers and favours from his horse's head, and to kick that animal once in the ribs, as a means of informing him that there was a screw loose in his arrangements.	false	727.76	740.89	15
1974_139742_000057_000000	Of course, it became a serious duty now to make such a day of it as should mark these events for a high Feast and Festival in the Peerybingle Calendar for evermore.	Of course, it became a serious duty now to make such a day of it as should mark these events for a high Feast and Festival in the Peerybingle Calendar for evermore.	false	742.07	750.31	12
1974_139742_000057_000001	Accordingly, Dot went to work to produce such an entertainment as should reflect undying honour on the house and on every one concerned; and, in a very short space of time, she was up to her dimpled elbows in flour, and whitening the Carrier's coat, every time he came near her, by stopping him to give him a kiss. That good fellow washed the greens, and peeled the turnips, and broke the plates, and upset iron pots full of cold water on the fire, and made himself useful in all sorts of ways: while a couple of professional assistants, hastily called in from somewhere in the neighbourhood, as on a point of life or death, ran against each other in all the doorways and round all the corners, and everybody tumbled over Tilly Slowboy and the Baby, everywhere.	Accordingly, Dot went to work to produce such an entertainment as should reflect undying honour on the house and on every one concerned; and, in a very short space of time, she was up to her dimpled elbows in flour, and whitening the Carrier's coat, every time he came near her, by stopping him to give him a kiss. That good fellow washed the greens, and peeled the turnips, and broke the plates, and upset iron pots full of cold water on the fire, and made himself useful in all sorts of ways: while a couple of professional assistants, hastily called in from somewhere in the neighbourhood, as on a point of life or death, ran against each other in all the doorways and round all the corners, and everybody tumbled over Tilly Slowboy and the Baby, everywhere.	false	750.65	791.17	15
1974_139742_000057_000002	Tilly never came out in such force before.	Tilly never came out in such force before.	true	791.57	794.025	18
1974_139742_000057_000003	Her ubiquity was the theme of general admiration.	Her ubiquity was the theme of general admiration.	false	794.025	797.05	9
1974_139742_000057_000004	She was a stumbling-block in the passage at five-and-twenty minutes past two; a man-trap in the kitchen at half-past two precisely; and a pitfall in the garret at five-and-twenty minutes to three.	She was a stumbling block in the passage at five and twenty minutes past two; a man trap in the kitchen at half past two precisely; and a pitfall in the garret at five and twenty minutes to three.	false	797.72	807.73	16
1974_139742_000057_000005	The Baby's head was, as it were, a test and touchstone for every description of matter, animal, vegetable, and mineral.	The Baby's head was, as it were, a test and touchstone for every description of matter, animal, vegetable, and mineral.	true	808.1	815.62	16
1974_139742_000057_000006	Nothing was in use that day that didn't come, at some time or other, into close acquaintance with it.	Nothing was in use that day that didn't come, at some time or other, into close acquaintance with it.	false	816.11	821.56	19.413347
1974_139742_000058_000000	Then there was a great Expedition set on foot to go and find out Mrs. Fielding; and to be dismally penitent to that excellent gentlewoman; and to bring her back, by force, if needful, to be happy and forgiving.	Then there was a great Expedition set on foot to go and find out mrs Fielding; and to be dismally penitent to that excellent gentlewoman; and to bring her back, by force, if needful, to be happy and forgiving.	false	821.6	832.66	17
1974_139742_000058_000001	And when the Expedition first discovered her, she would listen to no terms at all, but said, an unspeakable number of times, that ever she should have lived to see the day! and couldn't be got to say anything else, except "Now carry me to the grave": which seemed absurd, on account of her not being dead, or anything at all like it.	And when the Expedition first discovered her, she would listen to no terms at all, but said, an unspeakable number of times, that ever she should have lived to see the day! and couldn't be got to say anything else, except "Now carry me to the grave": which seemed absurd, on account of her not being dead, or anything at all like it.	false	832.91	850.54	16
1974_139742_000058_000002	After a time she lapsed into a state of dreadful calmness, and observed that, when that unfortunate train of circumstances had occurred in the Indigo Trade, she had foreseen that she would be exposed, during her whole life, to every species of insult and contumely; and that she was glad to find it was the case; and begged they wouldn't trouble themselves about her,--for what was she?--oh dear! a nobody!--but would forget that such a being lived, and would take their course in life without her.	After a time she lapsed into a state of dreadful calmness, and observed that, when that unfortunate train of circumstances had occurred in the Indigo Trade, she had foreseen that she would be exposed, during her whole life, to every species of insult and contumely; and that she was glad to find it was the case; and begged they wouldn't trouble themselves about her,--for what was she?--oh dear! a nobody!--but would forget that such a being lived, and would take their course in life without her.	false	850.94	878.38	16
1974_139742_000058_000003	From this bitterly sarcastic mood she passed into an angry one, in which she gave vent to the remarkable expression that the worm would turn if trodden on; and, after that, she yielded to a soft regret, and said, if they had only given her their confidence, what might she not have had it in her power to suggest!	From this bitterly sarcastic mood she passed into an angry one, in which she gave vent to the remarkable expression that the worm would turn if trodden on; and, after that, she yielded to a soft regret, and said, if they had only given her their confidence, what might she not have had it in her power to suggest!	true	878.63	897.94	17
