112_123216_000000_000000	"I fancy it was Roy's mistake," said Phil.	"I fancy it was Roy's mistake," said Phil.	false	0	2.25	18
112_123216_000035_000002	She knew he was studying very hard, aiming at High Honors and the Cooper Prize, and he took little part in the social doings of Redmond.	She knew he was studying very hard, aiming at High Honors and the Cooper Prize, and he took little part in the social doings of Redmond.	true	352.37	360.28	20.7758
112_123216_000035_000003	Anne's own winter had been quite gay socially. She had seen a good deal of the Gardners; she and Dorothy were very intimate; college circles expected the announcement of her engagement to Roy any day.	Anne's own winter had been quite gay socially. She had seen a good deal of the Gardners; she and Dorothy were very intimate; college circles expected the announcement of her engagement to Roy any day.	true	360.5	371.58	23.151697
112_123216_000035_000004	Anne expected it herself.	Anne expected it herself.	false	371.58	373.93	22.056087
112_123216_000035_000005	Yet just before she left Patty's Place for Convocation she flung Roy's violets aside and put Gilbert's lilies-of-the-valley in their place.	Yet just before she left Patty's Place for Convocation she flung Roy's violets aside and put Gilbert's lilies of the valley in their place.	true	374.63	382.93	20
112_123216_000035_000006	She could not have told why she did it.	She could not have told why she did it.	true	383.48	385.69	24.413208
112_123216_000035_000007	Somehow, old Avonlea days and dreams and friendships seemed very close to her in this attainment of her long-cherished ambitions.	Somehow, old Avonlea days and dreams and friendships seemed very close to her in this attainment of her long cherished ambitions.	true	385.85	393.67	16
112_123216_000035_000008	She and Gilbert had once picturedout merrily the day on which they should be capped and gowned graduates in Arts.	She and Gilbert had once picturedout merrily the day on which they should be capped and gowned graduates in Arts.	true	394.16	399.88	19
112_123216_000035_000009	The wonderful day had come and Roy's violets had no place in it.	The wonderful day had come and Roy's violets had no place in it.	true	400.67	404.17	20
112_123216_000035_000010	Only her old friend's flowers seemed to belong to this fruition of old-blossoming hopes which he had once shared.	Only her old friend's flowers seemed to belong to this fruition of old blossoming hopes which he had once shared.	false	404.63	410.97	18
112_123216_000036_000000	For years this day had beckoned and allured to her; but when it came the one single, keen, abiding memory it left with her was not that of the breathless moment when the stately president of Redmond gave her cap and diploma and hailed her B.A.; it was not of the flash in Gilbert's eyes when he saw her lilies, nor the puzzled pained glance Roy gave her as he passed her on the platform.	For years this day had beckoned and allured to her; but when it came the one single, keen, abiding memory it left with her was not that of the breathless moment when the stately president of Redmond gave her cap and diploma and hailed her b a; it was not of the flash in Gilbert's eyes when he saw her lilies, nor the puzzled pained glance Roy gave her as he passed her on the platform.	false	410.97	435.82	20
112_123216_000036_000001	It was not of Aline Gardner's condescending congratulations, or Dorothy's ardent, impulsive good wishes.	It was not of Aline Gardner's condescending congratulations, or Dorothy's ardent, impulsive good wishes.	true	436.19	442.84	18
112_123216_000036_000002	It was of one strange, unaccountable pang that spoiled this long-expected day for her and left in it a certain faint but enduring flavor of bitterness.	It was of one strange, unaccountable pang that spoiled this long expected day for her and left in it a certain faint but enduring flavor of bitterness.	true	443.15	453.97	20
112_123216_000037_000000	The Arts graduates gave a graduation dance that night.	The Arts graduates gave a graduation dance that night.	true	454.28	457.33	23.838705
112_123216_000037_000001	When Anne dressed for it she tossed aside the pearl beads she usually wore and took from her trunk the small box that had come to Green Gables on Christmas day. In it was a thread-like gold chain with a tiny pink enamel heart as a pendant.	When Anne dressed for it she tossed aside the pearl beads she usually wore and took from her trunk the small box that had come to Green Gables on Christmas day. In it was a thread like gold chain with a tiny pink enamel heart as a pendant.	true	457.4	472.27	24
112_123216_000037_000002	On the accompanying card was written, "With all good wishes from your old chum, Gilbert." Anne, laughing over the memory the enamel heart conjured up the fatal day when Gilbert had called her "Carrots" and vainly tried to make his peace with a pink candy heart, had written him a nice little note of thanks.	On the accompanying card was written, "With all good wishes from your old chum, Gilbert." Anne, laughing over the memory the enamel heart conjured up the fatal day when Gilbert had called her "Carrots" and vainly tried to make his peace with a pink candy heart, had written him a nice little note of thanks.	false	472.76	491.68	22.73674
112_123216_000037_000003	But she had never worn the trinket. Tonight she fastened it about her white throat with a dreamy smile.	But she had never worn the trinket. Tonight she fastened it about her white throat with a dreamy smile.	false	491.81	497.08	21
112_123216_000038_000000	She and Phil walked to Redmond together.	She and Phil walked to Redmond together.	true	497.81	499.92	24.410881
112_123216_000038_000001	Anne walked in silence; Phil chattered of many things.	Anne walked in silence; Phil chattered of many things.	false	499.92	503.355	21.541687
112_123216_000038_000002	Suddenly she said,	Suddenly she said,	true	503.355	504.55	18.287756
112_123216_000039_000000	"I heard today that Gilbert Blythe's engagement to Christine Stuart was to be announced as soon as Convocation was over.	"I heard today that Gilbert Blythe's engagement to Christine Stuart was to be announced as soon as Convocation was over.	true	504.62	510.82	19
112_123216_000039_000001	Did you hear anything of it?"	Did you hear anything of it?"	true	510.92	512.65	20.79566
112_123216_000040_000000	"No," said Anne.	"No," said Anne.	true	512.99	514.51	18.037962
112_123216_000041_000000	"I think it's true," said Phil lightly.	"I think it's true," said Phil lightly.	true	515.03	517.17	22.9395
112_123216_000042_000000	Anne did not speak.	Anne did not speak.	false	517.17	518.85	22.752306
112_123216_000042_000001	In the darkness she felt her face burning.	In the darkness she felt her face burning.	true	518.85	521.86	21.055527
112_123216_000042_000002	She slipped her hand inside her collar and caught at the gold chain.	She slipped her hand inside her collar and caught at the gold chain.	true	521.99	525.58	21.993435
112_123216_000042_000003	One energetic twist and it gave way.	One energetic twist and it gave way.	true	525.89	528.21	22
112_123216_000042_000004	Anne thrust the broken trinket into her pocket.	Anne thrust the broken trinket into her pocket.	false	528.21	531.64	24.117094
112_123216_000042_000005	Her hands were trembling and her eyes were smarting.	Her hands were trembling and her eyes were smarting.	true	531.86	534.64	20
112_123216_000043_000000	But she was the gayest of all the gay revellers that night, and told Gilbert unregretfully that her card was full when he came to ask her for a dance.	But she was the gayest of all the gay revellers that night, and told Gilbert unregretfully that her card was full when he came to ask her for a dance.	false	534.89	543.28	24
112_123216_000043_000001	Afterwards, when she sat with the girls before the dying embers at Patty's Place, removing the spring chilliness from their satin skins, none chatted more blithely than she of the day's events.	Afterwards, when she sat with the girls before the dying embers at Patty's Place, removing the spring chilliness from their satin skins, none chatted more blithely than she of the day's events.	true	543.92	555.04	18
112_123216_000044_000000	"Moody Spurgeon MacPherson called here tonight after you left," said Aunt Jamesina, who had sat up to keep the fire on.	"Moody Spurgeon MacPherson called here tonight after you left," said Aunt Jamesina, who had sat up to keep the fire on.	true	555.56	562.36	21
112_123216_000044_000001	"He didn't know about the graduation dance.	"He didn't know about the graduation dance.	true	563.09	565.39	24.66566
112_123216_000044_000002	That boy ought to sleep with a rubber band around his head to train his ears not to stick out.	That boy ought to sleep with a rubber band around his head to train his ears not to stick out.	true	565.88	570.31	20
112_123216_000044_000003	I had a beau once who did that and it improved him immensely.	I had a beau once who did that and it improved him immensely.	false	570.62	573.94	17
112_123216_000044_000004	It was I who suggested it to him and he took my advice, but he never forgave me for it."	It was I who suggested it to him and he took my advice, but he never forgave me for it."	true	574.4	579.34	22.596018
112_123216_000045_000000	"Moody Spurgeon is a very serious young man," yawned Priscilla.	"Moody Spurgeon is a very serious young man," yawned Priscilla.	true	579.68	583.84	15
112_123216_000045_000001	"He is concerned with graver matters than his ears.	"He is concerned with graver matters than his ears.	true	584.18	586.78	18
112_123216_000045_000002	He is going to be a minister, you know."	He is going to be a minister, you know."	true	587.06	588.76	19
112_123216_000046_000000	"Well, I suppose the Lord doesn't regard the ears of a man," said Aunt Jamesina gravely, dropping all further criticism of Moody Spurgeon. Aunt Jamesina had a proper respect for the cloth even in the case of an unfledged parson.	"Well, I suppose the Lord doesn't regard the ears of a man," said Aunt Jamesina gravely, dropping all further criticism of Moody Spurgeon. Aunt Jamesina had a proper respect for the cloth even in the case of an unfledged parson.	false	589.46	606.87	22.368538
