1112_1043_000000_000000	"The whole place is locked," he said angrily.	"The whole place is locked," he said angrily.	false	27.495	70.125	20
1112_1043_000013_000001	"That is--unless--you didn't see any one crossing the lawn or skulking around the house, did you?"	"That is-unless-you didn't see any one crossing the lawn or skulking around the house, did you?"	true	174.69	179.835	19.745098
1112_1043_000014_000000	"I think we have mystery on the brain," Gertrude said wearily.	"I think we have mystery on the brain," Gertrude said wearily.	true	179.835	183.705	16
1112_1043_000014_000001	"No, I haven't seen any one, except old Thomas, who looked for all the world as if he had been ransacking the pantry.	"No, I haven't seen any one, except old Thomas, who looked for all the world as if he had been ransacking the pantry.	true	183.705	189.705	18
1112_1043_000014_000002	What have you locked in the laundry?"	What have you locked in the laundry?"	true	189.705	191.355	22.609554
1112_1043_000015_000000	"I can't wait to explain," I replied.	"I can't wait to explain," I replied.	true	191.355	193.5	18
1112_1043_000015_000001	"I must get Warner from the lodge.	"I must get Warner from the lodge.	true	193.5	195.765	13
1112_1043_000015_000002	If you came out for air, you'd better put on your overshoes." And then I noticed that Gertrude was limping--not much, but sufficiently to make her progress very slow, and seemingly painful.	If you came out for air, you'd better put on your overshoes." And then I noticed that Gertrude was limping-not much, but sufficiently to make her progress very slow, and seemingly painful.	true	195.765	206.415	20.701311
1112_1043_000016_000000	"You have hurt yourself," I said sharply.	"You have hurt yourself," I said sharply.	true	206.415	208.545	18
1112_1043_000017_000000	"I fell over the carriage block," she explained.	"I fell over the carriage block," she explained.	true	208.545	210.945	23
1112_1043_000017_000001	"I thought perhaps I might see Halsey coming home.	"I thought perhaps I might see Halsey coming home.	true	210.945	213.615	13
1112_1043_000017_000002	He--he ought to be here."	He-he ought to be here."	true	213.615	215.175	24.737684
1112_1043_000018_000000	I hurried on down the drive.	I hurried on down the drive.	true	215.175	216.975	18.236368
1112_1043_000018_000001	The lodge was some distance from the house, in a grove of trees where the drive met the county road.	The lodge was some distance from the house, in a grove of trees where the drive met the county road.	true	216.975	222.225	13
1112_1043_000018_000002	There were two white stone pillars to mark the entrance, but the iron gates, once closed and tended by the lodge-keeper, now stood permanently open. The day of the motor-car had come; no one had time for closed gates and lodge-keepers.	There were two white stone pillars to mark the entrance, but the iron gates, once closed and tended by the lodge keeper, now stood permanently open. The day of the motor car had come; no one had time for closed gates and lodge keepers.	true	222.225	235.275	19
1112_1043_000018_000003	The lodge at Sunnyside was merely a sort of supplementary servants' quarters: it was as convenient in its appointments as the big house and infinitely more cozy.	The lodge at Sunnyside was merely a sort of supplementary servants' quarters: it was as convenient in its appointments as the big house and infinitely more cozy.	true	235.275	244.48	16
1112_1043_000019_000000	As I went down the drive, my thoughts were busy.	As I went down the drive, my thoughts were busy.	true	244.76	247.05	22.602272
1112_1043_000019_000001	Who would it be that Mr. Jamieson had trapped in the cellar?	Who would it be that mr Jamieson had trapped in the cellar?	false	247.05	250.425	16
1112_1043_000019_000002	Would we find a body or some one badly injured?	Would we find a body or some one badly injured?	true	250.425	253.365	13
1112_1043_000019_000003	Scarcely either.	Scarcely either.	true	253.365	254.4	18
1112_1043_000019_000004	Whoever had fallen had been able to lock the laundry door on the inside.	Whoever had fallen had been able to lock the laundry door on the inside.	true	254.4	258.225	15
1112_1043_000019_000005	If the fugitive had come from outside the house, how did he get in?	If the fugitive had come from outside the house, how did he get in?	true	258.225	262.005	20.8627
1112_1043_000019_000006	If it was some member of the household, who could it have been?	If it was some member of the household, who could it have been?	true	262.005	264.975	21
1112_1043_000019_000007	And then--a feeling of horror almost overwhelmed me.	And then-a feeling of horror almost overwhelmed me.	true	264.975	267.945	19
1112_1043_000019_000008	Gertrude!	Gertrude!	true	267.945	269.295	20.501942
1112_1043_000019_000009	Gertrude and her injured ankle!	Gertrude and her injured ankle!	true	269.295	271.26	21.229235
1112_1043_000019_000010	Gertrude found limping slowly up the drive when I had thought she was in bed!	Gertrude found limping slowly up the drive when I had thought she was in bed!	true	271.26	275.86	19
1112_1043_000020_000000	I tried to put the thought away, but it would not go.	I tried to put the thought away, but it would not go.	true	276.29	279.045	21.72472
1112_1043_000020_000001	If Gertrude had been on the circular staircase that night, why had she fled from Mr. Jamieson?	If Gertrude had been on the circular staircase that night, why had she fled from mr Jamieson?	true	279.045	284.49	20.226639
1112_1043_000020_000002	The idea, puzzling as it was, seemed borne out by this circumstance.	The idea, puzzling as it was, seemed borne out by this circumstance.	true	284.49	288.885	17
1112_1043_000020_000003	Whoever had taken refuge at the head of the stairs could scarcely have been familiar with the house, or with the location of the chute.	Whoever had taken refuge at the head of the stairs could scarcely have been familiar with the house, or with the location of the chute.	true	288.885	295.545	16
1112_1043_000020_000004	The mystery seemed to deepen constantly.	The mystery seemed to deepen constantly.	true	295.545	298.12	23
1112_1043_000020_000005	What possible connection could there be between Halsey and Gertrude, and the murder of Arnold Armstrong?	What possible connection could there be between Halsey and Gertrude, and the murder of Arnold Armstrong?	true	298.25	303.975	15
1112_1043_000020_000006	And yet, every way I turned I seemed to find something that pointed to such a connection.	And yet, every way I turned I seemed to find something that pointed to such a connection.	true	303.975	308.71	20.17577
1112_1043_000021_000000	At the foot of the drive the road described a long, sloping, horseshoe-shaped curve around the lodge.	At the foot of the drive the road described a long, sloping, horseshoe shaped curve around the lodge.	true	308.9	314.415	16
1112_1043_000021_000001	There were lights there, streaming cheerfully out on to the trees, and from an upper room came wavering shadows, as if some one with a lamp was moving around.	There were lights there, streaming cheerfully out on to the trees, and from an upper room came wavering shadows, as if some one with a lamp was moving around.	true	314.415	322.665	17
1112_1043_000021_000002	I had come almost silently in my evening slippers, and I had my second collision of the evening on the road just above the house.	I had come almost silently in my evening slippers, and I had my second collision of the evening on the road just above the house.	true	322.665	330.255	15
1112_1043_000021_000003	I ran full into a man in a long coat, who was standing in the shadow beside the drive, with his back to me, watching the lighted windows.	I ran full into a man in a long coat, who was standing in the shadow beside the drive, with his back to me, watching the lighted windows.	true	330.255	337.98	18
1112_1043_000022_000000	"What the hell!" he ejaculated furiously, and turned around.	"What the hell!" he ejaculated furiously, and turned around.	false	337.98	341.91	15
1112_1043_000022_000001	When he saw me, however, he did not wait for any retort on my part.	When he saw me, however, he did not wait for any retort on my part.	true	341.91	345.57	12
1112_1043_000022_000002	He faded away--this is not slang; he did--he absolutely disappeared in the dusk without my getting more than a glimpse of his face.	He faded away-this is not slang; he did-he absolutely disappeared in the dusk without my getting more than a glimpse of his face.	true	345.57	353.865	19
1112_1043_000022_000003	I had a vague impression of unfamiliar features and of a sort of cap with a visor. Then he was gone.	I had a vague impression of unfamiliar features and of a sort of cap with a visor. Then he was gone.	true	353.865	359.59	18
1112_1043_000023_000000	I went to the lodge and rapped.	I went to the lodge and rapped.	true	359.75	361.72	18.062904
1112_1043_000023_000001	It required two or three poundings to bring Thomas to the door, and he opened it only an inch or so.	It required two or three poundings to bring Thomas to the door, and he opened it only an inch or so.	true	361.88	367.47	15
1112_1043_000024_000000	"Where is Warner?" I asked.	"Where is Warner?" I asked.	false	367.47	369.12	16.583899
1112_1043_000025_000000	"I--I think he's in bed, ma'm."	"I-I think he's in bed, ma'm."	true	369.12	371.14	24.008348
1112_1043_000026_000000	"Get him up," I said, "and for goodness' sake open the door, Thomas. I'll wait for Warner."	"Get him up," I said, "and for goodness' sake open the door, Thomas. I'll wait for Warner."	true	371.18	375.315	22
1112_1043_000027_000000	"It's kind o' close in here, ma'm," he said, obeying gingerly, and disclosing a cool and comfortable looking interior.	"It's kind o' close in here, ma'm," he said, obeying gingerly, and disclosing a cool and comfortable looking interior.	false	375.315	382.005	16
1112_1043_000027_000001	"Perhaps you'd keer to set on the porch an' rest yo'self."	"Perhaps you'd keer to set on the porch an' rest yo'self."	false	382.005	385.17	23.286184
1112_1043_000028_000000	It was so evident that Thomas did not want me inside that I went in.	It was so evident that Thomas did not want me inside that I went in.	true	385.17	388.74	17
1112_1043_000029_000000	"Tell Warner he is needed in a hurry," I repeated, and turned into the little sitting-room.	"Tell Warner he is needed in a hurry," I repeated, and turned into the little sitting room.	true	388.74	393.315	16
1112_1043_000029_000001	I could hear Thomas going up the stairs, could hear him rouse Warner, and the steps of the chauffeur as he hurriedly dressed.	I could hear Thomas going up the stairs, could hear him rouse Warner, and the steps of the chauffeur as he hurriedly dressed.	true	393.315	399.315	14
1112_1043_000029_000002	But my attention was busy with the room below.	But my attention was busy with the room below.	true	399.315	402.04	20
1112_1043_000030_000000	On the center-table, open, was a sealskin traveling bag.	On the center table, open, was a sealskin traveling bag.	true	402.14	406.485	19.733416
1112_1043_000030_000001	It was filled with gold-topped bottles and brushes, and it breathed opulence, luxury, femininity from every inch of surface.	It was filled with gold topped bottles and brushes, and it breathed opulence, luxury, femininity from every inch of surface.	true	406.485	414.1	20.880508
1112_1043_000030_000002	How did it get there?	How did it get there?	true	414.32	415.83	21.885445
1112_1043_000030_000003	I was still asking myself the question when Warner came running down the stairs and into the room.	I was still asking myself the question when Warner came running down the stairs and into the room.	true	415.83	420.99	19
1112_1043_000030_000004	He was completely but somewhat incongruously dressed, and his open, boyish face looked abashed.	He was completely but somewhat incongruously dressed, and his open, boyish face looked abashed.	true	420.99	427.095	22.197102
1112_1043_000030_000005	He was a country boy, absolutely frank and reliable, of fair education and intelligence--one of the small army of American youths who turn a natural aptitude for mechanics into the special field of the automobile, and earn good salaries in a congenial occupation.	He was a country boy, absolutely frank and reliable, of fair education and intelligence-one of the small army of American youths who turn a natural aptitude for mechanics into the special field of the automobile, and earn good salaries in a congenial occupation.	false	427.095	443.89	19
1112_1043_000031_000000	"What is it, Miss Innes?" he asked anxiously.	"What is it, Miss Innes?" he asked anxiously.	true	444.08	446.46	17
1112_1043_000032_000000	"There is some one locked in the laundry," I replied.	"There is some one locked in the laundry," I replied.	false	446.46	449.23	19.72713
1112_1043_000032_000001	"Mr. Jamieson wants you to help him break the lock.	"mr Jamieson wants you to help him break the lock.	true	449.24	451.65	19.538015
1112_1043_000032_000002	Warner, whose bag is this?"	Warner, whose bag is this?"	true	451.65	453.16	23.942244
1112_1043_000033_000000	He was in the doorway by this time, and he pretended not to hear.	He was in the doorway by this time, and he pretended not to hear.	true	453.44	456.82	21.815308
1112_1043_000034_000000	"Warner," I called, "come back here.	"Warner," I called, "come back here.	true	456.98	458.88	22.398354
1112_1043_000034_000001	Whose bag is this?"	Whose bag is this?"	true	458.88	460.24	22.550028
1112_1043_000035_000000	He stopped then, but he did not turn around.	He stopped then, but he did not turn around.	false	460.46	462.82	20.850761
1112_1043_000036_000000	"It's--it belongs to Thomas," he said, and fled up the drive.	"It's-it belongs to Thomas," he said, and fled up the drive.	true	462.86	467.5	21.527044
1112_1043_000037_000000	To Thomas!	To Thomas!	true	467.99	469.21	21
1112_1043_000037_000001	A London bag with mirrors and cosmetic jars of which Thomas could not even have guessed the use!	A London bag with mirrors and cosmetic jars of which Thomas could not even have guessed the use!	true	469.4	475.39	19
1112_1043_000037_000002	However, I put the bag in the back of my mind, which was fast becoming stored with anomalous and apparently irreconcilable facts, and followed Warner to the house.	However, I put the bag in the back of my mind, which was fast becoming stored with anomalous and apparently irreconcilable facts, and followed Warner to the house.	true	475.97	486.19	20.958069
1112_1043_000038_000000	Liddy had come back to the kitchen: the door to the basement stairs was double-barred, and had a table pushed against it; and beside her on the table was most of the kitchen paraphernalia.	Liddy had come back to the kitchen: the door to the basement stairs was double barred, and had a table pushed against it; and beside her on the table was most of the kitchen paraphernalia.	false	486.65	496.66	20.931017
1112_1043_000039_000000	"Did you see if there was any one missing in the house?" I asked, ignoring the array of sauce-pans rolling-pins, and the poker of the range.	"Did you see if there was any one missing in the house?" I asked, ignoring the array of sauce pans rolling pins, and the poker of the range.	true	497.36	504.37	17
1112_1043_000040_000000	"Rosie is missing," Liddy said with unction.	"Rosie is missing," Liddy said with unction.	true	504.86	507.58	17.053225
1112_1043_000040_000001	She had objected to Rosie, the parlor maid, from the start.	She had objected to Rosie, the parlor maid, from the start.	false	507.71	511.17	18
1112_1043_000040_000002	"Mrs. Watson went into her room, and found she had gone without her hat.	"mrs Watson went into her room, and found she had gone without her hat.	false	511.17	514.6	14
1112_1043_000040_000003	People that trust themselves a dozen miles from the city, in strange houses, with servants they don't know, needn't be surprised if they wake up some morning and find their throats cut."	People that trust themselves a dozen miles from the city, in strange houses, with servants they don't know, needn't be surprised if they wake up some morning and find their throats cut."	true	514.82	524.115	19
1112_1043_000041_000000	After which carefully veiled sarcasm Liddy relapsed into gloom.	After which carefully veiled sarcasm Liddy relapsed into gloom.	true	524.115	527.83	16
1112_1043_000041_000001	Warner came in then with a handful of small tools, and Mr. Jamieson went with him to the basement.	Warner came in then with a handful of small tools, and mr Jamieson went with him to the basement.	true	528.23	533.955	18
1112_1043_000041_000002	Oddly enough, I was not alarmed.	Oddly enough, I was not alarmed.	true	533.955	536.16	19.806131
1112_1043_000041_000003	With all my heart I wished for Halsey, but I was not frightened.	With all my heart I wished for Halsey, but I was not frightened.	true	536.16	539.95	19.933771
1112_1043_000041_000004	At the door he was to force, Warner put down his tools and looked at it.	At the door he was to force, Warner put down his tools and looked at it.	true	540.2	544.18	21.450542
1112_1043_000041_000005	Then he turned the handle.	Then he turned the handle.	true	544.52	546.28	20.00498
1112_1043_000041_000006	Without the slightest difficulty the door opened, revealing the blackness of the drying-room beyond!	Without the slightest difficulty the door opened, revealing the blackness of the drying room beyond!	true	546.89	553.54	21.918318
1112_1043_000042_000000	Mr. Jamieson gave an exclamation of disgust.	mr Jamieson gave an exclamation of disgust.	true	554.48	557.98	18
1112_1043_000043_000000	"Gone!" he said.	"Gone!" he said.	true	558.47	560.05	21.282654
1112_1043_000043_000001	"Confound such careless work!	"Confound such careless work!	true	560.18	562.11	20.117426
1112_1043_000043_000002	I might have known."	I might have known."	true	562.11	563.38	23.1917
1112_1043_000044_000000	It was true enough.	It was true enough.	true	564.23	565.6	23.467949
1112_1043_000044_000001	We got the lights on finally and looked all through the three rooms that constituted this wing of the basement. Everything was quiet and empty.	We got the lights on finally and looked all through the three rooms that constituted this wing of the basement. Everything was quiet and empty.	true	565.79	574.6	20.008408
1112_1043_000044_000002	An explanation of how the fugitive had escaped injury was found in a heaped-up basket of clothes under the chute.	An explanation of how the fugitive had escaped injury was found in a heaped up basket of clothes under the chute.	true	574.94	581.625	16
1112_1043_000044_000003	The basket had been overturned, but that was all.	The basket had been overturned, but that was all.	true	581.625	584.32	23.518179
1112_1043_000044_000004	Mr. Jamieson examined the windows: one was unlocked, and offered an easy escape. The window or the door?	mr Jamieson examined the windows: one was unlocked, and offered an easy escape. The window or the door?	true	584.42	591.1	20.336256
1112_1043_000044_000005	Which way had the fugitive escaped?	Which way had the fugitive escaped?	true	591.17	593.41	21.557148
1112_1043_000044_000006	The door seemed most probable, and I hoped it had been so.	The door seemed most probable, and I hoped it had been so.	true	593.63	596.835	18.992764
1112_1043_000044_000007	I could not have borne, just then, to think that it was my poor Gertrude we had been hounding through the darkness, and yet--I had met Gertrude not far from that very window.	I could not have borne, just then, to think that it was my poor Gertrude we had been hounding through the darkness, and yet-I had met Gertrude not far from that very window.	false	596.835	679.14	20.168058
