1923_155646_000000_000000	THE CAMP OF THE GHOSTS	THE CAMP OF THE GHOSTS	false	8.7	24.52	22.79917
1923_155646_000006_000000	The young man replied, "I am mourning day and night, crying all the while.	The young man replied, "I am mourning day and night, crying all the while.	true	116.69	122.83	22.235355
1923_155646_000006_000001	My little son, who is the only one left me, also mourns."	My little son, who is the only one left me, also mourns."	false	122.9	128.73	18.319996
1923_155646_000007_000000	"Well," asked the old woman, "for whom are you mourning?"	"Well," asked the old woman, "for whom are you mourning?"	true	128.73	133.03	23.157822
1923_155646_000008_000000	The young man answered, "I am mourning for my wife.	The young man answered, "I am mourning for my wife.	true	133.55	137.46	20.958345
1923_155646_000008_000001	She died some time ago.	She died some time ago.	true	137.46	139.365	25.596739
1923_155646_000008_000002	I am looking for her."	I am looking for her."	true	139.365	141.1	21.80951
1923_155646_000009_000000	"Oh, I saw her," said the old woman; "she passed this way.	"Oh, I saw her," said the old woman; "she passed this way.	true	141.56	146.41	23.77858
1923_155646_000009_000001	I myself have no great power to help you, but over by that far butte beyond, lives another old woman.	I myself have no great power to help you, but over by that far butte beyond, lives another old woman.	true	146.6	154.36	25.187483
1923_155646_000009_000002	Go to her and she will give you power to continue your journey.	Go to her and she will give you power to continue your journey.	true	154.43	158.83	25.618368
1923_155646_000009_000003	You could not reach the place you are seeking without help.	You could not reach the place you are seeking without help.	true	159.2	163.24	28.40143
1923_155646_000009_000004	Beyond the next butte from her lodge you will find the camp of the ghosts."	Beyond the next butte from her lodge you will find the camp of the ghosts."	true	164.18	169.24	24.633928
1923_155646_000010_000000	The next morning the young man awoke and went on toward the next butte.	The next morning the young man awoke and went on toward the next butte.	true	171.53	176.02	25.30298
1923_155646_000010_000001	It took him a long summer's day to get there, but he found there no lodge, so he lay down and slept.	It took him a long summer's day to get there, but he found there no lodge, so he lay down and slept.	true	176.15	184.87	22.842766
1923_155646_000010_000002	Again he dreamed.	Again he dreamed.	true	185.18	186.82	22.181223
1923_155646_000010_000003	In his dream he saw a little lodge, and saw an old woman come to the door and heard her call to him.	In his dream he saw a little lodge, and saw an old woman come to the door and heard her call to him.	true	187.58	194.77	21.902067
1923_155646_000010_000004	He went into the lodge, and she spoke to him.	He went into the lodge, and she spoke to him.	true	194.99	198.22	25.057297
1923_155646_000011_000000	"My son, you are very unhappy.	"My son, you are very unhappy.	true	198.74	201.78	23.544153
1923_155646_000011_000001	I know why you have come this way. You are looking for your wife who is now in the ghost country.	I know why you have come this way. You are looking for your wife who is now in the ghost country.	true	201.78	207.94	21.384714
1923_155646_000011_000002	It is a very hard thing for you to get there.	It is a very hard thing for you to get there.	true	208.4	211.54	23.981045
1923_155646_000011_000003	You may not be able to get your wife back, but I have great power and I will do for you all that I can.	You may not be able to get your wife back, but I have great power and I will do for you all that I can.	true	211.7	219.19	24.490335
1923_155646_000011_000004	If you act as I advise, you may succeed."	If you act as I advise, you may succeed."	true	219.29	223.18	26.598007
1923_155646_000012_000000	Other wise words she spoke to him, telling him what he should do; also she gave him a bundle of mysterious things which would help him on his journey.	Other wise words she spoke to him, telling him what he should do; also she gave him a bundle of mysterious things which would help him on his journey.	true	224.66	235.21	22.134148
1923_155646_000013_000000	She went on to say, "You stay here for a time and I will go over there to the ghosts' camp and try to bring back some of your relations who are there.	She went on to say, "You stay here for a time and I will go over there to the ghosts' camp and try to bring back some of your relations who are there.	true	235.94	245.59	23.558235
1923_155646_000013_000001	If it is possible for me to bring them back, you may return there with them, but on the way you must shut your eyes.	If it is possible for me to bring them back, you may return there with them, but on the way you must shut your eyes.	true	246.38	254.32	23.999077
1923_155646_000013_000002	If you should open them and look about you, you would die.	If you should open them and look about you, you would die.	true	254.39	258.76	26.815552
1923_155646_000013_000003	Then you would never come back.	Then you would never come back.	true	259.37	261.61	23.335623
1923_155646_000013_000004	When you come to the camp you will pass by a big lodge and they will ask you, 'Where are you going and who told you to come here?' You must answer, 'My grandmother, who is standing out here with me, told me to come.' They will try to scare you; they will make fearful noises and you will see strange and terrible things, but do not be afraid."	When you come to the camp you will pass by a big lodge and they will ask you, 'Where are you going and who told you to come here?' You must answer, 'My grandmother, who is standing out here with me, told me to come.' They will try to scare you; they will make fearful noises and you will see strange and terrible things, but do not be afraid."	true	261.77	286.09	23.16867
1923_155646_000014_000000	The old woman went away, and after a time came back with one of the man's relations.	The old woman went away, and after a time came back with one of the man's relations.	false	287.18	293.2	24.421541
1923_155646_000014_000001	He went with this relation to the ghosts' camp. When they came to the large lodge some one called out and asked the man what he was doing there, and he answered as the old woman had told him.	He went with this relation to the ghosts' camp. When they came to the large lodge some one called out and asked the man what he was doing there, and he answered as the old woman had told him.	true	293.69	306.61	24.236925
1923_155646_000014_000002	As he passed on through the camp the ghosts tried to frighten him with many fearful sights and sounds, but he kept up a strong heart.	As he passed on through the camp the ghosts tried to frighten him with many fearful sights and sounds, but he kept up a strong heart.	false	306.71	316.42	25.350092
1923_155646_000015_000000	Presently he came to another lodge, and the man who owned it came out and spoke to him, asking where he was going.	Presently he came to another lodge, and the man who owned it came out and spoke to him, asking where he was going.	true	317.21	325.3	23.941324
1923_155646_000015_000001	The young man said, "I am looking for my dead wife.	The young man said, "I am looking for my dead wife.	true	326.27	330.075	22.677011
1923_155646_000015_000002	I mourn for her so much that I cannot rest.	I mourn for her so much that I cannot rest.	true	330.075	333.67	23.386534
1923_155646_000015_000003	My little boy too keeps crying for his mother.	My little boy too keeps crying for his mother.	true	333.95	337.33	25.89323
1923_155646_000015_000004	They have offered to give me other wives, but I do not want them.	They have offered to give me other wives, but I do not want them.	true	337.64	342.12	24.517763
1923_155646_000015_000005	I want the one for whom I am searching."	I want the one for whom I am searching."	true	342.12	345.04	22.777588
1923_155646_000016_000000	The ghost said, "It is a fearful thing that you have come here; it is very likely that you will never go away.	The ghost said, "It is a fearful thing that you have come here; it is very likely that you will never go away.	true	345.62	353.83	22.209024
1923_155646_000016_000001	Never before has there been a person here."	Never before has there been a person here."	true	353.93	357.01	22.500063
1923_155646_000017_000000	The ghost asked him to come into his lodge, and he entered.	The ghost asked him to come into his lodge, and he entered.	true	358.97	363.04	24.399431
1923_155646_000018_000000	This chief ghost said to him, "You shall stay here for four nights and you shall see your wife, but you must be very careful or you will never go back.	This chief ghost said to him, "You shall stay here for four nights and you shall see your wife, but you must be very careful or you will never go back.	true	364.85	375.27	25.771166
1923_155646_000018_000001	You will die here in this very place."	You will die here in this very place."	true	375.27	378.22	25
1923_155646_000019_000000	Then the chief ghost walked out of the lodge and shouted out for a feast, inviting the man's father-in-law and other relations who were in the camp to come and eat, saying, "Your son-in-law invites you to a feast," as if he meant that the son-in-law had died and become a ghost and arrived at the camp of the ghosts.	Then the chief ghost walked out of the lodge and shouted out for a feast, inviting the man's father in law and other relations who were in the camp to come and eat, saying, "Your son in law invites you to a feast," as if he meant that the son in law had died and become a ghost and arrived at the camp of the ghosts.	false	379.61	401.08	24.08716
1923_155646_000020_000000	Now when these invited ghosts had reached the lodge they did not like to go in.	Now when these invited ghosts had reached the lodge they did not like to go in.	true	402.83	408.43	25.110178
1923_155646_000020_000001	They said to each other, "There is a person here"; it seemed as if they did not like the smell of a human being.	They said to each other, "There is a person here"; it seemed as if they did not like the smell of a human being.	true	408.53	416.62	23.512121
1923_155646_000020_000002	The chief ghost burned sweet pine on the fire, which took away this smell, and then the ghosts came in and sat down.	The chief ghost burned sweet pine on the fire, which took away this smell, and then the ghosts came in and sat down.	false	416.81	425.17	24.949762
1923_155646_000021_000000	The chief ghost said to them, "Now pity this son-in-law of yours.	The chief ghost said to them, "Now pity this son in law of yours.	true	426.02	430.575	26.947344
1923_155646_000021_000001	He is looking for his wife.	He is looking for his wife.	true	430.575	432.585	23.581161
1923_155646_000021_000002	Neither the great distance that he has come nor the fearful sights that he has seen here have weakened his heart.	Neither the great distance that he has come nor the fearful sights that he has seen here have weakened his heart.	true	432.585	440.38	25.413675
1923_155646_000021_000003	You can see how tender-hearted he is.	You can see how tender hearted he is.	true	440.57	443.5	22
1923_155646_000021_000004	He not only mourns because he has lost his wife, but he mourns because his little boy is now alone, with no mother; so pity him and give him back his wife."	He not only mourns because he has lost his wife, but he mourns because his little boy is now alone, with no mother; so pity him and give him back his wife."	true	443.96	455.65	22.026257
1923_155646_000022_000000	The ghosts talked among themselves, and one of them said to the man, "Yes; you shall stay here for four nights, and then we will give you a medicine pipe--the Worm Pipe--and we will give you back your wife and you may return to your home."	The ghosts talked among themselves, and one of them said to the man, "Yes; you shall stay here for four nights, and then we will give you a medicine pipe-the Worm Pipe-and we will give you back your wife and you may return to your home."	true	457.58	474.46	23.13894
1923_155646_000023_000000	Now, after the third night the chief ghost called together all the people, and they came, and with them came the man's wife.	Now, after the third night the chief ghost called together all the people, and they came, and with them came the man's wife.	true	476.45	485.05	24.610107
1923_155646_000023_000001	One of the ghosts was beating a drum, and following him was another who carried the Worm Pipe, which they gave to him.	One of the ghosts was beating a drum, and following him was another who carried the Worm Pipe, which they gave to him.	true	485.3	492.97	24.21542
1923_155646_000024_000000	Then the chief ghost said, "Now be very careful; to-morrow you and your wife will start on your journey homeward.	Then the chief ghost said, "Now be very careful; to morrow you and your wife will start on your journey homeward.	true	493.76	502.24	22.429825
1923_155646_000024_000001	Your wife will carry the medicine pipe and for four days some of your relations will go along with you.	Your wife will carry the medicine pipe and for four days some of your relations will go along with you.	false	502.28	509.05	20.55715
1923_155646_000024_000002	During this time you must keep your eyes shut; do not open them, or you will return here and be a ghost forever.	During this time you must keep your eyes shut; do not open them, or you will return here and be a ghost forever.	true	509.39	517.93	22.783583
1923_155646_000024_000003	Your wife is not now a person.	Your wife is not now a person.	true	518.27	520.78	25.031418
1923_155646_000024_000004	But in the middle of the fourth day you will be told to look, and when you have opened your eyes you will see that your wife has become a person, and that your ghost relations have disappeared."	But in the middle of the fourth day you will be told to look, and when you have opened your eyes you will see that your wife has become a person, and that your ghost relations have disappeared."	true	520.91	533.41	23.427822
1923_155646_000025_000000	Before the man went away his father-in-law spoke to him and said, "When you get near home you must not go at once into the camp.	Before the man went away his father in law spoke to him and said, "When you get near home you must not go at once into the camp.	true	535.28	543.675	24.044428
1923_155646_000025_000001	Let some of your relations know that you have come, and ask them to build a sweat-house for you.	Let some of your relations know that you have come, and ask them to build a sweat house for you.	true	543.675	549.73	24.59792
1923_155646_000025_000002	Go into that sweat-house and wash your body thoroughly, leaving no part of it, however small, uncleansed. If you fail in this, you will die.	Go into that sweat house and wash your body thoroughly, leaving no part of it, however small, uncleansed. If you fail in this, you will die.	true	549.92	560.59	22.806767
1923_155646_000025_000003	There is something about the ghosts that it is difficult to remove.	There is something about the ghosts that it is difficult to remove.	true	560.78	565.155	25.949781
1923_155646_000025_000004	It can only be removed by a thorough sweat.	It can only be removed by a thorough sweat.	true	565.155	568.63	22.779076
1923_155646_000025_000005	Take care now that you do what I tell you.	Take care now that you do what I tell you.	true	568.85	571.57	27.052832
1923_155646_000025_000006	Do not whip your wife, nor strike her with a knife, nor hit her with fire. If you do, she will vanish before your eyes and return here."	Do not whip your wife, nor strike her with a knife, nor hit her with fire. If you do, she will vanish before your eyes and return here."	true	571.7	582.07	24.036198
1923_155646_000026_000000	They left the ghost country to go home, and on the fourth day the wife said to her husband, "Open your eyes." He looked about him and saw that those who had been with them had disappeared, and he found that they were standing in front of the old woman's lodge by the butte.	They left the ghost country to go home, and on the fourth day the wife said to her husband, "Open your eyes." He looked about him and saw that those who had been with them had disappeared, and he found that they were standing in front of the old woman's lodge by the butte.	true	584.24	602.05	24.654057
1923_155646_000026_000001	She came out of her lodge and said to them, "Stop; give me back those mysterious medicines of mine, whose power helped you to do what you wished." The man returned them to her, and then once more became really a living person.	She came out of her lodge and said to them, "Stop; give me back those mysterious medicines of mine, whose power helped you to do what you wished." The man returned them to her, and then once more became really a living person.	true	604.13	619.51	24.567633
1923_155646_000027_000000	When they drew near to the camp the woman went on ahead and sat down on a butte.	When they drew near to the camp the woman went on ahead and sat down on a butte.	true	621.29	626.65	25.259197
1923_155646_000027_000001	Then some curious persons came out to see who this might be.	Then some curious persons came out to see who this might be.	true	626.96	630.88	22.340149
1923_155646_000027_000002	As they approached the woman called out to them, "Do not come any nearer.	As they approached the woman called out to them, "Do not come any nearer.	true	631.97	637.12	26.991053
1923_155646_000027_000003	Go and tell my mother and my relations to put up a lodge for us a little way from the camp, and near by it build a sweat-house." When this had been done the man and his wife went in and took a thorough sweat, and then they went into the lodge and burned sweet grass and purified their clothing and the Worm Pipe. Then their relations and friends came in to see them.	Go and tell my mother and my relations to put up a lodge for us a little way from the camp, and near by it build a sweat house." When this had been done the man and his wife went in and took a thorough sweat, and then they went into the lodge and burned sweet grass and purified their clothing and the Worm Pipe. Then their relations and friends came in to see them.	false	637.19	662.14	23.668795
1923_155646_000027_000004	The man told them where he had been and how he had managed to get his wife back, and that the pipe hanging over the doorway was a medicine pipe--the Worm Pipe--presented to him by his ghost father-in-law.	The man told them where he had been and how he had managed to get his wife back, and that the pipe hanging over the doorway was a medicine pipe-the Worm Pipe-presented to him by his ghost father in law.	true	662.48	676.21	23.85629
1923_155646_000028_000000	That is how the people came to possess the Worm Pipe.	That is how the people came to possess the Worm Pipe.	true	676.85	680.4	30.13716
1923_155646_000028_000001	That pipe belongs to the band of Piegans known as the Worm People.	That pipe belongs to the band of Piegans known as the Worm People.	true	680.4	684.97	27.760796
1923_155646_000029_000000	Not long after this, once in the night, this man told his wife to do something, and when she did not begin at once he picked up a brand from the fire and raised it--not that he intended to strike her with it, but he made as if he would--when all at once she vanished and was never seen again.	Not long after this, once in the night, this man told his wife to do something, and when she did not begin at once he picked up a brand from the fire and raised it-not that he intended to strike her with it, but he made as if he would-when all at once she vanished and was never seen again.	true	686.24	709.38	25.188026
1923_155646_000030_000000	THE BUFFALO STONE	THE BUFFALO STONE	false	709.38	709.47	-20
1923_155646_000031_000000	A small stone, which is often a fossil shell, or sometimes only a queer shaped piece of flint, is called by the Blackfeet I-n[)i]s'k[)i]m, the buffalo stone.	A small stone, which is often a fossil shell, or sometimes only a queer shaped piece of flint, is called by the Blackfeet I n[)i]s'k[)i]m, the buffalo stone.	false	709.47	710.61	-20
1923_155646_000031_000001	This stone has great power, and gives its owner good luck in bringing the buffalo close, so that they may be killed.	This stone has great power, and gives its owner good luck in bringing the buffalo close, so that they may be killed.	false	710.61	711.51	19.71899
1923_155646_000031_000002	The stone is found on the prairie, and any one who finds one is thought to be very lucky.	The stone is found on the prairie, and any one who finds one is thought to be very lucky.	false	711.51	711.54	100
1923_155646_000031_000003	Sometimes a man who is going along on the prairie will hear a queer faint chirp, such as a little bird might make.	Sometimes a man who is going along on the prairie will hear a queer faint chirp, such as a little bird might make.	false	711.54	711.57	4
1923_155646_000031_000004	He knows this sound is made by a buffalo stone.	He knows this sound is made by a buffalo stone.	false	711.57	711.6	2
1923_155646_000031_000005	He stops and searches for it on the ground, and if he cannot find it, marks the place and comes back next day to look for it again.	He stops and searches for it on the ground, and if he cannot find it, marks the place and comes back next day to look for it again.	false	711.6	711.66	15
1923_155646_000031_000006	If it is found, he and all his family are glad.	If it is found, he and all his family are glad.	false	711.66	711.675	10
1923_155646_000031_000007	The Blackfeet tell a story about how the first buffalo stone was found.	The Blackfeet tell a story about how the first buffalo stone was found.	false	711.675	718.26	19.946186
