6235_36641_000000_000000	"Ye gods, just give me a good harpoon!	"Ye gods, just give me a good harpoon!	false	0	3.18	21.883673
6235_36641_000017_000001	I haven't let the Nautilus pull too near the coast, and we're fairly well out from the Mannar oysterbank. But I have the skiff ready, and it will take us to the exact spot where we'll disembark, which will save us a pretty long trek. It's carrying our diving equipment, and we'll suit up just before we begin our underwater exploring."	I haven't let the Nautilus pull too near the coast, and we're fairly well out from the Mannar oysterbank. But I have the skiff ready, and it will take us to the exact spot where we'll disembark, which will save us a pretty long trek. It's carrying our diving equipment, and we'll suit up just before we begin our underwater exploring."	false	89.24	109.39	22.566092
6235_36641_000018_000000	Captain Nemo took me to the central companionway whose steps led to the platform.	Captain Nemo took me to the central companionway whose steps led to the platform.	true	110.96	116.23	24.906075
6235_36641_000018_000001	Ned and Conseil were there, enraptured with the "pleasure trip" getting under way.	Ned and Conseil were there, enraptured with the "pleasure trip" getting under way.	false	117.14	122.41	21.676065
6235_36641_000018_000002	Oars in position, five of the Nautilus's sailors were waiting for us aboard the skiff, which was moored alongside.	Oars in position, five of the Nautilus's sailors were waiting for us aboard the skiff, which was moored alongside.	true	123.35	130.66	20.816711
6235_36641_000018_000003	The night was still dark. Layers of clouds cloaked the sky and left only a few stars in view. My eyes flew to the side where land lay, but I saw only a blurred line covering three-quarters of the horizon from southwest to northwest. Going up Ceylon's west coast during the night, the Nautilus lay west of the bay, or rather that gulf formed by the mainland and Mannar Island.	The night was still dark. Layers of clouds cloaked the sky and left only a few stars in view. My eyes flew to the side where land lay, but I saw only a blurred line covering three quarters of the horizon from southwest to northwest. Going up Ceylon's west coast during the night, the Nautilus lay west of the bay, or rather that gulf formed by the mainland and Mannar Island.	false	131.48	158.29	21.920994
6235_36641_000018_000004	Under these dark waters there stretched the bank of shellfish, an inexhaustible field of pearls more than twenty miles long.	Under these dark waters there stretched the bank of shellfish, an inexhaustible field of pearls more than twenty miles long.	false	159.26	168.7	22.9055
6235_36641_000019_000000	Captain Nemo, Conseil, Ned Land, and I found seats in the stern of the skiff.	Captain Nemo, Conseil, Ned Land, and I found seats in the stern of the skiff.	true	169.4	174.91	21.318222
6235_36641_000019_000001	The longboat's coxswain took the tiller; his four companions leaned into their oars; the moorings were cast off and we pulled clear.	The longboat's coxswain took the tiller; his four companions leaned into their oars; the moorings were cast off and we pulled clear.	false	175.61	184.9	23.980728
6235_36641_000020_000000	The skiff headed southward.	The skiff headed southward.	true	186.29	188.2	24.330832
6235_36641_000020_000001	The oarsmen took their time. I watched their strokes vigorously catch the water, and they always waited ten seconds before rowing again, following the practice used in most navies.	The oarsmen took their time. I watched their strokes vigorously catch the water, and they always waited ten seconds before rowing again, following the practice used in most navies.	true	188.78	200.77	23.910217
6235_36641_000020_000002	While the longboat coasted, drops of liquid flicked from the oars and hit the dark troughs of the waves, pitter-pattering like splashes of molten lead. Coming from well out, a mild swell made the skiff roll gently, and a few cresting billows lapped at its bow.	While the longboat coasted, drops of liquid flicked from the oars and hit the dark troughs of the waves, pitter pattering like splashes of molten lead. Coming from well out, a mild swell made the skiff roll gently, and a few cresting billows lapped at its bow.	false	201.74	222.43	24.434372
6235_36641_000021_000000	We were silent.	We were silent.	true	223.31	224.68	22.139648
6235_36641_000021_000001	What was Captain Nemo thinking?	What was Captain Nemo thinking?	true	225.32	227.17	26.502562
6235_36641_000021_000002	Perhaps that this approaching shore was too close for comfort, contrary to the Canadian's views in which it still seemed too far away. As for Conseil, he had come along out of simple curiosity.	Perhaps that this approaching shore was too close for comfort, contrary to the Canadian's views in which it still seemed too far away. As for Conseil, he had come along out of simple curiosity.	false	228.08	241.72	23.842318
6235_36641_000022_000000	Near 5:30 the first glimmers of light on the horizon defined the upper lines of the coast with greater distinctness. Fairly flat to the east, it swelled a little toward the south. Five miles still separated it from us, and its beach merged with the misty waters.	Near five thirty the first glimmers of light on the horizon defined the upper lines of the coast with greater distinctness. Fairly flat to the east, it swelled a little toward the south. Five miles still separated it from us, and its beach merged with the misty waters.	false	243.08	263.38	23.664562
6235_36641_000022_000001	Between us and the shore, the sea was deserted. Not a boat, not a diver.	Between us and the shore, the sea was deserted. Not a boat, not a diver.	true	263.66	270.19	22.882399
6235_36641_000022_000002	Profound solitude reigned over this gathering place of pearl fishermen.	Profound solitude reigned over this gathering place of pearl fishermen.	true	271.31	277.81	21.418423
6235_36641_000022_000003	As Captain Nemo had commented, we were arriving in these waterways a month too soon.	As Captain Nemo had commented, we were arriving in these waterways a month too soon.	false	278.18	284.44	22.195137
6235_36641_000023_000000	At six o'clock the day broke suddenly, with that speed unique to tropical regions, which experience no real dawn or dusk. The sun's rays pierced the cloud curtain gathered on the easterly horizon, and the radiant orb rose swiftly.	At six o'clock the day broke suddenly, with that speed unique to tropical regions, which experience no real dawn or dusk. The sun's rays pierced the cloud curtain gathered on the easterly horizon, and the radiant orb rose swiftly.	true	285.56	302.59	23.763086
6235_36641_000024_000000	I could clearly see the shore, which featured a few sparse trees here and there.	I could clearly see the shore, which featured a few sparse trees here and there.	false	303.53	310.41	20.925467
6235_36641_000025_000000	The skiff advanced toward Mannar Island, which curved to the south. Captain Nemo stood up from his thwart and studied the sea.	The skiff advanced toward Mannar Island, which curved to the south. Captain Nemo stood up from his thwart and studied the sea.	true	310.41	319.81	20.157463
6235_36641_000026_000000	At his signal the anchor was lowered, but its chain barely ran because the bottom lay no more than a meter down, and this locality was one of the shallowest spots near the bank of shellfish. Instantly the skiff wheeled around under the ebb tide's outbound thrust.	At his signal the anchor was lowered, but its chain barely ran because the bottom lay no more than a meter down, and this locality was one of the shallowest spots near the bank of shellfish. Instantly the skiff wheeled around under the ebb tide's outbound thrust.	false	320.21	341.55	20.329195
6235_36641_000027_000000	"Here we are, Professor Aronnax," Captain Nemo then said. "You observe this confined bay?	"Here we are, Professor Aronnax," Captain Nemo then said. "You observe this confined bay?	false	341.55	347.29	22.269627
6235_36641_000027_000001	A month from now in this very place, the numerous fishing boats of the harvesters will gather, and these are the waters their divers will ransack so daringly. This bay is felicitously laid out for their type of fishing. It's sheltered from the strongest winds, and the sea is never very turbulent here, highly favorable conditions for diving work. Now let's put on our underwater suits, and we'll begin our stroll."	A month from now in this very place, the numerous fishing boats of the harvesters will gather, and these are the waters their divers will ransack so daringly. This bay is felicitously laid out for their type of fishing. It's sheltered from the strongest winds, and the sea is never very turbulent here, highly favorable conditions for diving work. Now let's put on our underwater suits, and we'll begin our stroll."	true	347.72	377.95	22.446835
6235_36641_000028_000000	I didn't reply, and while staring at these suspicious waves, I began to put on my heavy aquatic clothes, helped by the longboat's sailors. Captain Nemo and my two companions suited up as well. None of the Nautilus's men were to go with us on this new excursion.	I didn't reply, and while staring at these suspicious waves, I began to put on my heavy aquatic clothes, helped by the longboat's sailors. Captain Nemo and my two companions suited up as well. None of the Nautilus's men were to go with us on this new excursion.	false	379.37	398.41	24.629612
6235_36641_000029_000000	Soon we were imprisoned up to the neck in india-rubber clothing, and straps fastened the air devices onto our backs. As for the Ruhmkorff device, it didn't seem to be in the picture. Before inserting my head into its copper capsule, I commented on this to the captain.	Soon we were imprisoned up to the neck in india rubber clothing, and straps fastened the air devices onto our backs. As for the Ruhmkorff device, it didn't seem to be in the picture. Before inserting my head into its copper capsule, I commented on this to the captain.	false	398.6	415.39	22.62478
6235_36641_000030_000000	"Our lighting equipment would be useless to us," the captain answered me. "We won't be going very deep, and the sun's rays will be sufficient to light our way.	"Our lighting equipment would be useless to us," the captain answered me. "We won't be going very deep, and the sun's rays will be sufficient to light our way.	true	416.39	425.82	21.490425
6235_36641_000030_000001	Besides, it's unwise to carry electric lanterns under these waves.	Besides, it's unwise to carry electric lanterns under these waves.	true	425.82	431.14	20.868528
6235_36641_000030_000002	Their brightness might unexpectedly attract certain dangerous occupants of these waterways."	Their brightness might unexpectedly attract certain dangerous occupants of these waterways."	true	431.9	438.07	26.57531
6235_36641_000031_000000	As Captain Nemo pronounced these words, I turned to Conseil and Ned Land.	As Captain Nemo pronounced these words, I turned to Conseil and Ned Land.	true	438.68	442.84	20.598627
6235_36641_000031_000001	But my two friends had already encased their craniums in their metal headgear, and they could neither hear nor reply.	But my two friends had already encased their craniums in their metal headgear, and they could neither hear nor reply.	true	443.12	450.34	21.58344
6235_36641_000032_000000	I had one question left to address to Captain Nemo.	I had one question left to address to Captain Nemo.	false	451.19	454.69	24.817522
6235_36641_000033_000000	"What about our weapons?" I asked him.	"What about our weapons?" I asked him.	true	455.21	457.485	22.102482
6235_36641_000033_000001	"Our rifles?"	"Our rifles?"	true	457.485	458.55	22.28224
6235_36641_000034_000000	"Rifles!	"Rifles!	true	458.55	459.58	26.60295
6235_36641_000034_000001	What for?	What for?	true	459.62	460.665	22.878868
6235_36641_000034_000002	Don't your mountaineers attack bears dagger in hand? And isn't steel surer than lead?	Don't your mountaineers attack bears dagger in hand? And isn't steel surer than lead?	false	460.665	466.02	20.073675
6235_36641_000034_000003	Here's a sturdy blade. Slip it under your belt and let's be off."	Here's a sturdy blade. Slip it under your belt and let's be off."	true	466.02	470.17	21.483025
6235_36641_000035_000000	I stared at my companions.	I stared at my companions.	true	470.9	472.78	23.77952
6235_36641_000035_000001	They were armed in the same fashion, and Ned Land was also brandishing an enormous harpoon he had stowed in the skiff before leaving the Nautilus.	They were armed in the same fashion, and Ned Land was also brandishing an enormous harpoon he had stowed in the skiff before leaving the Nautilus.	false	473.09	481.09	21.008251
6235_36641_000036_000000	Then, following the captain's example, I let myself be crowned with my heavy copper sphere, and our air tanks immediately went into action.	Then, following the captain's example, I let myself be crowned with my heavy copper sphere, and our air tanks immediately went into action.	true	481.1	490.33	26.241053
6235_36641_000037_000000	An instant later, the longboat's sailors helped us overboard one after the other, and we set foot on level sand in a meter and a half of water. Captain Nemo gave us a hand signal.	An instant later, the longboat's sailors helped us overboard one after the other, and we set foot on level sand in a meter and a half of water. Captain Nemo gave us a hand signal.	false	491.12	504.22	22.605175
6235_36641_000037_000001	We followed him down a gentle slope and disappeared under the waves.	We followed him down a gentle slope and disappeared under the waves.	true	504.68	509.2	24.192184
6235_36641_000038_000000	There the obsessive fears in my brain left me.	There the obsessive fears in my brain left me.	true	509.33	512.08	23.251663
6235_36641_000038_000001	I became surprisingly calm again.	I became surprisingly calm again.	true	512.57	514.93	22.835556
6235_36641_000038_000002	The ease with which I could move increased my confidence, and the many strange sights captivated my imagination.	The ease with which I could move increased my confidence, and the many strange sights captivated my imagination.	true	515.69	522.97	22.885904
6235_36641_000039_000000	The sun was already sending sufficient light under these waves. The tiniest objects remained visible.	The sun was already sending sufficient light under these waves. The tiniest objects remained visible.	true	523.07	530.32	22.638065
6235_36641_000039_000001	After ten minutes of walking, we were in five meters of water, and the terrain had become almost flat.	After ten minutes of walking, we were in five meters of water, and the terrain had become almost flat.	true	531.08	537.28	21.567022
6235_36641_000040_000000	Like a covey of snipe over a marsh, there rose underfoot schools of unusual fish from the genus Monopterus, whose members have no fin but their tail.	Like a covey of snipe over a marsh, there rose underfoot schools of unusual fish from the genus Monopterus, whose members have no fin but their tail.	false	538.04	550.185	23.081264
6235_36641_000040_000001	I recognized the Javanese eel, a genuine eight-decimeter serpent with a bluish gray belly, which, without the gold lines over its flanks, could easily be confused with the conger eel. From the butterfish genus, whose oval bodies are very flat, I observed several adorned in brilliant colors and sporting a dorsal fin like a sickle, edible fish that, when dried and marinated, make an excellent dish known by the name "karawade"; then some sea poachers, fish belonging to the genus Aspidophoroides, whose bodies are covered with scaly armor divided into eight lengthwise sections.	I recognized the Javanese eel, a genuine eight decimeter serpent with a bluish gray belly, which, without the gold lines over its flanks, could easily be confused with the conger eel. From the butterfish genus, whose oval bodies are very flat, I observed several adorned in brilliant colors and sporting a dorsal fin like a sickle, edible fish that, when dried and marinated, make an excellent dish known by the name "karawade"; then some sea poachers, fish belonging to the genus Aspidophoroides, whose bodies are covered with scaly armor divided into eight lengthwise sections.	false	550.185	595.18	22.782211
6235_36641_000041_000000	Meanwhile, as the sun got progressively higher, it lit up the watery mass more and more.	Meanwhile, as the sun got progressively higher, it lit up the watery mass more and more.	false	596.24	602.29	19.4486
6235_36641_000041_000001	The seafloor changed little by little. Its fine-grained sand was followed by a genuine causeway of smooth crags covered by a carpet of mollusks and zoophytes. Among other specimens in these two branches, I noted some windowpane oysters with thin valves of unequal size, a type of ostracod unique to the Red Sea and the Indian Ocean, then orange-hued lucina with circular shells, awl-shaped auger shells, some of those Persian murex snails that supply the Nautilus with such wonderful dye, spiky periwinkles fifteen centimeters long that rose under the waves like hands ready to grab you, turban snails with shells made of horn and bristling all over with spines, lamp shells, edible duck clams that feed the Hindu marketplace, subtly luminous jellyfish of the species Pelagia panopyra, and finally some wonderful Oculina flabelliforma, magnificent sea fans that fashion one of the most luxuriant tree forms in this ocean.	The seafloor changed little by little. Its fine grained sand was followed by a genuine causeway of smooth crags covered by a carpet of mollusks and zoophytes. Among other specimens in these two branches, I noted some windowpane oysters with thin valves of unequal size, a type of ostracod unique to the Red Sea and the Indian Ocean, then orange hued lucina with circular shells, awl shaped auger shells, some of those Persian murex snails that supply the Nautilus with such wonderful dye, spiky periwinkles fifteen centimeters long that rose under the waves like hands ready to grab you, turban snails with shells made of horn and bristling all over with spines, lamp shells, edible duck clams that feed the Hindu marketplace, subtly luminous jellyfish of the species Pelagia panopyra, and finally some wonderful Oculina flabelliforma, magnificent sea fans that fashion one of the most luxuriant tree forms in this ocean.	false	602.66	677.41	23.778269
6235_36641_000042_000000	In the midst of this moving vegetation, under arbors of water plants, there raced legions of clumsy articulates, in particular some fanged frog crabs whose carapaces form a slightly rounded triangle, robber crabs exclusive to these waterways, and horrible parthenope crabs whose appearance was repulsive to the eye. One animal no less hideous, which I encountered several times, was the enormous crab that Mr. Darwin observed, to which nature has given the instinct and requisite strength to eat coconuts; it scrambles up trees on the beach and sends the coconuts tumbling; they fracture in their fall and are opened by its powerful pincers. Here, under these clear waves, this crab raced around with matchless agility, while green turtles from the species frequenting the Malabar coast moved sluggishly among the crumbling rocks.	In the midst of this moving vegetation, under arbors of water plants, there raced legions of clumsy articulates, in particular some fanged frog crabs whose carapaces form a slightly rounded triangle, robber crabs exclusive to these waterways, and horrible parthenope crabs whose appearance was repulsive to the eye. One animal no less hideous, which I encountered several times, was the enormous crab that mr Darwin observed, to which nature has given the instinct and requisite strength to eat coconuts; it scrambles up trees on the beach and sends the coconuts tumbling; they fracture in their fall and are opened by its powerful pincers. Here, under these clear waves, this crab raced around with matchless agility, while green turtles from the species frequenting the Malabar coast moved sluggishly among the crumbling rocks.	false	678.11	735.48	23.669262
6235_36641_000043_000000	Near seven o'clock we finally surveyed the bank of shellfish, where pearl oysters reproduce by the millions.	Near seven o'clock we finally surveyed the bank of shellfish, where pearl oysters reproduce by the millions.	true	735.48	742.24	20.484997
6235_36641_000043_000001	These valuable mollusks stick to rocks, where they're strongly attached by a mass of brown filaments that forbids their moving about. In this respect oysters are inferior even to mussels, to whom nature has not denied all talent for locomotion.	These valuable mollusks stick to rocks, where they're strongly attached by a mass of brown filaments that forbids their moving about. In this respect oysters are inferior even to mussels, to whom nature has not denied all talent for locomotion.	false	742.55	760.995	22.550716
6235_36641_000044_000000	The shellfish Meleagrina, that womb for pearls whose valves are nearly equal in size, has the shape of a round shell with thick walls and a very rough exterior.	The shellfish Meleagrina, that womb for pearls whose valves are nearly equal in size, has the shape of a round shell with thick walls and a very rough exterior.	false	760.995	774.52	20.968973
6235_36641_000044_000001	Some of these shells were furrowed with flaky, greenish bands that radiated down from the top. These were the young oysters.	Some of these shells were furrowed with flaky, greenish bands that radiated down from the top. These were the young oysters.	false	775.07	783.34	22.912748
6235_36641_000044_000002	The others had rugged black surfaces, measured up to fifteen centimeters in width, and were ten or more years old.	The others had rugged black surfaces, measured up to fifteen centimeters in width, and were ten or more years old.	true	784.01	791.52	22.585478
6235_36641_000045_000000	Captain Nemo pointed to this prodigious heap of shellfish, and I saw that these mines were genuinely inexhaustible, since nature's creative powers are greater than man's destructive instincts. True to those instincts, Ned Land greedily stuffed the finest of these mollusks into a net he carried at his side.	Captain Nemo pointed to this prodigious heap of shellfish, and I saw that these mines were genuinely inexhaustible, since nature's creative powers are greater than man's destructive instincts. True to those instincts, Ned Land greedily stuffed the finest of these mollusks into a net he carried at his side.	false	791.52	813.82	23.894592
6235_36641_000046_000000	But we couldn't stop.	But we couldn't stop.	true	814.94	816.49	27.504839
6235_36641_000046_000001	We had to follow the captain, who headed down trails seemingly known only to himself. The seafloor rose noticeably, and when I lifted my arms, sometimes they would pass above the surface of the sea. Then the level of the oysterbank would lower unpredictably. Often we went around tall, pointed rocks rising like pyramids. In their dark crevices huge crustaceans, aiming their long legs like heavy artillery, watched us with unblinking eyes, while underfoot there crept millipedes, bloodworms, aricia worms, and annelid worms, whose antennas and tubular tentacles were incredibly long.	We had to follow the captain, who headed down trails seemingly known only to himself. The seafloor rose noticeably, and when I lifted my arms, sometimes they would pass above the surface of the sea. Then the level of the oysterbank would lower unpredictably. Often we went around tall, pointed rocks rising like pyramids. In their dark crevices huge crustaceans, aiming their long legs like heavy artillery, watched us with unblinking eyes, while underfoot there crept millipedes, bloodworms, aricia worms, and annelid worms, whose antennas and tubular tentacles were incredibly long.	false	816.62	858.93	22.042414
6235_36641_000047_000000	Just then a huge cave opened up in our path, hollowed from a picturesque pile of rocks whose smooth heights were completely hung with underwater flora.	Just then a huge cave opened up in our path, hollowed from a picturesque pile of rocks whose smooth heights were completely hung with underwater flora.	true	858.93	870.31	25.867731
6235_36641_000047_000001	At first this cave looked pitch-black to me.	At first this cave looked pitch black to me.	true	870.77	873.64	27.150026
6235_36641_000047_000002	Inside, the sun's rays seemed to diminish by degrees. Their hazy transparency was nothing more than drowned light.	Inside, the sun's rays seemed to diminish by degrees. Their hazy transparency was nothing more than drowned light.	false	874.04	882.01	20.20004
6235_36641_000048_000000	Captain Nemo went in.	Captain Nemo went in.	true	882.05	883.51	19.516054
6235_36641_000048_000001	We followed him.	We followed him.	true	883.55	884.8	24.748625
6235_36641_000048_000002	My eyes soon grew accustomed to this comparative gloom.	My eyes soon grew accustomed to this comparative gloom.	false	885.29	889.03	25.086992
6235_36641_000048_000003	I distinguished the unpredictably contoured springings of a vault, supported by natural pillars firmly based on a granite foundation, like the weighty columns of Tuscan architecture. Why had our incomprehensible guide taken us into the depths of this underwater crypt?	I distinguished the unpredictably contoured springings of a vault, supported by natural pillars firmly based on a granite foundation, like the weighty columns of Tuscan architecture. Why had our incomprehensible guide taken us into the depths of this underwater crypt?	true	889.07	908.32	24.128363
6235_36641_000048_000004	I would soon find out.	I would soon find out.	true	908.87	910.42	30.98972
6235_36641_000049_000000	After going down a fairly steep slope, our feet trod the floor of a sort of circular pit.	After going down a fairly steep slope, our feet trod the floor of a sort of circular pit.	true	911.33	918.31	22.45921
6235_36641_000049_000001	There Captain Nemo stopped, and his hand indicated an object that I hadn't yet noticed.	There Captain Nemo stopped, and his hand indicated an object that I hadn't yet noticed.	false	918.53	923.625	23.703426
6235_36641_000050_000000	It was an oyster of extraordinary dimensions, a titanic giant clam, a holy-water font that could have held a whole lake, a basin more than two meters wide, hence even bigger than the one adorning the Nautilus's lounge.	It was an oyster of extraordinary dimensions, a titanic giant clam, a holy water font that could have held a whole lake, a basin more than two meters wide, hence even bigger than the one adorning the Nautilus's lounge.	false	923.625	940.3	22.682606
6235_36641_000051_000000	I approached this phenomenal mollusk.	I approached this phenomenal mollusk.	true	940.37	942.885	24.555216
6235_36641_000051_000001	Its mass of filaments attached it to a table of granite, and there it grew by itself in the midst of the cave's calm waters.	Its mass of filaments attached it to a table of granite, and there it grew by itself in the midst of the cave's calm waters.	true	942.885	951.315	24.124039
6235_36641_000051_000002	I estimated the weight of this giant clam at 300 kilograms.	I estimated the weight of this giant clam at three hundred kilograms.	true	951.315	956.64	21.660278
6235_36641_000051_000003	Hence such an oyster held fifteen kilos of meat, and you'd need the stomach of King Gargantua to eat a couple dozen.	Hence such an oyster held fifteen kilos of meat, and you'd need the stomach of King Gargantua to eat a couple dozen.	false	956.64	965.41	24.403893
6235_36641_000052_000000	Captain Nemo was obviously familiar with this bivalve's existence. This wasn't the first time he'd paid it a visit, and I thought his sole reason for leading us to this locality was to show us a natural curiosity.	Captain Nemo was obviously familiar with this bivalve's existence. This wasn't the first time he'd paid it a visit, and I thought his sole reason for leading us to this locality was to show us a natural curiosity.	false	966.65	980.94	22.61753
6235_36641_000052_000001	I was mistaken.	I was mistaken.	true	980.94	982.3	23.89394
6235_36641_000052_000002	Captain Nemo had an explicit personal interest in checking on the current condition of this giant clam.	Captain Nemo had an explicit personal interest in checking on the current condition of this giant clam.	true	982.97	989.685	24.734215
6235_36641_000053_000000	The mollusk's two valves were partly open.	The mollusk's two valves were partly open.	true	989.685	992.8	20.717285
6235_36641_000053_000001	The captain approached and stuck his dagger vertically between the shells to discourage any ideas about closing; then with his hands he raised the fringed, membrane-filled tunic that made up the animal's mantle.	The captain approached and stuck his dagger vertically between the shells to discourage any ideas about closing; then with his hands he raised the fringed, membrane filled tunic that made up the animal's mantle.	false	993.56	1008.69	25.323654
6235_36641_000054_000000	There, between its leaflike folds, I saw a loose pearl as big as a coconut.	There, between its leaflike folds, I saw a loose pearl as big as a coconut.	false	1008.69	1015.9	22.776524
6235_36641_000054_000001	Its globular shape, perfect clarity, and wonderful orient made it a jewel of incalculable value.	Its globular shape, perfect clarity, and wonderful orient made it a jewel of incalculable value.	false	1015.9	1025.11	22.69071
6235_36641_000054_000002	Carried away by curiosity, I stretched out my hand to take it, weigh it, fondle it! But the captain stopped me, signaled no, removed his dagger in one swift motion, and let the two valves snap shut.	Carried away by curiosity, I stretched out my hand to take it, weigh it, fondle it! But the captain stopped me, signaled no, removed his dagger in one swift motion, and let the two valves snap shut.	false	1025.12	1040.13	24.377464
6235_36641_000055_000000	I then understood Captain Nemo's intent.	I then understood Captain Nemo's intent.	true	1040.13	1043.3	20.892067
6235_36641_000055_000001	By leaving the pearl buried beneath the giant clam's mantle, he allowed it to grow imperceptibly. With each passing year the mollusk's secretions added new concentric layers.	By leaving the pearl buried beneath the giant clam's mantle, he allowed it to grow imperceptibly. With each passing year the mollusk's secretions added new concentric layers.	false	1043.3	1055.2	23.808752
6235_36641_000055_000002	The captain alone was familiar with the cave where this wonderful fruit of nature was "ripening"; he alone reared it, so to speak, in order to transfer it one day to his dearly beloved museum.	The captain alone was familiar with the cave where this wonderful fruit of nature was "ripening"; he alone reared it, so to speak, in order to transfer it one day to his dearly beloved museum.	false	1055.48	1068.64	23.140966
6235_36641_000055_000003	Perhaps, following the examples of oyster farmers in China and India, he had even predetermined the creation of this pearl by sticking under the mollusk's folds some piece of glass or metal that was gradually covered with mother-of-pearl. In any case, comparing this pearl to others I already knew about, and to those shimmering in the captain's collection, I estimated that it was worth at least 10,000,000 francs.	Perhaps, following the examples of oyster farmers in China and India, he had even predetermined the creation of this pearl by sticking under the mollusk's folds some piece of glass or metal that was gradually covered with mother of pearl. In any case, comparing this pearl to others I already knew about, and to those shimmering in the captain's collection, I estimated that it was worth at least ten million francs.	true	1069.01	1097.38	21.695791
6235_36641_000055_000004	It was a superb natural curiosity rather than a luxurious piece of jewelry, because I don't know of any female ear that could handle it.	It was a superb natural curiosity rather than a luxurious piece of jewelry, because I don't know of any female ear that could handle it.	false	1098.47	1107.25	20.9838
6235_36641_000056_000000	Our visit to this opulent giant clam came to an end. Captain Nemo left the cave, and we climbed back up the bank of shellfish in the midst of these clear waters not yet disturbed by divers at work.	Our visit to this opulent giant clam came to an end. Captain Nemo left the cave, and we climbed back up the bank of shellfish in the midst of these clear waters not yet disturbed by divers at work.	true	1107.32	1121.14	25.863245
6235_36641_000057_000000	We walked by ourselves, genuine loiterers stopping or straying as our fancies dictated.	We walked by ourselves, genuine loiterers stopping or straying as our fancies dictated.	true	1121.3	1127.65	20.199926
6235_36641_000057_000001	For my part, I was no longer worried about those dangers my imagination had so ridiculously exaggerated. The shallows drew noticeably closer to the surface of the sea, and soon, walking in only a meter of water, my head passed well above the level of the ocean.	For my part, I was no longer worried about those dangers my imagination had so ridiculously exaggerated. The shallows drew noticeably closer to the surface of the sea, and soon, walking in only a meter of water, my head passed well above the level of the ocean.	true	1127.69	1144.99	22.113781
