3546_175390_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	4.26	6.31	15
3546_175390_000012_000000	"Can't poison you with much more of it," Miss Perry interrupted him, indulgently.	"Can't poison you with much more of it," Miss Perry interrupted him, indulgently.	true	119.69	123.76	16
3546_175390_000012_000001	"To-morrow it'll be May night air, and I expect that'll be a lot better for you, don't you?	"To morrow it'll be May night air, and I expect that'll be a lot better for you, don't you?	true	124.04	128.29	13
3546_175390_000012_000002	Now let's just sober down and be a good boy and get some nice sound sleep."	Now let's just sober down and be a good boy and get some nice sound sleep."	true	128.57	133.06	19
3546_175390_000013_000000	She gave him his medicine, and, having set the glass upon the center table, returned to her cot, where, after a still interval, she snored faintly.	She gave him his medicine, and, having set the glass upon the center table, returned to her cot, where, after a still interval, she snored faintly.	true	134.12	142.6	16
3546_175390_000013_000001	Upon this, his expression became that of a man goaded out of overpowering weariness into irony.	Upon this, his expression became that of a man goaded out of overpowering weariness into irony.	true	143.09	149.29	15
3546_175390_000014_000000	"Sleep?	"Sleep?	true	149.78	150.75	25.54986
3546_175390_000014_000001	Oh, CERTAINLY, thank you!"	Oh, CERTAINLY, thank you!"	true	150.75	152.8	23.982481
3546_175390_000015_000000	However, he did sleep intermittently, drowsed between times, and even dreamed; but, forgetting his dreams before he opened his eyes, and having some part of him all the while aware of his discomfort, he believed, as usual, that he lay awake the whole night long.	However, he did sleep intermittently, drowsed between times, and even dreamed; but, forgetting his dreams before he opened his eyes, and having some part of him all the while aware of his discomfort, he believed, as usual, that he lay awake the whole night long.	true	154.01	169.48	19
3546_175390_000015_000001	He was conscious of the city as of some single great creature resting fitfully in the dark outside his windows.	He was conscious of the city as of some single great creature resting fitfully in the dark outside his windows.	true	170.03	176.59	15
3546_175390_000015_000002	It lay all round about, in the damp cover of its night cloud of smoke, and tried to keep quiet for a few hours after midnight, but was too powerful a growing thing ever to lie altogether still.	It lay all round about, in the damp cover of its night cloud of smoke, and tried to keep quiet for a few hours after midnight, but was too powerful a growing thing ever to lie altogether still.	false	177.23	188.98	17
3546_175390_000015_000003	Even while it strove to sleep it muttered with digestions of the day before, and these already merged with rumblings of the morrow.	Even while it strove to sleep it muttered with digestions of the day before, and these already merged with rumblings of the morrow.	true	189.8	197.11	15
3546_175390_000015_000004	"Owl" cars, bringing in last passengers over distant trolley-lines, now and then howled on a curve; faraway metallic stirrings could be heard from factories in the sooty suburbs on the plain outside the city; east, west, and south, switch-engines chugged and snorted on sidings; and everywhere in the air there seemed to be a faint, voluminous hum as of innumerable wires trembling overhead to vibration of machinery underground.	"Owl" cars, bringing in last passengers over distant trolley lines, now and then howled on a curve; faraway metallic stirrings could be heard from factories in the sooty suburbs on the plain outside the city; east, west, and south, switch engines chugged and snorted on sidings; and everywhere in the air there seemed to be a faint, voluminous hum as of innumerable wires trembling overhead to vibration of machinery underground.	false	197.6	225.07	19
3546_175390_000016_000000	In his youth Adams might have been less resentful of sounds such as these when they interfered with his night's sleep: even during an illness he might have taken some pride in them as proof of his citizenship in a "live town"; but at fifty-five he merely hated them because they kept him awake.	In his youth Adams might have been less resentful of sounds such as these when they interfered with his night's sleep: even during an illness he might have taken some pride in them as proof of his citizenship in a "live town"; but at fifty five he merely hated them because they kept him awake.	true	226.49	243.07	19.658539
3546_175390_000016_000001	They "pressed on his nerves," as he put it; and so did almost everything else, for that matter.	They "pressed on his nerves," as he put it; and so did almost everything else, for that matter.	true	243.08	248.73	20.593754
3546_175390_000017_000000	He heard the milk-wagon drive into the cross-street beneath his windows and stop at each house.	He heard the milk wagon drive into the cross street beneath his windows and stop at each house.	true	248.73	253.42	17
3546_175390_000017_000001	The milkman carried his jars round to the "back porch," while the horse moved slowly ahead to the gate of the next customer and waited there.	The milkman carried his jars round to the "back porch," while the horse moved slowly ahead to the gate of the next customer and waited there.	true	253.97	261.19	19
3546_175390_000017_000002	"He's gone into Pollocks'," Adams thought, following this progress.	"He's gone into Pollocks'," Adams thought, following this progress.	false	261.83	265.27	20
3546_175390_000017_000003	"I hope it'll sour on 'em before breakfast. Delivered the Andersons'.	"I hope it'll sour on 'em before breakfast. Delivered the Andersons'.	true	265.7	270.22	19.154467
3546_175390_000017_000004	Now he's getting out ours.	Now he's getting out ours.	true	270.47	271.95	16
3546_175390_000017_000005	Listen to the darn brute!	Listen to the darn brute!	true	271.95	273.465	23.755898
3546_175390_000017_000006	What's HE care who wants to sleep!" His complaint was of the horse, who casually shifted weight with a clink of steel shoes on the worn brick pavement of the street, and then heartily shook himself in his harness, perhaps to dislodge a fly far ahead of its season.	What's HE care who wants to sleep!" His complaint was of the horse, who casually shifted weight with a clink of steel shoes on the worn brick pavement of the street, and then heartily shook himself in his harness, perhaps to dislodge a fly far ahead of its season.	true	273.465	288.34	19.480688
3546_175390_000017_000007	Light had just filmed the windows; and with that the first sparrow woke, chirped instantly, and roused neighbours in the trees of the small yard, including a loud-voiced robin.	Light had just filmed the windows; and with that the first sparrow woke, chirped instantly, and roused neighbours in the trees of the small yard, including a loud voiced robin.	false	288.83	300.34	21
3546_175390_000017_000008	Vociferations began irregularly, but were soon unanimous.	Vociferations began irregularly, but were soon unanimous.	false	300.92	304.48	13
3546_175390_000018_000000	"Sleep?	"Sleep?	true	305.27	306.165	24.405338
3546_175390_000018_000001	Dang likely now, ain't it!"	Dang likely now, ain't it!"	false	306.165	307.6	21
3546_175390_000019_000000	Night sounds were becoming day sounds; the far-away hooting of freight-engines seemed brisker than an hour ago in the dark.	Night sounds were becoming day sounds; the far away hooting of freight engines seemed brisker than an hour ago in the dark.	true	309.02	316.42	18
3546_175390_000019_000001	A cheerful whistler passed the house, even more careless of sleepers than the milkman's horse had been; then a group of coloured workmen came by, and although it was impossible to be sure whether they were homeward bound from night-work or on their way to day-work, at least it was certain that they were jocose.	A cheerful whistler passed the house, even more careless of sleepers than the milkman's horse had been; then a group of coloured workmen came by, and although it was impossible to be sure whether they were homeward bound from night work or on their way to day work, at least it was certain that they were jocose.	true	317.09	333.46	19
3546_175390_000019_000002	Loose, aboriginal laughter preceded them afar, and beat on the air long after they had gone by.	Loose, aboriginal laughter preceded them afar, and beat on the air long after they had gone by.	true	333.83	339.97	15
3546_175390_000020_000000	The sick-room night-light, shielded from his eyes by a newspaper propped against a water-pitcher, still showed a thin glimmering that had grown offensive to Adams.	The sick room night light, shielded from his eyes by a newspaper propped against a water pitcher, still showed a thin glimmering that had grown offensive to Adams.	false	341.6	350.62	17
3546_175390_000020_000001	In his wandering and enfeebled thoughts, which were much more often imaginings than reasonings, the attempt of the night-light to resist the dawn reminded him of something unpleasant, though he could not discover just what the unpleasant thing was.	In his wandering and enfeebled thoughts, which were much more often imaginings than reasonings, the attempt of the night light to resist the dawn reminded him of something unpleasant, though he could not discover just what the unpleasant thing was.	true	351.17	364.48	17
3546_175390_000020_000002	Here was a puzzle that irritated him the more because he could not solve it, yet always seemed just on the point of a solution.	Here was a puzzle that irritated him the more because he could not solve it, yet always seemed just on the point of a solution.	true	365.21	371.86	17
3546_175390_000020_000003	However, he may have lost nothing cheerful by remaining in the dark upon the matter; for if he had been a little sharper in this introspection he might have concluded that the squalor of the night-light, in its seeming effort to show against the forerunning of the sun itself, had stimulated some half-buried perception within him to sketch the painful little synopsis of an autobiography.	However, he may have lost nothing cheerful by remaining in the dark upon the matter; for if he had been a little sharper in this introspection he might have concluded that the squalor of the night light, in its seeming effort to show against the forerunning of the sun itself, had stimulated some half buried perception within him to sketch the painful little synopsis of an autobiography.	false	372.5	393.64	16
3546_175390_000021_000000	In spite of noises without, he drowsed again, not knowing that he did; and when he opened his eyes the nurse was just rising from her cot.	In spite of noises without, he drowsed again, not knowing that he did; and when he opened his eyes the nurse was just rising from her cot.	false	395.27	403.68	20.430183
3546_175390_000021_000001	He took no pleasure in the sight, it may be said.	He took no pleasure in the sight, it may be said.	true	403.68	406.12	17
3546_175390_000021_000002	She exhibited to him a face mismodelled by sleep, and set like a clay face left on its cheek in a hot and dry studio.	She exhibited to him a face mismodelled by sleep, and set like a clay face left on its cheek in a hot and dry studio.	false	406.55	414.16	18
3546_175390_000021_000003	She was still only in part awake, however, and by the time she had extinguished the night-light and given her patient his tonic, she had recovered enough plasticity.	She was still only in part awake, however, and by the time she had extinguished the night light and given her patient his tonic, she had recovered enough plasticity.	false	414.83	423.31	16
3546_175390_000021_000004	"Well, isn't that grand! We've had another good night," she said as she departed to dress in the bathroom.	"Well, isn't that grand! We've had another good night," she said as she departed to dress in the bathroom.	true	423.89	429.1	19
3546_175390_000022_000000	"Yes, you had another!" he retorted, though not until after she had closed the door.	"Yes, you had another!" he retorted, though not until after she had closed the door.	true	429.32	433.81	19.785769
3546_175390_000023_000000	Presently he heard his daughter moving about in her room across the narrow hall, and so knew that she had risen.	Presently he heard his daughter moving about in her room across the narrow hall, and so knew that she had risen.	false	435.23	441.37	12
3546_175390_000023_000001	He hoped she would come in to see him soon, for she was the one thing that didn't press on his nerves, he felt; though the thought of her hurt him, as, indeed, every thought hurt him.	He hoped she would come in to see him soon, for she was the one thing that didn't press on his nerves, he felt; though the thought of her hurt him, as, indeed, every thought hurt him.	true	441.98	450.94	16
3546_175390_000023_000002	But it was his wife who came first.	But it was his wife who came first.	true	451.34	453.34	18.787706
3546_175390_000024_000000	She wore a lank cotton wrapper, and a crescent of gray hair escaped to one temple from beneath the handkerchief she had worn upon her head for the night and still retained; but she did everything possible to make her expression cheering.	She wore a lank cotton wrapper, and a crescent of gray hair escaped to one temple from beneath the handkerchief she had worn upon her head for the night and still retained; but she did everything possible to make her expression cheering.	true	454.07	466.66	16
3546_175390_000025_000000	"Oh, you're better again!	"Oh, you're better again!	true	467.03	468.345	22.277153
3546_175390_000025_000001	I can see that, as soon as I look at you," she said.	I can see that, as soon as I look at you," she said.	true	468.345	470.71	17
3546_175390_000025_000002	"Miss Perry tells me you've had another splendid night."	"Miss Perry tells me you've had another splendid night."	true	470.78	473.44	19
3546_175390_000026_000000	He made a sound of irony, which seemed to dispose unfavourably of Miss Perry, and then, in order to be more certainly intelligible, he added, "She slept well, as usual!"	He made a sound of irony, which seemed to dispose unfavourably of Miss Perry, and then, in order to be more certainly intelligible, he added, "She slept well, as usual!"	true	474.2	483.55	15
3546_175390_000027_000000	But his wife's smile persisted.	But his wife's smile persisted.	true	484.49	486.63	15
3546_175390_000027_000001	"It's a good sign to be cross; it means you're practically convalescent right now."	"It's a good sign to be cross; it means you're practically convalescent right now."	false	486.63	490.54	21.558329
3546_175390_000028_000000	"Oh, I am, am I?"	"Oh, I am, am I?"	true	490.94	492.28	19.082586
3546_175390_000029_000000	"No doubt in the world!" she exclaimed.	"No doubt in the world!" she exclaimed.	true	492.68	494.775	20
3546_175390_000029_000001	"Why, you're practically a well man, Virgil--all except getting your strength back, of course, and that isn't going to take long.	"Why, you're practically a well man, Virgil-all except getting your strength back, of course, and that isn't going to take long.	true	494.775	500.17	16
3546_175390_000029_000002	You'll be right on your feet in a couple of weeks from now."	You'll be right on your feet in a couple of weeks from now."	true	500.27	502.72	16
3546_175390_000030_000000	"Oh, I will?"	"Oh, I will?"	true	503.24	504.4	22.662804
3546_175390_000031_000000	"Of course you will!" She laughed briskly, and, going to the table in the center of the room, moved his glass of medicine an inch or two, turned a book over so that it lay upon its other side, and for a few moments occupied herself with similar futilities, having taken on the air of a person who makes things neat, though she produced no such actual effect upon them.	"Of course you will!" She laughed briskly, and, going to the table in the center of the room, moved his glass of medicine an inch or two, turned a book over so that it lay upon its other side, and for a few moments occupied herself with similar futilities, having taken on the air of a person who makes things neat, though she produced no such actual effect upon them.	true	504.8	524.08	17
3546_175390_000031_000001	"Of course you will," she repeated, absently. "You'll be as strong as you ever were; maybe stronger." She paused for a moment, not looking at him, then added, cheerfully, "So that you can fly around and find something really good to get into."	"Of course you will," she repeated, absently. "You'll be as strong as you ever were; maybe stronger." She paused for a moment, not looking at him, then added, cheerfully, "So that you can fly around and find something really good to get into."	true	524.42	538.18	20.023561
3546_175390_000032_000000	Something important between them came near the surface here, for though she spoke with what seemed but a casual cheerfulness, there was a little betraying break in her voice, a trembling just perceptible in the utterance of the final word.	Something important between them came near the surface here, for though she spoke with what seemed but a casual cheerfulness, there was a little betraying break in her voice, a trembling just perceptible in the utterance of the final word.	true	539.48	552.28	17
3546_175390_000032_000001	And she still kept up the affectation of being helpfully preoccupied with the table, and did not look at her husband--perhaps because they had been married so many years that without looking she knew just what his expression would be, and preferred to avoid the actual sight of it as long as possible. Meanwhile, he stared hard at her, his lips beginning to move with little distortions not lacking in the pathos of a sick man's agitation.	And she still kept up the affectation of being helpfully preoccupied with the table, and did not look at her husband-perhaps because they had been married so many years that without looking she knew just what his expression would be, and preferred to avoid the actual sight of it as long as possible. Meanwhile, he stared hard at her, his lips beginning to move with little distortions not lacking in the pathos of a sick man's agitation.	false	552.89	576.55	17
3546_175390_000033_000000	"So that's it," he said.	"So that's it," he said.	true	577.31	578.8	26.452885
3546_175390_000033_000001	"That's what you're hinting at."	"That's what you're hinting at."	true	578.9	580.21	23
3546_175390_000034_000000	"'Hinting?'" Mrs. Adams looked surprised and indulgent.	"'Hinting?'" mrs Adams looked surprised and indulgent.	true	580.82	584.41	21.12222
3546_175390_000034_000001	"Why, I'm not doing any hinting, Virgil."	"Why, I'm not doing any hinting, Virgil."	true	584.6	586.57	20
3546_175390_000035_000000	"What did you say about my finding 'something good to get into?'" he asked, sharply.	"What did you say about my finding 'something good to get into?'" he asked, sharply.	true	587.3	591.43	21
3546_175390_000035_000001	"Don't you call that hinting?"	"Don't you call that hinting?"	true	591.71	593.29	17
3546_175390_000036_000000	Mrs. Adams turned toward him now; she came to the bedside and would have taken his hand, but he quickly moved it away from her.	mrs Adams turned toward him now; she came to the bedside and would have taken his hand, but he quickly moved it away from her.	true	594.32	600.46	17
3546_175390_000037_000000	"You mustn't let yourself get nervous," she said.	"You mustn't let yourself get nervous," she said.	true	601.13	603.55	18
3546_175390_000037_000001	"But of course when you get well there's only one thing to do.	"But of course when you get well there's only one thing to do.	true	603.56	606.52	14
3546_175390_000037_000002	You mustn't go back to that old hole again."	You mustn't go back to that old hole again."	true	606.56	608.74	18
3546_175390_000038_000000	"'Old hole?' That's what you call it, is it?"	"'Old hole?' That's what you call it, is it?"	true	609.47	611.8	23.63386
3546_175390_000038_000001	In spite of his weakness, anger made his voice strident, and upon this stimulation she spoke more urgently.	In spite of his weakness, anger made his voice strident, and upon this stimulation she spoke more urgently.	true	612.65	619.06	16
3546_175390_000039_000000	"You just mustn't go back to it, Virgil.	"You just mustn't go back to it, Virgil.	true	619.61	621.42	17
3546_175390_000039_000001	It's not fair to any of us, and you know it isn't."	It's not fair to any of us, and you know it isn't."	true	621.42	623.8	16
3546_175390_000040_000000	"Don't tell me what I know, please!"	"Don't tell me what I know, please!"	true	624.11	626.05	23
3546_175390_000041_000000	She clasped her hands, suddenly carrying her urgency to plaintive entreaty.	She clasped her hands, suddenly carrying her urgency to plaintive entreaty.	true	626.78	630.85	15
3546_175390_000041_000001	"Virgil, you WON'T go back to that hole?"	"Virgil, you WON'T go back to that hole?"	true	631.07	633.28	21.049622
3546_175390_000042_000000	"That's a nice word to use to me!" he said.	"That's a nice word to use to me!" he said.	true	634.07	636.67	21.909027
3546_175390_000042_000001	"Call a man's business a hole!"	"Call a man's business a hole!"	true	636.77	638.77	19.173454
3546_175390_000043_000000	"Virgil, if you don't owe it to me to look for something different, don't you owe it to your children?	"Virgil, if you don't owe it to me to look for something different, don't you owe it to your children?	true	639.47	644.17	19
3546_175390_000043_000001	Don't tell me you won't do what we all want you to, and what you know in your heart you ought to!	Don't tell me you won't do what we all want you to, and what you know in your heart you ought to!	false	644.33	649.93	16
3546_175390_000043_000002	And if you HAVE got into one of your stubborn fits and are bound to go back there for no other reason except to have your own way, don't tell me so, for I can't bear it!"	And if you HAVE got into one of your stubborn fits and are bound to go back there for no other reason except to have your own way, don't tell me so, for I can't bear it!"	true	650.24	658.72	17
3546_175390_000044_000000	He looked up at her fiercely.	He looked up at her fiercely.	true	659.72	661.36	20.160416
3546_175390_000044_000001	"You've got a fine way to cure a sick man!" he said; but she had concluded her appeal--for that time--and instead of making any more words in the matter, let him see that there were tears in her eyes, shook her head, and left the room.	"You've got a fine way to cure a sick man!" he said; but she had concluded her appeal-for that time-and instead of making any more words in the matter, let him see that there were tears in her eyes, shook her head, and left the room.	false	661.67	675.16	21
3546_175390_000045_000000	Alone, he lay breathing rapidly, his emaciated chest proving itself equal to the demands his emotion put upon it.	Alone, he lay breathing rapidly, his emaciated chest proving itself equal to the demands his emotion put upon it.	true	676.46	683.11	16
3546_175390_000045_000001	"Fine!" he repeated, with husky indignation.	"Fine!" he repeated, with husky indignation.	true	683.57	686.59	20.170225
3546_175390_000045_000002	"Fine way to cure a sick man!	"Fine way to cure a sick man!	true	686.66	688.575	21.464867
3546_175390_000045_000003	Fine!" Then, after a silence, he gave forth whispering sounds as of laughter, his expression the while remaining sore and far from humour.	Fine!" Then, after a silence, he gave forth whispering sounds as of laughter, his expression the while remaining sore and far from humour.	true	688.575	698.38	18.771759
3546_175390_000046_000000	"And give us our daily bread!" he added, meaning that his wife's little performance was no novelty.	"And give us our daily bread!" he added, meaning that his wife's little performance was no novelty.	true	699.08	705.21	20.348919
3546_175390_000047_000000	CHAPTER II	CHAPTER two	false	705.21	705.3	1
3546_175390_000048_000000	In fact, the agitation of Mrs. Adams was genuine, but so well under her control that its traces vanished during the three short steps she took to cross the narrow hall between her husband's door and the one opposite.	In fact, the agitation of mrs Adams was genuine, but so well under her control that its traces vanished during the three short steps she took to cross the narrow hall between her husband's door and the one opposite.	false	705.3	707.73	14.07375
3546_175390_000048_000001	Her expression was matter-of-course, rather than pathetic, as she entered the pretty room where her daughter, half dressed, sat before a dressing-table and played with the reflections of a three-leafed mirror framed in blue enamel.	Her expression was matter of course, rather than pathetic, as she entered the pretty room where her daughter, half dressed, sat before a dressing table and played with the reflections of a three leafed mirror framed in blue enamel.	false	707.73	708.03	22
3546_175390_000048_000002	That is, just before the moment of her mother's entrance, Alice had been playing with the mirror's reflections--posturing her arms and her expressions, clasping her hands behind her neck, and tilting back her head to foreshorten the face in a tableau conceived to represent sauciness, then one of smiling weariness, then one of scornful toleration, and all very piquant; but as the door opened she hurriedly resumed the practical, and occupied her hands in the arrangement of her plentiful brownish hair.	That is, just before the moment of her mother's entrance, Alice had been playing with the mirror's reflections-posturing her arms and her expressions, clasping her hands behind her neck, and tilting back her head to foreshorten the face in a tableau conceived to represent sauciness, then one of smiling weariness, then one of scornful toleration, and all very piquant; but as the door opened she hurriedly resumed the practical, and occupied her hands in the arrangement of her plentiful brownish hair.	false	708.03	713.61	13.0488
