5968_55202_000000_000000	CHAPTER VII.	CHAPTER seven.	false	0.51	19.875	22.213402
5968_55202_000038_000000	"Mr.--Arkwright!" breathed Billy, confusedly.	"mr--Arkwright!" breathed Billy, confusedly.	true	297.83	302.32	25.151558
5968_55202_000039_000000	Three crimson-faced men sprang to their feet.	Three crimson faced men sprang to their feet.	true	303.23	305.835	20
5968_55202_000039_000001	The situation, for a moment, threatened embarrassed misery for all concerned; but Arkwright, with a cheery smile, advanced straight toward Bertram, and held out a friendly hand.	The situation, for a moment, threatened embarrassed misery for all concerned; but Arkwright, with a cheery smile, advanced straight toward Bertram, and held out a friendly hand.	true	305.835	315.7	20
5968_55202_000040_000000	"The proverbial fate of listeners," he said easily; "but I don't blame you at all.	"The proverbial fate of listeners," he said easily; "but I don't blame you at all.	true	316.16	320.07	13
5968_55202_000040_000001	No, 'he' isn't going to live here," he went on, grasping each brother's hand in turn, as Billy murmured faint introductions; "and what is more, he hereby asks everybody's pardon for the annoyance his little joke has caused.	No, 'he' isn't going to live here," he went on, grasping each brother's hand in turn, as Billy murmured faint introductions; "and what is more, he hereby asks everybody's pardon for the annoyance his little joke has caused.	true	320.07	333.43	19
5968_55202_000040_000002	He might add that he's heartily-ashamed of himself, as well; but if any of you--" Arkwright turned to the three tall men still standing by their chairs--"if any of you had suffered what he has at the hands of a swarm of youngsters for that name's sake, you wouldn't blame him for being tempted to get what fun he could out of Mary Jane--if there ever came a chance!"	He might add that he's heartily ashamed of himself, as well; but if any of you-" Arkwright turned to the three tall men still standing by their chairs-"if any of you had suffered what he has at the hands of a swarm of youngsters for that name's sake, you wouldn't blame him for being tempted to get what fun he could out of Mary Jane-if there ever came a chance!"	true	333.5	353.77	19.960983
5968_55202_000041_000000	Naturally, after this, there could be nothing stiff or embarrassing. Billy laughed in relief, and motioned Mr. Arkwright to a seat near her. William said "Of course, of course!" and shook hands again.	Naturally, after this, there could be nothing stiff or embarrassing. Billy laughed in relief, and motioned mr Arkwright to a seat near her. William said "Of course, of course!" and shook hands again.	true	354.05	365.71	21.522911
5968_55202_000041_000001	Bertram and Cyril laughed shamefacedly and sat down.	Bertram and Cyril laughed shamefacedly and sat down.	true	366.44	369.94	20
5968_55202_000041_000002	Somebody said: "But what does the 'M.	Somebody said: "But what does the 'M.	true	370.07	372.66	20.770746
5968_55202_000041_000003	J.' stand for, anyhow?" Nobody answered this, however; perhaps because Aunt Hannah and Marie appeared just then in the doorway.	J.' stand for, anyhow?" Nobody answered this, however; perhaps because Aunt Hannah and Marie appeared just then in the doorway.	true	372.66	380.11	18
5968_55202_000042_000000	Dinner proved to be a lively meal.	Dinner proved to be a lively meal.	true	381.05	383.01	18
5968_55202_000042_000001	In the newcomer, Bertram met his match for wit and satire; and "Mr.	In the newcomer, Bertram met his match for wit and satire; and "mr	false	383.01	387.39	17
5968_55202_000042_000002	Mary Jane," as he was promptly called by every one but Aunt Hannah, was found to be a most entertaining guest.	Mary Jane," as he was promptly called by every one but Aunt Hannah, was found to be a most entertaining guest.	true	387.39	393.94	16
5968_55202_000043_000000	After dinner somebody suggested music.	After dinner somebody suggested music.	true	394.22	396.91	25.819881
5968_55202_000044_000000	Cyril frowned, and got up abruptly.	Cyril frowned, and got up abruptly.	true	397.07	399.61	22.196644
5968_55202_000044_000001	Still frowning, he turned to a bookcase near him and began to take down and examine some of the books.	Still frowning, he turned to a bookcase near him and began to take down and examine some of the books.	true	399.86	405.58	18
5968_55202_000045_000000	Bertram twinkled and glanced at Billy.	Bertram twinkled and glanced at Billy.	true	405.98	408.24	21
5968_55202_000046_000000	"Which is it, Cyril?" he called with cheerful impertinence; "stool, piano, or audience that is the matter to-night?"	"Which is it, Cyril?" he called with cheerful impertinence; "stool, piano, or audience that is the matter to night?"	false	408.24	416.71	21.374249
5968_55202_000047_000000	Only a shrug from Cyril answered.	Only a shrug from Cyril answered.	true	416.96	419.11	17.255314
5968_55202_000048_000000	"You see," explained Bertram, jauntily, to Arkwright, whose eyes were slightly puzzled, "Cyril never plays unless the piano and the pedals and the weather and your ears and my watch and his fingers are just right!"	"You see," explained Bertram, jauntily, to Arkwright, whose eyes were slightly puzzled, "Cyril never plays unless the piano and the pedals and the weather and your ears and my watch and his fingers are just right!"	true	419.54	432.31	22
5968_55202_000049_000000	"Nonsense!" scorned Cyril, dropping his book and walking back to his chair.	"Nonsense!" scorned Cyril, dropping his book and walking back to his chair.	true	432.53	436.93	20.271523
5968_55202_000049_000001	"I don't feel like playing to-night; that's all."	"I don't feel like playing to night; that's all."	true	436.94	439.21	27.519337
5968_55202_000050_000000	"You see," nodded Bertram again.	"You see," nodded Bertram again.	true	439.64	441.61	25.68636
5968_55202_000051_000000	"I see," bowed Arkwright with quiet amusement.	"I see," bowed Arkwright with quiet amusement.	true	442.04	445.33	22.210148
5968_55202_000052_000000	"I believe--Mr.	"I believe-mr	true	445.79	447.57	24.907263
5968_55202_000052_000001	Mary Jane--sings," observed Billy, at this point, demurely.	Mary Jane-sings," observed Billy, at this point, demurely.	false	447.57	452.67	20.637241
5968_55202_000053_000000	"Why, yes, of course," chimed in Aunt Hannah with some nervousness. "That's what she--I mean he--was coming to Boston for--to study music."	"Why, yes, of course," chimed in Aunt Hannah with some nervousness. "That's what she-I mean he-was coming to Boston for-to study music."	false	452.67	462.52	23.090986
5968_55202_000054_000000	Everybody laughed.	Everybody laughed.	true	462.8	464.13	20.141668
5968_55202_000055_000000	"Won't you sing, please?" asked Billy.	"Won't you sing, please?" asked Billy.	true	464.13	466.71	14
5968_55202_000055_000001	"Can you--without your notes?	"Can you-without your notes?	true	466.71	469.54	21.644354
5968_55202_000055_000002	I have lots of songs if you want them."	I have lots of songs if you want them."	true	469.7	471.91	22.543232
5968_55202_000056_000000	For a moment--but only a moment--Arkwright hesitated; then he rose and went to the piano.	For a moment-but only a moment-Arkwright hesitated; then he rose and went to the piano.	true	472.58	478.21	21.344236
5968_55202_000057_000000	With the easy sureness of the trained musician his fingers dropped to the keys and slid into preliminary chords and arpeggios to test the touch of the piano; then, with a sweetness and purity that made every listener turn in amazed delight, a well-trained tenor began the "Thro' the leaves the night winds moving," of Schubert's Serenade.	With the easy sureness of the trained musician his fingers dropped to the keys and slid into preliminary chords and arpeggios to test the touch of the piano; then, with a sweetness and purity that made every listener turn in amazed delight, a well trained tenor began the "Thro' the leaves the night winds moving," of Schubert's Serenade.	false	478.82	500.08	20
5968_55202_000058_000000	Cyril's chin had lifted at the first tone.	Cyril's chin had lifted at the first tone.	true	500.63	503.68	21.869118
5968_55202_000058_000001	He was listening now with very obvious pleasure.	He was listening now with very obvious pleasure.	true	503.72	506.53	23
5968_55202_000058_000002	Bertram, too, was showing by his attitude the keenest appreciation.	Bertram, too, was showing by his attitude the keenest appreciation.	true	506.69	510.52	20
5968_55202_000058_000003	William and Aunt Hannah, resting back in their chairs, were contentedly nodding their approval to each other.	William and Aunt Hannah, resting back in their chairs, were contentedly nodding their approval to each other.	false	510.68	516.4	20
5968_55202_000058_000004	Marie in her corner was motionless with rapture.	Marie in her corner was motionless with rapture.	false	516.8	520.2	20.62049
5968_55202_000058_000005	As to Billy--Billy was plainly oblivious of everything but the song and the singer.	As to Billy-Billy was plainly oblivious of everything but the song and the singer.	true	520.2	525.25	18.2735
5968_55202_000058_000006	She seemed scarcely to move or to breathe till the song's completion; then there came a low "Oh, how beautiful!" through her parted lips.	She seemed scarcely to move or to breathe till the song's completion; then there came a low "Oh, how beautiful!" through her parted lips.	true	525.5	535.12	23.080572
5968_55202_000059_000000	Bertram, looking at her, was conscious of a vague irritation.	Bertram, looking at her, was conscious of a vague irritation.	true	535.94	539.71	21
5968_55202_000060_000000	"Arkwright, you're a lucky dog," he declared almost crossly.	"Arkwright, you're a lucky dog," he declared almost crossly.	true	540.5	544.12	19
5968_55202_000060_000001	"I wish I could sing like that!"	"I wish I could sing like that!"	true	544.25	546.16	28.220013
5968_55202_000061_000000	"I wish I could paint a 'Face of a Girl,'" smiled the tenor as he turned from the piano.	"I wish I could paint a 'Face of a Girl,'" smiled the tenor as he turned from the piano.	true	546.86	552.49	18
5968_55202_000062_000000	"Oh, but, Mr. Arkwright, don't stop," objected Billy, springing to her feet and going to her music cabinet by the piano.	"Oh, but, mr Arkwright, don't stop," objected Billy, springing to her feet and going to her music cabinet by the piano.	true	552.92	559.44	17
5968_55202_000062_000001	"There's a little song of Nevin's I want you to sing.	"There's a little song of Nevin's I want you to sing.	true	559.44	562.15	12
5968_55202_000062_000002	There, here it is.	There, here it is.	true	562.16	563.44	25.844133
5968_55202_000062_000003	Just let me play it for you." And she slipped into the place the singer had just left.	Just let me play it for you." And she slipped into the place the singer had just left.	true	563.96	568.48	24.240648
5968_55202_000063_000000	It was the beginning of the end.	It was the beginning of the end.	true	568.88	570.88	20.228931
5968_55202_000063_000001	After Nevin came De Koven, and after De Koven, Gounod.	After Nevin came De Koven, and after De Koven, Gounod.	false	571.1	575.47	21.787003
5968_55202_000063_000002	Then came Nevin again, Billy still playing the accompaniment.	Then came Nevin again, Billy still playing the accompaniment.	true	575.72	579.37	21
5968_55202_000063_000003	Next followed a duet.	Next followed a duet.	true	579.47	581.11	23.88347
5968_55202_000063_000004	Billy did not consider herself much of a singer, but her voice was sweet and true, and not without training. It blended very prettily with the clear, pure tenor.	Billy did not consider herself much of a singer, but her voice was sweet and true, and not without training. It blended very prettily with the clear, pure tenor.	true	581.27	590.11	21.852226
5968_55202_000064_000000	William and Aunt Hannah still smiled contentedly in their chairs, though Aunt Hannah had reached for the pink shawl near her--the music had sent little shivers down her spine.	William and Aunt Hannah still smiled contentedly in their chairs, though Aunt Hannah had reached for the pink shawl near her-the music had sent little shivers down her spine.	false	590.75	600.61	21
5968_55202_000064_000001	Cyril, with Marie, had slipped into the little reception-room across the hall, ostensibly to look at some plans for a house, although--as everybody knew--they were not intending to build for a year.	Cyril, with Marie, had slipped into the little reception room across the hall, ostensibly to look at some plans for a house, although-as everybody knew-they were not intending to build for a year.	true	601.07	612.46	18
5968_55202_000065_000000	Bertram, still sitting stiffly erect in his chair, was not conscious of a vague irritation now.	Bertram, still sitting stiffly erect in his chair, was not conscious of a vague irritation now.	true	613.31	619.56	20.893623
5968_55202_000065_000001	He was conscious of a very real, and a very decided one--an irritation that was directed against himself, against Billy, and against this man, Arkwright; but chiefly against music, _per se_.	He was conscious of a very real, and a very decided one-an irritation that was directed against himself, against Billy, and against this man, Arkwright; but chiefly against music, underscore per se underscore.	false	619.56	632.7	20
5968_55202_000065_000002	He hated music.	He hated music.	true	632.7	634.215	18
5968_55202_000065_000003	He wished he could sing.	He wished he could sing.	true	634.215	635.415	19
5968_55202_000065_000004	He wondered how long it took to teach a man to sing, anyhow; and he wondered if a man could sing--who never had sung.	He wondered how long it took to teach a man to sing, anyhow; and he wondered if a man could sing-who never had sung.	true	635.415	641.98	21.36501
5968_55202_000066_000000	At this point the duet came to an end, and Billy and her guest left the piano.	At this point the duet came to an end, and Billy and her guest left the piano.	true	643.01	647.56	21.778093
5968_55202_000066_000001	Almost at once, after this, Arkwright made his very graceful adieus, and went off with his suit-case to the hotel where, as he had informed Aunt Hannah, his room was already engaged.	Almost at once, after this, Arkwright made his very graceful adieus, and went off with his suit case to the hotel where, as he had informed Aunt Hannah, his room was already engaged.	true	647.78	658.69	20
5968_55202_000067_000000	William went home then, and Aunt Hannah went up-stairs.	William went home then, and Aunt Hannah went up stairs.	true	659.15	662.98	21.47431
5968_55202_000067_000001	Cyril and Marie withdrew into a still more secluded corner to look at their plans, and Bertram found himself at last alone with Billy.	Cyril and Marie withdrew into a still more secluded corner to look at their plans, and Bertram found himself at last alone with Billy.	true	663.02	670.63	16
5968_55202_000067_000002	He forgot, then, in the blissful hour he spent with her before the open fire, how he hated music; though he did say, just before he went home that night:	He forgot, then, in the blissful hour he spent with her before the open fire, how he hated music; though he did say, just before he went home that night:	true	671.12	679.57	19
5968_55202_000068_000000	"Billy, how long does it take--to learn to sing?"	"Billy, how long does it take-to learn to sing?"	true	679.91	683.58	26.16504
5968_55202_000069_000000	"Why, I don't know, I'm sure," replied Billy, abstractedly; then, with sudden fervor: "Oh, Bertram, hasn't Mr. Mary Jane a beautiful voice?"	"Why, I don't know, I'm sure," replied Billy, abstractedly; then, with sudden fervor: "Oh, Bertram, hasn't mr Mary Jane a beautiful voice?"	false	683.58	694.39	20.530731
5968_55202_000070_000000	Bertram wished then he had not asked the question; but all he said was:	Bertram wished then he had not asked the question; but all he said was:	true	694.7	698.53	26.867413
5968_55202_000071_000000	"'Mr.	"'mr	true	698.54	698.94	23.70161
5968_55202_000071_000001	Mary Jane,' indeed!	Mary Jane,' indeed!	true	698.94	700.32	5
5968_55202_000071_000002	What an absurd name!"	What an absurd name!"	true	700.32	701.98	21.02501
5968_55202_000072_000000	"But doesn't he sing beautifully?"	"But doesn't he sing beautifully?"	true	702.32	704.16	22
5968_55202_000073_000000	"Eh?	"Eh?	false	704.16	705.63	19.207857
5968_55202_000073_000001	Oh, yes, he sings all right," said Bertram's tongue.	Oh, yes, he sings all right," said Bertram's tongue.	true	705.63	709	20.86727
5968_55202_000073_000002	Bertram's manner said: "Oh, yes, anybody can sing."	Bertram's manner said: "Oh, yes, anybody can sing."	false	709.4	714.54	20.05614
5968_55202_000074_000000	CHAPTER VIII.	CHAPTER eight.	false	714.54	715.89	24.102768
5968_55202_000074_000001	M. J. OPENS THE GAME	m j OPENS THE GAME	false	715.89	720.54	-20
