4331_57180_000000_000000	"Certainly not," said the Duke, "having some regard for my friends' dinners."	"Certainly not," said the Duke, "having some regard for my friends' dinners."	false	0	10.32	23.117628
4331_57180_000009_000000	"Is it very far?" asked Arabella.	"Is it very far?" asked Arabella.	true	68.66	71.38	24.737318
4331_57180_000010_000000	"It is a little far.	"It is a little far.	true	71.93	73.275	20.735447
4331_57180_000010_000001	I wonder who are going from here?"	I wonder who are going from here?"	true	73.275	75.1	22.995733
4331_57180_000011_000000	"Heaven only knows.	"Heaven only knows.	true	75.26	76.575	22.538963
4331_57180_000011_000001	I have passed my time in playing cat's cradle with Sir Jeffrey Bunker for the amusement of the company, and in confidential communications with my aunt and Lady Drummond.	I have passed my time in playing cat's cradle with Sir Jeffrey Bunker for the amusement of the company, and in confidential communications with my aunt and Lady Drummond.	true	76.575	85.12	23
4331_57180_000011_000002	I haven't heard hunting mentioned."	I haven't heard hunting mentioned."	true	85.16	87.07	19.10389
4331_57180_000012_000000	"Have you anything on wheels going across to Holcombe Cross to-morrow, Duke?" asked Lord Rufford.	"Have you anything on wheels going across to Holcombe Cross to morrow, Duke?" asked Lord Rufford.	false	87.59	92.89	22.13295
4331_57180_000012_000001	The Duke said that he did not know of anything on wheels going to Holcombe Cross.	The Duke said that he did not know of anything on wheels going to Holcombe Cross.	true	93.29	97.57	21
4331_57180_000012_000002	Then a hunting man who had heard the question said that he and another intended to travel by train to Oundle.	Then a hunting man who had heard the question said that he and another intended to travel by train to Oundle.	true	97.7	103.66	21.161667
4331_57180_000012_000003	Upon this Lord Rufford turned round and looked at Arabella mournfully.	Upon this Lord Rufford turned round and looked at Arabella mournfully.	true	103.79	107.91	21.974813
4331_57180_000013_000000	"Cannot I go by train to Oundle?" she asked.	"Cannot I go by train to Oundle?" she asked.	true	107.91	110.59	22.767437
4331_57180_000014_000000	"Nothing on earth so jolly if your pastors and masters and all that will let you."	"Nothing on earth so jolly if your pastors and masters and all that will let you."	true	111.02	115.33	22.065964
4331_57180_000015_000000	"I haven't got any pastors and masters."	"I haven't got any pastors and masters."	true	115.61	117.97	19.99044
4331_57180_000016_000000	"The Duchess!" suggested Lord Rufford.	"The Duchess!" suggested Lord Rufford.	true	118.16	120.37	24.349998
4331_57180_000017_000000	"I thought all that kind of nonsense was over," said Arabella.	"I thought all that kind of nonsense was over," said Arabella.	true	120.65	123.855	24.229696
4331_57180_000018_000000	"I believe a great deal is over.	"I believe a great deal is over.	true	123.855	125.8	21.742506
4331_57180_000018_000001	You can do many things that your mother and grandmother couldn't do; but absolute freedom,--what you may call universal suffrage,--hasn't come yet, I fear.	You can do many things that your mother and grandmother couldn't do; but absolute freedom,--what you may call universal suffrage,--hasn't come yet, I fear.	true	126.02	134.1	21.991898
4331_57180_000018_000002	It's twenty miles by road, and the Duchess would say something awful if I were to propose to take you in a postchaise."	It's twenty miles by road, and the Duchess would say something awful if I were to propose to take you in a postchaise."	false	134.1	140.52	23.578547
4331_57180_000019_000000	"But the railway!"	"But the railway!"	true	140.52	141.67	25.551727
4331_57180_000020_000000	"I'm afraid that would be worse.	"I'm afraid that would be worse.	true	141.92	143.64	24.246208
4331_57180_000020_000001	We couldn't ride back, you know, as we did at Rufford.	We couldn't ride back, you know, as we did at Rufford.	true	143.64	146.445	24.119902
4331_57180_000020_000002	At the best it would be rather a rough and tumble kind of arrangement.	At the best it would be rather a rough and tumble kind of arrangement.	false	146.445	150.045	21.082424
4331_57180_000020_000003	I'm afraid we must put it off.	I'm afraid we must put it off.	false	150.045	151.755	23.647291
4331_57180_000020_000004	To tell you the truth I'm the least bit in the world afraid of the Duchess."	To tell you the truth I'm the least bit in the world afraid of the Duchess."	true	151.755	155.44	22.872223
4331_57180_000021_000000	"I am not at all," said Arabella, angrily.	"I am not at all," said Arabella, angrily.	true	155.87	159.16	22.402346
4331_57180_000022_000000	Then Lord Rufford ate his dinner and seemed to think that that matter was settled.	Then Lord Rufford ate his dinner and seemed to think that that matter was settled.	true	159.35	163.24	23.007849
4331_57180_000022_000001	Arabella knew that he might have hunted elsewhere,--that the Cottesmore would be out in their own county within twelve miles of them, and that the difficulty of that ride would be very much less.	Arabella knew that he might have hunted elsewhere,--that the Cottesmore would be out in their own county within twelve miles of them, and that the difficulty of that ride would be very much less.	true	163.31	173.77	23.33785
4331_57180_000022_000002	The Duke might have been persuaded to send a carriage that distance.	The Duke might have been persuaded to send a carriage that distance.	true	173.84	177.16	21.501183
4331_57180_000022_000003	But Lord Rufford cared more about the chance of a good run than her company!	But Lord Rufford cared more about the chance of a good run than her company!	true	177.29	181.21	21.551579
4331_57180_000022_000004	For a while she was sulky;--for a little while, till she remembered how ill she could afford to indulge in such a feeling.	For a while she was sulky;--for a little while, till she remembered how ill she could afford to indulge in such a feeling.	true	181.34	188.11	18.954512
4331_57180_000022_000005	Then she said a demure word or two to the gentleman on the other side of her who happened to be a clergyman, and did not return to the hunting till Lord Rufford had eaten his cheese.	Then she said a demure word or two to the gentleman on the other side of her who happened to be a clergyman, and did not return to the hunting till Lord Rufford had eaten his cheese.	false	188.15	197.92	20.55633
4331_57180_000022_000006	"And is that to be the end of Jack as far as I'm concerned?"	"And is that to be the end of Jack as far as I'm concerned?"	true	198.2	201.25	23.32108
4331_57180_000023_000000	"I have been thinking about it ever since.	"I have been thinking about it ever since.	true	201.59	203.77	20.711369
4331_57180_000023_000001	This is Thursday."	This is Thursday."	true	203.93	205.24	23.555506
4331_57180_000024_000000	"Not a doubt about it."	"Not a doubt about it."	true	205.46	206.98	25.168552
4331_57180_000025_000000	"To-morrow will be Friday and the Duke has his great shooting on Saturday.	"To morrow will be Friday and the Duke has his great shooting on Saturday.	true	207.2	211.065	23.53156
4331_57180_000025_000001	There's nothing within a hundred miles of us on Saturday.	There's nothing within a hundred miles of us on Saturday.	true	211.065	213.81	19
4331_57180_000025_000002	I shall go with the Pytchley if I don't shoot, but I shall have to get up just when other people are going to bed.	I shall go with the Pytchley if I don't shoot, but I shall have to get up just when other people are going to bed.	true	213.81	219.51	22.571148
4331_57180_000025_000003	That wouldn't suit you."	That wouldn't suit you."	true	219.51	221.05	25.82867
4331_57180_000026_000000	"I wouldn't mind if I didn't go to bed at all."	"I wouldn't mind if I didn't go to bed at all."	true	221.39	223.72	22
4331_57180_000027_000000	"At any rate it wouldn't suit the Duchess.	"At any rate it wouldn't suit the Duchess.	true	223.91	226.14	24.62286
4331_57180_000027_000001	I had meant to go away on Sunday.	I had meant to go away on Sunday.	false	226.14	228.06	18.278429
4331_57180_000027_000002	I hate being anywhere on Sunday except in a railway carriage. But if I thought the Duke would keep me till Tuesday morning we might manage Peltry on Monday.	I hate being anywhere on Sunday except in a railway carriage. But if I thought the Duke would keep me till Tuesday morning we might manage Peltry on Monday.	true	228.06	236.38	21.928019
4331_57180_000027_000003	I meant to have got back to Surbiton's on Sunday and have gone from there."	I meant to have got back to Surbiton's on Sunday and have gone from there."	true	236.48	240.34	22.75483
4331_57180_000028_000000	"Where is Peltry?"	"Where is Peltry?"	true	240.47	241.75	24.616755
4331_57180_000029_000000	"It's a Cottesmore meet,--about five miles this side of Melton."	"It's a Cottesmore meet,--about five miles this side of Melton."	true	241.85	245.38	25.163565
4331_57180_000030_000000	"We could ride from here."	"We could ride from here."	true	245.45	246.91	24.78487
4331_57180_000031_000000	"It's rather far for that, but we could talk over the Duke to send a carriage.	"It's rather far for that, but we could talk over the Duke to send a carriage.	true	247.01	251.17	23.29393
4331_57180_000031_000001	Ladies always like to see a meet, and perhaps we could make a party.	Ladies always like to see a meet, and perhaps we could make a party.	true	251.21	254.88	23.081726
4331_57180_000031_000002	If not we must put a good face on it and go in anything we can get.	If not we must put a good face on it and go in anything we can get.	true	254.88	259.06	23.900755
4331_57180_000031_000003	I shouldn't fear the Duchess so much for twelve miles as I should for twenty."	I shouldn't fear the Duchess so much for twelve miles as I should for twenty."	true	259.16	263.08	21.317978
4331_57180_000032_000000	"I don't mean to let the Duchess interfere with me," said Arabella in a whisper.	"I don't mean to let the Duchess interfere with me," said Arabella in a whisper.	true	263.27	267.58	22.937218
4331_57180_000033_000000	That evening Lord Rufford was very good-natured and managed to arrange everything.	That evening Lord Rufford was very good-natured and managed to arrange everything.	true	267.92	272.05	19
4331_57180_000033_000001	Lady Chiltern and another lady said that they would be glad to go to the meet, and a carriage or carriages were organised.	Lady Chiltern and another lady said that they would be glad to go to the meet, and a carriage or carriages were organised.	false	272.36	279.13	21.253109
4331_57180_000033_000002	But nothing was said as to Arabella's hunting because the question would immediately be raised as to her return to Mistletoe in the evening.	But nothing was said as to Arabella's hunting because the question would immediately be raised as to her return to Mistletoe in the evening.	false	279.23	286.08	16
4331_57180_000033_000003	It was, however, understood that she was to have a place in the carriage.	It was, however, understood that she was to have a place in the carriage.	true	286.08	289.96	21.165728
4331_57180_000034_000000	Arabella had gained two things.	Arabella had gained two things.	true	289.97	291.885	21.668789
4331_57180_000034_000001	She would have her one day's hunting, and she had secured the presence of Lord Rufford at Mistletoe for Sunday.	She would have her one day's hunting, and she had secured the presence of Lord Rufford at Mistletoe for Sunday.	true	291.885	297.67	20.818678
4331_57180_000034_000002	With such a man as his lordship it was almost impossible to find a moment for confidential conversation.	With such a man as his lordship it was almost impossible to find a moment for confidential conversation.	true	297.83	303.24	20.180056
4331_57180_000034_000003	He worked so hard at his amusements that he was as bad a lover as a barrister who has to be in Court all day,--almost as bad as a sailor who is always going round the world.	He worked so hard at his amusements that he was as bad a lover as a barrister who has to be in Court all day,--almost as bad as a sailor who is always going round the world.	true	303.24	312.88	21.325403
4331_57180_000034_000004	On this evening it was ten o'clock before the gentlemen came into the drawing-room, and then Lord Rufford's time was spent in arranging the party for the meet on Monday.	On this evening it was ten o'clock before the gentlemen came into the drawing room, and then Lord Rufford's time was spent in arranging the party for the meet on Monday.	true	313.07	321.225	20
4331_57180_000034_000005	When the ladies went up to bed Arabella had had no other opportunity than what Fortune had given her at dinner.	When the ladies went up to bed Arabella had had no other opportunity than what Fortune had given her at dinner.	true	321.225	327.165	20.191992
4331_57180_000035_000000	And even then she had been watched.	And even then she had been watched.	true	327.165	329.01	21.162111
4331_57180_000035_000001	That juxtaposition at the dinner-table had come of chance and had been caused by Lord Rufford's late arrival.	That juxtaposition at the dinner table had come of chance and had been caused by Lord Rufford's late arrival.	false	329.01	334.905	22.237795
4331_57180_000035_000002	Old Sir Jeffrey should have been her neighbour, with the clergyman on the other side, an arrangement which Her Grace had thought safe with reference to the rights of the Minister to Patagonia.	Old Sir Jeffrey should have been her neighbour, with the clergyman on the other side, an arrangement which Her Grace had thought safe with reference to the rights of the Minister to Patagonia.	false	334.905	344.47	23.100632
4331_57180_000035_000003	The Duchess, though she was at some distance down the table, had seen that her niece and Lord Rufford were intimate, and remembered immediately what had been said up-stairs.	The Duchess, though she was at some distance down the table, had seen that her niece and Lord Rufford were intimate, and remembered immediately what had been said up stairs.	true	344.6	353.08	22.14911
4331_57180_000035_000004	They could not have talked as they were then talking,--sometimes whispering as the Duchess could perceive very well,--unless there had been considerable former intimacy.	They could not have talked as they were then talking,--sometimes whispering as the Duchess could perceive very well,--unless there had been considerable former intimacy.	true	353.18	362.17	22.771294
4331_57180_000035_000005	She began gradually to understand various things;--why Arabella Trefoil had been so anxious to come to Mistletoe just at this time, why she had behaved so unlike her usual self before Lord Rufford's arrival, and why she had been so unwilling to have Mr. Morton invited.	She began gradually to understand various things;--why Arabella Trefoil had been so anxious to come to Mistletoe just at this time, why she had behaved so unlike her usual self before Lord Rufford's arrival, and why she had been so unwilling to have mr Morton invited.	true	362.27	378.46	21.364727
4331_57180_000035_000006	The Duchess was in her way a clever woman and could see many things.	The Duchess was in her way a clever woman and could see many things.	true	378.53	382.365	20.764833
4331_57180_000035_000007	She could see that though her niece might be very anxious to marry Lord Rufford, Lord Rufford might indulge himself in a close intimacy with the girl without any such intention on his part.	She could see that though her niece might be very anxious to marry Lord Rufford, Lord Rufford might indulge himself in a close intimacy with the girl without any such intention on his part.	true	382.365	392.11	21.449312
4331_57180_000035_000008	And, as far as the family was concerned, she would have been quite contented with the Morton alliance.	And, as far as the family was concerned, she would have been quite contented with the Morton alliance.	true	392.15	397.06	21.309242
4331_57180_000035_000009	She would have asked Morton now only that it would be impossible that he should come in time to be of service.	She would have asked Morton now only that it would be impossible that he should come in time to be of service.	true	397.1	402.33	20.748081
4331_57180_000035_000010	Had she been consulted in the first instance she would have put her veto on that drive to the meet: but she had heard nothing about it until Lady Chiltern had said that she would go.	Had she been consulted in the first instance she would have put her veto on that drive to the meet: but she had heard nothing about it until Lady Chiltern had said that she would go.	false	402.33	410.89	21.225414
4331_57180_000035_000011	The Duchess of Omnium had since declared that she also would go, and there were to be two carriages.	The Duchess of Omnium had since declared that she also would go, and there were to be two carriages.	true	410.96	416.65	21.597775
4331_57180_000035_000012	But still it never occurred to the Duchess that Arabella intended to hunt.	But still it never occurred to the Duchess that Arabella intended to hunt.	true	416.69	420.615	23.402472
4331_57180_000035_000013	Nor did Arabella intend that she should know it till the morning came.	Nor did Arabella intend that she should know it till the morning came.	true	420.615	424.42	21.811287
4331_57180_000036_000000	The Friday was very dull.	The Friday was very dull.	true	424.46	426.15	21.021042
4331_57180_000036_000001	The hunting men of course had gone before Arabella came down to breakfast.	The hunting men of course had gone before Arabella came down to breakfast.	false	426.15	429.84	22.434254
4331_57180_000036_000002	She would willingly have got up at seven to pour out Lord Rufford's tea, had that been possible; but, as it was, she strolled into the breakfast room at half-past ten. She could see by her aunt's eye and hear in her voice that she was in part detected; and that she would do herself no further service by acting the good girl; and she therefore resolutely determined to listen to no more twaddle.	She would willingly have got up at seven to pour out Lord Rufford's tea, had that been possible; but, as it was, she strolled into the breakfast room at half past ten. She could see by her aunt's eye and hear in her voice that she was in part detected; and that she would do herself no further service by acting the good girl; and she therefore resolutely determined to listen to no more twaddle.	true	429.84	451.005	20.847849
4331_57180_000036_000003	She read a French novel which she had brought with her, and spent as much of the day as she could in her bedroom.	She read a French novel which she had brought with her, and spent as much of the day as she could in her bedroom.	false	451.005	456.42	21.03952
4331_57180_000036_000004	She did not see Lord Rufford before dinner, and at dinner sat between Sir Jeffrey and an old gentleman out of Stamford who dined at Mistletoe that evening.	She did not see Lord Rufford before dinner, and at dinner sat between Sir Jeffrey and an old gentleman out of Stamford who dined at Mistletoe that evening.	true	456.42	465.01	22.141792
4331_57180_000036_000005	"We've had no such luck to-night," Lord Rufford said to her in the drawing-room.	"We've had no such luck to night," Lord Rufford said to her in the drawing room.	true	465.35	469.48	20.931808
4331_57180_000037_000000	"The old dragon took care of that," replied Arabella.	"The old dragon took care of that," replied Arabella.	true	469.52	472.6	23.532085
4331_57180_000038_000000	"Why should the old dragon think that I'm dangerous?"	"Why should the old dragon think that I'm dangerous?"	false	472.64	475.09	20.263052
4331_57180_000039_000000	"Because--; I can't very well tell you why, but I dare say you know."	"Because-; I can't very well tell you why, but I dare say you know."	true	475.43	479.44	20.859964
4331_57180_000040_000000	"And do you think I am dangerous?"	"And do you think I am dangerous?"	true	479.66	481.39	18.714941
4331_57180_000041_000000	"You're a sort of a five-barred gate," said Arabella laughing.	"You're a sort of a five barred gate," said Arabella laughing.	false	481.58	484.92	21.875673
4331_57180_000041_000001	"Of course there is a little danger, but who is going to be stopped by that?"	"Of course there is a little danger, but who is going to be stopped by that?"	true	484.92	488.71	22.652111
4331_57180_000042_000000	He could make no reply to this because the Duchess called him away to give some account to Lady Chiltern about Goarly and the U. R. U., Lady Chiltern's husband being a master of hounds and a great authority on all matters relating to hunting.	He could make no reply to this because the Duchess called him away to give some account to Lady Chiltern about Goarly and the u r u, Lady Chiltern's husband being a master of hounds and a great authority on all matters relating to hunting.	true	488.78	501.43	21
4331_57180_000042_000001	"Nasty old dragon!" Arabella said to herself when she was thus left alone.	"Nasty old dragon!" Arabella said to herself when she was thus left alone.	true	501.83	506.29	20.86905
4331_57180_000043_000000	The Saturday was the day of the great shooting and at two o'clock the ladies went out to lunch with the gentlemen by the side of the wood.	The Saturday was the day of the great shooting and at two o'clock the ladies went out to lunch with the gentlemen by the side of the wood.	true	506.63	513.13	21.349747
4331_57180_000043_000001	Lord Rufford had at last consented to be one of the party.	Lord Rufford had at last consented to be one of the party.	true	513.23	516.63	24.376528
4331_57180_000043_000002	With logs of trees, a few hurdles, and other field appliances, a rustic banqueting hall was prepared and everything was very nice.	With logs of trees, a few hurdles, and other field appliances, a rustic banqueting hall was prepared and everything was very nice.	true	516.63	524.86	21.6812
4331_57180_000043_000003	Tons of game had been killed, and tons more were to be killed after luncheon. The Duchess was not there and Arabella contrived so to place herself that she could be waited upon by Lord Rufford, or could wait upon him.	Tons of game had been killed, and tons more were to be killed after luncheon. The Duchess was not there and Arabella contrived so to place herself that she could be waited upon by Lord Rufford, or could wait upon him.	true	524.96	536.31	22.030815
4331_57180_000043_000004	Of course a great many eyes were upon her, but she knew how to sustain that.	Of course a great many eyes were upon her, but she knew how to sustain that.	true	536.31	540.07	19
4331_57180_000043_000005	Nobody was present who could dare to interfere with her.	Nobody was present who could dare to interfere with her.	true	540.35	543.31	21.644526
4331_57180_000043_000006	When the eating and drinking were over she walked with him to his corner by the next covert, not heeding the other ladies; and she stood with him for some minutes after the slaughter had begun.	When the eating and drinking were over she walked with him to his corner by the next covert, not heeding the other ladies; and she stood with him for some minutes after the slaughter had begun.	true	543.53	552.88	19
4331_57180_000043_000007	She had come to feel that the time was slipping between her fingers and that she must say something effective.	She had come to feel that the time was slipping between her fingers and that she must say something effective.	true	552.98	558.84	22.0981
4331_57180_000043_000008	The fatal word upon which everything would depend must be spoken at the very latest on their return home on Monday, and she was aware that much must probably be said before that.	The fatal word upon which everything would depend must be spoken at the very latest on their return home on Monday, and she was aware that much must probably be said before that.	false	558.84	568.69	21
4331_57180_000043_000009	"Do we hunt or shoot to-morrow?" she said.	"Do we hunt or shoot to morrow?" she said.	true	568.7	571.21	24.374239
4331_57180_000044_000000	"To-morrow is Sunday."	"To morrow is Sunday."	true	571.46	572.91	22.472746
4331_57180_000045_000000	"I am quite aware of that, but I didn't know whether you could live a day without sport."	"I am quite aware of that, but I didn't know whether you could live a day without sport."	true	572.91	577.53	23.615227
4331_57180_000046_000000	"The country is so full of prejudice that I am driven to Sabbatical quiescence."	"The country is so full of prejudice that I am driven to Sabbatical quiescence."	true	577.53	582.07	22.750467
4331_57180_000047_000000	"Take a walk with me to-morrow," said Arabella.	"Take a walk with me to morrow," said Arabella.	true	582.44	585.135	25.228254
4331_57180_000048_000000	"But the Duchess?" exclaimed Lord Rufford in a stage whisper.	"But the Duchess?" exclaimed Lord Rufford in a stage whisper.	true	585.135	588.255	22.679384
4331_57180_000048_000001	One of the beaters was so near that he could not but have heard;--but what does a beater signify?	One of the beaters was so near that he could not but have heard;--but what does a beater signify?	true	588.255	593.4	22.98569
4331_57180_000049_000000	"H'mh'm the Duchess!	"H'mh'm the Duchess!	false	593.4	595.365	21.349749
4331_57180_000049_000001	You be at the path behind the great conservatory at half-past three and we won't mind the Duchess." Lord Rufford was forced to ask for many other particulars as to the locality and then promised that he would be there at the time named.	You be at the path behind the great conservatory at half past three and we won't mind the Duchess." Lord Rufford was forced to ask for many other particulars as to the locality and then promised that he would be there at the time named.	false	595.365	612.48	21.269365
