1463_134465_000000_000000	For the dancer crossed the room in two strides and gripped both of my hands.	For the dancer crossed the room in two strides and gripped both of my hands.	false	8.16	16.11	23.649685
1463_134465_000019_000003	Your past is blotted out, clean vanished away, and you begin tomorrow morning with a new sheet.	Your past is blotted out, clean vanished away, and you begin tomorrow morning with a new sheet.	false	227.21	232.57	23.581367
1463_134465_000019_000004	Blenkiron's the man you've got to thank for that.	Blenkiron's the man you've got to thank for that.	true	232.82	235.12	21.212755
1463_134465_000019_000005	He was pretty certain you'd get here, but he was also certain that you'd arrive in a hurry with a good many inquirers behind you.	He was pretty certain you'd get here, but he was also certain that you'd arrive in a hurry with a good many inquirers behind you.	true	235.52	241.78	22.018187
1463_134465_000019_000006	So he arranged that you should leak away and start fresh.'	So he arranged that you should leak away and start fresh.'	true	242	245.08	20.939121
1463_134465_000020_000000	'Your name is Richard Hanau,' Blenkiron said, 'born in Cleveland, Ohio, of German parentage on both sides.	'Your name is Richard Hanau,' Blenkiron said, 'born in cleveland ohio, of German parentage on both sides.	true	245.21	251.44	24.039375
1463_134465_000020_000001	One of our brightest mining-engineers, and the apple of Guggenheim's eye.	One of our brightest mining engineers, and the apple of Guggenheim's eye.	true	251.66	255.46	20
1463_134465_000020_000002	You arrived this afternoon from Constanza, and I met you at the packet.	You arrived this afternoon from Constanza, and I met you at the packet.	true	255.62	259.75	21.816574
1463_134465_000020_000003	The clothes for the part are in your bedroom next door.	The clothes for the part are in your bedroom next door.	true	260.06	263.02	24.643864
1463_134465_000020_000004	But I guess all that can wait, for I'm anxious to get to business.	But I guess all that can wait, for I'm anxious to get to business.	true	263.03	266.38	26.617323
1463_134465_000020_000005	We're not here on a joy-ride, Major, so I reckon we'll leave out the dime-novel adventures.	We're not here on a joy ride, Major, so I reckon we'll leave out the dime novel adventures.	true	266.6	271.06	20
1463_134465_000020_000006	I'm just dying to hear them, but they'll keep.	I'm just dying to hear them, but they'll keep.	true	271.25	273.795	20.94252
1463_134465_000020_000007	I want to know how our mutual inquiries have prospered.'	I want to know how our mutual inquiries have prospered.'	true	273.795	276.58	22.030901
1463_134465_000021_000000	He gave Peter and me cigars, and we sat ourselves in armchairs in front of the blaze.	He gave peter and me cigars, and we sat ourselves in armchairs in front of the blaze.	true	277.19	281.59	20.91488
1463_134465_000021_000001	Sandy squatted cross-legged on the hearthrug and lit a foul old briar pipe, which he extricated from some pouch among his skins.	Sandy squatted cross legged on the hearthrug and lit a foul old briar pipe, which he extricated from some pouch among his skins.	true	281.84	289.48	23.677317
1463_134465_000021_000002	And so began that conversation which had never been out of my thoughts for four hectic weeks.	And so began that conversation which had never been out of my thoughts for four hectic weeks.	true	289.79	294.79	24.051168
1463_134465_000022_000000	'If I presume to begin,' said Blenkiron, 'it's because I reckon my story is the shortest.	'If I presume to begin,' said Blenkiron, 'it's because I reckon my story is the shortest.	true	295.37	299.77	22
1463_134465_000022_000001	I have to confess to you, gentlemen, that I have failed.'	I have to confess to you, gentlemen, that I have failed.'	true	299.9	302.74	23.352955
1463_134465_000023_000000	He drew down the corners of his mouth till he looked a cross between a music-hall comedian and a sick child.	He drew down the corners of his mouth till he looked a cross between a music hall comedian and a sick child.	false	303.11	308.98	24.934319
1463_134465_000024_000000	'If you were looking for something in the root of the hedge, you wouldn't want to scour the road in a high-speed automobile.	'If you were looking for something in the root of the hedge, you wouldn't want to scour the road in a high-speed automobile.	true	309.74	315.34	23.429432
1463_134465_000024_000001	And still less would you want to get a bird's-eye view in an aeroplane.	And still less would you want to get a bird's eye view in an aeroplane.	true	315.77	318.94	24.386503
1463_134465_000024_000002	That parable about fits my case.	That parable about fits my case.	true	319.25	321.42	25.569649
1463_134465_000024_000003	I have been in the clouds and I've been scorching on the pikes, but what I was wanting was in the ditch all the time, and I naturally missed it ...	I have been in the clouds and I've been scorching on the pikes, but what I was wanting was in the ditch all the time, and I naturally missed it ...	false	321.42	329.17	24.642601
1463_134465_000024_000004	I had the wrong stunt, Major.	I had the wrong stunt, Major.	true	329.36	331.23	20.218328
1463_134465_000024_000005	I was too high up and refined.	I was too high up and refined.	true	331.23	333.28	26.504915
1463_134465_000024_000006	I've been processing through Europe like Barnum's Circus, and living with generals and transparencies.	I've been processing through Europe like Barnum's Circus, and living with generals and transparencies.	true	333.35	339.04	23.658173
1463_134465_000024_000007	Not that I haven't picked up a lot of noos, and got some very interesting sidelights on high politics.	Not that I haven't picked up a lot of noos, and got some very interesting sidelights on high politics.	true	339.26	344.44	24
1463_134465_000024_000008	But the thing I was after wasn't to be found on my beat, for those that knew it weren't going to tell.	But the thing I was after wasn't to be found on my beat, for those that knew it weren't going to tell.	true	344.6	349.87	21.95143
1463_134465_000024_000009	In that kind of society they don't get drunk and blab after their tenth cocktail.	In that kind of society they don't get drunk and blab after their tenth cocktail.	true	350.12	354.28	23.775162
1463_134465_000024_000010	So I guess I've no contribution to make to quieting Sir Walter Bullivant's mind, except that he's dead right.	So I guess I've no contribution to make to quieting Sir Walter Bullivant's mind, except that he's dead right.	true	354.62	360.46	22.487131
1463_134465_000024_000011	Yes, Sir, he has hit the spot and rung the bell.	Yes, Sir, he has hit the spot and rung the bell.	true	360.68	363.19	23.465273
1463_134465_000024_000012	There is a mighty miracle-working proposition being floated in these parts, but the promoters are keeping it to themselves.	There is a mighty miracle working proposition being floated in these parts, but the promoters are keeping it to themselves.	true	363.29	369.7	23.935663
1463_134465_000024_000013	They aren't taking in more than they can help on the ground-floor.'	They aren't taking in more than they can help on the ground floor.'	true	369.74	372.52	20
1463_134465_000025_000000	Blenkiron stopped to light a fresh cigar.	Blenkiron stopped to light a fresh cigar.	true	373.55	375.91	20.353607
1463_134465_000025_000001	He was leaner than when he left London and there were pouches below his eyes.	He was leaner than when he left London and there were pouches below his eyes.	false	376.01	379.78	19
1463_134465_000025_000002	I fancy his journey had not been as fur-lined as he made out.	I fancy his journey had not been as fur lined as he made out.	true	379.91	383.19	19
1463_134465_000025_000003	'I've found out one thing, and that is, that the last dream Germany will part with is the control of the Near East.	'I've found out one thing, and that is, that the last dream Germany will part with is the control of the Near East.	false	383.19	389.71	21.223726
1463_134465_000025_000004	That is what your statesmen don't figure enough on. She'll give up Belgium and Alsace-Lorraine and Poland, but by God! she'll never give up the road to Mesopotamia till you have her by the throat and make her drop it.	That is what your statesmen don't figure enough on. She'll give up Belgium and Alsace Lorraine and Poland, but by God! she'll never give up the road to Mesopotamia till you have her by the throat and make her drop it.	true	390.05	400.6	21.83181
1463_134465_000025_000005	Sir Walter is a pretty bright-eyed citizen, and he sees it right enough.	Sir Walter is a pretty bright eyed citizen, and he sees it right enough.	true	401.21	405.01	23
1463_134465_000025_000006	If the worst happens, Kaiser will fling overboard a lot of ballast in Europe, and it will look like a big victory for the Allies, but he won't be beaten if he has the road to the East safe.	If the worst happens, Kaiser will fling overboard a lot of ballast in Europe, and it will look like a big victory for the Allies, but he won't be beaten if he has the road to the East safe.	true	405.14	415.33	23.936392
1463_134465_000025_000007	Germany's like a scorpion: her sting's in her tail, and that tail stretches way down into Asia.	Germany's like a scorpion: her sting's in her tail, and that tail stretches way down into Asia.	true	415.82	421.72	24.42615
1463_134465_000026_000000	'I got that clear, and I also made out that it wasn't going to be dead easy for her to keep that tail healthy.	'I got that clear, and I also made out that it wasn't going to be dead easy for her to keep that tail healthy.	true	422.42	427.87	23
1463_134465_000026_000001	Turkey's a bit of an anxiety, as you'll soon discover.	Turkey's a bit of an anxiety, as you'll soon discover.	true	428.21	431.05	20.798647
1463_134465_000026_000002	But Germany thinks she can manage it, and I won't say she can't.	But Germany thinks she can manage it, and I won't say she can't.	true	431.24	434.71	23.729773
1463_134465_000026_000003	It depends on the hand she holds, and she reckons it a good one.	It depends on the hand she holds, and she reckons it a good one.	false	434.84	438.34	21.738743
1463_134465_000026_000004	I tried to find out, but they gave me nothing but eyewash.	I tried to find out, but they gave me nothing but eyewash.	true	438.89	442.39	23.295948
1463_134465_000026_000005	I had to pretend to be satisfied, for the position of John S. wasn't so strong as to allow him to take liberties.	I had to pretend to be satisfied, for the position of john s wasn't so strong as to allow him to take liberties.	true	442.55	448.21	20
1463_134465_000026_000006	If I asked one of the highbrows he looked wise and spoke of the might of German arms and German organization and German staff-work.	If I asked one of the highbrows he looked wise and spoke of the might of German arms and German organization and German staff work.	true	448.49	455.38	21.247253
1463_134465_000026_000007	I used to nod my head and get enthusiastic about these stunts, but it was all soft soap.	I used to nod my head and get enthusiastic about these stunts, but it was all soft soap.	true	455.72	460.69	20.745968
1463_134465_000026_000008	She has a trick in hand--that much I know, but I'm darned if I can put a name to it.	She has a trick in hand-that much I know, but I'm darned if I can put a name to it.	true	460.76	465.37	21.554129
1463_134465_000026_000009	I pray to God you boys have been cleverer.'	I pray to God you boys have been cleverer.'	false	465.47	468.57	24.677204
1463_134465_000027_000000	His tone was quite melancholy, and I was mean enough to feel rather glad.	His tone was quite melancholy, and I was mean enough to feel rather glad.	true	468.57	473.05	23.235058
1463_134465_000027_000001	He had been the professional with the best chance.	He had been the professional with the best chance.	true	473.12	475.57	26.734663
1463_134465_000027_000002	It would be a good joke if the amateur succeeded where the expert failed.	It would be a good joke if the amateur succeeded where the expert failed.	true	475.67	479.53	27.665812
1463_134465_000028_000000	I looked at Sandy.	I looked at Sandy.	true	480.53	481.81	24.888376
1463_134465_000028_000001	He filled his pipe again, and pushed back his skin cap from his brows.	He filled his pipe again, and pushed back his skin cap from his brows.	true	481.97	485.7	22
1463_134465_000028_000002	What with his long dishevelled hair, his high-boned face, and stained eyebrows he had the appearance of some mad mullah.	What with his long dishevelled hair, his high boned face, and stained eyebrows he had the appearance of some mad mullah.	false	485.7	493.06	20.813757
1463_134465_000029_000000	'I went straight to Smyrna,' he said.	'I went straight to Smyrna,' he said.	true	494.09	496.06	23
1463_134465_000029_000001	'It wasn't difficult, for you see I had laid down a good many lines in former travels.	'It wasn't difficult, for you see I had laid down a good many lines in former travels.	true	496.49	501.1	22.609869
1463_134465_000029_000002	I reached the town as a Greek money-lender from the Fayum, but I had friends there I could count on, and the same evening I was a Turkish gipsy, a member of the most famous fraternity in Western Asia.	I reached the town as a Greek money lender from the Fayum, but I had friends there I could count on, and the same evening I was a Turkish gipsy, a member of the most famous fraternity in Western Asia.	false	501.5	512.11	22.316706
1463_134465_000029_000003	I had long been a member, and I'm blood-brother of the chief boss, so I stepped into the part ready made.	I had long been a member, and I'm blood brother of the chief boss, so I stepped into the part ready made.	false	512.45	518.23	21.843332
1463_134465_000029_000004	But I found out that the Company of the Rosy Hours was not what I had known it in 1910.	But I found out that the Company of the Rosy Hours was not what I had known it in nineteen ten.	true	518.42	523.12	21
1463_134465_000029_000005	Then it had been all for the Young Turks and reform; now it hankered after the old regime and was the last hope of the Orthodox.	Then it had been all for the Young Turks and reform; now it hankered after the old regime and was the last hope of the Orthodox.	false	523.55	530.44	22.901344
1463_134465_000029_000006	It had no use for Enver and his friends, and it did not regard with pleasure the _beaux yeux_ of the Teuton.	It had no use for Enver and his friends, and it did not regard with pleasure the underscore beaux yeux underscore of the Teuton.	false	530.63	536.62	20.612112
1463_134465_000029_000007	It stood for Islam and the old ways, and might be described as a Conservative-Nationalist caucus.	It stood for Islam and the old ways, and might be described as a Conservative Nationalist caucus.	false	536.99	542.5	23.74229
1463_134465_000029_000008	But it was uncommon powerful in the provinces, and Enver and Talaat daren't meddle with it.	But it was uncommon powerful in the provinces, and Enver and Talaat daren't meddle with it.	true	542.87	548.08	23.146475
1463_134465_000029_000009	The dangerous thing about it was that it said nothing and apparently did nothing.	The dangerous thing about it was that it said nothing and apparently did nothing.	true	548.57	552.43	22.25543
1463_134465_000029_000010	It just bided its time and took notes.	It just bided its time and took notes.	true	552.62	555.04	25.903265
1463_134465_000030_000000	'You can imagine that this was the very kind of crowd for my purpose. I knew of old its little ways, for with all its orthodoxy it dabbled a good deal in magic, and owed half its power to its atmosphere of the uncanny.	'You can imagine that this was the very kind of crowd for my purpose. I knew of old its little ways, for with all its orthodoxy it dabbled a good deal in magic, and owed half its power to its atmosphere of the uncanny.	true	555.83	567.79	26.059757
1463_134465_000030_000001	The Companions could dance the heart out of the ordinary Turk.	The Companions could dance the heart out of the ordinary Turk.	true	568.19	571.36	25.57129
1463_134465_000030_000002	You saw a bit of one of our dances this afternoon, Dick--pretty good, wasn't it?	You saw a bit of one of our dances this afternoon, Dick-pretty good, wasn't it?	true	571.67	575.8	20.928226
1463_134465_000030_000003	They could go anywhere, and no questions asked.	They could go anywhere, and no questions asked.	true	576.08	578.86	20.03697
1463_134465_000030_000004	They knew what the ordinary man was thinking, for they were the best intelligence department in the Ottoman Empire--far better than Enver's _Khafiyeh_.	They knew what the ordinary man was thinking, for they were the best intelligence department in the Ottoman Empire-far better than Enver's underscore Khafiyeh underscore.	false	579.05	587.55	22.867037
1463_134465_000030_000005	And they were popular, too, for they had never bowed the knee to the _Nemseh_--the Germans who are squeezing out the life-blood of the Osmanli for their own ends.	And they were popular, too, for they had never bowed the knee to the underscore Nemseh underscore--the Germans who are squeezing out the life blood of the Osmanli for their own ends.	false	587.55	596.5	23
1463_134465_000030_000006	It would have been as much as the life of the Committee or its German masters was worth to lay a hand on us, for we clung together like leeches and we were not in the habit of sticking at trifles.	It would have been as much as the life of the Committee or its German masters was worth to lay a hand on us, for we clung together like leeches and we were not in the habit of sticking at trifles.	true	597.02	606.43	22
1463_134465_000031_000000	'Well, you may imagine it wasn't difficult for me to move where I wanted.	'Well, you may imagine it wasn't difficult for me to move where I wanted.	false	607.46	611.32	23
1463_134465_000031_000001	My dress and the pass-word franked me anywhere.	My dress and the pass word franked me anywhere.	false	611.45	614.02	21.965752
1463_134465_000031_000002	I travelled from Smyrna by the new railway to Panderma on the Marmora, and got there just before Christmas.	I travelled from Smyrna by the new railway to Panderma on the Marmora, and got there just before Christmas.	true	614.21	621.25	21.038422
1463_134465_000031_000003	That was after Anzac and Suvla had been evacuated, but I could hear the guns going hard at Cape Helles.	That was after Anzac and Suvla had been evacuated, but I could hear the guns going hard at Cape Helles.	true	621.53	627.1	22.823805
1463_134465_000031_000004	From Panderma I started to cross to Thrace in a coasting steamer.	From Panderma I started to cross to Thrace in a coasting steamer.	true	627.38	631	23.469706
1463_134465_000031_000005	And there an uncommon funny thing happened--I got torpedoed.	And there an uncommon funny thing happened-I got torpedoed.	true	631.22	635.11	21.536188
1463_134465_000032_000000	'It must have been about the last effort of a British submarine in those waters.	'It must have been about the last effort of a British submarine in those waters.	true	635.93	639.82	22
1463_134465_000032_000001	But she got us all right.	But she got us all right.	true	640.01	641.5	18.780695
1463_134465_000032_000002	She gave us ten minutes to take to the boats, and then sent the blighted old packet and a fine cargo of 6-inch shells to the bottom.	She gave us ten minutes to take to the boats, and then sent the blighted old packet and a fine cargo of six-inch shells to the bottom.	true	641.51	648.49	23.333405
1463_134465_000032_000003	There weren't many passengers, so it was easy enough to get ashore in the ship's boats.	There weren't many passengers, so it was easy enough to get ashore in the ship's boats.	false	648.8	653.29	23.599714
1463_134465_000032_000004	The submarine sat on the surface watching us, as we wailed and howled in the true Oriental way, and I saw the captain quite close in the conning-tower. Who do you think it was?	The submarine sat on the surface watching us, as we wailed and howled in the true Oriental way, and I saw the captain quite close in the conning tower. Who do you think it was?	false	653.57	663.7	20.380146
1463_134465_000032_000005	Tommy Elliot, who lives on the other side of the hill from me at home.	Tommy Elliot, who lives on the other side of the hill from me at home.	true	663.86	667.24	19.02612
1463_134465_000033_000000	'I gave Tommy the surprise of his life.	'I gave Tommy the surprise of his life.	true	668.03	670.33	20.500292
1463_134465_000033_000001	As we bumped past him, I started the "Flowers of the Forest"--the old version--on the antique stringed instrument I carried, and I sang the words very plain. Tommy's eyes bulged out of his head, and he shouted at me in English to know who the devil I was.	As we bumped past him, I started the "Flowers of the Forest"--the old version-on the antique stringed instrument I carried, and I sang the words very plain. Tommy's eyes bulged out of his head, and he shouted at me in English to know who the devil I was.	true	670.4	685.24	21.19437
1463_134465_000033_000002	I replied in the broadest Scots, which no man in the submarine or in our boat could have understood a word of. "Maister Tammy," I cried, "what for wad ye skail a dacent tinkler lad intil a cauld sea?	I replied in the broadest Scots, which no man in the submarine or in our boat could have understood a word of. "Maister Tammy," I cried, "what for wad ye skail a dacent tinkler lad intil a cauld sea?	false	685.52	696.63	23.403378
1463_134465_000033_000003	I'll gie ye your kail through the reek for this ploy the next time I forgaither wi' ye on the tap o' Caerdon."	I'll g i e ye your kail through the reek for this ploy the next time I forgaither wi' ye on the tap o' Caerdon."	false	696.63	703.65	25.011877
1463_134465_000034_000000	'Tommy spotted me in a second.	'Tommy spotted me in a second.	true	703.65	705.34	22.719048
1463_134465_000034_000001	He laughed till he cried, and as we moved off shouted to me in the same language to "pit a stoot hert tae a stey brae".	He laughed till he cried, and as we moved off shouted to me in the same language to "pit a stoot hert t a e a stey brae".	false	705.44	712.54	22.696003
1463_134465_000034_000002	I hope to Heaven he had the sense not to tell my father, or the old man will have had a fit.	I hope to Heaven he had the sense not to tell my father, or the old man will have had a fit.	false	712.64	717.25	19.847828
1463_134465_000034_000003	He never much approved of my wanderings, and thought I was safely anchored in the battalion.	He never much approved of my wanderings, and thought I was safely anchored in the battalion.	true	717.47	721.57	20
1463_134465_000035_000000	'Well, to make a long story short, I got to Constantinople, and pretty soon found touch with Blenkiron.	'Well, to make a long story short, I got to Constantinople, and pretty soon found touch with Blenkiron.	true	722.51	728.35	23.906147
1463_134465_000035_000001	The rest you know.	The rest you know.	true	728.69	729.91	20.793127
1463_134465_000035_000002	And now for business.	And now for business.	true	730.46	731.73	23.506838
1463_134465_000035_000003	I have been fairly lucky--but no more, for I haven't got to the bottom of the thing nor anything like it.	I have been fairly lucky-but no more, for I haven't got to the bottom of the thing nor anything like it.	false	731.73	737.41	21.338516
1463_134465_000035_000004	But I've solved the first of Harry Bullivant's riddles.	But I've solved the first of Harry Bullivant's riddles.	false	737.66	740.14	21.1941
1463_134465_000035_000005	I know the meaning of _Kasredin_.	I know the meaning of underscore Kasredin underscore.	false	740.33	743.1	17.343407
1463_134465_000036_000000	'Sir Walter was right, as Blenkiron has told us.	'Sir Walter was right, as Blenkiron has told us.	true	743.1	745.81	22
1463_134465_000036_000001	There's a great stirring in Islam, something moving on the face of the waters.	There's a great stirring in Islam, something moving on the face of the waters.	true	746.09	750.1	20
1463_134465_000036_000002	They make no secret of it.	They make no secret of it.	true	750.29	751.9	23.008242
1463_134465_000036_000003	Those religious revivals come in cycles, and one was due about now.	Those religious revivals come in cycles, and one was due about now.	true	752	755.86	22
1463_134465_000036_000004	And they are quite clear about the details.	And they are quite clear about the details.	true	756.11	758.32	26.036207
1463_134465_000036_000005	A seer has arisen of the blood of the Prophet, who will restore the Khalifate to its old glories and Islam to its old purity.	A seer has arisen of the blood of the Prophet, who will restore the Khalifate to its old glories and Islam to its old purity.	false	758.42	765.28	24.192575
1463_134465_000036_000006	His sayings are everywhere in the Moslem world.	His sayings are everywhere in the Moslem world.	true	765.65	768.22	19.639229
1463_134465_000036_000007	All the orthodox believers have them by heart.	All the orthodox believers have them by heart.	true	768.44	771.1	23.525824
1463_134465_000036_000008	That is why they are enduring grinding poverty and preposterous taxation, and that is why their young men are rolling up to the armies and dying without complaint in Gallipoli and Transcaucasia.	That is why they are enduring grinding poverty and preposterous taxation, and that is why their young men are rolling up to the armies and dying without complaint in Gallipoli and Transcaucasia.	true	771.74	782.29	19.473846
1463_134465_000036_000009	They believe they are on the eve of a great deliverance.	They believe they are on the eve of a great deliverance.	true	782.45	785.17	23.067438
1463_134465_000037_000000	'Now the first thing I found out was that the Young Turks had nothing to do with this.	'Now the first thing I found out was that the Young Turks had nothing to do with this.	false	785.9	789.7	19.287916
1463_134465_000037_000001	They are unpopular and unorthodox, and no true Turks. But Germany has.	They are unpopular and unorthodox, and no true Turks. But Germany has.	true	790.01	794.98	26.91686
1463_134465_000037_000002	How, I don't know, but I could see quite plainly that in some subtle way Germany was regarded as a collaborator in the movement.	How, I don't know, but I could see quite plainly that in some subtle way Germany was regarded as a collaborator in the movement.	true	795.35	802.5	23.511068
