948_132710_000000_000000	PART TWELVE	PART TWELVE	false	18.42	19.54	19.40764
948_132710_000011_000002	I shall learn many secrets from my books. Through the years ahead, I shall rebuild the achievements of the past, and open the way to carry them further, the achievements which are open to me, but closed forever to my brothers, for their minds are shackled to the weakest and dullest ones among them.	I shall learn many secrets from my books. Through the years ahead, I shall rebuild the achievements of the past, and open the way to carry them further, the achievements which are open to me, but closed forever to my brothers, for their minds are shackled to the weakest and dullest ones among them.	false	177.11	196.51	21.005854
948_132710_000012_000000	I have learned that my power of the sky was known to men long ago; they called it Electricity.	I have learned that my power of the sky was known to men long ago; they called it Electricity.	false	197.51	203.2	20.239326
948_132710_000012_000001	It was the power that moved their greatest inventions.	It was the power that moved their greatest inventions.	true	203.81	206.74	15
948_132710_000012_000002	It lit this house with light which came from those globes of glass on the walls.	It lit this house with light which came from those globes of glass on the walls.	false	207.5	212.11	16
948_132710_000012_000003	I have found the engine which produced this light. I shall learn how to repair it and how to make it work again.	I have found the engine which produced this light. I shall learn how to repair it and how to make it work again.	true	212.27	218.38	20.649681
948_132710_000012_000004	I shall learn how to use the wires which carry this power.	I shall learn how to use the wires which carry this power.	true	219.02	222.64	21.292597
948_132710_000012_000005	Then I shall build a barrier of wires around my home, and across the paths which lead to my home; a barrier light as a cobweb, more impassable than a wall of granite; a barrier my brothers will never be able to cross.	Then I shall build a barrier of wires around my home, and across the paths which lead to my home; a barrier light as a cobweb, more impassable than a wall of granite; a barrier my brothers will never be able to cross.	true	223.13	240.19	19.204546
948_132710_000012_000006	For they have nothing to fight me with, save the brute force of their numbers.	For they have nothing to fight me with, save the brute force of their numbers.	true	241.13	245.53	21.58732
948_132710_000012_000007	I have my mind.	I have my mind.	true	245.75	247.75	20.392054
948_132710_000013_000000	Then here, on this mountaintop, with the world below me and nothing above me but the sun, I shall live my own truth.	Then here, on this mountaintop, with the world below me and nothing above me but the sun, I shall live my own truth.	true	248.72	257.2	21.185696
948_132710_000013_000001	Gaea is pregnant with my child.	Gaea is pregnant with my child.	true	257.36	259.59	21
948_132710_000013_000002	Our son will be raised as a man.	Our son will be raised as a man.	false	259.59	260.04	2
948_132710_000013_000003	He will be taught to say "I" and to bear the pride of it.	He will be taught to say "I" and to bear the pride of it.	true	260.04	263.74	23.567665
948_132710_000013_000004	He will be taught to walk straight and on his own feet.	He will be taught to walk straight and on his own feet.	false	264.2	267.61	21.178965
948_132710_000013_000005	He will be taught reverence for his own spirit.	He will be taught reverence for his own spirit.	true	268.04	270.97	19.444073
948_132710_000014_000000	When I shall have read all the books and learned my new way, when my home will be ready and my earth tilled, I shall steal one day, for the last time, into the cursed City of my birth.	When I shall have read all the books and learned my new way, when my home will be ready and my earth tilled, I shall steal one day, for the last time, into the cursed City of my birth.	false	271.73	286.87	19.408789
948_132710_000014_000001	I shall call to me my friend who has no name save International 4-8818, and all those like him, Fraternity 2-5503, who cries without reason, and Solidarity 9-6347 who calls for help in the night, and a few others.	I shall call to me my friend who has no name save International four minus eight thousand eight hundred eighteen, and all those like him, Fraternity two minus five thousand five hundred three, who cries without reason, and Solidarity nine minus six thousand three hundred forty seven who calls for help in the night, and a few others.	false	286.94	310.24	20.938242
948_132710_000014_000002	I shall call to me all the men and the women whose spirit has not been killed within them and who suffer under the yoke of their brothers.	I shall call to me all the men and the women whose spirit has not been killed within them and who suffer under the yoke of their brothers.	false	310.58	320.8	20.211235
948_132710_000014_000003	They will follow me and I shall lead them to my fortress.	They will follow me and I shall lead them to my fortress.	true	321.53	325.33	19.57212
948_132710_000014_000004	And here, in this uncharted wilderness, I and they, my chosen friends, my fellow-builders, shall write the first chapter in the new history of man.	And here, in this uncharted wilderness, I and they, my chosen friends, my fellow builders, shall write the first chapter in the new history of man.	true	326.33	339.88	19.087448
948_132710_000015_000000	These are the things before me.	These are the things before me.	false	340.85	342.97	15
948_132710_000015_000001	And as I stand here at the door of glory, I look behind me for the last time.	And as I stand here at the door of glory, I look behind me for the last time.	true	343.28	348.67	20
948_132710_000015_000002	I look upon the history of men, which I have learned from the books, and I wonder.	I look upon the history of men, which I have learned from the books, and I wonder.	true	348.77	354.07	19.899866
948_132710_000015_000003	It was a long story, and the spirit which moved it was the spirit of man's freedom. But what is freedom?	It was a long story, and the spirit which moved it was the spirit of man's freedom. But what is freedom?	true	354.89	364.36	19.615965
948_132710_000015_000004	Freedom from what?	Freedom from what?	true	365.06	366.73	23.136307
948_132710_000015_000005	There is nothing to take a man's freedom away from him, save other men.	There is nothing to take a man's freedom away from him, save other men.	true	367.13	371.77	17
948_132710_000015_000006	To be free, a man must be free of his brothers.	To be free, a man must be free of his brothers.	true	372.41	376.9	18.880514
948_132710_000015_000007	That is freedom.	That is freedom.	true	377.33	379.78	23.121664
948_132710_000015_000008	That and nothing else.	That and nothing else.	true	380.36	383.38	18.275553
948_132710_000016_000000	At first, man was enslaved by the gods.	At first, man was enslaved by the gods.	true	384.08	387.49	19.976898
948_132710_000016_000001	But he broke their chains.	But he broke their chains.	true	387.59	389.29	20
948_132710_000016_000002	Then he was enslaved by the kings.	Then he was enslaved by the kings.	true	389.63	392.35	21.519686
948_132710_000016_000003	But he broke their chains.	But he broke their chains.	true	392.63	394.27	21.882391
948_132710_000016_000004	He was enslaved by his birth, by his kin, by his race.	He was enslaved by his birth, by his kin, by his race.	true	394.91	399.37	21.643518
948_132710_000016_000005	But he broke their chains.	But he broke their chains.	true	399.59	401.32	22.806337
948_132710_000016_000006	He declared to all his brothers that a man has rights which neither god nor king nor other men can take away from him, no matter what their number, for his is the right of man, and there is no right on earth above this right.	He declared to all his brothers that a man has rights which neither god nor king nor other men can take away from him, no matter what their number, for his is the right of man, and there is no right on earth above this right.	true	401.78	418.87	20.556587
948_132710_000016_000007	And he stood on the threshold of the freedom for which the blood of the centuries behind him had been spilled.	And he stood on the threshold of the freedom for which the blood of the centuries behind him had been spilled.	false	419.18	425.74	20.954288
948_132710_000017_000000	But then he gave up all he had won, and fell lower than his savage beginning.	But then he gave up all he had won, and fell lower than his savage beginning.	true	426.53	436.75	20.200956
948_132710_000018_000000	What brought it to pass?	What brought it to pass?	true	438.47	440.29	24.525368
948_132710_000018_000001	What disaster took their reason away from men?	What disaster took their reason away from men?	true	440.3	444.46	19.87801
948_132710_000018_000002	What whip lashed them to their knees in shame and submission?	What whip lashed them to their knees in shame and submission?	true	444.74	449.95	21
948_132710_000018_000003	The worship of the word "We."	The worship of the word "We."	true	450.77	454.15	19.757004
948_132710_000019_000000	When men accepted that worship, the structure of centuries collapsed about them, the structure whose every beam had come from the thought of some one man, each in his day down the ages, from the depth of some one spirit, such spirit as existed but for its own sake.	When men accepted that worship, the structure of centuries collapsed about them, the structure whose every beam had come from the thought of some one man, each in his day down the ages, from the depth of some one spirit, such spirit as existed but for its own sake.	false	455.84	477.61	21.593727
948_132710_000019_000001	Those men who survived those eager to obey, eager to live for one another, since they had nothing else to vindicate them--those men could neither carry on, nor preserve what they had received.	Those men who survived those eager to obey, eager to live for one another, since they had nothing else to vindicate them-those men could neither carry on, nor preserve what they had received.	true	478.49	490.27	22.348087
948_132710_000019_000002	Thus did all thought, all science, all wisdom perish on earth.	Thus did all thought, all science, all wisdom perish on earth.	true	490.4	495.07	20.799967
948_132710_000019_000003	Thus did men--men with nothing to offer save their great number--lost the steel towers, the flying ships, the power wires, all the things they had not created and could never keep. Perhaps, later, some men had been born with the mind and the courage to recover these things which were lost; perhaps these men came before the Councils of Scholars.	Thus did men-men with nothing to offer save their great number-lost the steel towers, the flying ships, the power wires, all the things they had not created and could never keep. Perhaps, later, some men had been born with the mind and the courage to recover these things which were lost; perhaps these men came before the Councils of Scholars.	false	496.13	521.56	20.848572
948_132710_000019_000004	They were answered as I have been answered--and for the same reasons.	They were answered as I have been answered-and for the same reasons.	false	521.57	525.16	17.54918
948_132710_000020_000000	But I still wonder how it was possible, in those graceless years of transition, long ago, that men did not see whither they were going, and went on, in blindness and cowardice, to their fate.	But I still wonder how it was possible, in those graceless years of transition, long ago, that men did not see whither they were going, and went on, in blindness and cowardice, to their fate.	true	525.74	541.81	21.089031
948_132710_000020_000001	I wonder, for it is hard for me to conceive how men who knew the word "I" could give it up and not know what they lost.	I wonder, for it is hard for me to conceive how men who knew the word "I" could give it up and not know what they lost.	false	542.57	554.26	20.83614
948_132710_000020_000002	But such has been the story, for I have lived in the City of the damned, and I know what horror men permitted to be brought upon them.	But such has been the story, for I have lived in the City of the damned, and I know what horror men permitted to be brought upon them.	true	554.93	563.98	19.902113
948_132710_000021_000000	Perhaps, in those days, there were a few among men, a few of clear sight and clean soul, who refused to surrender that word.	Perhaps, in those days, there were a few among men, a few of clear sight and clean soul, who refused to surrender that word.	true	564.47	574.03	21.128078
948_132710_000021_000001	What agony must have been theirs before that which they saw coming and could not stop! Perhaps they cried out in protest and in warning.	What agony must have been theirs before that which they saw coming and could not stop! Perhaps they cried out in protest and in warning.	true	574.67	583.87	21.809525
948_132710_000021_000002	But men paid no heed to their warning.	But men paid no heed to their warning.	true	584.54	587.32	18
948_132710_000021_000003	And they, these few, fought a hopeless battle, and they perished with their banners smeared by their own blood.	And they, these few, fought a hopeless battle, and they perished with their banners smeared by their own blood.	false	588.38	596.23	21.725304
948_132710_000021_000004	And they chose to perish, for they knew.	And they chose to perish, for they knew.	true	596.45	600.67	23.102497
948_132710_000021_000005	To them, I send my salute across the centuries, and my pity.	To them, I send my salute across the centuries, and my pity.	true	601.28	607.39	21.409746
948_132710_000022_000000	Theirs is the banner in my hand.	Theirs is the banner in my hand.	true	608.36	610.72	18.712866
948_132710_000022_000001	And I wish I had the power to tell them that the despair of their hearts was not to be final, and their night was not without hope.	And I wish I had the power to tell them that the despair of their hearts was not to be final, and their night was not without hope.	true	610.82	621.19	21.656952
948_132710_000022_000002	For the battle they lost can never be lost.	For the battle they lost can never be lost.	true	621.47	624.85	19.966421
948_132710_000022_000003	For that which they died to save can never perish.	For that which they died to save can never perish.	true	625.25	630.13	22.931295
948_132710_000022_000004	Through all the darkness, through all the shame of which men are capable, the spirit of man will remain alive on this earth.	Through all the darkness, through all the shame of which men are capable, the spirit of man will remain alive on this earth.	true	630.86	639.22	20.997398
948_132710_000022_000005	It may sleep, but it will awaken.	It may sleep, but it will awaken.	true	639.68	643.54	20.292883
948_132710_000022_000006	It may wear chains, but it will break through.	It may wear chains, but it will break through.	true	644.3	649.36	20.953379
948_132710_000022_000007	And man will go on.	And man will go on.	true	650.39	652.09	19.99837
948_132710_000022_000008	Man, not men.	Man, not men.	true	652.7	655.81	21.110794
948_132710_000023_000000	Here on this mountain, I and my sons and my chosen friends shall build our new land and our fort.	Here on this mountain, I and my sons and my chosen friends shall build our new land and our fort.	true	657.41	666.07	19.852945
948_132710_000023_000001	And it will become as the heart of the earth, lost and hidden at first, but beating, beating louder each day.	And it will become as the heart of the earth, lost and hidden at first, but beating, beating louder each day.	true	666.38	675.79	21.804792
948_132710_000023_000002	And word of it will reach every corner of the earth.	And word of it will reach every corner of the earth.	true	677.21	680.59	19.479643
948_132710_000023_000003	And the roads of the world will become as veins which will carry the best of the world's blood to my threshold.	And the roads of the world will become as veins which will carry the best of the world's blood to my threshold.	true	680.69	688.63	19.352228
948_132710_000023_000004	And all my brothers, and the Councils of my brothers, will hear of it, but they will be impotent against me.	And all my brothers, and the Councils of my brothers, will hear of it, but they will be impotent against me.	true	688.97	697.93	21.137001
948_132710_000023_000005	And the day will come when I shall break all the chains of the earth, and raze the cities of the enslaved, and my home will become the capital of a world where each man will be free to exist for his own sake.	And the day will come when I shall break all the chains of the earth, and raze the cities of the enslaved, and my home will become the capital of a world where each man will be free to exist for his own sake.	false	698.27	713.35	20.859394
948_132710_000024_000000	For the coming of that day shall I fight, I and my sons and my chosen friends.	For the coming of that day shall I fight, I and my sons and my chosen friends.	false	714.14	720.85	19.406988
948_132710_000024_000001	For the freedom of Man.	For the freedom of Man.	true	721.19	723.46	22.157866
948_132710_000024_000002	For his rights.	For his rights.	true	723.95	725.38	21.462038
948_132710_000024_000003	For his life.	For his life.	true	725.57	727.095	20.44092
948_132710_000024_000004	For his honor.	For his honor.	true	727.095	729.31	21.263817
948_132710_000025_000000	And here, over the portals of my fort, I shall cut in the stone the word which is to be my beacon and my banner.	And here, over the portals of my fort, I shall cut in the stone the word which is to be my beacon and my banner.	true	729.89	740.95	20.503109
948_132710_000025_000001	The word which will not die, should we all perish in battle.	The word which will not die, should we all perish in battle.	true	741.35	745.78	21.746107
948_132710_000025_000002	The word which can never die on this earth, for it is the heart of it and the meaning and the glory.	The word which can never die on this earth, for it is the heart of it and the meaning and the glory.	true	746	753.94	19.627821
948_132710_000026_000000	The sacred word:	The sacred word:	true	755	756.55	23.013805
948_132710_000027_000000	EGO	EGO	true	757.61	758.49	17.966358
948_132710_000028_000000	End of the Project Gutenberg EBook of Anthem, by Ayn Rand	End of the Project Gutenberg EBook of Anthem, by Ayn Rand	false	758.49	766.83	16.760452
