5809_51163_000000_000000	XI	XI	false	7.2	7.65	11
5809_51163_000044_000000	But he did not finish the sentence.	But he did not finish the sentence.	true	534.5	536.56	20.506899
5809_51163_000044_000001	From an unexpected quarter a shot rang out.	From an unexpected quarter a shot rang out.	true	536.69	539.59	21.702765
5809_51163_000044_000002	It struck the pail of milk and dashed it over the German and over Father De Smet too.	It struck the pail of milk and dashed it over the German and over Father De Smet too.	false	540.05	545.34	21.74816
5809_51163_000044_000003	Another shot followed, and the right arm of the soldier fell helpless to his side.	Another shot followed, and the right arm of the soldier fell helpless to his side.	true	545.34	549.79	19.922192
5809_51163_000044_000004	One of his companions gave a howl and fell to the ground.	One of his companions gave a howl and fell to the ground.	true	550.04	553.51	20.385115
5809_51163_000044_000005	Still no one appeared at whom the Germans could direct their fire.	Still no one appeared at whom the Germans could direct their fire.	true	553.91	557.89	21.45588
5809_51163_000044_000006	"Snipers!" shouted the soldiers, instantly lowering their guns, but before they could even fire in the direction of the unseen enemy, there was such a patter of bullets about them that they turned and fled.	"Snipers!" shouted the soldiers, instantly lowering their guns, but before they could even fire in the direction of the unseen enemy, there was such a patter of bullets about them that they turned and fled.	false	558.11	570.64	21.107004
5809_51163_000045_000000	Father De Smet fled, too.	Father De Smet fled, too.	true	570.98	572.8	20.199053
5809_51163_000045_000001	He leaped over the frying-pan and tore down the river-bank after the boat.	He leaped over the frying pan and tore down the river bank after the boat.	true	572.99	577.18	19.750834
5809_51163_000045_000002	As he overtook it, Mother De Smet ran out the gang plank.	As he overtook it, Mother De Smet ran out the gang plank.	false	577.58	581.02	19.989437
5809_51163_000045_000003	"Boys!" shouted Father De Smet.	"Boys!" shouted Father De Smet.	true	581.54	583.665	22.031815
5809_51163_000045_000004	"Get aboard!	"Get aboard!	true	583.665	584.565	22.378626
5809_51163_000045_000005	Get aboard!" Joseph and Jan instantly stopped the mule and, dropping the reins, raced up the gangplank, almost before the end of it rested safely on the ground.	Get aboard!" Joseph and Jan instantly stopped the mule and, dropping the reins, raced up the gangplank, almost before the end of it rested safely on the ground.	false	584.565	594.55	21.387867
5809_51163_000045_000006	Father De Smet snatched up the reins.	Father De Smet snatched up the reins.	true	595.07	597.25	19.381104
5809_51163_000045_000007	On went the boat at Netteke's best speed, which seemed no better than a snail's pace to the fleeing family.	On went the boat at Netteke's best speed, which seemed no better than a snail's pace to the fleeing family.	true	597.53	603.82	20.997892
5809_51163_000045_000008	Sounds of the skirmish continued to reach their ears, even when they had gone some distance down the river, and it was not until twilight had deepened into dusk, and they were hidden in its shadows, that they dared hope the danger was passed.	Sounds of the skirmish continued to reach their ears, even when they had gone some distance down the river, and it was not until twilight had deepened into dusk, and they were hidden in its shadows, that they dared hope the danger was passed.	false	604.22	617.44	20.695284
5809_51163_000045_000009	It was after ten o'clock at night when the "Old Woman" at last approached the twinkling lights of Antwerp, and they knew that, for the time being at least, they were safe.	It was after ten o'clock at night when the "Old Woman" at last approached the twinkling lights of Antwerp, and they knew that, for the time being at least, they were safe.	true	617.96	627.58	21.251831
5809_51163_000046_000000	They wore now beyond the German lines in country still held by the Belgians.	They wore now beyond the German lines in country still held by the Belgians.	false	627.95	632.41	17.663805
5809_51163_000046_000001	Here, in a suburb of the city, Father De Smet decided to dock for the night.	Here, in a suburb of the city, Father De Smet decided to dock for the night.	true	632.72	637.54	21.739456
5809_51163_000046_000002	A distant clock struck eleven as the hungry but thankful family gathered upon the deck of the "Old Woman" to eat a meager supper of bread and cheese with only the moon to light their repast.	A distant clock struck eleven as the hungry but thankful family gathered upon the deck of the "Old Woman" to eat a meager supper of bread and cheese with only the moon to light their repast.	true	637.91	650.5	21.18755
5809_51163_000046_000003	Not until they had finished did Father De Smet tell them all that had happened to him during the few terrible moments when he was in the hands of the enemy.	Not until they had finished did Father De Smet tell them all that had happened to him during the few terrible moments when he was in the hands of the enemy.	false	650.87	659.29	19.428055
5809_51163_000047_000000	"They overreached themselves," he said.	"They overreached themselves," he said.	true	659.75	662.145	21.846178
5809_51163_000047_000001	"They meant to amuse themselves by prolonging my misery, and they lingered just a bit too long." He turned to Jan and Joseph.	"They meant to amuse themselves by prolonging my misery, and they lingered just a bit too long." He turned to Jan and Joseph.	false	662.145	669.76	19.217855
5809_51163_000047_000002	"You were brave boys!	"You were brave boys!	true	669.92	671.43	20.795612
5809_51163_000047_000003	If you had not started the boat when you did, it is quite likely they might have got me, after all, and the potatoes too.	If you had not started the boat when you did, it is quite likely they might have got me, after all, and the potatoes too.	true	671.43	678.79	21.555338
5809_51163_000047_000004	I am proud of you."	I am proud of you."	true	679.13	680.46	23.739065
5809_51163_000048_000000	"But, Father," cried Joseph, "who could have fired those shots?	"But, Father," cried Joseph, "who could have fired those shots?	false	680.46	685.09	21.091066
5809_51163_000048_000001	We didn't see a soul."	We didn't see a soul."	false	685.13	687.21	20.503767
5809_51163_000049_000000	"Neither did I," answered his father; "and neither did the Germans for that matter.	"Neither did I," answered his father; "and neither did the Germans for that matter.	true	687.21	692.05	21.314928
5809_51163_000049_000001	There was no one in sight."	There was no one in sight."	true	692.18	693.85	19.295221
5809_51163_000050_000000	"Oh," cried Mother De Smet, "it was as if the good God himself intervened to save you!"	"Oh," cried Mother De Smet, "it was as if the good God himself intervened to save you!"	true	694.22	699.64	20.354189
5809_51163_000051_000000	"As I figure it out," said Father De Smet, "we must have stopped very near the trenches, and our own men must have seen the Germans attack us.	"As I figure it out," said Father De Smet, "we must have stopped very near the trenches, and our own men must have seen the Germans attack us.	true	700.16	708.58	18.013716
5809_51163_000051_000001	My German friend had evidently been following us up, meaning to get everything we had and me too.	My German friend had evidently been following us up, meaning to get everything we had and me too.	true	708.98	714.88	17
5809_51163_000051_000002	But the smell of the onions was too much for him!	But the smell of the onions was too much for him!	true	715.01	717.73	20.627686
5809_51163_000051_000003	If he hadn't been greedy, he might have carried out his plan, but he wanted our potatoes and our supper too; and so he got neither!" he chuckled.	If he hadn't been greedy, he might have carried out his plan, but he wanted our potatoes and our supper too; and so he got neither!" he chuckled.	true	717.86	726.64	20.45887
5809_51163_000051_000004	"And neither did the Kaiser get a toast from me!	"And neither did the Kaiser get a toast from me!	true	727.07	729.55	20.474297
5809_51163_000051_000005	Instead, he got a salute from the Belgians." He crossed himself reverently. "Thank God for our soldiers," he said, and Mother De Smet, weeping softly, murmured a devout "Amen."	Instead, he got a salute from the Belgians." He crossed himself reverently. "Thank God for our soldiers," he said, and Mother De Smet, weeping softly, murmured a devout "Amen."	true	729.89	742.18	20.899593
5809_51163_000052_000000	Little did Jan and Marie dream as they listened, that this blessing rested upon their own father, and that he had been one of the Belgian soldiers, who, firing from the trenches, had delivered them from the hands of their enemies.	Little did Jan and Marie dream as they listened, that this blessing rested upon their own father, and that he had been one of the Belgian soldiers, who, firing from the trenches, had delivered them from the hands of their enemies.	false	742.94	755.65	20.3753
5809_51163_000052_000001	Their father, hidden away, in the earth like a fox, as little dreamed that he had helped to save his own children from a terrible fate.	Their father, hidden away, in the earth like a fox, as little dreamed that he had helped to save his own children from a terrible fate.	false	756.2	771.48	18.695501
