3157_168062_000000_000000	CHAPTER XIX.	CHAPTER nineteen.	false	1.05	1.56	23
3157_168062_000014_000001	There was no end to the things which she had to do, for the kitchen was long and wide, and took many steps to set it in order, and it was drawing toward tea-time of a Tuesday evening, and there were fifteen boarders who were, most of them, punctual to a minute.	There was no end to the things which she had to do, for the kitchen was long and wide, and took many steps to set it in order, and it was drawing toward tea time of a Tuesday evening, and there were fifteen boarders who were, most of them, punctual to a minute.	true	28.79	45.88	21.886473
3157_168062_000015_000000	Sadie, the next oldest sister, was still at the academy, as also were Alfred and Julia, while little Minnie, the pet and darling, most certainly was _not_.	Sadie, the next oldest sister, was still at the academy, as also were Alfred and Julia, while little Minnie, the pet and darling, most certainly was underscore not underscore.	false	46.58	58.44	21.434198
3157_168062_000015_000001	She was around in the way, putting little fingers into every possible place where little fingers ought not to be.	She was around in the way, putting little fingers into every possible place where little fingers ought not to be.	true	58.44	65.14	19
3157_168062_000015_000002	It was well for her that, no matter how warm, and vexed, and out of order Ester might be, she never reached the point in which her voice could take other than a loving tone in speaking to Minnie; for Minnie, besides being a precious little blessing in herself, was the child of Ester's oldest sister, whose home was far away in a Western graveyard, and the little girl had been with them since her early babyhood, three years before.	It was well for her that, no matter how warm, and vexed, and out of order Ester might be, she never reached the point in which her voice could take other than a loving tone in speaking to Minnie; for Minnie, besides being a precious little blessing in herself, was the child of Ester's oldest sister, whose home was far away in a Western graveyard, and the little girl had been with them since her early babyhood, three years before.	true	65.72	93.76	21.82001
3157_168062_000016_000000	So Ester hurried to and from the pantry, with quick, nervous movements, as the sun went toward the west, saying to Maggie who was ironing with all possible speed:	So Ester hurried to and from the pantry, with quick, nervous movements, as the sun went toward the west, saying to Maggie who was ironing with all possible speed:	true	94.58	105.76	23.54902
3157_168062_000017_000000	"Maggie, do _hurry_, and get ready to help me, or I shall never have tea ready:" Saying it in a sharp fretful tone.	"Maggie, do underscore hurry underscore, and get ready to help me, or I shall never have tea ready:" Saying it in a sharp fretful tone.	false	105.95	113.71	21.592228
3157_168062_000017_000001	Then: "No, no, Birdie, don't touch!" in quite a different tone to Minnie, who laid loving hands on a box of raisins.	Then: "No, no, Birdie, don't touch!" in quite a different tone to Minnie, who laid loving hands on a box of raisins.	true	113.84	121.87	22.729565
3157_168062_000018_000000	"I _am_ hurrying as fast as I _can_!" Maggie made answer.	"I underscore am underscore hurrying as fast as I underscore can underscore!" Maggie made answer.	false	122.24	126.37	20.296574
3157_168062_000018_000001	"But such an ironing as I have every week can't be finished in a minute."	"But such an ironing as I have every week can't be finished in a minute."	false	126.47	131.79	21.939367
3157_168062_000019_000000	"Well, well!	"Well, well!	true	131.79	132.39	15.125195
3157_168062_000019_000001	Don't talk; that won't hurry matters any."	Don't talk; that won't hurry matters any."	true	132.39	135.28	19.5947
3157_168062_000020_000000	Sadie Ried opened the door that led from the dining-room to the kitchen, and peeped in a thoughtless young head, covered with bright brown curls:	Sadie Ried opened the door that led from the dining room to the kitchen, and peeped in a thoughtless young head, covered with bright brown curls:	true	135.65	143.77	22
3157_168062_000021_000000	"How are you, Ester?"	"How are you, Ester?"	true	144.29	145.75	23.706514
3157_168062_000022_000000	And she emerged fully into the great warm kitchen, looking like a bright flower picked from the garden, and put out of place.	And she emerged fully into the great warm kitchen, looking like a bright flower picked from the garden, and put out of place.	true	146.24	153.61	24.940964
3157_168062_000022_000001	Her pink gingham dress, and white, ruffled apron--yes, and the very school books which she swung by their strap, waking a smothered sigh in Ester's heart.	Her pink gingham dress, and white, ruffled apron-yes, and the very school books which she swung by their strap, waking a smothered sigh in Ester's heart.	true	153.86	164.32	22.38069
3157_168062_000023_000000	"O, my patience!" was her greeting.	"O, my patience!" was her greeting.	true	164.63	167.05	26.612709
3157_168062_000024_000000	"Are _you_ home?	"Are underscore you underscore home?	false	167.06	168.15	17.166172
3157_168062_000024_000001	Then school is out".	Then school is out".	true	168.15	169.51	24.142893
3157_168062_000025_000000	"I guess it _is_," said Sadie.	"I guess it underscore is underscore," said Sadie.	false	169.82	171.78	22.044323
3157_168062_000025_000001	"We've been down to the river since school."	"We've been down to the river since school."	true	171.78	174.22	22.23684
3157_168062_000026_000000	"Sadie, won't you come and cut the beef and cake, and make the tea?	"Sadie, won't you come and cut the beef and cake, and make the tea?	true	174.74	178.78	24.085838
3157_168062_000026_000001	I did not know it was so late, and I'm nearly tired to death."	I did not know it was so late, and I'm nearly tired to death."	true	178.97	182.95	23.930445
3157_168062_000027_000000	Sadie looked sober.	Sadie looked sober.	true	183.56	185.22	24.23024
3157_168062_000027_000001	"I would in a minute, Ester, only I've brought Florence Vane home with me, and I should not know what to do with her in the meantime.	"I would in a minute, Ester, only I've brought Florence Vane home with me, and I should not know what to do with her in the meantime.	false	185.22	192.58	21
3157_168062_000027_000002	Besides, Mr. Hammond said he would show me about my algebra if I'd go out on the piazza this minute."	Besides, mr Hammond said he would show me about my algebra if I'd go out on the piazza this minute."	true	192.77	199.21	21
3157_168062_000028_000000	"Well, _go_ then, and tell Mr. Hammond to wait for his tea until he gets it!" Ester answered, crossly.	"Well, underscore go underscore then, and tell mr Hammond to wait for his tea until he gets it!" Ester answered, crossly.	false	199.88	206.26	22.975351
3157_168062_000029_000000	"Here, Julia"--to the ten-year old newcomer--"Go away from that raisin-box, this minute.	"Here, Julia"--to the ten year old newcomer-"Go away from that raisin box, this minute.	true	206.69	211.965	23.235874
3157_168062_000029_000001	Go up stairs out of my way, and Alfred too. Sadie, take Minnie with you; I can't have her here another instant. You can afford to do that much, perhaps."	Go up stairs out of my way, and Alfred too. Sadie, take Minnie with you; I can't have her here another instant. You can afford to do that much, perhaps."	true	211.965	222.07	22.65777
3157_168062_000030_000000	"O, Ester, you're cross!" said Sadie, in a good-humored tone, coming forward after the little girl.	"O, Ester, you're cross!" said Sadie, in a good humored tone, coming forward after the little girl.	true	222.8	229.06	22
3157_168062_000031_000000	"Come, Birdie, Auntie Essie's cross, isn't she?	"Come, Birdie, Auntie Essie's cross, isn't she?	true	229.67	233.01	23.344917
3157_168062_000031_000001	Come with Aunt Sadie. We'll go to the piazza and make Mr. Hammond tell us a story."	Come with Aunt Sadie. We'll go to the piazza and make mr Hammond tell us a story."	false	233.01	238.18	25.273806
3157_168062_000032_000000	And Minnie--Ester's darling, who never received other than loving words from her--went gleefully off, leaving another heartburn to the weary girl.	And Minnie-Ester's darling, who never received other than loving words from her-went gleefully off, leaving another heartburn to the weary girl.	true	238.73	248.5	21
3157_168062_000032_000001	They _stung_ her, those words: "Auntie Essie's cross, isn't she?"	They underscore stung underscore her, those words: "Auntie Essie's cross, isn't she?"	false	248.87	254.2	22.127338
3157_168062_000033_000000	Back and forth, from dining-room to pantry, from pantry to dining-room, went the quick feet At last she spoke:	Back and forth, from dining room to pantry, from pantry to dining room, went the quick feet At last she spoke:	true	254.21	261.97	23.208027
3157_168062_000034_000000	"Maggie, leave the ironing and help me; it is time tea was ready."	"Maggie, leave the ironing and help me; it is time tea was ready."	true	262.04	265.99	19.339743
3157_168062_000035_000000	"I'm just ironing Mr. Holland's shirt," objected Maggie.	"I'm just ironing mr Holland's shirt," objected Maggie.	true	266.33	270.04	23.039616
3157_168062_000036_000000	"Well, I don't care if Mr. Holland _never_ has another shirt ironed. I want you to go to the spring for water and fill the table-pitchers, and do a dozen other things."	"Well, I don't care if mr Holland underscore never underscore has another shirt ironed. I want you to go to the spring for water and fill the table pitchers, and do a dozen other things."	false	270.44	280.03	22
3157_168062_000037_000000	The tall clock in the dining-room struck five, and the dining-bell pealed out its prompt summons through the house.	The tall clock in the dining room struck five, and the dining bell pealed out its prompt summons through the house.	true	280.52	286.96	23
3157_168062_000037_000001	The family gathered promptly and noisily--school-girls, half a dozen or more, Mr. Hammond, the principal of the academy, Miss Molten, the preceptress, Mrs. Brookley, the music-teacher, Dr. Van Anden, the new physician, Mr. and Mrs. Holland, and Mr. Arnett, Mr. Holland's clerk.	The family gathered promptly and noisily-school girls, half a dozen or more, mr Hammond, the principal of the academy, Miss Molten, the preceptress, mrs Brookley, the music teacher, dr Van Anden, the new physician, mr and mrs Holland, and mr Arnett, mr Holland's clerk.	false	287.09	307.63	22.837696
3157_168062_000037_000002	There was a moment's hush while Mr. Hammond asked a blessing on the food; then the merry talk went on.	There was a moment's hush while mr Hammond asked a blessing on the food; then the merry talk went on.	true	308.09	314.5	21.039394
3157_168062_000037_000003	For them all Maggie poured cups of tea, and Ester passed bread and butter, and beef and cheese, and Sadie gave overflowing dishes of blackberries, and chattered like a magpie, which last she did everywhere and always.	For them all Maggie poured cups of tea, and Ester passed bread and butter, and beef and cheese, and Sadie gave overflowing dishes of blackberries, and chattered like a magpie, which last she did everywhere and always.	false	314.72	328.03	22
3157_168062_000038_000000	"This has been one of the scorching days," Mr. Holland said.	"This has been one of the scorching days," mr Holland said.	true	328.31	331.72	21.674854
3157_168062_000038_000001	"It was as much as I could do to keep cool in the store, and we generally ARE well off for a breeze there."	"It was as much as I could do to keep cool in the store, and we generally ARE well off for a breeze there."	true	332.03	337.87	20
3157_168062_000039_000000	"It has been more than _I_ could do to keep cool anywhere," Mrs. Holland answered.	"It has been more than underscore I underscore could do to keep cool anywhere," mrs Holland answered.	false	338.57	342.88	21.405403
3157_168062_000039_000001	"I gave it up long ago in despair."	"I gave it up long ago in despair."	true	342.92	345.46	23.153101
3157_168062_000040_000000	Ester's lip curled a little.	Ester's lip curled a little.	true	346.16	347.985	21.476885
3157_168062_000040_000001	Mrs. Holland had nothing in the world to do, from morning until night, but to keep herself cool.	mrs Holland had nothing in the world to do, from morning until night, but to keep herself cool.	true	347.985	353.71	21
3157_168062_000040_000002	She wondered what the lady would have said to the glowing kitchen, where _she_ had passed most of the day.	She wondered what the lady would have said to the glowing kitchen, where underscore she underscore had passed most of the day.	false	353.78	359.8	20.992441
3157_168062_000041_000000	"Miss Ester looks as though the heat had been too much for her cheeks," Mrs. Brookley said, laughing.	"Miss Ester looks as though the heat had been too much for her cheeks," mrs Brookley said, laughing.	true	360.41	366.07	22
3157_168062_000041_000001	"What _have_ you been doing?"	"What underscore have underscore you been doing?"	false	366.14	367.96	22.286152
3157_168062_000042_000000	"Something besides keeping cool," Ester answered soberly.	"Something besides keeping cool," Ester answered soberly.	true	368.45	372.22	24.465746
3157_168062_000043_000000	"Which is a difficult thing to do, however," Dr. Van Anden said, speaking soberly too.	"Which is a difficult thing to do, however," dr Van Anden said, speaking soberly too.	true	372.71	378.43	22.354254
3157_168062_000044_000000	"I don't know, sir; if I had nothing to do but that, I think I could manage it."	"I don't know, sir; if I had nothing to do but that, I think I could manage it."	true	378.83	383.14	21
3157_168062_000045_000000	"I have found trouble sometimes in keeping myself at the right temperature even in January."	"I have found trouble sometimes in keeping myself at the right temperature even in January."	true	383.99	389.35	22
3157_168062_000046_000000	Ester's cheeks glowed yet more.	Ester's cheeks glowed yet more.	true	389.66	391.9	23.635958
3157_168062_000046_000001	She understood Dr. Van Anden, and she knew her face did not look very self-controlled.	She understood dr Van Anden, and she knew her face did not look very self controlled.	true	392.12	397.66	23
3157_168062_000046_000002	No one knows what prompted Minnie to speak just then.	No one knows what prompted Minnie to speak just then.	true	397.79	400.83	21.108643
3157_168062_000047_000000	"Aunt Sadie said Auntie Essie was cross.	"Aunt Sadie said Auntie Essie was cross.	false	400.83	404.505	21.233118
3157_168062_000047_000001	Were you, Auntie Essie?"	Were you, Auntie Essie?"	true	404.505	406.09	25.301153
3157_168062_000048_000000	The household laughed, and Sadie came to the rescue.	The household laughed, and Sadie came to the rescue.	true	406.76	409.9	23.088245
3157_168062_000049_000000	"Why, Minnie! you must not tell what Aunt Sadie says.	"Why, Minnie! you must not tell what Aunt Sadie says.	true	410.27	413.92	20.12183
3157_168062_000049_000001	It is just as sure to be nonsense as it is that you are a chatter-box."	It is just as sure to be nonsense as it is that you are a chatter box."	false	413.96	418.39	23
3157_168062_000050_000000	Ester thought that they would _never_ all finish their supper and depart; but the latest comer strolled away at last, and she hurried to toast a slice of bread, make a fresh cup of tea, and send Julia after Mrs. Ried.	Ester thought that they would underscore never underscore all finish their supper and depart; but the latest comer strolled away at last, and she hurried to toast a slice of bread, make a fresh cup of tea, and send Julia after mrs Ried.	false	419.03	432.64	24.113699
3157_168062_000051_000000	Sadie hovered around the pale, sad-faced woman while she ate.	Sadie hovered around the pale, sad faced woman while she ate.	true	433.25	437.17	21.510899
3157_168062_000052_000000	"Are you _truly_ better, mother?	"Are you underscore truly underscore better, mother?	false	437.57	439.77	20.856453
3157_168062_000052_000001	I've been worried half to pieces about you all day."	I've been worried half to pieces about you all day."	true	439.77	442.99	22.473362
3157_168062_000053_000000	"O, yes; I'm better.	"O, yes; I'm better.	true	443.6	445.245	20.727062
3157_168062_000053_000001	Ester, you look dreadfully tired.	Ester, you look dreadfully tired.	true	445.245	447.405	25.947515
3157_168062_000053_000002	Have you much more to do?"	Have you much more to do?"	true	447.405	448.87	27
3157_168062_000054_000000	"Only to trim the lamps, and make three beds that I had not time for this morning, and get things ready for breakfast, and finish Sadie's dress."	"Only to trim the lamps, and make three beds that I had not time for this morning, and get things ready for breakfast, and finish Sadie's dress."	true	449.54	458.53	21
3157_168062_000055_000000	"Can't Maggie do any of these things?"	"Can't Maggie do any of these things?"	true	459.29	461.56	22.644627
3157_168062_000056_000000	"Maggie is ironing."	"Maggie is ironing."	true	461.78	463.36	23.081886
3157_168062_000057_000000	Mrs. Ried sighed.	mrs Ried sighed.	true	463.85	465.36	24.026419
3157_168062_000057_000001	"It is a good thing that I don't have the sick headache very often," she said sadly; "or you would soon wear yourself out.	"It is a good thing that I don't have the sick headache very often," she said sadly; "or you would soon wear yourself out.	false	465.36	472.81	21.798483
3157_168062_000057_000002	Sadie, are you going to the lyceum tonight?"	Sadie, are you going to the lyceum tonight?"	true	473.09	475.84	22.087988
3157_168062_000058_000000	"Yes, ma'am.	"Yes, ma'am.	true	476.45	477.375	24.435661
3157_168062_000058_000001	Your worthy daughter has the honor of being editress, you know, to-night.	Your worthy daughter has the honor of being editress, you know, to night.	false	477.375	481.62	21.38022
3157_168062_000058_000002	Ester, can't you go down?	Ester, can't you go down?	true	481.62	483.64	27.172783
3157_168062_000058_000003	Never mind that dress; let it go to Guinea."	Never mind that dress; let it go to Guinea."	true	483.71	486.22	24.266119
3157_168062_000059_000000	"You wouldn't think so by to-morrow evening," Ester said, shortly. "No, I can't go."	"You wouldn't think so by to morrow evening," Ester said, shortly. "No, I can't go."	true	486.77	491.71	21.248121
3157_168062_000060_000000	The work was all done at last, and Ester betook herself to her room. How tired she was!	The work was all done at last, and Ester betook herself to her room. How tired she was!	true	492.35	498.555	23.53748
3157_168062_000060_000001	Every nerve seemed to quiver with weariness.	Every nerve seemed to quiver with weariness.	true	498.555	501.25	22.209076
3157_168062_000061_000000	It was a pleasant little room, this one which she entered, with its low windows looking out toward the river, and its cosy furniture all neatly arranged by Sadie's tasteful fingers.	It was a pleasant little room, this one which she entered, with its low windows looking out toward the river, and its cosy furniture all neatly arranged by Sadie's tasteful fingers.	true	502.01	513.13	21
3157_168062_000062_000000	Ester seated herself by the open window, and looked down on the group who lingered on the piazza below--looked _down_ on them with her eyes and with her heart; yet envied while she looked, envied their free and easy life, without a care to harass them, so _she_ thought; envied Sadie her daily attendance at the academy, a matter which she _so_ early in life had been obliged to have done with; envied Mrs. Holland the very ribbons and laces which fluttered in the evening air.	Ester seated herself by the open window, and looked down on the group who lingered on the piazza below-looked underscore down underscore on them with her eyes and with her heart; yet envied while she looked, envied their free and easy life, without a care to harass them, so underscore she underscore thought; envied Sadie her daily attendance at the academy, a matter which she underscore so underscore early in life had been obliged to have done with; envied mrs Holland the very ribbons and laces which fluttered in the evening air.	false	513.74	545.29	20.895071
3157_168062_000062_000001	It had grown cooler now, a strong breeze blew up from the river and freshened the air; and, as they sat below there enjoying it, the sound of their gay voices came up to her.	It had grown cooler now, a strong breeze blew up from the river and freshened the air; and, as they sat below there enjoying it, the sound of their gay voices came up to her.	false	545.66	721.08	22.085003
