339_132718_000000_000000	"Come on!" cried Terry, pushing forward.	"Come on!" cried Terry, pushing forward.	false	0	4.17	22.52443
339_132718_000011_000002	In other conditions we should have found those woods full of fair foresters and fruit gatherers; but an airship is a conspicuous object, and by no means quiet--and women are cautious.	In other conditions we should have found those woods full of fair foresters and fruit gatherers; but an airship is a conspicuous object, and by no means quiet-and women are cautious.	false	153.8	168.1	21.685543
339_132718_000012_000000	All we found moving in those woods, as we started through them, were birds, some gorgeous, some musical, all so tame that it seemed almost to contradict our theory of cultivation--at least until we came upon occasional little glades, where carved stone seats and tables stood in the shade beside clear fountains, with shallow bird baths always added.	All we found moving in those woods, as we started through them, were birds, some gorgeous, some musical, all so tame that it seemed almost to contradict our theory of cultivation-at least until we came upon occasional little glades, where carved stone seats and tables stood in the shade beside clear fountains, with shallow bird baths always added.	false	169.04	190.42	20.859264
339_132718_000013_000000	"They don't kill birds, and apparently they do kill cats," Terry declared.	"They don't kill birds, and apparently they do kill cats," Terry declared.	true	190.91	196.78	25.496126
339_132718_000013_000001	"MUST be men here.	"MUST be men here.	true	197.06	198.45	21.762785
339_132718_000013_000002	Hark!"	Hark!"	true	198.45	199.12	23.511507
339_132718_000014_000000	We had heard something: something not in the least like a birdsong, and very much like a suppressed whisper of laughter--a little happy sound, instantly smothered.	We had heard something: something not in the least like a birdsong, and very much like a suppressed whisper of laughter-a little happy sound, instantly smothered.	true	199.7	210.19	20.985682
339_132718_000014_000001	We stood like so many pointers, and then used our glasses, swiftly, carefully.	We stood like so many pointers, and then used our glasses, swiftly, carefully.	true	210.32	216.46	23.510769
339_132718_000015_000000	"It couldn't have been far off," said Terry excitedly.	"It couldn't have been far off," said Terry excitedly.	true	217.4	219.93	23.851229
339_132718_000015_000001	"How about this big tree?"	"How about this big tree?"	false	219.93	221.14	28.284546
339_132718_000016_000000	There was a very large and beautiful tree in the glade we had just entered, with thick wide-spreading branches that sloped out in lapping fans like a beech or pine.	There was a very large and beautiful tree in the glade we had just entered, with thick wide spreading branches that sloped out in lapping fans like a beech or pine.	true	221.75	230.62	17
339_132718_000016_000001	It was trimmed underneath some twenty feet up, and stood there like a huge umbrella, with circling seats beneath.	It was trimmed underneath some twenty feet up, and stood there like a huge umbrella, with circling seats beneath.	true	230.96	237.76	22.441017
339_132718_000017_000000	"Look," he pursued.	"Look," he pursued.	true	237.86	239.7	19.355738
339_132718_000017_000001	"There are short stumps of branches left to climb on.	"There are short stumps of branches left to climb on.	true	239.7	242.95	22
339_132718_000017_000002	There's someone up that tree, I believe."	There's someone up that tree, I believe."	true	243.08	246.13	26.83686
339_132718_000018_000000	We stole near, cautiously.	We stole near, cautiously.	true	246.38	248.71	20.503374
339_132718_000019_000000	"Look out for a poisoned arrow in your eye," I suggested, but Terry pressed forward, sprang up on the seat-back, and grasped the trunk.	"Look out for a poisoned arrow in your eye," I suggested, but Terry pressed forward, sprang up on the seat back, and grasped the trunk.	false	249.05	256.87	21.338936
339_132718_000019_000001	"In my heart, more likely," he answered.	"In my heart, more likely," he answered.	true	257.24	259.62	21.681164
339_132718_000019_000002	"Gee!	"Gee!	true	259.62	260.16	36
339_132718_000019_000003	Look, boys!"	Look, boys!"	true	260.16	261.31	20.316458
339_132718_000020_000000	We rushed close in and looked up.	We rushed close in and looked up.	false	261.74	264.09	24.97488
339_132718_000020_000001	There among the boughs overhead was something--more than one something--that clung motionless, close to the great trunk at first, and then, as one and all we started up the tree, separated into three swift-moving figures and fled upward.	There among the boughs overhead was something-more than one something-that clung motionless, close to the great trunk at first, and then, as one and all we started up the tree, separated into three swift moving figures and fled upward.	false	264.09	281.14	21.431128
339_132718_000020_000002	As we climbed we could catch glimpses of them scattering above us.	As we climbed we could catch glimpses of them scattering above us.	true	281.33	285.1	18
339_132718_000020_000003	By the time we had reached about as far as three men together dared push, they had left the main trunk and moved outward, each one balanced on a long branch that dipped and swayed beneath the weight.	By the time we had reached about as far as three men together dared push, they had left the main trunk and moved outward, each one balanced on a long branch that dipped and swayed beneath the weight.	true	285.29	295.9	21.977219
339_132718_000021_000000	We paused uncertain.	We paused uncertain.	true	296.42	298.24	25.164408
339_132718_000021_000001	If we pursued further, the boughs would break under the double burden.	If we pursued further, the boughs would break under the double burden.	true	298.79	302.65	21.894648
339_132718_000021_000002	We might shake them off, perhaps, but none of us was so inclined.	We might shake them off, perhaps, but none of us was so inclined.	true	302.81	306.46	21.989204
339_132718_000021_000003	In the soft dappled light of these high regions, breathless with our rapid climb, we rested awhile, eagerly studying our objects of pursuit; while they in turn, with no more terror than a set of frolicsome children in a game of tag, sat as lightly as so many big bright birds on their precarious perches and frankly, curiously, stared at us.	In the soft dappled light of these high regions, breathless with our rapid climb, we rested awhile, eagerly studying our objects of pursuit; while they in turn, with no more terror than a set of frolicsome children in a game of tag, sat as lightly as so many big bright birds on their precarious perches and frankly, curiously, stared at us.	false	306.77	329.08	20.817514
339_132718_000022_000000	"Girls!" whispered Jeff, under his breath, as if they might fly if he spoke aloud.	"Girls!" whispered Jeff, under his breath, as if they might fly if he spoke aloud.	false	330.08	335.68	20.796247
339_132718_000023_000000	"Peaches!" added Terry, scarcely louder. "Peacherinos--apricot-nectarines!	"Peaches!" added Terry, scarcely louder. "Peacherinos-apricot nectarines!	false	335.99	343.56	21.595856
339_132718_000023_000001	Whew!"	Whew!"	false	343.56	344.82	15.390188
339_132718_000024_000000	They were girls, of course, no boys could ever have shown that sparkling beauty, and yet none of us was certain at first.	They were girls, of course, no boys could ever have shown that sparkling beauty, and yet none of us was certain at first.	true	344.82	351.94	23.383036
339_132718_000025_000000	We saw short hair, hatless, loose, and shining; a suit of some light firm stuff, the closest of tunics and kneebreeches, met by trim gaiters. As bright and smooth as parrots and as unaware of danger, they swung there before us, wholly at ease, staring as we stared, till first one, and then all of them burst into peals of delighted laughter.	We saw short hair, hatless, loose, and shining; a suit of some light firm stuff, the closest of tunics and kneebreeches, met by trim gaiters. As bright and smooth as parrots and as unaware of danger, they swung there before us, wholly at ease, staring as we stared, till first one, and then all of them burst into peals of delighted laughter.	true	353.03	378.73	22.545454
339_132718_000026_000000	Then there was a torrent of soft talk tossed back and forth; no savage sing-song, but clear musical fluent speech.	Then there was a torrent of soft talk tossed back and forth; no savage sing song, but clear musical fluent speech.	true	379.61	387.88	22.192179
339_132718_000027_000000	We met their laughter cordially, and doffed our hats to them, at which they laughed again, delightedly.	We met their laughter cordially, and doffed our hats to them, at which they laughed again, delightedly.	true	388.28	395.11	24.39935
339_132718_000028_000000	Then Terry, wholly in his element, made a polite speech, with explanatory gestures, and proceeded to introduce us, with pointing finger.	Then Terry, wholly in his element, made a polite speech, with explanatory gestures, and proceeded to introduce us, with pointing finger.	true	395.57	403.87	20.731497
339_132718_000028_000001	"Mr. Jeff Margrave," he said clearly; Jeff bowed as gracefully as a man could in the fork of a great limb.	"mr Jeff Margrave," he said clearly; Jeff bowed as gracefully as a man could in the fork of a great limb.	false	404.42	412	21.735065
339_132718_000028_000002	"Mr. Vandyck Jennings"--I also tried to make an effective salute and nearly lost my balance.	"mr Vandyck Jennings"--I also tried to make an effective salute and nearly lost my balance.	true	412.61	419.44	22.047834
339_132718_000029_000000	Then Terry laid his hand upon his chest--a fine chest he had, too, and introduced himself; he was braced carefully for the occasion and achieved an excellent obeisance.	Then Terry laid his hand upon his chest-a fine chest he had, too, and introduced himself; he was braced carefully for the occasion and achieved an excellent obeisance.	false	420.2	431.62	19.670776
339_132718_000030_000000	Again they laughed delightedly, and the one nearest me followed his tactics.	Again they laughed delightedly, and the one nearest me followed his tactics.	true	432.17	437.05	21.123827
339_132718_000031_000000	"Celis," she said distinctly, pointing to the one in blue; "Alima"--the one in rose; then, with a vivid imitation of Terry's impressive manner, she laid a firm delicate hand on her gold-green jerkin--"Ellador." This was pleasant, but we got no nearer.	"Celis," she said distinctly, pointing to the one in blue; "Alima"--the one in rose; then, with a vivid imitation of Terry's impressive manner, she laid a firm delicate hand on her gold green jerkin-"Ellador." This was pleasant, but we got no nearer.	true	437.93	458.56	21.098343
339_132718_000032_000000	"We can't sit here and learn the language," Terry protested.	"We can't sit here and learn the language," Terry protested.	true	459.59	463.06	19.971405
339_132718_000032_000001	He beckoned to them to come nearer, most winningly--but they gaily shook their heads.	He beckoned to them to come nearer, most winningly-but they gaily shook their heads.	false	463.13	467.74	19.643606
339_132718_000032_000002	He suggested, by signs, that we all go down together; but again they shook their heads, still merrily.	He suggested, by signs, that we all go down together; but again they shook their heads, still merrily.	true	468.35	474.67	24.006428
339_132718_000032_000003	Then Ellador clearly indicated that we should go down, pointing to each and all of us, with unmistakable firmness; and further seeming to imply by the sweep of a lithe arm that we not only go downward, but go away altogether--at which we shook our heads in turn.	Then Ellador clearly indicated that we should go down, pointing to each and all of us, with unmistakable firmness; and further seeming to imply by the sweep of a lithe arm that we not only go downward, but go away altogether-at which we shook our heads in turn.	false	475.16	494.35	22.721546
339_132718_000033_000000	"Have to use bait," grinned Terry.	"Have to use bait," grinned Terry.	true	494.84	497.17	20.248007
339_132718_000033_000001	"I don't know about you fellows, but I came prepared." He produced from an inner pocket a little box of purple velvet, that opened with a snap--and out of it he drew a long sparkling thing, a necklace of big varicolored stones that would have been worth a million if real ones.	"I don't know about you fellows, but I came prepared." He produced from an inner pocket a little box of purple velvet, that opened with a snap-and out of it he drew a long sparkling thing, a necklace of big varicolored stones that would have been worth a million if real ones.	false	497.42	514.98	22.005981
339_132718_000033_000002	He held it up, swung it, glittering in the sun, offered it first to one, then to another, holding it out as far as he could reach toward the girl nearest him.	He held it up, swung it, glittering in the sun, offered it first to one, then to another, holding it out as far as he could reach toward the girl nearest him.	true	514.98	524.59	21.792213
339_132718_000033_000003	He stood braced in the fork, held firmly by one hand--the other, swinging his bright temptation, reached far out along the bough, but not quite to his full stretch.	He stood braced in the fork, held firmly by one hand-the other, swinging his bright temptation, reached far out along the bough, but not quite to his full stretch.	true	524.69	536.35	21.3302
339_132718_000034_000000	She was visibly moved, I noted, hesitated, spoke to her companions. They chattered softly together, one evidently warning her, the other encouraging.	She was visibly moved, I noted, hesitated, spoke to her companions. They chattered softly together, one evidently warning her, the other encouraging.	false	537.32	547.27	19.837742
339_132718_000034_000001	Then, softly and slowly, she drew nearer.	Then, softly and slowly, she drew nearer.	true	547.49	551.56	23.602785
339_132718_000034_000002	This was Alima, a tall long-limbed lass, well-knit and evidently both strong and agile. Her eyes were splendid, wide, fearless, as free from suspicion as a child's who has never been rebuked.	This was Alima, a tall long limbed lass, well knit and evidently both strong and agile. Her eyes were splendid, wide, fearless, as free from suspicion as a child's who has never been rebuked.	true	552.02	565.93	21.507378
339_132718_000034_000003	Her interest was more that of an intent boy playing a fascinating game than of a girl lured by an ornament.	Her interest was more that of an intent boy playing a fascinating game than of a girl lured by an ornament.	true	566.84	572.77	19
339_132718_000035_000000	The others moved a bit farther out, holding firmly, watching.	The others moved a bit farther out, holding firmly, watching.	true	573.62	577.35	22.26317
339_132718_000035_000001	Terry's smile was irreproachable, but I did not like the look in his eyes--it was like a creature about to spring.	Terry's smile was irreproachable, but I did not like the look in his eyes-it was like a creature about to spring.	false	577.35	584.55	20.638767
339_132718_000035_000002	I could already see it happen--the dropped necklace, the sudden clutching hand, the girl's sharp cry as he seized her and drew her in.	I could already see it happen-the dropped necklace, the sudden clutching hand, the girl's sharp cry as he seized her and drew her in.	true	584.55	592.27	20.585125
339_132718_000035_000003	But it didn't happen.	But it didn't happen.	true	592.64	594.88	26.902449
339_132718_000035_000004	She made a timid reach with her right hand for the gay swinging thing--he held it a little nearer--then, swift as light, she seized it from him with her left, and dropped on the instant to the bough below.	She made a timid reach with her right hand for the gay swinging thing-he held it a little nearer-then, swift as light, she seized it from him with her left, and dropped on the instant to the bough below.	true	595.22	606.49	20.879848
339_132718_000036_000000	He made his snatch, quite vainly, almost losing his position as his hand clutched only air; and then, with inconceivable rapidity, the three bright creatures were gone.	He made his snatch, quite vainly, almost losing his position as his hand clutched only air; and then, with inconceivable rapidity, the three bright creatures were gone.	false	607.19	618.88	24.14982
339_132718_000036_000001	They dropped from the ends of the big boughs to those below, fairly pouring themselves off the tree, while we climbed downward as swiftly as we could.	They dropped from the ends of the big boughs to those below, fairly pouring themselves off the tree, while we climbed downward as swiftly as we could.	true	619.55	628.18	20
339_132718_000036_000002	We heard their vanishing gay laughter, we saw them fleeting away in the wide open reaches of the forest, and gave chase, but we might as well have chased wild antelopes; so we stopped at length somewhat breathless.	We heard their vanishing gay laughter, we saw them fleeting away in the wide open reaches of the forest, and gave chase, but we might as well have chased wild antelopes; so we stopped at length somewhat breathless.	true	628.73	641.74	19.245918
339_132718_000037_000000	"No use," gasped Terry.	"No use," gasped Terry.	true	642.71	645.22	24.755894
339_132718_000037_000001	"They got away with it.	"They got away with it.	true	645.71	647.05	16.56699
339_132718_000037_000002	My word!	My word!	true	647.12	648.34	21.068808
339_132718_000037_000003	The men of this country must be good sprinters!"	The men of this country must be good sprinters!"	true	648.56	651.1	22.556202
339_132718_000038_000000	"Inhabitants evidently arboreal," I grimly suggested.	"Inhabitants evidently arboreal," I grimly suggested.	true	652.25	657.43	22.23684
339_132718_000038_000001	"Civilized and still arboreal--peculiar people."	"Civilized and still arboreal-peculiar people."	true	657.44	662.38	24.90288
339_132718_000039_000000	"You shouldn't have tried that way," Jeff protested.	"You shouldn't have tried that way," Jeff protested.	false	663.47	666.42	20.41539
339_132718_000039_000001	"They were perfectly friendly; now we've scared them."	"They were perfectly friendly; now we've scared them."	false	666.42	670.15	22.690428
339_132718_000040_000000	But it was no use grumbling, and Terry refused to admit any mistake. "Nonsense," he said.	But it was no use grumbling, and Terry refused to admit any mistake. "Nonsense," he said.	true	670.76	675.57	20.501661
339_132718_000040_000001	"They expected it.	"They expected it.	true	675.57	676.57	23.16336
339_132718_000040_000002	Women like to be run after.	Women like to be run after.	true	676.61	678.16	20.518185
339_132718_000040_000003	Come on, let's get to that town; maybe we'll find them there.	Come on, let's get to that town; maybe we'll find them there.	false	678.23	682.395	18.748074
339_132718_000040_000004	Let's see, it was in this direction and not far from the woods, as I remember."	Let's see, it was in this direction and not far from the woods, as I remember."	true	682.395	686.74	19.354742
339_132718_000041_000000	When we reached the edge of the open country we reconnoitered with our field glasses.	When we reached the edge of the open country we reconnoitered with our field glasses.	true	687.41	691.66	19.632343
339_132718_000041_000001	There it was, about four miles off, the same town, we concluded, unless, as Jeff ventured, they all had pink houses.	There it was, about four miles off, the same town, we concluded, unless, as Jeff ventured, they all had pink houses.	true	691.97	700.24	23.055387
339_132718_000041_000002	The broad green fields and closely cultivated gardens sloped away at our feet, a long easy slant, with good roads winding pleasantly here and there, and narrower paths besides.	The broad green fields and closely cultivated gardens sloped away at our feet, a long easy slant, with good roads winding pleasantly here and there, and narrower paths besides.	true	700.67	712.87	21.295332
339_132718_000042_000000	"Look at that!" cried Jeff suddenly.	"Look at that!" cried Jeff suddenly.	true	713.27	715.69	22.891132
339_132718_000042_000001	"There they go!"	"There they go!"	true	715.97	717.9	22.409676
339_132718_000043_000000	Sure enough, close to the town, across a wide meadow, three bright-hued figures were running swiftly.	Sure enough, close to the town, across a wide meadow, three bright hued figures were running swiftly.	false	717.9	723.97	21.70963
339_132718_000044_000000	"How could they have got that far in this time?	"How could they have got that far in this time?	false	724.94	727.66	23.773804
339_132718_000044_000001	It can't be the same ones," I urged.	It can't be the same ones," I urged.	true	727.73	730.24	21.750387
339_132718_000044_000002	But through the glasses we could identify our pretty tree-climbers quite plainly, at least by costume.	But through the glasses we could identify our pretty tree climbers quite plainly, at least by costume.	true	730.34	736.15	21.044094
339_132718_000045_000000	Terry watched them, we all did for that matter, till they disappeared among the houses.	Terry watched them, we all did for that matter, till they disappeared among the houses.	true	737	741.52	22.346842
339_132718_000045_000001	Then he put down his glass and turned to us, drawing a long breath.	Then he put down his glass and turned to us, drawing a long breath.	true	741.83	746.14	23.06316
339_132718_000045_000002	"Mother of Mike, boys--what Gorgeous Girls!	"Mother of Mike, boys-what Gorgeous Girls!	true	746.33	749.32	21
339_132718_000045_000003	To climb like that! to run like that! and afraid of nothing.	To climb like that! to run like that! and afraid of nothing.	true	749.48	753.04	21.115387
339_132718_000045_000004	This country suits me all right.	This country suits me all right.	true	753.23	755.1	22.083702
339_132718_000045_000005	Let's get ahead."	Let's get ahead."	true	755.1	756.28	23.33094
339_132718_000046_000000	"Nothing venture, nothing have," I suggested, but Terry preferred "Faint heart ne'er won fair lady."	"Nothing venture, nothing have," I suggested, but Terry preferred "Faint heart ne'er won fair lady."	false	757.16	764.5	21.66709
339_132718_000047_000000	We set forth in the open, walking briskly.	We set forth in the open, walking briskly.	true	765.32	767.65	21.370827
339_132718_000047_000001	"If there are any men, we'd better keep an eye out," I suggested, but Jeff seemed lost in heavenly dreams, and Terry in highly practical plans.	"If there are any men, we'd better keep an eye out," I suggested, but Jeff seemed lost in heavenly dreams, and Terry in highly practical plans.	false	767.93	776.02	22.443884
339_132718_000048_000000	"What a perfect road!	"What a perfect road!	true	776.72	778.905	25.955843
339_132718_000048_000001	What a heavenly country!	What a heavenly country!	true	778.905	780.73	20.310968
339_132718_000048_000002	See the flowers, will you?"	See the flowers, will you?"	true	780.83	782.62	23.67305
339_132718_000049_000000	This was Jeff, always an enthusiast; but we could agree with him fully.	This was Jeff, always an enthusiast; but we could agree with him fully.	true	783.05	787.57	23.867416
339_132718_000050_000000	The road was some sort of hard manufactured stuff, sloped slightly to shed rain, with every curve and grade and gutter as perfect as if it were Europe's best.	The road was some sort of hard manufactured stuff, sloped slightly to shed rain, with every curve and grade and gutter as perfect as if it were Europe's best.	false	788.48	798.31	23.27763
339_132718_000050_000001	"No men, eh?" sneered Terry.	"No men, eh?" sneered Terry.	false	798.65	801.04	20.896656
339_132718_000050_000002	On either side a double row of trees shaded the footpaths; between the trees bushes or vines, all fruit-bearing, now and then seats and little wayside fountains; everywhere flowers.	On either side a double row of trees shaded the footpaths; between the trees bushes or vines, all fruit bearing, now and then seats and little wayside fountains; everywhere flowers.	false	801.53	812.95	23.07524
339_132718_000051_000000	"We'd better import some of these ladies and set 'em to parking the United States," I suggested.	"We'd better import some of these ladies and set 'em to parking the United States," I suggested.	false	813.74	819.07	20
339_132718_000051_000001	"Mighty nice place they've got here." We rested a few moments by one of the fountains, tested the fruit that looked ripe, and went on, impressed, for all our gay bravado by the sense of quiet potency which lay about us.	"Mighty nice place they've got here." We rested a few moments by one of the fountains, tested the fruit that looked ripe, and went on, impressed, for all our gay bravado by the sense of quiet potency which lay about us.	false	819.5	832.21	23.302036
339_132718_000052_000000	Here was evidently a people highly skilled, efficient, caring for their country as a florist cares for his costliest orchids.	Here was evidently a people highly skilled, efficient, caring for their country as a florist cares for his costliest orchids.	true	833.06	841.84	23.313023
339_132718_000052_000001	Under the soft brilliant blue of that clear sky, in the pleasant shade of those endless rows of trees, we walked unharmed, the placid silence broken only by the birds.	Under the soft brilliant blue of that clear sky, in the pleasant shade of those endless rows of trees, we walked unharmed, the placid silence broken only by the birds.	true	842.6	853.81	21.734314
339_132718_000053_000000	Presently there lay before us at the foot of a long hill the town or village we were aiming for.	Presently there lay before us at the foot of a long hill the town or village we were aiming for.	true	854.57	860.47	20.336893
339_132718_000053_000001	We stopped and studied it.	We stopped and studied it.	false	860.9	864.3	26.277157
339_132718_000054_000000	Jeff drew a long breath.	Jeff drew a long breath.	true	864.3	865.96	21.666843
339_132718_000054_000001	"I wouldn't have believed a collection of houses could look so lovely," he said.	"I wouldn't have believed a collection of houses could look so lovely," he said.	true	866.36	871.48	19.464365
339_132718_000055_000000	"They've got architects and landscape gardeners in plenty, that's sure," agreed Terry.	"They've got architects and landscape gardeners in plenty, that's sure," agreed Terry.	true	871.88	876.46	26.793026
339_132718_000056_000000	I was astonished myself.	I was astonished myself.	true	877.1	879.01	22.784636
339_132718_000056_000001	You see, I come from California, and there's no country lovelier, but when it comes to towns--!	You see, I come from California, and there's no country lovelier, but when it comes to towns-!	true	879.05	884.5	22.028622
339_132718_000056_000002	I have often groaned at home to see the offensive mess man made in the face of nature, even though I'm no art sharp, like Jeff.	I have often groaned at home to see the offensive mess man made in the face of nature, even though I'm no art sharp, like Jeff.	false	884.87	893.05	20.655678
339_132718_000056_000003	But this place!	But this place!	true	893.21	894.58	25.369326
339_132718_000056_000004	It was built mostly of a sort of dull rose-colored stone, with here and there some clear white houses; and it lay abroad among the green groves and gardens like a broken rosary of pink coral.	It was built mostly of a sort of dull rose colored stone, with here and there some clear white houses; and it lay abroad among the green groves and gardens like a broken rosary of pink coral.	true	895.07	908.29	22.58397
339_132718_000057_000000	"Those big white ones are public buildings evidently," Terry declared. "This is no savage country, my friend.	"Those big white ones are public buildings evidently," Terry declared. "This is no savage country, my friend.	true	908.99	915.7	21.747446
339_132718_000057_000001	But no men?	But no men?	true	915.83	916.9	28.027132
339_132718_000057_000002	Boys, it behooves us to go forward most politely."	Boys, it behooves us to go forward most politely."	true	917.24	920.92	21.825172
339_132718_000058_000000	The place had an odd look, more impressive as we approached.	The place had an odd look, more impressive as we approached.	true	921.74	925.51	20.059458
339_132718_000058_000001	"It's like an exposition."	"It's like an exposition."	true	925.7	927.82	23.414593
339_132718_000058_000002	"It's too pretty to be true." "Plenty of palaces, but where are the homes?" "Oh there are little ones enough--but--." It certainly was different from any towns we had ever seen.	"It's too pretty to be true." "Plenty of palaces, but where are the homes?" "Oh there are little ones enough-but-." It certainly was different from any towns we had ever seen.	true	928.1	939.22	22.471767
339_132718_000059_000000	"There's no dirt," said Jeff suddenly.	"There's no dirt," said Jeff suddenly.	false	939.83	942.37	24.679493
339_132718_000059_000001	"There's no smoke," he added after a little.	"There's no smoke," he added after a little.	true	942.56	945.82	24.339783
339_132718_000060_000000	"There's no noise," I offered; but Terry snubbed me--"That's because they are laying low for us; we'd better be careful how we go in there."	"There's no noise," I offered; but Terry snubbed me-"That's because they are laying low for us; we'd better be careful how we go in there."	true	946.4	954.46	22.095793
339_132718_000061_000000	Nothing could induce him to stay out, however, so we walked on.	Nothing could induce him to stay out, however, so we walked on.	true	955.19	959.8	21.52228
339_132718_000062_000000	Everything was beauty, order, perfect cleanness, and the pleasantest sense of home over it all.	Everything was beauty, order, perfect cleanness, and the pleasantest sense of home over it all.	true	960.92	969.4	22.772964
339_132718_000062_000001	As we neared the center of the town the houses stood thicker, ran together as it were, grew into rambling palaces grouped among parks and open squares, something as college buildings stand in their quiet greens.	As we neared the center of the town the houses stood thicker, ran together as it were, grew into rambling palaces grouped among parks and open squares, something as college buildings stand in their quiet greens.	true	969.95	982.36	20.856165
339_132718_000063_000000	And then, turning a corner, we came into a broad paved space and saw before us a band of women standing close together in even order, evidently waiting for us.	And then, turning a corner, we came into a broad paved space and saw before us a band of women standing close together in even order, evidently waiting for us.	true	982.76	994.42	23.005262
339_132718_000064_000000	We stopped a moment and looked back.	We stopped a moment and looked back.	true	995.18	997.21	24.493206
339_132718_000064_000001	The street behind was closed by another band, marching steadily, shoulder to shoulder.	The street behind was closed by another band, marching steadily, shoulder to shoulder.	true	997.31	1002.43	23.983768
339_132718_000064_000002	We went on--there seemed no other way to go--and presently found ourselves quite surrounded by this close-massed multitude, women, all of them, but--	We went on-there seemed no other way to go-and presently found ourselves quite surrounded by this close massed multitude, women, all of them, but-	true	1002.89	1013.32	23.08391
339_132718_000065_000000	They were not young.	They were not young.	true	1013.99	1016.09	23.80526
339_132718_000065_000001	They were not old.	They were not old.	true	1016.09	1017.4	21.127214
339_132718_000065_000002	They were not, in the girl sense, beautiful.	They were not, in the girl sense, beautiful.	true	1017.41	1021.27	21.609425
