3989_182402_000000_000000	"It certainly does.	"It certainly does.	false	2.4	4.8	21.149767
3989_182402_000007_000001	"Of course I know you live in the Smiling Pool, but where is your house?	"Of course I know you live in the Smiling Pool, but where is your house?	true	90.14	94.155	21.624758
3989_182402_000007_000002	Is it in the bank or down under water?"	Is it in the bank or down under water?"	true	94.155	96.52	25.64513
3989_182402_000008_000000	"It is just wherever I happen to be.	"It is just wherever I happen to be.	true	97.16	99.82	23
3989_182402_000008_000001	Just now it is right here," said Spotty.	Just now it is right here," said Spotty.	true	99.83	103.33	21.474934
3989_182402_000008_000002	"I always take it with me wherever I go; I find it much the handiest way."	"I always take it with me wherever I go; I find it much the handiest way."	true	103.64	109.05	23.845362
3989_182402_000009_000000	[Illustration: "Hi, Spotty!" he shouted.	[Illustration: "Hi, Spotty!" he shouted.	false	109.05	109.29	-20
3989_182402_000009_000001	"Where do you live?"]	"Where do you live?"]	false	109.29	109.53	-20
3989_182402_000010_000000	With that Spotty disappeared.	With that Spotty disappeared.	true	109.53	111.72	25.782358
3989_182402_000010_000001	That is to say, his head and legs and tail disappeared.	That is to say, his head and legs and tail disappeared.	true	111.72	115.66	21.356293
3989_182402_000010_000002	Peter stared very hard.	peter stared very hard.	true	116.18	118.485	23.254803
3989_182402_000010_000003	Then he began to laugh, for it came to him that what Spotty had said was true.	Then he began to laugh, for it came to him that what Spotty had said was true.	true	118.485	123.31	24.389975
3989_182402_000010_000004	His house was with him, and now he had simply retired inside.	His house was with him, and now he had simply retired inside.	true	123.56	127.78	23.159805
3989_182402_000010_000005	He didn't need any other house than just that hard, spotted shell, inside of which he was now so cosily tucked away.	He didn't need any other house than just that hard, spotted shell, inside of which he was now so cosily tucked away.	true	128	135.34	22.837305
3989_182402_000011_000000	"That's a great idea!	"That's a great idea!	true	135.74	137.265	26.94836
3989_182402_000011_000001	Ho, ho, ho!	Ho, ho, ho!	false	137.265	138.39	22.439648
3989_182402_000011_000002	That's a great idea!" shouted Peter.	That's a great idea!" shouted peter.	true	138.39	141.52	25.053984
3989_182402_000012_000000	"Of course it is," replied Spotty, putting nothing but his head out, "You will always find me at home whenever you call, Peter, and that is more than you can say of most other people."	"Of course it is," replied Spotty, putting nothing but his head out, "You will always find me at home whenever you call, peter, and that is more than you can say of most other people."	true	141.8	153.22	22.332342
3989_182402_000013_000000	All the way to his own home in the dear Old Briar-patch, Peter thought about Spotty and how queer it was that he should carry his house around with him.	All the way to his own home in the dear Old Briar patch, peter thought about Spotty and how queer it was that he should carry his house around with him.	true	153.71	162.43	23.377
3989_182402_000014_000000	"I wonder how it happens that he does it," thought he.	"I wonder how it happens that he does it," thought he.	true	162.77	166.36	25.699804
3989_182402_000014_000001	"No wonder he is so slow.	"No wonder he is so slow.	true	166.4	168.465	22.061808
3989_182402_000014_000002	Of course, it is very handy to have his house always with him.	Of course, it is very handy to have his house always with him.	true	168.465	172.18	18
3989_182402_000014_000003	As he says, he is always at home.	As he says, he is always at home.	false	172.25	174.94	22.78424
3989_182402_000014_000004	Still, when he is in a hurry to get away from an enemy, it must be very awkward to have to carry his house on his back.	Still, when he is in a hurry to get away from an enemy, it must be very awkward to have to carry his house on his back.	true	175.19	182.14	23.542683
3989_182402_000014_000005	I--I--why, how stupid of me!	I-I-why, how stupid of me!	false	182.15	186.21	24.17477
3989_182402_000014_000006	He doesn't have to run away at all!	He doesn't have to run away at all!	true	186.21	188.49	21
3989_182402_000014_000007	All he has got to do is to go inside his house and stay there until the danger is past!	All he has got to do is to go inside his house and stay there until the danger is past!	true	188.49	193.935	22.746109
3989_182402_000014_000008	I never thought of that before. Why, that is the handiest thing I ever heard of."	I never thought of that before. Why, that is the handiest thing I ever heard of."	true	193.935	199.36	23.119406
3989_182402_000015_000000	Now Peter knew that there must be a good story about Spotty and his house, and you know Peter dearly loves a good story.	Now peter knew that there must be a good story about Spotty and his house, and you know peter dearly loves a good story.	true	199.91	207.55	25.283857
3989_182402_000015_000001	So at the very first opportunity the next day, he hurried over to the Smiling Pool to ask Grandfather Frog about it.	So at the very first opportunity the next day, he hurried over to the Smiling Pool to ask Grandfather Frog about it.	true	207.92	215.53	23.285662
3989_182402_000015_000002	As usual, Grandfather Frog was sitting on his big green lily-pad.	As usual, Grandfather Frog was sitting on his big green lily pad.	true	215.6	220.09	22.748638
3989_182402_000015_000003	No sooner did Peter pop his head above the edge of the bank of the Smiling Pool than Grandfather Frog exclaimed:	No sooner did peter pop his head above the edge of the bank of the Smiling Pool than Grandfather Frog exclaimed:	true	220.19	227.19	23.504395
3989_182402_000016_000000	"Chug-a-rum!	"Chug a rum!	true	227.19	228.345	18.18712
3989_182402_000016_000001	You've kept me waiting a long time, Peter Rabbit.	You've kept me waiting a long time, peter Rabbit.	true	228.345	231.09	29.105707
3989_182402_000016_000002	I don't like to be kept waiting.	I don't like to be kept waiting.	true	231.09	232.93	26.374262
3989_182402_000016_000003	If you wanted to know about Spotty the Turtle, why didn't you come earlier?" All the time there was a twinkle in the big, goggly eyes of Grandfather Frog.	If you wanted to know about Spotty the Turtle, why didn't you come earlier?" All the time there was a twinkle in the big, goggly eyes of Grandfather Frog.	true	232.94	242.5	23.511637
3989_182402_000017_000000	Peter was so surprised that he couldn't find his tongue.	peter was so surprised that he couldn't find his tongue.	true	242.63	245.98	22.593327
3989_182402_000017_000001	He hadn't said a word to any one about Spotty, so how could Grandfather Frog know what he had come for?	He hadn't said a word to any one about Spotty, so how could Grandfather Frog know what he had come for?	true	246.29	253.03	24.196619
3989_182402_000017_000002	For a long time he had had a great deal of respect for Grandfather Frog, who, as you know, is very old and very wise, but now Peter felt almost afraid of him.	For a long time he had had a great deal of respect for Grandfather Frog, who, as you know, is very old and very wise, but now peter felt almost afraid of him.	true	253.46	263.8	23
3989_182402_000017_000003	You see, it seemed to Peter as if Grandfather Frog had read his very thoughts.	You see, it seemed to peter as if Grandfather Frog had read his very thoughts.	true	263.93	269.14	24
3989_182402_000018_000000	"I--I didn't know you were waiting.	"I-I didn't know you were waiting.	true	269.96	272.085	22.39027
3989_182402_000018_000001	Truly I didn't," stammered Peter. "If I had, I would have been here long ago.	Truly I didn't," stammered peter. "If I had, I would have been here long ago.	true	272.085	277.33	24.798082
3989_182402_000018_000002	If you please, how did you know that I was coming and what I was coming for?"	If you please, how did you know that I was coming and what I was coming for?"	true	277.61	282.22	20
3989_182402_000019_000000	"Never mind how I knew.	"Never mind how I knew.	true	283.1	284.775	25
3989_182402_000019_000001	I know a great deal that I don't tell, which is more than some folks can say," replied Grandfather Frog.	I know a great deal that I don't tell, which is more than some folks can say," replied Grandfather Frog.	true	284.775	291.16	23.348423
3989_182402_000020_000000	Peter wondered if he meant him, for you know Peter is a great gossip. But he didn't say anything, because he didn't know just what to say, and in a minute Grandfather Frog began the story Peter so much wanted.	peter wondered if he meant him, for you know peter is a great gossip. But he didn't say anything, because he didn't know just what to say, and in a minute Grandfather Frog began the story peter so much wanted.	true	291.53	304.96	23.7864
3989_182402_000021_000000	"Of course you know, without me telling you, that there is a reason for Spotty's carrying his house around with him, because there is a reason for everything in this world.	"Of course you know, without me telling you, that there is a reason for Spotty's carrying his house around with him, because there is a reason for everything in this world.	false	305.33	314.25	22.969452
3989_182402_000021_000001	And of course you know that that reason is because of something that happened a long time ago, way back in the days when the world was young.	And of course you know that that reason is because of something that happened a long time ago, way back in the days when the world was young.	true	314.25	321.67	20
3989_182402_000021_000002	Almost everything to-day is the result of things that happened in those long-ago days.	Almost everything to day is the result of things that happened in those long ago days.	true	321.98	326.98	23.178867
3989_182402_000021_000003	The great-great-ever-so-great grandfather of Spotty the Turtle lived then, and unlike Spotty, whom you know, he had no house.	The great great ever so great grandfather of Spotty the Turtle lived then, and unlike Spotty, whom you know, he had no house.	true	327.47	336.22	25.857307
3989_182402_000021_000004	He was very quiet and bashful, was Mr. Turtle, and he never meddled with any one's business, because he believed that the best way of keeping out of trouble was to attend strictly to his own affairs.	He was very quiet and bashful, was mr Turtle, and he never meddled with any one's business, because he believed that the best way of keeping out of trouble was to attend strictly to his own affairs.	true	336.56	347.98	23.399435
3989_182402_000022_000000	"He was a good deal like Spotty, just as fond of the water and just as slow moving, but he didn't have the house which Spotty has now.	"He was a good deal like Spotty, just as fond of the water and just as slow moving, but he didn't have the house which Spotty has now.	false	348.77	357.01	24.08977
3989_182402_000022_000001	If he had had, he would have been saved a great deal of trouble and worry. For a long time everybody lived at peace with everybody else.	If he had had, he would have been saved a great deal of trouble and worry. For a long time everybody lived at peace with everybody else.	true	357.17	366.25	22.968685
3989_182402_000022_000002	Then came the trying time, of which you already know, when those who lived on the Green Meadows and in the Green Forest had the very hardest kind of work to find enough to eat, and were hungry most of the time.	Then came the trying time, of which you already know, when those who lived on the Green Meadows and in the Green Forest had the very hardest kind of work to find enough to eat, and were hungry most of the time.	true	366.41	379.06	22.508102
3989_182402_000022_000003	Now Mr. Turtle, living in the Smiling Pool, had plenty to eat.	Now mr Turtle, living in the Smiling Pool, had plenty to eat.	true	379.52	384.13	24.810865
3989_182402_000022_000004	He had nothing to worry about on that score.	He had nothing to worry about on that score.	true	384.14	386.74	28.466585
3989_182402_000022_000005	Everybody who lives in the Smiling Pool knows that it is the best place in the world, anyway."	Everybody who lives in the Smiling Pool knows that it is the best place in the world, anyway."	true	386.9	392.32	21.688686
3989_182402_000023_000000	Grandfather Frog winked at Jerry Muskrat, who was listening, and Jerry nodded his head.	Grandfather Frog winked at Jerry Muskrat, who was listening, and Jerry nodded his head.	true	392.93	398.14	25.23479
3989_182402_000024_000000	"But presently Mr. Turtle discovered that the big people were eating the little people whenever they could catch them, and that he wasn't safe a minute when on shore, and not always safe in the water," continued Grandfather Frog.	"But presently mr Turtle discovered that the big people were eating the little people whenever they could catch them, and that he wasn't safe a minute when on shore, and not always safe in the water," continued Grandfather Frog.	true	398.96	411.07	23.612572
3989_182402_000024_000001	"He had two or three very narrow escapes, and these set him to thinking.	"He had two or three very narrow escapes, and these set him to thinking.	true	411.35	415.96	21.756933
3989_182402_000024_000002	He was too slow and awkward to run or to fight.	He was too slow and awkward to run or to fight.	true	416.33	419.65	22
3989_182402_000024_000003	The only thing he could do was to keep out of sight as much as possible.	The only thing he could do was to keep out of sight as much as possible.	true	419.78	423.94	25.834677
3989_182402_000024_000004	So he learned to swim with only his head out of water, and sometimes with only the end of his nose out of water.	So he learned to swim with only his head out of water, and sometimes with only the end of his nose out of water.	true	424.1	430.24	20.068699
3989_182402_000024_000005	When he went on land, he would cover himself with mud, and then when he heard anybody coming, he would lie perfectly still, with his legs and his tail and his head drawn in just as close as possible, so that he looked for all the world like just a little lump of brown earth.	When he went on land, he would cover himself with mud, and then when he heard anybody coming, he would lie perfectly still, with his legs and his tail and his head drawn in just as close as possible, so that he looked for all the world like just a little lump of brown earth.	false	430.88	446.44	23.570364
3989_182402_000025_000000	"One day he had crawled under a piece of bark to rest and at the same time keep out of sight of any who might happen along.	"One day he had crawled under a piece of bark to rest and at the same time keep out of sight of any who might happen along.	false	447.14	453.97	21.50442
3989_182402_000025_000001	When he got ready to go on his way, he found that the piece of bark had caught on his back, and that he was carrying it with him.	When he got ready to go on his way, he found that the piece of bark had caught on his back, and that he was carrying it with him.	false	454.55	461.46	27.765553
3989_182402_000025_000002	At first he was annoyed and started to shake it off.	At first he was annoyed and started to shake it off.	true	461.46	464.62	25.77747
3989_182402_000025_000003	Before he succeeded, he heard someone coming, so he promptly drew in his head and legs and tail.	Before he succeeded, he heard someone coming, so he promptly drew in his head and legs and tail.	false	464.75	471.37	20.755175
3989_182402_000025_000004	It was Mr. Fisher, and he was very hungry and fierce.	It was mr Fisher, and he was very hungry and fierce.	true	471.5	475.48	21.107136
3989_182402_000025_000005	He looked at the piece of bark under which Mr. Turtle was hiding, but all he saw was the bark, because, you know, Mr. Turtle had drawn himself wholly under.	He looked at the piece of bark under which mr Turtle was hiding, but all he saw was the bark, because, you know, mr Turtle had drawn himself wholly under.	true	475.82	485.2	25.192486
3989_182402_000026_000000	"'I believe,' said Mr. Fisher, talking out loud to himself, 'that I'll have a look around the Smiling Pool and see if I can catch that slow-moving Turtle who lives there.	"'I believe,' said mr Fisher, talking out loud to himself, 'that I'll have a look around the Smiling Pool and see if I can catch that slow moving Turtle who lives there.	true	485.6	495.45	23.427694
3989_182402_000026_000001	I believe he'll make me a good dinner.'	I believe he'll make me a good dinner.'	true	495.45	498.1	23.74157
3989_182402_000027_000000	"Of course Mr. Turtle heard just what he said, and he blessed the piece of bark which had hidden him from Mr. Fisher's sight.	"Of course mr Turtle heard just what he said, and he blessed the piece of bark which had hidden him from mr Fisher's sight.	true	498.74	505.48	24.090618
3989_182402_000027_000001	For a long time he lay very still.	For a long time he lay very still.	true	505.67	508.24	21.987843
3989_182402_000027_000002	When he did go on, he took the greatest care not to shake off that piece of bark, for he didn't know but that any minute he might want to hide under it again.	When he did go on, he took the greatest care not to shake off that piece of bark, for he didn't know but that any minute he might want to hide under it again.	true	508.7	517.33	25.196327
3989_182402_000027_000003	At last he reached the Smiling Pool and slipped into the water, leaving the piece of bark on the bank.	At last he reached the Smiling Pool and slipped into the water, leaving the piece of bark on the bank.	true	517.82	523.33	23.467308
3989_182402_000027_000004	Thereafter, when he wanted to go on land, he would first make sure that no one was watching.	Thereafter, when he wanted to go on land, he would first make sure that no one was watching.	true	523.58	528.67	22.660439
3989_182402_000027_000005	Then he would crawl under the piece of bark and get it on his back.	Then he would crawl under the piece of bark and get it on his back.	true	528.68	532.15	24.900852
3989_182402_000027_000006	Wherever he went he carried the piece of bark so as to have it handy to hide under.	Wherever he went he carried the piece of bark so as to have it handy to hide under.	true	532.31	537.07	21.560186
3989_182402_000028_000000	"Now all this time Old Mother Nature had been watching Mr. Turtle, and it pleased her to see that he was smart enough to think of such a clever way of fooling his enemies.	"Now all this time Old Mother Nature had been watching mr Turtle, and it pleased her to see that he was smart enough to think of such a clever way of fooling his enemies.	true	537.47	546.94	23.855223
3989_182402_000028_000001	So she began to study how she could help Mr. Turtle.	So she began to study how she could help mr Turtle.	true	547.25	550.57	23.293186
3989_182402_000028_000002	One day she came up behind him just as he sat down to rest.	One day she came up behind him just as he sat down to rest.	true	551.24	555.09	25.450308
3989_182402_000028_000003	The piece of bark was uncomfortable and scratched his back, 'I wish,' said he, talking to himself, for he didn't know that any one else was near, 'I wish that I had a house of my own that I could carry on my back all the time and be perfectly safe when I was inside of it.'	The piece of bark was uncomfortable and scratched his back, 'I wish,' said he, talking to himself, for he didn't know that any one else was near, 'I wish that I had a house of my own that I could carry on my back all the time and be perfectly safe when I was inside of it.'	true	555.09	572.38	24.186552
3989_182402_000029_000000	"'You shall have,' said Old Mother Nature, and reaching out, she touched his back and turned the skin into hard shell.	"'You shall have,' said Old Mother Nature, and reaching out, she touched his back and turned the skin into hard shell.	true	573.26	580.21	21.057484
3989_182402_000029_000001	Then she touched the skin of his stomach and turned that into hard shell.	Then she touched the skin of his stomach and turned that into hard shell.	true	580.55	584.2	23.598152
3989_182402_000029_000002	'Now draw in your head and your legs and your tail,' said she.	'Now draw in your head and your legs and your tail,' said she.	true	584.63	588.4	21.083405
3989_182402_000030_000000	"Mr. Turtle did as he was told to do, and there he was in the very best and safest kind of a house, perfectly hidden from all his enemies!	"mr Turtle did as he was told to do, and there he was in the very best and safest kind of a house, perfectly hidden from all his enemies!	true	588.77	597.07	23.220474
3989_182402_000031_000000	"'Oh, Mother Nature, how can I ever thank you?' he cried.	"'Oh, Mother Nature, how can I ever thank you?' he cried.	true	597.2	600.82	23.167818
3989_182402_000032_000000	"'By doing as you always have done, attending wholly to your own affairs,' replied Old Mother Nature.	"'By doing as you always have done, attending wholly to your own affairs,' replied Old Mother Nature.	true	601.28	607.57	23.588453
3989_182402_000033_000000	"So ever since that long-ago day when the world was young, all Turtles have carried their houses with them and never have meddled in things that don't concern them," concluded Grandfather Frog.	"So ever since that long ago day when the world was young, all Turtles have carried their houses with them and never have meddled in things that don't concern them," concluded Grandfather Frog.	false	608.12	661.68	22.918133
