6696_73295_000000_000000	I am, dear sir, etc., etc.	I am, dear sir, etc, etc	false	2.88	29.1	22.447266
6696_73295_000009_000003	I prefer light eyes; and as to complexion, do you know, I like a sallow better than any other.	I prefer light eyes; and as to complexion, do you know, I like a sallow better than any other.	true	108.9	114.7	23.825266
6696_73295_000009_000004	You must not betray me, if you should ever meet with one of your acquaintance answering that description."	You must not betray me, if you should ever meet with one of your acquaintance answering that description."	false	114.89	120.1	23.910328
6696_73295_000010_000000	"Betray you!	"Betray you!	true	120.26	121.455	23.094013
6696_73295_000010_000001	What do you mean?"	What do you mean?"	true	121.455	122.47	22.144236
6696_73295_000011_000000	"Nay, do not distress me.	"Nay, do not distress me.	true	122.75	124.75	22.160547
6696_73295_000011_000001	I believe I have said too much.	I believe I have said too much.	true	124.82	126.45	21.191519
6696_73295_000011_000002	Let us drop the subject."	Let us drop the subject."	true	126.45	128.2	26.102234
6696_73295_000012_000000	Catherine, in some amazement, complied; and after remaining a few moments silent, was on the point of reverting to what interested her at that time rather more than anything else in the world, Laurentina's skeleton, when her friend prevented her by saying, "For Heaven's sake! let us move away from this end of the room.	Catherine, in some amazement, complied; and after remaining a few moments silent, was on the point of reverting to what interested her at that time rather more than anything else in the world, Laurentina's skeleton, when her friend prevented her by saying, "For Heaven's sake! let us move away from this end of the room.	false	128.51	146.86	19.875343
6696_73295_000012_000001	Do you know, there are two odious young men who have been staring at me this half-hour.	Do you know, there are two odious young men who have been staring at me this half hour.	true	146.9	151.39	19.972235
6696_73295_000012_000002	They really put me quite out of countenance.	They really put me quite out of countenance.	true	151.49	153.94	26.854004
6696_73295_000012_000003	Let us go and look at the arrivals. They will hardly follow us there."	Let us go and look at the arrivals. They will hardly follow us there."	true	154.25	158.74	24.318796
6696_73295_000013_000000	Away they walked to the book; and while Isabella examined the names, it was Catherine's employment to watch the proceedings of these alarming young men.	Away they walked to the book; and while Isabella examined the names, it was Catherine's employment to watch the proceedings of these alarming young men.	true	159.26	168.13	20.317463
6696_73295_000014_000000	"They are not coming this way, are they?	"They are not coming this way, are they?	false	168.65	170.8	25.507782
6696_73295_000014_000001	I hope they are not so impertinent as to follow us.	I hope they are not so impertinent as to follow us.	true	171.11	174.16	22.386318
6696_73295_000014_000002	Pray let me know if they are coming.	Pray let me know if they are coming.	true	174.41	176.13	19
6696_73295_000014_000003	I am determined I will not look up."	I am determined I will not look up."	true	176.13	178.36	23.354378
6696_73295_000015_000000	In a few moments Catherine, with unaffected pleasure, assured her that she need not be longer uneasy, as the gentlemen had just left the Pump-room.	In a few moments Catherine, with unaffected pleasure, assured her that she need not be longer uneasy, as the gentlemen had just left the Pump room.	false	178.79	187.42	21.712275
6696_73295_000016_000000	"And which way are they gone?" said Isabella, turning hastily round. "One was a very good-looking young man."	"And which way are they gone?" said Isabella, turning hastily round. "One was a very good looking young man."	true	187.94	194.38	19.483747
6696_73295_000017_000000	"They went towards the churchyard."	"They went towards the churchyard."	true	194.81	196.84	19.423618
6696_73295_000018_000000	"Well, I am amazingly glad I have got rid of them!	"Well, I am amazingly glad I have got rid of them!	true	196.94	199.93	23.907324
6696_73295_000018_000001	And now what say you to going to Edgar's Buildings with me, and looking at my new hat?	And now what say you to going to Edgar's Buildings with me, and looking at my new hat?	true	200.33	205.45	22.596018
6696_73295_000018_000002	You said you should like to see it."	You said you should like to see it."	true	205.58	207.61	21.46507
6696_73295_000019_000000	Catherine readily agreed.	Catherine readily agreed.	true	207.83	209.58	20.604897
6696_73295_000019_000001	"Only," she added, "perhaps we may overtake the two young men."	"Only," she added, "perhaps we may overtake the two young men."	false	209.58	213.615	17.725225
6696_73295_000020_000000	"Oh! never mind that.	"Oh! never mind that.	true	213.615	215.35	22.81059
6696_73295_000020_000001	If we make haste, we shall pass by them presently, and I am dying to show you my hat."	If we make haste, we shall pass by them presently, and I am dying to show you my hat."	false	215.45	220.3	21.274035
6696_73295_000021_000000	"But if we only wait a few minutes, there will be no danger of our seeing them at all."	"But if we only wait a few minutes, there will be no danger of our seeing them at all."	true	220.85	226.09	18.90077
6696_73295_000022_000000	"I shall not pay them any such compliment, I assure you.	"I shall not pay them any such compliment, I assure you.	true	226.31	229.45	23.994608
6696_73295_000022_000001	I have no notion of treating men with such respect.	I have no notion of treating men with such respect.	true	229.49	232.29	19.67227
6696_73295_000022_000002	_That_ is the way to spoil them."	underscore That underscore is the way to spoil them."	false	232.29	234.25	24.961283
6696_73295_000023_000000	Catherine had nothing to oppose against such reasoning; and therefore, to show the independence of Miss Thorpe, and her resolution of humbling the sex, they set off immediately, as fast as they could walk, in pursuit of the two young men.	Catherine had nothing to oppose against such reasoning; and therefore, to show the independence of Miss Thorpe, and her resolution of humbling the sex, they set off immediately, as fast as they could walk, in pursuit of the two young men.	true	234.8	248.14	20.625605
6696_73295_000024_000000	Half a minute conducted them through the Pump-yard to the archway, opposite Union Passage; but here they were stopped.	Half a minute conducted them through the Pump yard to the archway, opposite Union Passage; but here they were stopped.	true	248.96	255.76	24.134483
6696_73295_000024_000001	Everybody acquainted with Bath may remember the difficulties of crossing Cheap Street at this point; it is indeed a street of so impertinent a nature, so unfortunately connected with the great London and Oxford roads, and the principal inn of the city, that a day never passes in which parties of ladies, however important their business, whether in quest of pastry, millinery, or even (as in the present case) of young men, are not detained on one side or other by carriages, horsemen, or carts.	Everybody acquainted with Bath may remember the difficulties of crossing Cheap Street at this point; it is indeed a street of so impertinent a nature, so unfortunately connected with the great London and Oxford roads, and the principal inn of the city, that a day never passes in which parties of ladies, however important their business, whether in quest of pastry, millinery, or even (as in the present case) of young men, are not detained on one side or other by carriages, horsemen, or carts.	false	256.1	284.08	20.780268
6696_73295_000024_000002	This evil had been felt and lamented, at least three times a day, by Isabella since her residence in Bath: and she was now fated to feel and lament it once more; for at the very moment of coming opposite to Union Passage, and within view of the two gentlemen who were proceeding through the crowds and treading the gutters of that interesting alley, they were prevented crossing by the approach of a gig, driven along on bad pavements by a most knowing-looking coachman, with all the vehemence that could most fitly endanger the lives of himself, his companion, and his horse.	This evil had been felt and lamented, at least three times a day, by Isabella since her residence in Bath: and she was now fated to feel and lament it once more; for at the very moment of coming opposite to Union Passage, and within view of the two gentlemen who were proceeding through the crowds and treading the gutters of that interesting alley, they were prevented crossing by the approach of a gig, driven along on bad pavements by a most knowing looking coachman, with all the vehemence that could most fitly endanger the lives of himself, his companion, and his horse.	false	284.48	317.23	21.57944
6696_73295_000025_000000	"Oh, these odious gigs!" said Isabella, looking up, "how I detest them!" But this detestation, though so just, was of short duration, for she looked again, and exclaimed, "Delightful!	"Oh, these odious gigs!" said Isabella, looking up, "how I detest them!" But this detestation, though so just, was of short duration, for she looked again, and exclaimed, "Delightful!	true	317.39	329.29	23.600828
6696_73295_000025_000001	Mr. Morland and my brother!"	mr Morland and my brother!"	true	329.36	331.72	21.680853
6696_73295_000026_000000	"Good Heaven!	"Good Heaven!	false	332.09	333.39	17.962019
6696_73295_000026_000001	'tis James!" was uttered at the same moment by Catherine; and on catching the young men's eyes, the horse was immediately checked with a violence which almost threw him on his haunches; and the servant having now scampered up, the gentlemen jumped out, and the equipage was delivered to his care.	'tis james!" was uttered at the same moment by Catherine; and on catching the young men's eyes, the horse was immediately checked with a violence which almost threw him on his haunches; and the servant having now scampered up, the gentlemen jumped out, and the equipage was delivered to his care.	true	333.39	349.03	20.47414
6696_73295_000027_000000	Catherine, by whom this meeting was wholly unexpected, received her brother with the liveliest pleasure; and he, being of a very amiable disposition, and sincerely attached to her, gave every proof on his side of equal satisfaction, which he could have leisure to do, while the bright eyes of Miss Thorpe were incessantly challenging his notice; and to her his devoirs were speedily paid, with a mixture of joy and embarrassment which might have informed Catherine, had she been more expert in the development of other people's feelings, and less simply engrossed by her own, that her brother thought her friend quite as pretty as she could do herself.	Catherine, by whom this meeting was wholly unexpected, received her brother with the liveliest pleasure; and he, being of a very amiable disposition, and sincerely attached to her, gave every proof on his side of equal satisfaction, which he could have leisure to do, while the bright eyes of Miss Thorpe were incessantly challenging his notice; and to her his devoirs were speedily paid, with a mixture of joy and embarrassment which might have informed Catherine, had she been more expert in the development of other people's feelings, and less simply engrossed by her own, that her brother thought her friend quite as pretty as she could do herself.	true	349.52	386.16	22.5946
6696_73295_000028_000000	John Thorpe, who in the mean time had been giving orders about the horse, soon joined them, and from him she directly received the amends which were her due; for while he slightly and carelessly touched the hand of Isabella, on her he bestowed a whole scrape and half a short bow.	john Thorpe, who in the mean time had been giving orders about the horse, soon joined them, and from him she directly received the amends which were her due; for while he slightly and carelessly touched the hand of Isabella, on her he bestowed a whole scrape and half a short bow.	true	386.16	402.01	21.085932
6696_73295_000028_000001	He was a stout young man, of middling height, who, with a plain face and ungraceful form, seemed fearful of being too handsome unless he wore the dress of a groom, and too much like a gentleman unless he were easy where he ought to be civil, and impudent where he might be allowed to be easy.	He was a stout young man, of middling height, who, with a plain face and ungraceful form, seemed fearful of being too handsome unless he wore the dress of a groom, and too much like a gentleman unless he were easy where he ought to be civil, and impudent where he might be allowed to be easy.	true	402.26	419.08	21.252712
6696_73295_000028_000002	He took out his watch:--"How long do you think we have been running in from Tetbury, Miss Morland?"	He took out his watch:--"How long do you think we have been running in from Tetbury, Miss Morland?"	true	419.15	424.93	18.081076
6696_73295_000029_000000	"I do not know the distance." Her brother told her that it was twenty-three miles.	"I do not know the distance." Her brother told her that it was twenty three miles.	false	425.45	430.14	23.306612
6696_73295_000030_000000	"_Three_-and-twenty!" cried Thorpe; "five-and-twenty if it is an inch." Morland remonstrated, pleaded the authority of road-books, innkeepers, and milestones: but his friend disregarded them all; he had a surer test of distance.	"underscore Three underscore-and twenty!" cried Thorpe; "five and twenty if it is an inch." Morland remonstrated, pleaded the authority of road books, innkeepers, and milestones: but his friend disregarded them all; he had a surer test of distance.	false	430.14	444.61	22.7098
6696_73295_000030_000001	"I know it must be five-and-twenty," said he, "by the time we have been doing it." "It is now half after one; we drove out of the inn-yard at Tetbury as the town-clock struck eleven; and I defy any man in England to make my horse go less than ten miles an hour in harness; that makes it exactly twenty-five."	"I know it must be five and twenty," said he, "by the time we have been doing it." "It is now half after one; we drove out of the inn yard at Tetbury as the town clock struck eleven; and I defy any man in England to make my horse go less than ten miles an hour in harness; that makes it exactly twenty five."	true	444.95	464.26	20.894865
6696_73295_000031_000000	"You have lost an hour," said Morland: "it was only ten o'clock when we came from Tetbury."	"You have lost an hour," said Morland: "it was only ten o'clock when we came from Tetbury."	true	464.51	470.56	22.011076
6696_73295_000032_000000	"Ten o'clock! it was eleven, upon my soul!	"Ten o'clock! it was eleven, upon my soul!	true	471.14	474.525	20.961576
6696_73295_000032_000001	I counted every stroke.	I counted every stroke.	true	474.525	476.145	23.541523
6696_73295_000032_000002	This brother of yours would persuade me out of my senses, Miss Morland.	This brother of yours would persuade me out of my senses, Miss Morland.	true	476.145	479.86	19
6696_73295_000032_000003	Do but look at my horse: did you ever see an animal so made for speed in your life?" (The servant had just mounted the carriage and was driving off.) "Such true blood!	Do but look at my horse: did you ever see an animal so made for speed in your life?" (The servant had just mounted the carriage and was driving off.) "Such true blood!	true	479.99	491.5	20.80476
6696_73295_000032_000004	Three hours and a half, indeed, coming only three-and-twenty miles!	Three hours and a half, indeed, coming only three and twenty miles!	true	491.66	495.94	19.976454
6696_73295_000032_000005	Look at that creature, and suppose it possible, if you can!"	Look at that creature, and suppose it possible, if you can!"	true	495.95	499.72	22.48173
6696_73295_000033_000000	"He _does_ look very hot, to be sure."	"He underscore does underscore look very hot, to be sure."	false	500.03	503.02	21.171474
6696_73295_000034_000000	"Hot! he had not turned a hair till we came to Walcot Church: but look at his forehand; look at his loins; only see how he moves: that horse _cannot_ go less than ten miles an hour; tie his legs, and he will get on.	"Hot! he had not turned a hair till we came to Walcot Church: but look at his forehand; look at his loins; only see how he moves: that horse underscore cannot underscore go less than ten miles an hour; tie his legs, and he will get on.	false	503.06	516.43	21.583975
6696_73295_000034_000001	What do you think of my gig, Miss Morland?	What do you think of my gig, Miss Morland?	true	516.5	518.7	22.533106
6696_73295_000034_000002	A neat one, is it not? Well hung; town built: I have not had it a month.	A neat one, is it not? Well hung; town built: I have not had it a month.	false	518.7	524.535	22.456276
6696_73295_000034_000003	It was built for a Christ Church man, a friend of mine, a very good sort of fellow; he ran it a few weeks, till, I believe, it was convenient to have done with it. I happened just then to be looking out for some light thing of the kind, though I had pretty well determined on a curricle too; but I chanced to meet him on Magdalen Bridge, as he was driving into Oxford, last term: 'Ah, Thorpe,' said he, 'do you happen to want such a little thing as this?	It was built for a Christ Church man, a friend of mine, a very good sort of fellow; he ran it a few weeks, till, I believe, it was convenient to have done with it. I happened just then to be looking out for some light thing of the kind, though I had pretty well determined on a curricle too; but I chanced to meet him on Magdalen Bridge, as he was driving into Oxford, last term: 'Ah, Thorpe,' said he, 'do you happen to want such a little thing as this?	false	524.535	551.47	22.247671
6696_73295_000034_000004	It is a capital one of the kind, but I am cursed tired of it.' 'Oh!	It is a capital one of the kind, but I am cursed tired of it.' 'Oh!	false	551.57	556.32	21.50214
6696_73295_000034_000005	d----,' said I, 'I am your man; what do you ask?' And how much do you think he did, Miss Morland?"	d----,' said I, 'I am your man; what do you ask?' And how much do you think he did, Miss Morland?"	false	556.32	562.93	21.621511
6696_73295_000035_000000	"I am sure I cannot guess at all."	"I am sure I cannot guess at all."	true	563.45	565.69	19.392857
6696_73295_000036_000000	"Curricle-hung, you see; seat, trunk, sword-case, splashing-board, lamps, silver molding, all, you see, complete; the ironwork as good as new, or better.	"Curricle hung, you see; seat, trunk, sword case, splashing board, lamps, silver molding, all, you see, complete; the ironwork as good as new, or better.	true	565.94	576.64	20.752274
6696_73295_000036_000001	He asked fifty guineas: I closed with him directly, threw down the money, and the carriage was mine."	He asked fifty guineas: I closed with him directly, threw down the money, and the carriage was mine."	true	576.92	582.61	21.498901
6696_73295_000037_000000	"And I am sure," said Catherine, "I know so little of such things, that I cannot judge whether it was cheap or dear."	"And I am sure," said Catherine, "I know so little of such things, that I cannot judge whether it was cheap or dear."	false	582.8	590.25	20.684633
6696_73295_000038_000000	"Neither one nor t'other; I might have got it for less, I dare say; but I hate haggling, and poor Freeman wanted cash."	"Neither one nor t'other; I might have got it for less, I dare say; but I hate haggling, and poor Freeman wanted cash."	false	590.25	598	20.975204
6696_73295_000039_000000	"That was very good-natured of you," said Catherine, quite pleased.	"That was very good-natured of you," said Catherine, quite pleased.	true	598.31	602.32	23.876446
6696_73295_000040_000000	"Oh! d---- it, when one has the means of doing a kind thing by a friend, I hate to be pitiful."	"Oh! d---- it, when one has the means of doing a kind thing by a friend, I hate to be pitiful."	false	602.48	608.5	20.591684
6696_73295_000041_000000	An inquiry now took place into the intended movements of the young ladies; and on finding whither they were going, it was decided that the gentlemen should accompany them to Edgar's Buildings, and pay their respects to Mrs. Thorpe.	An inquiry now took place into the intended movements of the young ladies; and on finding whither they were going, it was decided that the gentlemen should accompany them to Edgar's Buildings, and pay their respects to mrs Thorpe.	true	608.6	620.86	19.52933
6696_73295_000041_000001	James and Isabella led the way; and so well satisfied was the latter with her lot, so contentedly was she endeavoring to insure a pleasant walk to him who brought the double recommendation of being her brother's friend and her friend's brother, so pure and uncoquettish were her feelings, that though they overtook and passed the two offending young men in Milsom Street, she was so far from seeking to attract their notice that she looked back at them only three times.	james and Isabella led the way; and so well satisfied was the latter with her lot, so contentedly was she endeavoring to insure a pleasant walk to him who brought the double recommendation of being her brother's friend and her friend's brother, so pure and uncoquettish were her feelings, that though they overtook and passed the two offending young men in Milsom Street, she was so far from seeking to attract their notice that she looked back at them only three times.	true	621.17	649.66	21.167372
6696_73295_000042_000000	John Thorpe kept of course with Catherine, and after a few minutes' silence renewed the conversation about his gig:--"You will find, however, Miss Morland, it would be reckoned a cheap thing by some people, for I might have sold it for ten guineas more the next day; Jackson of Oriel bid me sixty at once; Morland was with me at the time."	john Thorpe kept of course with Catherine, and after a few minutes' silence renewed the conversation about his gig:--"You will find, however, Miss Morland, it would be reckoned a cheap thing by some people, for I might have sold it for ten guineas more the next day; Jackson of Oriel bid me sixty at once; Morland was with me at the time."	true	650.03	671.77	19.707712
6696_73295_000043_000000	"Yes," said Morland, who overheard this; "bet you forgot that your horse was included."	"Yes," said Morland, who overheard this; "bet you forgot that your horse was included."	false	672.17	678.52	22.211275
6696_73295_000044_000000	"My horse!	"My horse!	true	679.34	680.445	19.509686
6696_73295_000044_000001	oh, d---- it!	oh, d---- it!	false	680.445	681.42	20
6696_73295_000044_000002	I would not sell my horse for a hundred.	I would not sell my horse for a hundred.	true	681.42	683.775	20.969212
6696_73295_000044_000003	Are you fond of an open carriage, Miss Morland?"	Are you fond of an open carriage, Miss Morland?"	true	683.775	686.68	20.414103
6696_73295_000045_000000	"Yes, very: I have hardly ever an opportunity of being in one; but I am particularly fond of it."	"Yes, very: I have hardly ever an opportunity of being in one; but I am particularly fond of it."	true	686.99	693.4	24.153769
6696_73295_000046_000000	"I am glad of it: I will drive you out in mine every day."	"I am glad of it: I will drive you out in mine every day."	true	694.04	697.78	21.403658
6696_73295_000047_000000	"Thank you," said Catherine, in some distress, from a doubt of the propriety of accepting such an offer.	"Thank you," said Catherine, in some distress, from a doubt of the propriety of accepting such an offer.	true	698.42	704.53	23.69222
6696_73295_000048_000000	"I will drive you up Lansdown Hill to-morrow."	"I will drive you up Lansdown Hill to morrow."	true	704.69	707.5	21.105206
6696_73295_000049_000000	"Thank you; but will not your horse want rest?"	"Thank you; but will not your horse want rest?"	true	707.93	711.015	20.681372
6696_73295_000050_000000	"Rest! he has only come three-and-twenty miles to-day; all nonsense: nothing ruins horses so much as rest; nothing knocks them up so soon. No, no: I shall exercise mine at the average of four hours every day while I am here."	"Rest! he has only come three and twenty miles to day; all nonsense: nothing ruins horses so much as rest; nothing knocks them up so soon. No, no: I shall exercise mine at the average of four hours every day while I am here."	true	711.015	725.65	19.581667
6696_73295_000051_000000	"Shall you, indeed!" said Catherine, very seriously: "that will be forty miles a day."	"Shall you, indeed!" said Catherine, very seriously: "that will be forty miles a day."	true	725.78	732.16	21.362818
6696_73295_000052_000000	"Forty!	"Forty!	true	732.26	732.93	19.185833
6696_73295_000052_000001	ay, fifty, for what I care.	ay, fifty, for what I care.	false	732.93	734.98	25.893473
6696_73295_000052_000002	Well, I will drive you up Lansdown to-morrow; mind, I am engaged."	Well, I will drive you up Lansdown to morrow; mind, I am engaged."	true	735.11	739.51	19.58184
6696_73295_000053_000000	"How delightful that will be!" cried Isabella, turning round; "my dearest Catherine, I quite envy you; but I am afraid, brother, you will not have room for a third."	"How delightful that will be!" cried Isabella, turning round; "my dearest Catherine, I quite envy you; but I am afraid, brother, you will not have room for a third."	true	739.85	749.865	22.694992
6696_73295_000054_000000	"A third, indeed!	"A third, indeed!	true	749.865	751.59	24.808437
6696_73295_000054_000001	no, no; I did not come to Bath to drive my sisters about: that would be a good joke, faith!	no, no; I did not come to Bath to drive my sisters about: that would be a good joke, faith!	true	751.59	756.91	21.207405
6696_73295_000054_000002	Morland must take care of you."	Morland must take care of you."	true	757.01	758.83	21.518274
6696_73295_000055_000000	This brought on a dialogue of civilities between the other two; but Catherine heard neither the particulars nor the result.	This brought on a dialogue of civilities between the other two; but Catherine heard neither the particulars nor the result.	true	759.11	765.91	22.125713
6696_73295_000055_000001	Her companion's discourse now sunk from its hitherto animated pitch to nothing more than a short, decisive sentence of praise or condemnation on the face of every women they met; and Catherine, after listening and agreeing as long as she could, with all the civility and deference of the youthful female mind, fearful of hazarding an opinion of its own in opposition to that of a self-assured man, especially where the beauty of her own sex is concerned, ventured at length to vary the subject by a question which had been long uppermost in her thoughts.	Her companion's discourse now sunk from its hitherto animated pitch to nothing more than a short, decisive sentence of praise or condemnation on the face of every women they met; and Catherine, after listening and agreeing as long as she could, with all the civility and deference of the youthful female mind, fearful of hazarding an opinion of its own in opposition to that of a self assured man, especially where the beauty of her own sex is concerned, ventured at length to vary the subject by a question which had been long uppermost in her thoughts.	false	765.95	797.8	21.421146
6696_73295_000055_000002	It was, "Have you ever read 'Udolpho,' Mr. Thorpe?"	It was, "Have you ever read 'Udolpho,' mr Thorpe?"	true	797.99	802.14	22.971188
6696_73295_000056_000000	"'Udolpho'!	"'Udolpho'!	false	802.14	802.8	-20
6696_73295_000056_000001	O Lord! not I: I never read novels; I have something else to do."	O Lord! not I: I never read novels; I have something else to do."	false	802.8	808.84	23.639221
6696_73295_000057_000000	Catherine, humbled and ashamed, was going to apologize for her question; but he prevented her by saying, "Novels are all so full of nonsense and stuff! there has not been a tolerable decent one come out since 'Tom Jones,' except the 'Monk'; I read that t'other day: but as for all the others, they are the stupidest things in creation."	Catherine, humbled and ashamed, was going to apologize for her question; but he prevented her by saying, "Novels are all so full of nonsense and stuff! there has not been a tolerable decent one come out since 'Tom Jones,' except the 'Monk'; I read that t'other day: but as for all the others, they are the stupidest things in creation."	false	809.12	828.555	20.41303
6696_73295_000058_000000	"I think you must like 'Udolpho,' if you were to read it: it is so very interesting."	"I think you must like 'Udolpho,' if you were to read it: it is so very interesting."	false	828.555	833.95	18.671097
6696_73295_000059_000000	"Not I, faith!	"Not I, faith!	true	834.11	835.81	23.605925
6696_73295_000059_000001	No, if I read any, it shall be Mrs. Radcliffe's; her novels are amusing enough: they are worth reading; some fun and nature in _them_.	No, if I read any, it shall be mrs Radcliffe's; her novels are amusing enough: they are worth reading; some fun and nature in underscore them underscore.	false	835.97	845.1	22.022408
6696_73295_000060_000000	"'Udolpho' was written by Mrs. Radcliffe," said Catherine, with some hesitation, from the fear of mortifying him.	"'Udolpho' was written by mrs Radcliffe," said Catherine, with some hesitation, from the fear of mortifying him.	true	845.1	852.28	21
6696_73295_000061_000000	"No, sure; was it?	"No, sure; was it?	true	852.35	854.94	21.035866
6696_73295_000061_000001	Ay, I remember, so it was; I was thinking of that other stupid book, written by that woman they made such a fuss about; she who married the French emigrant."	Ay, I remember, so it was; I was thinking of that other stupid book, written by that woman they made such a fuss about; she who married the French emigrant."	false	854.94	865.45	21.50017
6696_73295_000062_000000	"I suppose you mean 'Camilla'?"	"I suppose you mean 'Camilla'?"	true	865.94	868.27	19.35955
6696_73295_000063_000000	"Yes, that's the book: such unnatural stuff!	"Yes, that's the book: such unnatural stuff!	true	868.31	871.71	23.92651
6696_73295_000063_000001	An old man playing at see-saw: I took up the first volume once, and looked it over, but I soon found it would not do; indeed, I guessed what sort of stuff it must be before I saw it; as soon as I heard she had married an emigrant, I was sure I should never be able to get through it."	An old man playing at see saw: I took up the first volume once, and looked it over, but I soon found it would not do; indeed, I guessed what sort of stuff it must be before I saw it; as soon as I heard she had married an emigrant, I was sure I should never be able to get through it."	true	871.71	887.35	20.254316
6696_73295_000064_000000	"I have never read it."	"I have never read it."	true	887.69	889.11	22.245413
6696_73295_000065_000000	"You have no loss, I assure you; it is the horridest nonsense you can imagine: there is nothing in the world in it but an old man's playing at see-saw and learning Latin; upon my soul, there is not."	"You have no loss, I assure you; it is the horridest nonsense you can imagine: there is nothing in the world in it but an old man's playing at see saw and learning Latin; upon my soul, there is not."	true	889.11	900.19	20.160778
6696_73295_000066_000000	This critique, the justness of which was unfortunately lost on poor Catherine, brought them to the door of Mrs. Thorpe's lodgings, and the feelings of the discerning and unprejudiced reader of 'Camilla' gave way to the feelings of the dutiful and affectionate son, as they met Mrs. Thorpe, who had descried them from above, in the passage.	This critique, the justness of which was unfortunately lost on poor Catherine, brought them to the door of mrs Thorpe's lodgings, and the feelings of the discerning and unprejudiced reader of 'Camilla' gave way to the feelings of the dutiful and affectionate son, as they met mrs Thorpe, who had descried them from above, in the passage.	true	900.59	919.65	24.55982
6696_73295_000066_000001	"Ah, mother, how do you do?" said he, giving her a hearty shake of the hand; "where did you get that quiz of a hat?	"Ah, mother, how do you do?" said he, giving her a hearty shake of the hand; "where did you get that quiz of a hat?	false	919.65	926.31	20.336672
6696_73295_000066_000002	it makes you look like an old witch. Here is Morland and I come to stay a few days with you; so you must look out for a couple of good beds somewhere near." And this address seemed to satisfy all the fondest wishes of the mother's heart, for she received him with the most delighted and exulting affection.	it makes you look like an old witch. Here is Morland and I come to stay a few days with you; so you must look out for a couple of good beds somewhere near." And this address seemed to satisfy all the fondest wishes of the mother's heart, for she received him with the most delighted and exulting affection.	false	926.31	943.51	22.330767
6696_73295_000066_000003	On his two younger sisters he then bestowed an equal portion of his fraternal tenderness, for he asked each of them how they did, and observed that they both looked very ugly.	On his two younger sisters he then bestowed an equal portion of his fraternal tenderness, for he asked each of them how they did, and observed that they both looked very ugly.	false	943.91	959.79	23.103237
